"Convolvulus_arvensis_E2__P_1"	"Convolvulus_arvensis_E2__P_2"	"Convolvulus_arvensis_E2__P_3"	"Convolvulus_arvensis_E2__P_4"	"Convolvulus_arvensis_E2__P_5"	"Convolvulus_arvensis_E2__P_6"	"Convolvulus_arvensis_E2__P_7"	"Convolvulus_arvensis_E2__P_8"	"Convolvulus_arvensis_E2__P_9"	"Helminthia_echioides_E2__P_1"	"Helminthia_echioides_E2__P_2"	"Helminthia_echioides_E2__P_3"	"Helminthia_echioides_E2__P_4"	"Helminthia_echioides_E2__P_5"	"Centaurea_nigra_E2__P_1"	"Centaurea_nigra_E2__P_2"	"Centaurea_nigra_E2__P_3"	"Centaurea_nigra_E2__P_4"	"Rubus_caesius_E2__P_1"	"Rubus_caesius_E2__P_2"	"Rubus_caesius_E2__P_3"	"Scabiosa_columbaria_E2__P_1"	"Scabiosa_columbaria_E2__P_2"	"Scabiosa_columbaria_E2__P_3"	"Scabiosa_columbaria_E2__P_4"	"Oenothera_rosea_E2__P_1"	"Oenothera_rosea_E2__P_2"	"Oenothera_rosea_E2__P_3"	"Colchicum_autumnale_E2__P_1"	"Colchicum_autumnale_E2__P_2"	"Colchicum_autumnale_E2__P_3"	"Colchicum_autumnale_E2__P_4"	"Convolvulus_sepium_E2__P_1"	"Convolvulus_sepium_E2__P_2"	"Reynoutria_japonica_E2__P_1"	"Reynoutria_japonica_E2__P_2"	"Reynoutria_japonica_E2__P_3"	"Reynoutria_japonica_E2__P_4"	"Reynoutria_japonica_E2__P_5"	"Reynoutria_japonica_E2__P_6"	"Reynoutria_japonica_E2__P_7"	"Reynoutria_japonica_E2__P_8"
30.12	36.83	11	35.62	22.93	22.21	43.65	33.14	56.8	30.03	27.56	78.8	72.08	62.09	17.91	25.97	33.08	34.14	36.57	39.54	23.5	22.66	20.71	43.3	15.89	57.6	43.08	26.89	51.79	43.55	41.03	50.56	85.1	49.99	34.01	40.14	31.44	38.91	31.92	27.42	37.51	40.69
26.15	24.4	10.4	27.89	20.94	14.24	33.77	23.06	41.44	22.02	23.59	63.25	59.69	48.57	16.17	21.64	27.47	29.19	30.48	35.86	18.92	20.25	19.15	34.12	12.36	42.85	40.35	23.07	41.45	40.64	34.21	36.66	66.56	42.89	30.26	32.03	25.44	30.25	31.51	18.18	25.28	28.95
23	25.59	7.32	25.05	13.17	9.71	29.46	22.56	47.58	28.19	22.22	74.95	64.48	56.99	12.41	17.93	21.99	19.79	28.36	28.82	21.29	20.11	13.18	36.11	6.26	46.79	40.37	18.52	44.06	41.81	32.87	39.41	74.42	40.24	25.55	32.16	18.88	27.38	28.19	15.54	24.87	28.59
23.64	18.73	7.19	22.07	11.67	9.99	27.87	18.91	42.71	17.13	17.14	81.5	62.36	51.92	6.75	18.3	24.08	22.04	21.28	31.41	19.82	13.75	11.68	35.8	4.61	46.98	34.37	19.03	47.04	42.13	32.7	38.66	79.83	43.11	24.21	30	18.76	31.97	26.42	8.27	25.24	28.1
28.34	30.17	13.94	33.79	21.15	18.59	31.8	29.14	54.6	26.19	28.5	83.6	72.01	66.15	15.29	22.41	25.2	32.76	34.48	39.51	25.35	24.01	18.18	43.82	14.69	55.47	46.62	30.17	53.27	47.99	40.17	51.26	85.98	54.41	34.55	39.89	29.57	37.8	38.01	22.46	36.68	38.36
32.13	30.49	12.54	32.16	20.8	20.31	36.08	25.46	54.02	23.84	27.13	82.48	75.72	66.76	22.86	19.54	29.35	26.45	29.07	37.74	23.3	18.43	21.42	43.16	14.06	56.7	44.87	26.46	50.75	49.63	40.03	49.63	86.64	49.01	28.53	40.32	26.02	31.98	31.25	23.86	30.99	36.53
33.95	40.76	21.61	44.06	30.16	29.06	47.81	36.81	62.39	36.04	33.6	83.98	83.06	70.78	29	35.97	37.55	37.31	38.43	41.15	33.04	31.17	31.04	48.1	20.93	67	52.06	38.19	60.49	55.9	52.3	58.59	89.64	57.7	36.49	47.87	36.06	42.53	41.35	32.74	41.82	42.86
27.86	28.23	7.26	23.68	13.4	11.87	31.81	27.95	53.75	20.41	20.69	81.28	73.34	62.8	11.93	18.95	26.98	29.24	26.48	34.08	20.11	19.93	13.82	42.45	8.01	59.3	44.3	25.53	46.89	50.47	36	48.63	88.14	48.85	29.43	32.98	24.55	30.89	28.24	17.22	33.21	30.56
29.34	31.42	10	30.92	14.8	12.31	34.26	27.57	49.43	28.23	19.84	86.87	71.63	57.56	15.6	23	26.37	29.14	28.09	34.88	18.22	23.33	16.21	39.54	10.38	61.15	40.43	24.3	46.21	49.33	35.75	49.57	83.34	50.55	33.58	35.35	26.29	34.57	29.95	18.57	32.08	32
30.66	34.05	10.11	32.57	19.57	16.63	36.69	26.76	49.03	26.21	22.07	79.32	71.39	58.57	18.07	21.22	29.29	28.62	29.72	38.39	20.77	20.23	15.83	43.23	11.23	56.81	44.46	24.98	53.18	45.01	37.99	48.22	85.87	49.17	32.63	36.92	28.07	36.65	33.31	19.73	29.86	31.82
34.44	34.63	20.49	36.55	22	21.43	40.63	31.19	54.58	29.89	29.54	83.44	76.61	64.23	20.82	30.36	36.56	32.57	36.36	42.78	28.7	25.16	21.61	49.39	16.31	62.81	50.61	32.9	56	53.41	42.84	50.69	87	51.44	35.23	43.1	30	39.25	37.82	25.48	34.53	36.82
37.77	40.77	19.36	38.07	23.24	23.87	43.95	31.93	55.89	36.07	32.07	88.19	81.58	68.8	26.14	32.69	34.59	36.28	38.23	43.72	30.22	27.56	24.25	53.95	18.09	63.69	52.96	32.92	60.33	53.7	48.21	56.18	90.5	58.92	38.67	44.3	31.29	44.07	37.81	25.45	36.51	41.47
31.39	35.95	7.64	31.97	16.49	13.56	38.9	30.83	57.04	26.09	24.78	91.34	83.4	65.47	17.74	23.15	26.69	31.62	31.61	32	24.41	19.46	17.16	49.22	8.61	65.82	48.74	26.77	57.87	50.56	43.79	51.91	97.35	56.22	30.41	40.48	27.18	34.86	34.48	18.99	32.53	35.61
31.18	32.22	11.56	33.07	17.68	17.85	38.92	30.53	57.05	30.8	27.78	88.51	81.5	67.81	17.87	24.92	29.3	31.7	34.87	40.23	24.77	20.79	22.69	48.42	13.37	64.37	50.98	28.11	63.07	51.96	45.2	53.91	99.72	56.45	33.19	44.65	28.7	37.69	32.31	17.98	32.58	37.66
42.2	41.3	19.68	40.62	25.54	23.33	46.84	36.94	64.86	36.46	37.17	99.95	92.85	76.87	24.07	32.71	40.17	38.43	42.78	45.81	30.8	28.39	27.72	59.66	19.08	78.44	61.02	37.46	71.29	65.75	51.84	64.59	112.48	66.09	41.47	53.03	33.36	47.39	43.18	28.02	44.57	45
28.94	31.3	9.18	29.24	12.92	13.98	36.66	25.3	50.85	25.57	24.37	86.68	80.96	63.36	13.76	22.92	29.05	29.79	30.75	34.09	20.05	17.35	16.71	45.61	7.31	66.73	51.54	26.33	59.17	52.38	39.86	52.46	99.44	57.67	30.88	40.9	22.98	35.82	31.19	18.34	30.81	34.43
32.48	34.74	11.72	32.48	17.61	16.25	41.4	28.44	58.25	28.05	29.1	94.53	87.98	69.01	18.07	27.02	32.31	33.46	34.27	38.79	23.93	20.45	20.38	51.33	10.86	70.78	54.06	29.17	61.72	55.5	43.16	57.15	104.56	59.6	33.8	43.9	26.41	38.98	34.92	20.25	34.53	38.47
29.78	31.96	10.51	28.89	16.36	16.24	36.76	26.65	52.6	25.93	25.55	86.56	82.54	63.44	15.41	23.58	29.25	28.68	30.03	36.5	21	17.56	16.6	46.86	9.15	61.73	46.17	25.28	53.83	49.96	37.66	50.75	92.81	52.59	30.25	39.21	23.94	35.05	30.77	17.51	29.68	33.68
28.17	29.57	9.73	27.73	15.65	14.25	34.96	23.62	50.37	25.87	23.63	79.4	76.12	58.62	14.54	22.83	28.3	27.91	29.69	32.89	20.1	17.38	16.03	43.33	9.99	55.87	42.92	23.36	48.62	43.66	35.06	44.68	83.1	48.49	27.89	35.96	21.88	32.98	27.37	16.33	28.22	31.03
25.36	26.65	6.89	25.53	12.61	11.72	32.43	21.48	47.76	23.45	20.66	78.03	74.73	55.58	12.3	20.1	24.52	24.25	25.29	30.03	17.62	14.85	12.33	42.24	6.06	52.45	39.71	18.83	44.53	40.42	31.68	41.04	80.12	43.72	24.23	33.17	18.64	29.51	25.72	13.49	24.98	27.74
27.58	28.52	8.53	26.39	14.09	12.62	32.92	23.98	50.43	24.74	21.53	82.27	77.3	59.42	13.59	21.64	25.78	26.73	27.26	33.53	19.48	15.85	13.27	45.26	7.25	54.95	41.54	19.22	47.39	43.42	32.31	42.87	82.02	46.98	24.69	35.19	20.62	30.71	26.11	14.81	26.96	29.39
26.07	25.58	8.59	25.06	14.26	13.16	31.68	22.49	46.35	23.8	20.56	75.98	72.24	55.14	13.51	21.41	24.98	25.89	26.87	29.73	19.2	15.73	14.33	41.1	7.9	52.21	39.75	19.39	43.02	40.25	30.25	40.91	76.52	43.24	24.46	33.71	19.83	30.02	26.06	13.95	25.1	28.76
28.48	27.8	9.3	26.64	14.47	13.59	34.38	24.52	51.51	25.84	20.16	81.4	79.33	59.21	14.56	23.62	26.44	26.28	27.99	32.72	19.87	16.35	14.75	45.89	7.67	55.71	43.55	20.32	47.71	41.54	31.89	42.55	81.59	46.25	25.49	35.62	19.81	33.26	27.64	15.06	26.11	30.81
26.24	26.77	7.17	25.4	13.09	12.18	34.12	22.31	49.1	23.81	20.77	80.3	76.34	56.93	13.56	21.44	25.95	24.47	26.15	31.28	19.23	16.99	12.47	44.89	7.54	54.47	42.24	19.4	45.41	41.7	31.2	41.37	80.48	46.43	24.77	35.58	20.05	32.23	26.99	14.58	25.51	29.06
26.3	27.2	8.68	26.06	15.06	14.42	34	23.45	49.48	24.79	20.65	80.91	74.81	58	14.69	22.42	26.53	26.11	26.88	32.13	19.84	17.58	13.93	44.7	7.55	54.47	42.36	19.33	45.3	40.61	31.22	41.54	80.34	45.26	24.84	34.72	19.82	31.73	27.01	15.7	26.68	29.77
22.93	21.75	5.17	22.53	10.15	9.42	29.23	20.24	44.55	19.52	17	74.15	70	51.73	10.96	18.39	22.79	22.33	23.68	28.33	15.47	13.58	10.13	41.92	4.8	49.12	35.96	16.45	41.56	36.91	28.58	36.9	73.58	39.89	21.75	29.68	16.2	27.67	23.12	10.46	22.01	25.95
26.34	24.93	8.14	24.01	12.21	12.83	31.54	20.68	47.81	22.93	17.66	73.59	70.89	53.13	11.19	20.75	26.31	24.33	26.74	30.12	19.51	14.9	11.81	41.53	8.1	50.15	38.99	18.36	41.91	38.62	29.61	38.49	72.54	42.04	24.53	32.61	18.8	30.47	24.29	13.7	25.06	27.38
26.71	27.73	8.23	24.68	13.61	12.39	32.64	23.68	48.85	25.18	20.2	81.81	76.32	56.85	14.8	22.14	24.69	25.3	25.71	32.43	19.05	15.73	13.61	43.34	8.58	54.96	41.36	22.09	46.09	41.93	31.79	41.13	78.13	44.93	25.9	32.7	22.63	30.42	26.37	14.97	26.02	30.26
25.89	25.59	5.99	27.11	11.77	11.44	32.52	22.55	49.78	22.88	18.83	77.92	74.86	59.13	11.47	19.05	24.38	25.89	27.23	31.59	18.74	17.21	12.41	42.24	5.85	51.59	42.84	18.87	44.91	40.47	29.15	41.85	79.29	45.18	24.03	32.55	19.47	30.35	26.22	13.72	23.72	27.43
26.82	27.35	9.54	27.43	15.55	11.24	35.42	24.22	47.91	24.16	21.64	80.02	75.74	58.29	14.39	21.04	28.56	26.04	28.94	34.99	19.19	17.15	13.24	44.04	11.3	53.68	42.32	20.08	47.7	44.64	35.07	45.15	83.36	48.16	26.53	34.17	23	29.79	28.35	16.35	28.07	30.51
27.92	29.65	11.21	27.66	19.15	17.06	34.41	26.39	48.68	25.78	23.7	78.45	73	56.7	16.64	24.28	28.9	27.94	31.24	32.87	20.97	18.92	17.52	43.18	10.14	54.95	44.04	23.88	49.85	43.22	34.5	45.75	84.95	48.49	27.95	37.38	24.73	33.39	29.16	19.9	29.73	30.85
29.77	29.01	7.43	26.16	14.19	13.49	35.21	26.45	51.92	24.95	24.1	86	77.2	60.31	15.07	23.17	27.88	29.09	28.15	37.11	19.11	17.59	16.45	44.79	8.57	59.34	45.08	25.45	52.49	48	36.24	47.82	89.4	51.81	29.86	40.13	24.33	33.65	27.81	17.69	29.89	32.58
32.9	30.54	12.13	33.92	15.66	16.04	38.63	28.49	57.36	29.49	25.3	94.8	87.07	67.15	17.85	24.28	29.23	29.96	31.21	36.42	21.61	20.08	19.04	50.99	7.14	65.23	51.46	27.18	59.19	54.83	41.68	52.11	100.22	56.81	31.42	46.79	25.51	37.02	32.05	17.92	32.55	34.36
30.56	30.84	10.34	29.61	15.83	14.64	36.25	26.99	51.96	27.83	23.67	83.86	79.78	62.89	17.66	23.23	29.97	29.23	29.53	35.65	20.77	20.54	15.29	46.71	10.36	57.27	46.27	23.64	52.04	47.45	36.7	48.73	89.97	52.48	30.19	40.12	23.18	34.42	29.14	17.15	29.91	33.12
27.42	28.99	9.06	27.92	15	13.79	34.97	25.21	51.39	24.47	24.12	83.23	77.51	59.77	13.29	22.27	26.82	25.24	29.64	33.08	19.82	19.19	15.53	43.45	7.7	58.86	45.47	21.95	49.6	46.32	35.19	44.43	86.95	50.29	25.73	37.22	21.68	31.32	28.82	16.72	26.17	31.03
26.15	28.32	7.46	25.74	13.77	10.57	33.38	22.81	50.19	23.31	19.93	81.54	75.57	57.91	14.53	21.77	26.32	23.83	27.46	32.09	18.96	16.59	13.65	41.46	8.15	54.49	43.66	20.71	45.7	42.48	33.29	42.67	82.75	48.84	26.73	35.86	19.69	31.23	27.8	15.45	27.04	28.72
23.16	23.27	3.8	23.01	12.19	11.84	31.17	19.74	44.82	20.14	17.21	74.05	71.07	52.92	11.28	17.05	23.64	22.86	23.77	28.44	16.55	13.34	10.78	40.22	1.8	49.62	37.08	14.46	43.44	38.61	29.96	37.96	76.57	40.2	21.29	32.51	17.35	27.32	24.24	11.14	22.5	23.3
25.61	28.47	7.2	26.67	14.99	13.19	33.95	23.93	51.07	23.37	21.53	81.45	75.51	58.93	14.28	22.65	25.6	26.78	27.38	32.69	18.66	16.56	16.11	43.44	8.42	52.91	43.96	20.3	46.43	42.71	33.25	40.92	81.42	46.46	25.63	36.16	22.61	31.02	27.93	15.87	26.53	29.96
32.89	29.53	11.63	31.1	17.26	19.81	36.85	27.74	57.57	31.39	23.71	85.44	81.98	65.29	17.8	24.94	29.84	31.95	34.12	38.37	25.8	24.01	16.37	49.89	10.04	62.19	47.52	24.06	50.92	47.83	38.57	46.05	89.71	52.76	30.77	41.71	25.06	40	33.84	21.38	30.92	36.2
28.65	31.35	11.8	27.5	15.86	13.55	34.78	25.84	50.73	26.71	22.27	85.83	79.11	61.06	14.35	25.35	28.41	27.49	30.16	36.46	22.28	18.47	15.79	46.55	9.94	59.36	45.93	22.64	48.97	43.97	34.82	44.12	84.36	49.77	28.48	38.86	24.25	33.79	30.17	16.7	26.49	34.9
28.12	29.37	9.6	31.04	17.55	15.71	34.45	26.34	52.25	27.79	24.23	82.44	78	59.28	18.25	25.37	28.49	27.17	31.23	37.74	21.74	20.52	18.25	46.21	11.08	55.08	43.24	26.72	49.04	42.99	34.75	47.35	82.41	49.41	26.67	37.65	24.34	38.09	32.41	17.99	28.12	33.25
30.27	31.07	17.66	33	21.83	19.3	36.18	29.78	51.16	31.93	28.48	81.57	78.42	61.12	20.97	27.8	30.37	32.32	37.09	38.25	27.89	22.33	21.55	49.81	17.13	58.48	45.39	25.02	47.12	44.72	36.02	47.89	78.99	49.74	30.45	40.76	29.52	38.46	31.68	24.29	33.37	37.4
26.05	26.82	8.01	27.57	16.87	12.79	33.05	20.21	48.33	25.43	20.87	78.43	75.33	53.41	12.4	22.5	27.5	24.95	24.81	28.47	20.61	17.18	14.58	41.55	7.59	52.16	42.29	18.72	44.84	42.11	33.79	40.51	75.82	45.26	25.12	34.33	22.27	31.31	27.49	15.85	27.61	31.24
31.62	35.97	7.74	27.11	15.56	18.56	39.13	30.85	58.29	29.14	23.42	84.13	86.34	67.91	14.72	24.58	31.16	32.06	31.43	40.84	23.75	17.67	18.14	50.06	10.29	63.67	49.36	27	51.91	47.79	42.07	49.7	95.48	48.93	32.56	36.97	23.83	36.9	31.14	18.55	29.03	36.49
29.45	29.98	12.17	28.62	15.2	14.7	35.82	27.8	51.68	23.45	21.86	76.75	78.73	60.52	16.41	22.04	26.5	30.49	29.45	33.55	22.74	20.28	16.46	45.17	8.42	56.96	43.33	24.4	51.04	45.34	40.72	43	84.87	48.05	29.46	39.08	26.76	36.03	32.15	16.86	30.78	32.82
33.91	28.12	13.9	32.34	18.59	16.31	38.03	27	50.96	26.63	27.65	79.51	73.4	58.72	20	23.28	30.98	33.64	30.1	34.11	25.06	21.96	21.73	40.51	15.42	59.33	42.16	26.44	48.5	43.73	37.2	46.47	77.5	51.41	31.71	37.65	25.36	36.29	32.86	21.47	31.82	29.43
23.72	27.32	8.45	23.13	13.6	11.91	31.64	19.45	49.26	20.93	17.24	82.03	69.06	54.44	10.27	18.34	24.85	26.12	27.93	30.47	18.93	11.18	17.56	43.67	4.57	57.91	40.98	18.58	50.52	42.83	30.41	42.52	83.26	45.52	27.12	33.95	19.6	30.07	30.4	11.33	25.06	24.6
26.61	32.14	11.39	24.06	14.47	14.22	34.81	26.33	44.65	25.52	18.16	74.06	63.13	54.98	17.61	21.71	26.83	25.27	27.99	35.16	20.34	17.44	17.61	38.78	10.35	53.54	43.77	25.46	48.81	41.08	31.93	44.9	69.39	48.24	25.56	31.33	22.22	31.49	30.95	16.84	31.71	31.43
40.12	36.11	10.62	30.56	27.25	21.2	46.16	40.56	56.12	29.7	31.44	87.98	80.76	67.54	24.02	28.55	30.9	36.94	40.28	42.22	26.83	25.61	21.63	45.61	17.68	65.57	45.63	30.69	58.65	54.98	46.17	54.81	92.03	57.91	40.53	41.6	35.75	40.79	38.91	28.17	39.27	36.93
29.03	32.71	10.78	28.13	20.22	16.35	34.2	22.38	47.74	22.96	19.34	81.2	70.87	57.26	14.73	21.1	28.96	28.26	27.82	35.6	21.01	20.9	16.94	45.07	8.22	57.85	46.2	24.97	51.76	47.81	40.09	45.62	85.46	49.72	29.32	31.97	24.02	35.95	33.33	17.44	33.25	32.2
22.21	25.55	3.1	24.78	14.38	9.69	38.23	23.5	44.42	21.93	19.3	73.54	67.06	55.23	15.23	24.43	22.4	22.07	29.86	30.94	18.83	18.63	17.82	36.1	8.14	57.35	42.88	22.22	48.66	43.75	35.76	44	78.14	44.92	28.74	33.77	20.61	21.76	24.91	14.9	25.93	34.08
31.64	31.27	10.49	34.16	18.22	19.49	35.16	23.69	55.55	28.47	29.02	92.69	79.88	62.92	18.65	30.64	36.05	29.53	33.2	39.13	26.72	24.99	19.85	45.86	10.62	62.36	52.52	29.65	56.75	58.22	43.98	54.38	90.83	57.5	33.44	44.47	23.74	39.09	33.87	23.63	36.65	41.02
28.42	34.76	11.41	32.96	20.19	15.8	37.63	32.03	56.13	30.97	23.61	85.49	80.03	65.4	16.9	24.18	30.28	31.52	33.72	41.21	30.9	24.38	22.73	48.51	13.97	65.66	54.44	28.71	55.4	47.8	42.61	56.53	94.66	56.42	36.41	42.99	27.61	39.63	31.02	20.95	31.74	35.31
26.61	26.14	3.37	24.53	7.64	6.54	28.39	19.41	47.06	16.25	14.79	76.85	73.31	56.94	5.49	17.77	22.81	27.22	23.98	28.15	9.81	13.43	8.08	38.64	1.97	52.5	41.89	20.16	48.8	46.26	34.82	43.5	83.13	46.8	22.4	35.81	19.75	26.14	27.7	10.67	21.26	26.39
28.55	27.98	9.65	30.76	18.09	11.9	31.13	26.12	48.97	22.45	20.51	74.33	70.12	59.08	14.14	21.28	27.87	28.8	25.97	30.57	21.54	19.76	14.25	40.81	6.84	58.85	43.21	25.05	51.94	47.21	36.11	46.57	83.49	48.02	29.35	38.24	24.69	30.17	27.86	15.71	27.23	33.28
28.05	30.07	9.37	26.29	13.42	11.92	31.13	20.89	47.06	24.4	21.54	79.61	72.99	57.34	11.94	16.89	25.99	23.25	26.84	30.24	17.84	15.76	15.81	42.16	7.39	55.31	41.11	23.55	48.73	45.02	37.24	43.27	84.73	48.82	22.68	34.62	19.28	31.31	28.24	15.93	24.09	29.43
33.63	34.43	17.89	34.27	22.18	19.06	39.06	29.93	54.88	28.4	28.99	88.22	77.71	62.65	19	27.22	30.98	33.45	37.36	38.22	27.41	23.76	23.06	47.72	16.05	63.36	48.4	30.91	53.42	50.49	42.56	52.47	87.18	49.07	32.38	41.66	27.89	37.43	34.05	22.5	36.17	36.68
26.74	29.39	9.36	28.62	12.62	13.29	33.08	24.91	51.94	24.78	22.25	84.81	75.66	62.51	13.05	20	25.72	27.67	28.21	29.16	18.24	18.83	16.96	45.81	9.11	56.42	44.19	24.21	50.23	47.11	35.15	47.27	85.87	48.45	26.84	36.84	23.95	33.58	26.11	15	28.29	30.03
26.98	26.75	10.89	26.3	16.27	15.25	36.95	28.08	51.77	27.79	21.53	82.78	74.51	62.28	15.99	23.87	27.66	27.67	30.81	36.24	21.24	20.96	16.64	45.08	10.54	57.9	42.34	23.16	48.64	46.72	34.84	46.02	86.92	48.96	27.15	37.18	24.85	34.24	30.83	18.09	30.62	32.43
30.01	30.81	10.8	26.78	16.72	16.83	38.75	24.58	52.29	30.33	22.39	85.18	81.37	67.05	15.59	25.18	27.83	31.12	29.36	33.59	23.88	22.28	15.87	47.77	7.63	58.28	46.62	20.97	50.86	50.19	40.42	48.47	87.59	53.43	31.8	37.33	23.81	35.04	29.62	18.29	31.32	31.84
24.09	32.94	10.87	26.48	14.75	15.35	33.28	23.28	49.88	22.54	21.56	73.19	69.77	56.15	15	21.65	27.66	23.09	29.03	33.82	19.48	18.28	14.51	43.39	8.23	53.52	42.7	19.1	45.9	44.81	31.98	41.07	76.11	45.67	27.56	32.87	24.08	30.79	27.93	17.52	28.41	27.97
28.93	28.05	5.53	25.45	13.4	13.69	38.59	24.53	54.16	25.78	22.47	92.38	86.55	66.6	15.76	27.22	28.5	28.7	30.09	39.14	20.83	16.27	13.99	49.86	4.16	62.77	47.75	18.64	55.44	48.19	34.58	46.84	95.3	54.08	24.16	39.1	22.21	39.08	32.34	18.04	24.83	32.74
26.59	29.17	9.61	24.46	14.76	12.02	31.83	29.31	45.99	25.63	21.73	70.31	67.63	52.13	14.97	20.76	24.13	26.5	28.37	34	21.65	15.77	13.37	40.41	10.44	50.36	42.57	21.96	42.7	37.92	31.87	38.29	75.78	42.7	24.54	33.09	25.73	28.22	30.66	16.07	25.31	30.76
32.8	31.69	16.58	31.34	19.03	21.83	37.3	32.86	54.15	30.73	25.67	75	75.19	62.28	20.97	31.31	33.59	33.74	33.36	40.83	26.22	26.12	21.72	48.3	17.63	53.18	50.36	29.48	50.3	44.24	37.98	47.46	81.16	48.65	33.17	39.39	27.82	36.92	35.82	25.07	32.75	34.06
24.91	28.21	8.32	22.2	15.91	14.42	36.01	22.71	50.45	23.49	21.01	80.84	72.23	61.01	13.8	20.72	26.84	28.96	25.63	34.81	21.62	15.63	17.65	45.04	12.76	51.98	45.26	24.37	47.89	45.29	32.65	43.81	79.52	47.84	31.12	37.42	25.45	35.83	30.2	17.61	27.43	30.76
22.74	23.54	3.26	22.08	13.68	9.67	36.09	22.52	50.84	18.45	14.37	85.9	71.43	57.72	11.6	21.55	26.92	25.88	30.23	35.47	14.44	12.8	11.83	42.95	7.32	51.27	39.14	21.15	44.21	46.18	36.21	43.42	81.62	42.23	30.94	37.12	18.53	30.55	31.15	15.55	26.13	27.4
38.14	38.39	16.69	34.37	30.49	21.28	44.52	32.07	60.35	31.48	29.86	90.48	91.65	74.8	24.87	36.24	36.43	36.83	41.94	53.53	30.2	22.59	28	53.76	19.71	66.04	58.28	35.65	61.8	54.07	47.28	59.19	93.39	60.1	38.15	48.35	35.5	45.63	43.84	29.13	40.5	44.18
29.27	31.93	18.5	30.87	21.67	21.13	36.15	33.36	52.18	29.29	23.06	83.92	72.36	62.72	23.52	25.15	36.93	32.16	35.33	41.37	30.88	25.63	22.32	51.05	13.61	59.52	48.83	32.05	51.1	48.8	40.9	46.08	84.71	53.57	31.71	37.73	28.33	33.37	40.32	25.5	33.53	35.84
23.34	27.93	7.1	20.71	16.4	13.24	28.75	23.85	45.17	20.23	21.05	70.59	66.97	46.82	6.7	17.97	20.48	25.26	25.37	28.78	15.79	11.72	10.66	41.19	7.71	51.1	39.01	21.84	42.16	41.18	30.69	39.67	68.65	40.35	25.22	31.39	23.67	25.78	28.88	17.64	29.95	23.79
39.52	43.45	24.9	42.87	32.13	35.05	49.77	42.08	62.55	36.78	38.69	89.07	83.78	70.97	28.46	37.41	41.1	42.34	46.87	49.61	34.61	34.61	33.74	59.15	27.25	63.78	58.99	42.53	64.22	59.69	44.94	60.18	91.37	57.4	41.31	47.77	45.08	45.22	41.99	32.58	42.32	46
31.76	36.41	14.86	44.01	26.73	27.32	42.52	29.39	62.47	30.39	29.99	86.51	77.48	63.89	23.4	32.28	39.37	32.45	35.57	40.82	31.68	30.29	24.31	50.5	21.97	61.58	52.96	31.69	53.26	56.6	45.04	54.38	89.75	59.14	43.91	43.59	38.47	38.07	35.94	29.87	41.04	41.24
37.27	41.41	-3.86	38.37	27.11	20.87	52.43	35.76	75.09	33.98	24.47	118.42	97.51	89.71	15.18	29.65	31.96	46.1	41.04	60.16	26.82	22.8	21.74	61.38	8.11	86.92	54.55	33.84	66.29	61.72	56.36	67.8	117.57	79	39.59	63.14	30.12	44.03	51.3	23.59	49.51	42.06
24.83	23.89	-0.91	27.35	17.61	16.46	43.62	29.08	55.44	28.95	16.93	69.16	70.33	63.5	11.04	13.35	22.24	30.2	25.84	34.86	13.81	21.74	6.02	39.7	9.71	53.92	40.93	22.61	45.48	39.43	40.74	45.66	90.37	52.89	29.11	32.04	22.33	36.77	36.8	14.99	26.17	27.62
10.78	12.3	-6.42	2.17	-6.62	-6.26	12.92	18.32	39.39	10.21	3.26	66.48	66.56	55.47	-11.86	15.78	1.27	9.67	23.67	20.52	3.71	4.11	-4.78	27.74	-13.23	49.89	33.33	10.08	40.73	31.37	23.63	31.27	80.96	40.6	18.47	27.27	3.09	18.34	12.73	-2.96	14.99	12.97
32.28	28.42	16.05	33.87	13.96	21.25	36.97	29.37	60.29	24.02	23.3	83.46	73.53	64.76	25.23	35.23	40.47	37.2	34.13	44.57	28.25	33.97	24.85	43.66	16.65	58.85	44.02	31.89	56.53	57.66	45.53	52.91	93.81	55.94	37.06	50.45	39.35	36.14	32.87	20.51	39.35	36.94
22.99	26.6	10.17	24.52	19.26	7.03	35.86	26.01	48.02	27.52	19.59	68.78	76.37	58.94	16.89	24.51	27.63	22.5	22.41	30	10.95	19.46	14.04	42.08	10.37	52.7	35.16	23.08	46.32	41.75	31.13	48.62	76.45	47.2	25.22	36.71	28.45	34.53	30.3	10.78	29.27	31.57
34.7	30.44	2.04	21.95	18.07	9.5	38.1	29.61	53.28	34.97	22.17	83.14	88.43	70.71	20.16	26.69	29.68	26.65	27.6	36.2	23.42	16.49	16.47	44.14	4.09	57.89	42.24	26.98	57.74	56.62	38.92	48.57	92.37	54.41	28.76	42.56	35.4	38.4	35.93	19.62	33.07	44.5
38.25	36	19.05	43.13	28.48	22.8	48.32	36.86	59.16	36.07	27.92	83.77	73.95	68.99	30.68	30.69	37.42	36.62	40.69	42.75	29.07	29.58	30.75	46.44	18.7	63.5	50.92	35.87	63.89	57.17	45.13	54.72	84.43	59.16	41.66	46.89	32.27	41.77	42.36	29.69	34.47	38.49
