"Colchicum_autumnale_M2__P_1"	"Colchicum_autumnale_M2__P_2"	"Colchicum_autumnale_M2__P_3"	"Colchicum_autumnale_M2__P_4"	"Colchicum_autumnale_M2__P_5"	"Colchicum_autumnale_M2__P_6"	"Colchicum_autumnale_M2__P_7"	"Colchicum_autumnale_M2__P_8"	"Colchicum_autumnale_M2__P_9"	"Colchicum_autumnale_M2__P_10"	"Colchicum_autumnale_M2__P_11"	"Colchicum_autumnale_M2__P_12"	"Colchicum_autumnale_M2__P_13"	"Colchicum_autumnale_M2__P_14"	"Colchicum_autumnale_M2__P_15"	"Colchicum_autumnale_M2__P_16"	"Filipendula_ulmaria_M2__P_1"	"Filipendula_ulmaria_M2__P_2"	"Filipendula_ulmaria_M2__P_3"	"Trifolium_pratense_M2__P_1"	"Trifolium_pratense_M2__P_2"	"Trifolium_pratense_M2__P_3"	"Trifolium_pratense_M2__P_4"	"Trifolium_pratense_M2__P_5"	"Trifolium_pratense_M2__P_6"	"Malva_alcea_M2__P_1"	"Malva_alcea_M2__P_2"	"Malva_alcea_M2__P_3"	"Malva_alcea_M2__P_4"	"Malva_alcea_M2__P_5"	"Malva_alcea_M2__P_6"	"Malva_alcea_M2__P_7"
74.35	61.42	76.06	113.26	104	77.35	31.5	29.11	138.36	73.85	34.33	112.59	54.96	93.5	116.76	117.04	85.41	24.13	74.88	46.27	41.23	53.94	53.04	71.85	47.96	71.96	91	70.86	85.52	97.2	78.06	80.17
73.75	51.99	66.61	123.24	106.44	76.66	18.19	21.24	141.38	59.1	30.85	104.65	44.06	87.05	124.86	120.01	73.47	15.15	68.45	42.59	43.63	45.37	37.57	65.72	37.56	81.67	69.79	77.41	91.34	91.54	75.3	85.64
76.13	71.1	75.06	140.83	109.61	77.03	29.53	26.22	150.99	67.26	33.77	124.7	47.92	92.04	116.32	127.24	81.35	32.85	77.15	50.36	47.58	57.77	50.73	66.25	55.28	76.66	80.39	70.12	94.98	111.48	77	91.11
76.08	61.84	74.91	132.75	105.35	71.51	35.04	24.74	145.6	66.29	31.43	104.81	47.25	83.09	109.28	125.85	75.35	23.31	66.51	42.66	40.6	54.62	47.16	60.92	42.51	85.64	83.46	68.71	91.45	83.02	72.51	67.59
88.06	62.74	80.79	127.11	101.4	88.22	32.53	29.36	142.72	67.38	29.91	113.19	51.34	85.85	120.55	122.59	90.49	30.8	64.03	44.54	48.81	60.11	51.16	70.68	53.84	80.45	84.01	73.41	86.37	98.51	81.34	84.13
86.79	61.09	69.42	130.58	96.94	65.11	20.07	32.41	154.61	64	31.98	114.81	54.85	93.02	112.74	123.78	77.9	21.98	64.93	37.97	36.99	63.86	44.14	70.44	43.82	69.46	88.9	66.56	87.34	96.15	73.89	82.21
85.12	58.5	76.73	129.33	113.71	70.19	34.66	27.94	129.79	56.8	29.81	111.08	56.68	99.46	115.76	123.56	87.8	26.41	66.69	45.34	46.51	50.41	43.88	68.02	45.95	76.02	88.44	80.48	79.09	97.02	73.67	76.32
70.59	57.97	69.69	125.35	96.43	76.27	30.7	32.05	133.81	59.69	24.78	103.13	47.18	81.08	118.59	113.74	66.99	22.13	70	42.76	39.83	58.7	54.71	65.71	41.08	71.26	76.3	71.17	75.68	94.62	75.66	70.9
77.58	71.55	81.75	112.97	103.62	67.63	30.77	35.16	125.65	54.49	33.71	117.41	49.55	82.6	115.29	115.22	73.85	35.69	61.84	45.3	48.63	65.45	45.8	70.95	40.15	73.57	82.32	67.14	86.38	96.12	72.79	72.06
71.61	66.44	78.85	131.32	102.52	67.74	43.32	36.23	136.61	62.93	45.35	106.57	57.44	90.1	107.03	117.22	79.33	28.94	69.54	46.19	49.63	59.57	52.22	71.08	55.54	71.1	82.82	67.26	85.42	102.7	82.16	67.53
63.83	61.38	67.44	137.56	118.72	72.66	27.15	21.42	147.44	56.17	32.66	125.95	49.16	96.07	119.1	132.15	78.35	33.72	72.15	40.76	46.53	64.06	46.98	67.36	59.78	77.5	90.95	77.4	87.34	95.89	76.8	68.55
69.04	71.17	62.3	117.01	99.39	73.07	30.16	20.06	132.29	66.45	29.57	112.17	50.18	91.34	105.77	118.44	78.89	21.09	65.06	40.6	39.2	51.4	41.69	63.64	41.1	81.7	72.54	69.53	83.82	99.58	61.14	67.84
81.29	59.81	81.54	133.03	103.62	82.32	27.45	26.59	143.92	68.31	42.3	109.06	46.37	91.25	115.84	122.71	85.27	20.69	72.68	56.27	52.24	59.68	54.49	73.84	51.86	83.71	97.7	76.86	78.44	96.87	75.91	69.73
74.63	64.69	72.46	122.3	94.14	71.59	30.56	24.27	132.27	63.92	36.94	115.88	58.47	90.15	123.56	112.04	83.08	16.99	67.15	42.34	41.39	54.1	49.95	66.47	45.86	69.98	75.89	66.5	86.49	91.14	70.68	77.56
68.48	54.54	60.9	122.51	107.37	65.97	19.63	18.78	139.18	53.36	21.65	109.45	48.92	65.91	110.24	119.08	79.05	15.97	55.54	38.42	14.76	46.86	40.85	64.9	43.84	77.85	69.88	63.11	77.14	96.08	68.29	71.95
64.57	50.38	73.84	114.25	103.3	64.64	28.13	24.32	129.49	63.23	26.43	103.42	39.57	76.68	103.27	112.21	77.62	26.54	57.3	38.78	43.92	43.01	51.95	64.93	39.38	64.48	79.27	65.42	80.52	89.26	68.04	63.76
76.09	75.63	66.23	133.45	110.79	72.48	27.03	31.03	146.11	68.38	33.45	120.23	54.03	96.35	114.02	118.33	83.58	30.1	71.37	47.33	44.19	69.36	65.29	73.51	49.73	83.36	90.1	85.41	86.05	90.96	71.93	78.77
79.55	56.29	72.97	124.49	101.64	81.84	38.22	28.64	148.63	57.04	39.89	110.64	57.96	83.79	112.36	117.12	77.47	27.99	69.51	49.04	41.58	73.66	57.44	65.08	51.72	77.66	89.47	76.4	88.88	85.08	84.33	81.79
71.63	53.09	77.09	128.29	92.57	63.35	24.13	22.16	132.45	57.72	37.64	118.46	47.9	75.94	116.19	116.75	73.75	21.16	70.29	41.8	33.13	43.82	29.87	61.6	34.03	78.46	79.67	66.48	78.94	97.86	76.84	76.39
76.97	73.23	87.86	130.1	105.79	68.81	46.04	23.97	146.54	60.36	36.49	115.13	56.65	100.79	121.23	122.97	90.41	38.46	84.63	62.01	48.94	63.78	42.37	70.88	61.72	77.3	98.5	84.66	85.02	103.2	85.44	87.38
73.14	58.46	69.4	111.6	96.25	68.08	25.58	23.12	131.81	60.66	39.33	110.52	48.95	75.43	109.03	109.71	66.42	25.48	60.58	45.01	40.47	54.07	49.24	61.63	35.17	74.38	78.65	65.17	78.21	95.78	67.85	76.01
74.61	52.42	70.07	129.04	102.25	64.93	23.7	13.3	135.05	60.76	34.52	93.08	47.25	79.33	113.82	121.94	64.01	15.15	69.33	27.04	38.24	56.11	44.52	71.3	44.83	67.38	83.37	52.82	76.41	89.55	67.19	68.17
84.62	82.63	68.08	133.35	124.25	80.97	27.84	38.21	142.12	77.22	38.17	123.57	64.68	91.13	127.09	143.24	90.06	28.08	78.94	58	45.99	66.59	66.01	73.04	45.4	81.74	90.27	75.49	84.55	100.91	81.16	88.5
78.48	72.52	69.17	144.55	117.51	72.91	34.58	29.06	141.39	59.17	45.51	122.48	46.86	95.83	117.47	129.28	79.11	15.2	68.71	51.38	49.12	62.25	72.87	66.06	44.44	79.93	93.52	68.75	80.46	115.95	85.26	75.14
66.2	49.92	70.3	118.94	104.47	65.98	28.95	31.07	125.36	51.75	28.35	108.15	52.49	79.47	94.63	112.8	73.81	23.09	67.14	48.31	25.28	59.69	52.31	70.51	46.52	59.58	76.58	57.28	70.28	82.66	64.5	65.94
80.93	65.07	79.94	126	113.95	82.38	42.88	37.59	140.19	73.14	33.1	126.81	53.81	96.96	124.94	117.63	82.97	31.64	73.06	62.56	42.22	55.6	56.15	76.56	46.48	87.83	90.47	73.41	94.23	102.71	83.08	79.36
76.05	59.61	72.21	122.68	101.03	68.42	18.04	20.22	130.69	55.06	20.3	121.46	50.7	91.36	106.2	112.72	72.71	19.34	68.43	45.55	37.65	55.46	30.75	61.17	42.55	63.8	77.57	70.96	82.06	89.65	69.68	80.2
76.23	75.32	70.48	143.35	110.62	77.17	22.13	27	143.45	62.22	29.27	113.45	54.3	76.49	120.29	110.1	75.53	8.41	64.92	42.22	44.44	65.82	50.91	57.52	42.39	61.19	91.89	74.18	95.22	85.38	78.09	78.21
75.46	57.72	81.43	128.34	123.12	65.14	23.98	25.37	150.88	66.88	24.96	121.41	50.56	96.53	120.7	129.99	79.63	35.88	64.91	38.71	33.1	65.83	56.58	60.14	34	80.86	83.73	66.7	88.55	89.54	82.89	85.39
82.37	71.56	80.34	142.24	101.3	81.22	37.95	36.23	139.5	65.15	36.93	111.21	50.92	82.63	128.04	119.79	82.15	33.75	81.36	47.03	50.02	56.34	47.35	69.87	52.01	79.66	76.32	69.17	75.38	100.44	91.42	73.26
75.33	53.67	60.25	116.22	101.01	71.06	33.3	26.85	132.84	73.38	27.03	102.1	46.66	88.17	101.81	121.32	66.04	29.06	59.53	47.45	37.09	59.99	43.38	52.54	40.71	78.73	74.8	60.3	76.97	91.69	75.9	63.92
91.06	66.42	80.85	155.91	130.23	80.86	28.14	0.95	160.59	87.46	25.76	134.54	51.98	100.19	135.47	129.31	91.53	25.05	63.52	40.87	39.88	63.58	52.57	71.61	55.78	82.53	107.09	81.81	89.8	116.12	92.28	80.06
80.61	68.69	76.79	139.24	112.6	63.05	17.03	23.24	149.06	54.41	18.35	118.71	43.32	78.48	115.79	115.94	69.06	16.62	62.66	41.5	38.43	54.89	55.46	58.89	39.12	67.68	86.41	61.36	82.56	102.64	70.28	79.03
76.75	63.23	71.67	136.25	111.76	69.79	29.35	25.22	142.39	64.87	29.58	115.45	52.38	94.25	132.1	127.33	76.91	18.91	58.23	43.64	36.75	55.76	56.92	65.53	50.86	78.39	84.93	74.88	87.88	102.96	74.78	73.89
70.45	53.98	64.32	114.91	92.88	65.31	26.78	10.16	129.24	57.14	31	105.63	43.09	79.81	106.43	103.29	81.13	21.34	50.43	39.67	30.02	47.75	38.64	50.54	38.29	69.04	73.28	66.99	81.91	88.97	68.42	67.65
76.39	75.83	70.22	130.9	115.56	70.48	24.17	19.31	153.5	77.09	41.65	127.73	52.68	106.67	129.15	129.54	85.3	40.3	87.12	47.24	41.02	52.91	47.31	60.62	37.54	88.03	76.14	81.79	83.83	101.82	68.06	75.3
84.84	65.2	81.9	142.2	114.78	73.56	30.75	36.32	141.48	69.96	36.52	120.14	56.83	94.24	125.16	132.71	82.9	33.76	82.85	46.69	45.79	73.97	58.11	75.78	52.88	81.72	80.78	74.19	88.6	100.99	75.84	91.47
65.1	60.05	62.85	120.9	93.79	66.8	28.11	21.28	123.43	56.11	34.24	105.32	41.81	87.39	114.17	119.75	62.81	21.5	69.95	39.9	48.05	47.72	34.74	65.89	41.8	71.6	78.21	73.7	83.13	90.44	68.5	72.9
78.85	59.73	68.09	135.89	106.79	93.38	31.8	28.95	142.34	78.55	37.26	125.51	54.6	93.44	125.55	127.31	85.73	42.51	66.12	64.5	51.83	62.43	52.62	79.7	51.72	74.25	93.67	74.63	101.95	104.18	86.86	76.14
72.16	51.17	74.55	118.51	105.05	62.14	23.89	21.22	132.97	53.13	33.6	108.98	53.83	92.49	111.33	127.89	65.5	16.71	75.06	27.97	37.25	46.02	40.69	55.83	40.55	73.99	74.59	61.35	75.13	90.94	67.45	84.72
69.43	52.31	75.67	116.83	83.73	69.51	32.09	15.65	129.5	57.64	22.39	108.44	43.22	76.46	101.59	115.87	61.47	16.85	59.85	36.87	31.46	55.06	42.14	66.86	40.91	70.52	71.6	60.13	79.76	90.15	71.4	68.25
85.15	73.53	88.79	139.41	121.92	82.45	26.85	33.22	146.63	73.79	32.93	123.23	45.8	113	135.35	119.98	79.85	11.35	71.41	61.24	50.72	63.57	58.01	76.62	63.57	92.03	78.42	69.79	87.37	103.12	83.03	85.44
73.25	72.17	75.83	127.01	106.55	62.74	26.35	22.03	123.91	59.42	41.59	112.62	49.59	86.37	106.74	116.2	80.12	25.67	69.13	43.61	31.57	46.28	47.78	69.81	51.52	76.33	78.61	71.56	75.01	96.08	81.6	84.1
68.37	59.22	65.97	118.98	93.77	66.54	28.21	27.1	123.68	64.61	34.14	111.88	56.28	92.29	112.14	108.56	64.24	27.65	53.19	40.06	29.98	50.2	38.66	58.8	38.42	65.01	90.37	63.55	73.58	75.37	67.62	74.91
72.82	79.59	68.38	126.64	109.55	72.32	36.15	25.17	132.17	60.38	36.94	115.84	55.26	95.41	120.16	116.12	76.32	28.28	60.64	48.49	46.2	57.56	50.75	60.76	45.06	86.37	75.71	59.87	92.2	96.59	87.32	80.26
95.12	71.09	83.52	137.4	118.98	81.22	24.87	31.38	162.77	78.6	38.84	134.18	59.08	93.55	149.52	159.93	93.57	10.44	72.29	42.27	44.33	63.4	59.24	72.58	47.81	100.18	83.86	80.13	87.53	108.89	86.22	88.52
74.62	62.96	86.9	133.19	107.95	75.69	22.61	38.65	142.42	63.59	45.77	129.45	51.84	90.17	117.4	122.11	75.27	36.54	69.05	44.13	47.74	64.41	67.76	74.47	61.08	85.36	89.05	80.18	83.55	108.83	84.28	86.98
59.14	57.61	71.09	123.15	109.61	73.42	21.22	23.31	129.98	69.73	32.33	120.79	45.95	84.86	118.26	118.27	76.92	22.2	70.62	39.16	42.74	59.53	56.61	67.31	28.8	75.67	82.15	67.48	92.49	97.87	81.09	74.71
78.93	56.85	75.49	132.31	115.43	64.95	9.03	17.51	140.49	59.86	32.31	116.38	45.76	90.66	119.68	130.51	83	19.58	66.4	41.01	34.14	48.61	56.45	65.62	33.5	76.2	94.29	60.32	87.45	86.53	78.06	79.48
67.56	67.18	65.76	126.44	99.29	72.24	33.04	36.02	139.25	60.27	28.86	96.58	50.05	86.55	119.97	107.48	72.19	27.12	61.84	48.57	37.3	55.96	44.13	55.81	35.01	62.41	67.56	63.52	79.45	92.39	68.14	67.26
81.71	70.78	69.2	125.65	106.81	73.55	28.76	29.23	136.73	71.59	38.92	118.17	62.87	100.04	114.78	105.64	82.08	22.24	62.81	46.56	46.13	62.28	52.12	64.41	36.07	76.23	80	65.71	85.31	102.47	78.2	84.94
67.72	72.62	79.56	139.24	100.87	68.84	32.91	30.74	136.79	65.94	36.35	118.9	49.42	88.04	112.36	121.83	78.13	29.68	71.05	48.55	50.66	62.55	50.69	70.24	51.36	70.15	93.56	72.7	92.23	98.1	78.37	90.36
89.2	72.97	70.25	138.9	115.52	75.72	32.38	25.74	144.47	69.17	47.23	123.76	60.7	95.87	129.39	137.13	87.92	32.03	72.89	54.21	57.69	70.08	47.74	70.74	48.91	87.54	90.03	83.27	95.08	110.06	87.33	79
84.24	66.45	72.12	129.51	114.31	76.37	28.98	32.37	141.35	70.59	33.86	106.18	62.62	92.63	108.83	130.06	79.15	36.17	74.64	48.42	38.32	60.97	49.56	74.43	50.52	76.52	79.89	70.76	83.31	103.87	79.16	80.13
69.25	57.11	69.57	121.22	86.28	74.31	28.69	29.31	126.64	53.96	35.25	105.16	50.87	79.69	101.85	107.03	68.66	21.41	65.9	47.58	39.19	49.98	56.4	59.94	38.68	65.75	65.31	63.39	72.53	91.11	68.4	63.49
77.83	71.66	75.81	122.53	87.46	73.5	35.71	28.52	124.09	67.44	40.66	108.93	63.53	79.08	109.86	112.94	71.39	37.61	70.44	44.78	42.32	58.64	52.03	70.86	41.75	72.95	77.25	72.21	86.56	94.91	76.12	76.28
78.48	64.92	64.23	131.23	105.54	75.05	43.36	27.42	140.89	61.09	29.05	111.49	57.93	90.26	115.1	116.5	71.53	22	73.75	40.53	45.53	56.52	44.59	64.95	45.8	68.63	86.85	73.26	91.6	97	83.3	80.86
78.21	71.07	81.94	132.51	105.64	71.83	37.87	33.37	146.28	71.4	35.1	122.71	61.94	95.68	123.99	121.58	82.07	30.02	77.02	44.77	42.45	68.78	52.01	69.92	51.99	77.46	91.24	82.31	91.7	103.14	84.25	76.64
84.04	60.28	82.46	138.89	111.61	79.37	36.05	21.06	153.38	71.86	34	112.86	52.44	92.61	125.03	124.72	88.54	19.99	67.97	50.36	40.11	62.62	50.08	70.74	52.84	80.95	90.64	70.19	90.43	104.85	83.41	75.26
78.26	65.23	75.94	131.14	111.43	71.22	28.93	22.9	137.59	68.5	35.38	113.82	55	89.6	116.97	122.12	83.49	28.59	68.45	52.05	38.3	56.24	60.98	68.93	42.69	79.58	81.18	70.55	86.21	92.46	86.48	77.79
80.92	64.47	75.24	125.51	111.97	81.33	33.98	26.58	141.04	66.4	32.54	117.03	58.24	101.33	112.76	121.47	84.23	29.19	74.62	47.14	46.47	59.91	55.32	72.26	46.6	84.03	82.16	70.73	85.05	96.61	79.76	76.77
73.45	64.46	80.48	132.09	107.24	72.23	25.76	21.56	142.9	60.26	31.05	114.14	55.16	89.47	116.02	121.16	81.94	23.19	66.56	46.28	37.71	53.73	53.47	68.96	41.71	75.64	81.54	71.6	84.19	100.96	77.24	76.53
79.86	71.64	78.82	131.25	107.16	80.79	32.84	28.61	143.96	65.2	35.69	121.32	56.71	93.45	122.93	124.6	79.99	28.64	66.15	44.9	39.44	65.63	55.32	73.9	46.83	77.46	80.76	74.89	88.36	94.44	75.43	83.01
80.41	62.88	75.87	131.32	103.02	75.29	32.51	27.26	137.66	63.95	35.07	112.26	50.55	87.89	119.23	118.77	81.45	27.95	66.69	46.75	41.39	60.21	49.8	69.26	46.62	76.69	81.3	75.16	87.41	96.06	77.96	75.68
82.15	63.26	77.65	137.44	108.2	74.63	30.3	27.54	144.9	67.3	34.28	120.5	51.91	90.73	121.93	130.58	81.27	26.79	71.05	47.82	44.32	60.95	51.49	73.68	45.23	78.85	84.43	77.1	89.39	99.64	80.9	78.71
81.5	65.91	76.83	140.29	107.68	77.92	33.78	28.42	147.2	67.64	35.74	119.38	52.82	91.96	123.33	124.69	80.74	28.08	72.45	47.38	42.16	61.97	54.17	73.58	46.54	79.6	85.59	76.11	88.06	100.86	79.57	77.89
87.01	69.04	84.07	146.21	115.49	81.68	32.99	29.12	152.95	69.77	35.78	124.78	58.46	98.53	133.14	135.77	86.5	27.43	76.93	49.96	46.25	63.63	54.76	79.63	49.16	83.39	90.75	80.92	94.84	106.49	85.9	83.45
85.19	71	80.53	143.25	113.85	79.43	34.28	30.56	152.53	69.14	37.59	126.37	56.57	95.33	127.7	131.96	86.53	29.3	78.44	50.84	45.61	64.07	56.78	78.99	49.49	83.26	87.55	82.23	91.86	104.76	85.41	82.37
84.04	69.6	82.64	141.93	115.04	83.51	33.87	30.99	151.42	68.74	37.18	125.25	58.04	99.08	131.57	134.66	86.69	28.82	76.5	51.02	44.28	63.62	57.56	79.51	47.55	84.75	90.02	82.81	94.64	104.76	86.57	82.07
85.4	71.67	82.32	145.73	115.87	82.76	35.68	34.4	154.47	71.17	36.58	125.23	58.38	97.58	131.37	139.03	86.93	30.73	79.83	54.29	49.3	64.31	57.98	78.84	49.81	86.23	92.32	84.98	95.59	108.69	84.96	84.5
86.42	72.3	83.9	140.65	115.89	81.73	36.77	35.58	152.83	70.87	40.85	126.14	57.41	100.64	130.43	137.59	88.82	32.25	79.63	52.25	46.84	66.39	59.03	80.57	46.07	86.23	90.65	84.83	94.46	106.18	85.44	82.51
90.3	75.99	86.08	146.49	120.88	85.72	35.82	32.22	155.93	71.28	39.72	132.23	61.02	102.61	135.92	144.22	93.8	31.69	81.82	53.57	46.79	64.45	58.94	83.04	49.45	85.54	94.85	86.07	97.8	111.8	88.57	85.85
82.86	71.03	80.95	140.56	113.15	82.12	38.28	32.02	149.91	67.63	36.43	124.45	59.02	94.42	129	137.75	88.51	29.47	75.89	51.34	46.79	64.4	56.19	82.04	49.28	84.82	88.54	83.19	90.57	103.79	84.51	81.73
83.94	70.65	82.69	143.66	114.37	83.4	35.56	34.79	150.47	70.29	37.37	121.87	56	100.45	128.47	136.2	91.61	30.96	77.15	52.48	45.3	63.86	58.72	82.79	49.94	82.67	89.29	84.79	90.51	105.23	82.31	82.61
79.64	66.98	81.92	139.84	113.17	82.31	38.38	29.61	149.26	70.82	41.16	124.97	57.31	98.73	130.96	137.33	86.25	28.56	79.4	47.75	42.44	63.63	60.92	76.92	45.78	86.98	86.93	84.3	88.08	105.3	78.53	85.43
89.04	74.96	87.17	149.61	116.32	81.27	38.39	39.1	154.32	78.01	43.09	130.7	60.5	100.76	135.03	141.47	92.44	36.93	79.43	54.36	47.41	63.49	61.74	82.29	50.98	89.35	93.71	92.61	95.75	110.6	90.73	87.99
84.2	70.27	83.94	142.35	113.14	82.08	33.01	32.67	145.47	70.47	43.08	128.87	55.77	96.83	131.87	135.8	89.79	31.88	75.67	49.43	45.48	69.38	58.52	78.9	49.45	82.98	94.87	80.83	94.55	106.05	88.23	86.46
84.25	71.11	79.62	135.77	108.13	80.59	39.58	29.25	149.7	70.05	37.24	118.68	57.17	91.45	121.44	131.73	84.57	28.44	74.26	54.35	48.39	66.99	54.94	77.1	52.45	77.72	81.26	78.33	92.28	101.75	87.87	78.95
82.39	69.6	86.86	144.86	113.7	81.52	37.55	29.18	150.67	68.22	34.55	123.16	58.86	98.9	131.35	134.67	92.66	28.74	72.93	48.58	51.53	64.67	55.07	77.31	48.01	77.91	89.49	77.11	94.32	105.05	89.45	84.49
82.27	60.24	75.21	130.66	103.12	69.48	31.03	23.3	142.75	58.42	38.07	112.45	53.04	88.96	122.34	122.48	77.64	23.53	73.12	46.43	42.3	59.04	58.32	71.67	42.62	79.68	81.54	73.32	89.39	97.25	79.1	74.32
80.96	68.3	77.26	136.54	106.34	82.16	32.27	31.06	144.5	62.89	35.81	120.73	51.4	97.63	122.39	130.01	87.29	23.95	74.07	46.88	47.89	59.36	56.78	76.67	52.22	84.56	86.98	78.5	87.26	100.33	80.32	76.08
79.16	68.8	76.82	137.86	109.43	78.1	29.81	27.06	141.92	63.26	35.54	119.83	56.82	94.47	125.19	126.24	85.22	26.24	72.33	48.35	42.32	61.93	53.53	76.09	46.7	76.45	84.62	80.17	88.17	102.27	79.75	75.45
84.6	68.42	75.48	140.45	115.99	80.19	35.18	31.24	148.63	70.29	38.32	119.3	52.6	94.17	125.46	129.49	85.9	28.92	73.6	49.62	44.32	61.89	56.32	72.84	50.73	82.52	84.49	83.39	91.26	103.51	86.02	78.47
85.44	67.68	83.56	147.16	116.86	81.44	35.61	34.4	151.02	71.47	39.71	126.76	58.48	97.94	130.97	132.88	87.69	29.59	79.01	50.24	50.41	66	57.67	79.37	47.49	80.24	89.1	81.26	97.1	105.07	86.55	80.49
82.36	67.29	85.62	140.95	110.96	78.79	39.37	30.15	147.15	69.02	41.37	120.66	55.01	97.08	128.55	133	88.87	30.57	76.24	51.05	47.49	63.26	56.52	80.68	49.64	80.02	85.76	77.59	96.97	106.06	84.35	79.94
87.64	71.8	87.91	139.32	117.67	85.37	37.98	30.61	157.1	69.98	41.67	128.08	60.52	93.02	133.66	139.95	89.67	31.51	78.76	54.46	52.84	65.4	55.3	78.57	49.97	85.29	93.68	85.97	93.89	109.23	83.44	81.18
85.3	73.24	83.43	146.63	116.91	82.78	38.04	31.89	153.38	71.88	41.13	134.85	54.82	98.87	133.4	134.66	92.07	30.85	82.24	44.88	48.54	65.87	61.74	85.73	50.89	85.31	91.02	78.66	97.91	107.28	84.72	86.62
86.18	66.18	78.17	136.35	110.68	74.12	32.49	32.84	154.92	70.7	37.05	125.16	56.97	92.09	132.13	135.9	94.18	27.16	74.94	50.17	41.68	54.36	56.86	80.03	46.78	81.21	78.08	77.16	88.58	109.23	82.72	82.55
79.78	71.42	79.39	137.25	106.71	78.3	42.12	35.02	141.92	70.4	35.79	117.91	60.66	91.51	127.47	137.81	85.02	29.73	75.15	52.43	46.67	63.63	51.12	82.14	50.32	76.02	87.37	77.54	94.51	101.19	87.88	83.68
85.12	77.46	79.78	137.77	114.86	75.65	38.91	32.34	143.36	71.59	37.35	122.37	56.67	91.63	126.79	137.36	88.14	37.16	81.54	47.9	47.98	63.66	58.99	73.21	48.27	85.96	87.7	73.52	84.52	110.39	81.43	79.61
84.1	66.86	70.96	141.63	118.51	72.58	28.63	22.25	138.64	66.27	33.97	119.39	51.27	92.54	132.44	133.39	90.59	22.58	86.38	46.21	49.38	54.32	52.3	71.15	50.15	87.85	82.4	81.13	94.44	104.9	82.76	83.1
87.75	72.35	87.42	147.68	120.99	79.05	24.96	21.58	151.84	69.46	48.27	118.33	56.48	99.73	131.92	138.51	83.19	27.15	77.46	45.26	48.77	55.76	57.78	77.96	47.99	90.45	81.37	81.58	90.49	102.85	92.17	86.28
72.61	59.44	76.14	141.62	100.81	70.84	40.34	25.62	135.21	63.02	25.59	123.38	55.84	97.76	115.08	124.95	87.8	18.56	71.83	43.33	40.11	57.02	42.85	64.13	43.69	87.35	78.89	73.59	84.14	108.4	84.56	77.94
87.21	71.69	72.21	144.62	106.22	82.14	32.71	14.38	140.07	54.48	31.43	129.63	53.07	96.9	130.3	135.46	73.42	23.28	80.65	45.47	33.94	62.86	47.68	67.83	43.38	82.57	75.77	69.51	87.26	97.06	75.44	86.86
87.48	61.47	77.07	139.36	101.89	74.04	41.34	33.07	141.53	73.78	32.42	114.47	57.18	96.51	132.91	128.78	88.97	26.84	77.58	52.12	44.48	55.82	50.73	85.38	50.71	74.2	87.35	79.33	91.67	90.93	78.74	81.17
65.33	75.36	71.81	122.16	105.23	61.73	15.66	22.44	148.95	67	38.77	114.49	45.07	81.34	116.62	121.19	86.52	11.97	70.72	48.95	36.8	54.9	55.66	67.52	53.67	73.95	73.33	73.22	74.37	86.54	80.13	62.66
74.55	74.05	82.13	151.39	105.83	71.49	37.03	24.82	160.72	71.04	43.91	116.95	56.04	107.53	126.35	140.76	87.4	17.75	76.97	52.08	41.9	62.21	64.39	79.71	57.6	78.16	87.08	67.67	94.91	108	85.54	81.5
71.99	71.66	73.63	141.09	104.63	80.03	41.12	16.23	156.19	59.8	32.88	117.45	39.3	93.13	121.27	128.07	82.58	26.77	71.57	44.45	45.66	55.97	48.3	69.23	47.37	92.34	78.38	72.14	81.83	97.07	70.46	71.89
81.88	74.76	81.3	144.02	114.56	74	32.94	29.7	159.4	73.07	46.89	124.78	54.1	96.25	133.57	144.95	93.01	27.2	71.8	39.68	58.51	68.45	45.1	71.67	44.43	77.84	98.33	89.6	84.02	109.47	86.22	84.78
74.88	60.14	69.5	130.94	104.17	77.51	29.18	34.42	133.7	46.57	44.18	117.56	58.34	84.79	128.05	126.06	77.69	19.06	66.62	35.14	44.07	51.98	47.55	58.73	55.1	77.56	85.34	67.1	89.72	98.51	66.01	72.68
84.85	70.47	86.9	131.29	104.24	80.11	37.9	32.48	148.95	70.58	33.91	127.18	65.32	97.63	129.2	127.44	86.13	31.21	62.23	43.3	39.14	61.85	49.32	71.86	47.31	81.82	90.29	76.6	87.51	100.69	85.3	83.1
75.53	64.62	77.16	132.38	100.21	67.79	26.92	26.6	130.29	62.13	36.53	106.38	55.31	96.13	116.69	123.01	74.47	23.1	68.54	39.08	47.32	52.81	36.55	58.67	49.57	85.83	80.26	63.51	81.63	94.07	78.71	77.79
81.72	68.95	85.56	142.48	115.35	77.26	35.81	24.13	152.46	67.5	32.97	122.79	49.19	97.04	138.93	134.59	77.63	17.59	68.41	47.7	32.89	56.59	51.77	68.33	49.42	85.11	83.25	75.53	91.02	98.68	79.17	84
85.14	63.51	86.03	133.67	110.27	78.72	36.81	26.45	148.6	67.76	41.69	121.45	54.24	94.34	118.93	131.2	78.57	28.27	67.51	49.05	44.24	65.91	54.63	73.64	52.47	85.01	84.16	77.19	93.58	103.17	83.53	80.39
