"Colchicum_autumnale_M2__P_1"	"Colchicum_autumnale_M2__P_2"	"Colchicum_autumnale_M2__P_3"	"Colchicum_autumnale_M2__P_4"	"Colchicum_autumnale_M2__P_5"	"Colchicum_autumnale_M2__P_6"	"Colchicum_autumnale_M2__P_7"	"Colchicum_autumnale_M2__P_8"	"Colchicum_autumnale_M2__P_9"	"Colchicum_autumnale_M2__P_10"	"Colchicum_autumnale_M2__P_11"	"Colchicum_autumnale_M2__P_12"	"Colchicum_autumnale_M2__P_13"	"Colchicum_autumnale_M2__P_14"	"Colchicum_autumnale_M2__P_15"	"Colchicum_autumnale_M2__P_16"	"Filipendula_ulmaria_M2__P_1"	"Filipendula_ulmaria_M2__P_2"	"Filipendula_ulmaria_M2__P_3"	"Trifolium_pratense_M2__P_1"	"Trifolium_pratense_M2__P_2"	"Trifolium_pratense_M2__P_3"	"Trifolium_pratense_M2__P_4"	"Trifolium_pratense_M2__P_5"	"Trifolium_pratense_M2__P_6"	"Malva_alcea_M2__P_1"	"Malva_alcea_M2__P_2"	"Malva_alcea_M2__P_3"	"Malva_alcea_M2__P_4"	"Malva_alcea_M2__P_5"	"Malva_alcea_M2__P_6"	"Malva_alcea_M2__P_7"
79.79	67.32	74.4	128.71	110.46	73.75	34.64	31.73	139.69	63.86	36.94	117.4	50.7	96.25	115.81	124.55	82.11	31.93	72.65	43.3	43.31	61.93	55.57	76.57	48.74	80.54	80.69	73.17	94.86	97.27	82.66	78.14
77.44	61.04	74.89	131.26	105.43	73.9	37.87	21.95	131.79	63.18	35.62	110.06	54.19	92.18	120.39	124.07	78.24	29.13	64.28	47.72	44.06	61.67	52.26	75.05	45.45	78.58	83.59	76.15	82.92	97.7	80.08	78.15
76.98	66.75	77.01	123.85	94.97	69.93	32.82	27	136.9	60.58	39.17	107.84	52.72	89.42	113.49	115.67	74.06	23.72	68.59	48.17	39.99	67.6	49.59	66.28	43.37	71.45	76.84	66.29	80.13	90.73	76.52	74.49
82.62	75.51	84.44	131.99	114.37	86.18	38.88	33.11	147.37	71.47	44.07	124.68	63	99.96	128.11	132	84.79	27.33	76.94	53.73	50.01	66.77	56.49	79.78	51.54	83.42	91.4	76.75	92.57	102.6	78.12	82.79
77.33	64.19	80.62	127.16	104.65	75.13	34.03	31.54	137.01	63.48	38.19	114.84	55.18	92.03	114.95	117.55	73.58	25.74	71.53	44.68	44.34	63.21	53.51	75.14	46.13	77.24	83.13	75.26	83.76	91.54	72.42	76.08
78.96	60.39	79.61	130.91	101.53	75.16	29.81	22.8	140.81	58.72	35.81	119.98	52.08	90.89	118.61	121.4	83.26	26.3	71.32	46.71	44.22	58.26	55.99	72.38	47.62	76.57	86.31	68.67	91.57	97.92	79.48	76.25
78.93	67.29	73.28	125.41	106.11	75.75	37.9	27.64	140.49	68.95	37.38	115.89	52.94	89.1	113.74	118.83	79.65	34.37	68.06	47.68	43.67	64.86	52.14	72.68	44.43	76.67	80.69	74.06	82.58	97.41	76.99	79.15
88.34	66.18	74.27	132.67	99.92	76.61	34.75	28.95	139.34	67.32	38.86	117.52	52	92.42	122.53	123.51	82.99	26.61	69.61	46.01	45.26	61.55	52.12	75.58	43.86	80.32	81.83	74.84	84.41	98.13	83.8	77.23
82.27	63.08	75.66	138.21	113.45	81.46	27.88	23.68	143.49	63.49	29.8	121.37	51.02	94.56	120.13	125.31	77.28	23.73	65.49	42.63	43.79	59.88	47.38	70.61	46.35	84.44	77.72	74.94	84.06	96.62	77.06	76.71
86.83	66.84	81.32	134.62	108	81.84	34.47	27.8	142.25	69.21	39.94	118.66	61.68	100.36	123.37	127.28	83.68	31.52	78.11	50.45	42.54	60.6	55.23	75.56	49.45	85.42	84.79	70.49	86.29	100.6	76.84	80.68
69.37	61.37	72.62	120.17	94.76	73.12	25.95	23.63	135.4	61.31	34.75	108.85	49.33	86.44	114.02	118.3	79.69	24.62	69.14	43.54	33.25	56.8	49.34	64.82	40.18	69.93	83.83	62.62	80.98	89.78	72.66	74.59
82.62	71.09	84.97	133.04	105.92	78.63	37.19	37.93	146.01	75.73	35.93	122.88	52.6	97.41	127.09	124.61	82.46	27.16	71.44	55.46	48.11	67.78	54.19	73.48	52.43	81.54	94.4	77.18	83.43	106.09	80.93	82.29
79.64	60.28	75.45	125.87	97.28	75.22	30.28	24.63	134.32	64.91	32.45	116.35	55.12	85.14	121.69	117.24	78.06	27.77	69.33	41.87	39.37	56.43	52.95	65.39	45.9	79.07	80.16	71.75	84.02	97.4	73.02	74.39
85.84	69.83	83.51	141.96	113.33	84.26	38.47	30.43	149.94	70.89	38.34	117.34	58.27	95.96	128.91	128.73	84.92	31.55	81.33	47.37	45.02	63.5	56.46	78.84	52.64	80.91	86.22	74.05	90.67	103.53	86.55	85.36
77.17	55.91	79.58	128.12	106.26	76.27	34.3	25.12	139.56	61.49	39.93	113.87	56.02	89.99	116.91	121.9	77.66	27.84	66.31	47.74	41.65	59.33	50.27	72.36	46.87	78.07	78.42	72.91	87.11	93.81	75.83	73.57
80.13	71.09	74.34	133.04	105.62	70.56	31.25	27.9	145.53	62.68	42.23	112.42	53.84	97.26	113.28	116.05	74.08	35.16	73.93	46.48	44.46	68.67	56.97	74.11	47.83	78.15	86.32	75.87	91.69	100.45	76.72	83.27
77.55	62.87	78.43	129.21	102.22	78.77	31.01	28.38	141.27	62.87	37.12	112.85	52.8	92.04	114.1	127.3	78.07	32.81	71.7	54.07	45.32	64.7	52.7	69.06	56.78	72.05	79.18	71.49	85.15	94.08	79.08	84.08
85.86	70.86	82.13	139.63	108.59	82.07	31.53	26.95	152.83	72.94	40.7	117.54	55.31	98.26	128.75	134.3	87.01	31.47	74.9	50.06	41.96	68.76	57.77	74.34	47.94	81.27	84.73	72.91	90.6	105	79.02	88.01
72.78	64.73	72.18	126.71	107.01	74.1	34.58	30.45	136.59	66.77	44.69	110.29	53.95	86.4	117.87	120.67	78.85	26.08	68.76	48.51	39.63	59.06	47.09	72.71	46.85	72.61	82.73	70.93	86.25	90.72	75.36	76.46
78.16	62.32	76.9	131.86	105.12	79.92	25.36	26.67	141.56	63.98	37.43	115.27	55.56	90.54	121.5	124.23	75.57	26.55	69.51	50.5	41.4	62.36	46.27	76.37	47.62	77.16	85.39	70.12	83.75	98.79	76.64	78
71.43	60.01	71.17	127.75	99.31	68.23	25.07	17.88	132.05	64.21	35.54	114.13	42.75	86.48	113.37	121.23	73.66	19.73	66.56	44.51	38.84	59.16	45.81	67.28	45.31	72.81	80.48	66.52	78.11	96.44	76.36	68.33
78.35	65.48	78.7	134.06	107.21	82.71	31.53	24.55	144.85	62.43	41.37	120.7	54.73	94.94	126.25	123.02	79.38	26.07	71.6	48.28	46.58	67.56	54.1	71.66	47.29	76.82	88.07	75.18	84.47	92.67	76.27	76.84
79.03	62.63	77	123.89	106.18	78.83	35.13	26.74	139.01	65.35	34.7	115.3	54.87	84.65	120.52	111.9	78.45	27.27	78.49	46.04	47.65	55.52	46.19	64.42	40.56	79.92	80.15	75.43	86.74	92.11	81.53	81.05
81.96	60.95	80.11	128.24	104.18	81.7	33.5	26.37	136.58	72.54	38.24	115.72	59.42	95.32	115.19	121.24	78.56	29.96	77.32	47.37	49.04	61	52.9	68.47	52.15	79.95	80.25	69.04	84.18	98.88	84.72	82.04
81.78	63.13	73.68	129.1	104.57	75.32	37.81	26.47	145.24	67.62	36.73	119.17	55.61	90.3	126.19	126.58	83.75	27.72	69.34	48.77	41.71	64.82	49.12	68.14	48.66	75.53	86.95	75.41	93.23	98.46	82.11	75.8
75.31	62.87	75.9	121.3	99.12	69.64	30.31	24.79	130.59	56.79	35.9	109.84	48.2	84.39	112.96	116.68	74.72	26.54	58.45	40.26	41.86	54.64	46.81	62.04	41.87	70.21	80.55	67.6	73.33	94.44	73.69	73.63
78.61	69.25	82.85	132.63	106.13	75.6	37.46	32.16	136.16	71.39	41.96	125.23	53.81	92.46	118.67	117.09	76.37	26.18	74.21	52.13	44.1	62.28	53.69	70.61	39.23	72.94	79.4	73.61	84	106.38	81.31	86.49
86.67	64.31	77.18	139.7	113.92	79.09	30.66	27.53	149.08	68.94	41.06	124.7	55.31	93.15	123.5	122.14	86.07	24.67	76.58	52.34	46.51	63.47	52.52	72.77	40.52	79.87	92.66	81.1	88.81	109.37	80.5	78.86
85.99	70.06	81.1	134.47	109.51	81.17	37.08	29.88	150.55	74.87	36.55	112.64	61.29	87.24	123.05	128.9	88.09	27.08	70.47	49.9	49.14	58.23	58.96	74.95	45.96	81.59	87.23	75.62	88.68	94.65	84.39	83.09
82.6	66.94	81.51	126.45	99.97	74.62	33.35	34.13	125.61	62.13	33.52	110.45	55.64	90.27	117.6	116.3	77.15	32.34	65.83	48.3	43.56	60.98	57.01	70.82	46.07	79.04	77.43	71.14	88.27	93.02	72.81	79.76
82.39	64.44	78.68	128.7	102.47	72.55	34.96	31.58	134.4	63.43	41.56	110.47	48.78	99.84	125.07	118.53	81.93	30.68	65.53	54.1	42.21	62.88	54.38	73.99	50.14	78.88	80.19	72.46	82.48	92.06	81.52	78.54
76.29	62.19	77.08	131.3	97.89	75.51	29.3	36.81	135.46	69.19	35.97	109.89	58.64	92.83	117.11	118.69	78.64	28.79	66.24	49.84	47.27	60.02	49.94	69.4	48.41	79.57	88.91	73.71	89.44	97.51	72.52	77.75
83.24	66.51	80.38	133.34	112.41	71.79	30.18	24.51	139.08	69.76	38.82	118.51	56.76	95.29	122.93	132	82.31	20.85	68.76	39.48	37.4	62.23	54.33	75.72	45.66	78.24	86.49	72.84	88.68	91.25	82.25	75.48
68.5	61.25	68.34	121.71	104.45	71.4	17.57	23.29	137.49	65.09	27.63	104.6	50.97	88.52	110.34	111.91	76.57	23.02	56.59	43.47	30.94	58.11	39.28	59.13	30.82	73.37	72.33	66.29	77.82	90.22	76.31	72.28
81.4	62.18	68.24	123.38	99.71	73.27	29.51	28.36	137.41	68.69	33.37	108.68	54.12	87.98	111.28	122.75	71.69	26.29	70.12	46.23	40	64.03	42.4	60.4	44.96	78.89	77.41	64.28	80.79	92.82	75.56	75.43
72.62	62.95	70.63	123.8	96.62	73.78	28.59	21.13	132.96	59.15	27.14	115.13	49.96	87.11	116.85	119.81	76.04	24.99	64.02	42.13	37.63	56.84	44	62.78	48.12	73.34	73.27	65.16	76.05	91.32	73.95	74.21
76.98	65.81	65.25	116.91	96.21	73.21	29.06	25.87	128.47	59.56	31.55	100.3	48.4	81.87	105.64	113.22	77.12	28.31	66.14	41.42	41.69	55.15	52.47	65.08	41.51	73.1	75.6	68.29	80.2	91.9	67.3	71.55
76.93	61.09	71.15	124.42	92.82	79.88	29.98	21.79	131.74	60.89	33.41	107.79	51.09	84.08	108.81	120.52	68.35	21.72	64.88	43.38	36.45	57.03	41.7	71.16	40.36	72.37	78.71	70.72	79.87	92.03	68.28	73.24
76.36	62.39	76.95	127.11	108.17	73.3	28.16	30.86	136.62	69.08	35.32	116.13	50.79	94.37	120.22	119.19	76.99	24.51	66.2	49.24	44.36	61.68	50.45	71.03	42.37	75.05	77.74	67.54	84.52	105.69	73.48	79.68
71.12	56.35	69.4	124.46	103.35	72.65	24.34	22.02	138.69	64.04	29.68	111.4	53.31	88.89	118.4	119.19	76.28	22.08	62.22	36.01	34.83	54.43	48.52	66.03	40.33	70.28	81.13	61.05	85.95	94.82	68.74	70.92
73.99	65.14	82.28	133.13	108.42	80.2	34.72	23.69	142.65	72.67	42.16	120.85	62.68	95.51	116.57	120.95	90.5	25.9	76.92	48.31	49.05	65.19	56.09	79.64	54	85.18	82.38	75	89	100.97	83.4	82.11
80.71	64.51	81.54	132.09	116.35	73.67	27.77	14.54	144.68	67.67	34.37	128.04	55.59	91.91	120.74	131.62	88.13	22.09	71.16	40.5	41.7	58.65	47.95	66.58	41.55	77.64	86.07	71.65	84.76	94.76	82.39	80.49
75.64	67.69	81.15	131.38	106.62	72.26	34.97	24.47	135.64	67.07	39.02	117.5	52.2	89.59	119.55	113.11	73.84	33.99	68.06	45.02	35.59	55.97	48.56	69.18	42.74	77.47	82.78	68.86	80.29	92.13	71.67	71.46
78.2	63.89	66.87	130.59	105.04	81.73	31.47	24.24	137.9	67.3	36.68	115.5	53	86.33	120.66	122.12	74.96	23.79	68.77	45.07	44.87	65.75	59.53	62.1	40.09	73.49	78.13	69.01	80.91	108.01	76.7	76.84
74.23	72.03	77.26	126.76	97.5	81.06	26.7	32.15	137.41	64.29	33.84	108.63	43.62	89.66	112.31	118.65	77.45	28.12	66.02	49.77	39.95	59.12	50.04	61.77	44.43	72.15	78.1	74.39	80.67	94.3	77.23	80.88
76.05	63.72	70.85	122.39	102.91	73.59	17.22	26.15	136.62	65.3	31.88	108.55	56.15	82.32	112.46	109.52	75.07	22.18	63.67	41.29	36.49	55.71	53.27	63.52	45.85	77.21	80.52	65.77	78.89	91.91	71.11	74.56
78.99	64.89	83.6	137.42	112.64	74.49	33.03	20.44	147.37	62.81	45.15	122.94	55.29	93.15	123.74	125.6	80.09	29.93	67.85	46.9	43.06	58.53	44.86	71.02	50.02	77.99	85.02	67.87	89.77	96.41	77.63	80.33
78.96	70.16	71.53	128.31	108.42	73.42	31.57	22.37	138.11	64.88	32.16	119.16	44.64	89.31	118.35	122.29	73.77	29.08	73.58	46.71	41.9	64.33	49.47	66.49	46.97	68.47	80.16	79.95	81.33	95.21	76.19	72.94
69.58	65.96	74.85	132.62	101.44	70.65	32.32	25.72	138.21	69	37.99	127.15	55.68	88.82	122.58	118.85	88.59	20.57	66.53	49.33	44.68	62.28	44.55	72.22	43.76	76.44	84.53	80.26	80.05	102.3	82.92	73.81
76.91	70.46	66.21	123.11	101.43	72.01	31.78	29.48	131.96	65.23	37.14	109.34	54.88	87.6	111.52	115.23	79.51	27.31	65.31	43.54	39.86	57.25	56	69.08	45.66	72.8	73.63	75.11	82.39	93.48	71.07	70.37
91.01	64.11	89.32	129.87	111.81	77.87	36.28	31.79	149.29	74.7	40.46	119.1	56.04	92.99	115.57	126.01	81.63	31.86	75.75	53.79	47.57	66.85	52.8	76.77	46.79	82.64	89.43	76.01	88.52	108.18	80.92	78.47
79.49	64.09	78.53	129.87	102.89	76.07	32.51	19.94	146.45	69.81	36.2	122.75	47.95	93.31	119.38	123.02	82.59	23.56	70.44	41.82	47.47	64.38	45.41	74.3	48.94	85.74	83.89	79.65	94.72	94.33	73.57	70.32
80.79	62.12	78	126.54	104.29	69.66	32.89	24.25	137.93	67.27	33.4	114.89	57.56	90.86	119.91	118.35	82.15	22.45	73.32	43.36	39.43	53.6	49.59	74.59	48.83	75.05	83.47	68.72	86.48	87.45	73.21	77.97
76.59	68.51	80.16	136.55	104.41	77.58	24.62	24.7	147.23	64.54	35.77	118.18	55.93	86.6	118.04	122.11	84.26	20.87	67.76	50.97	39.12	65.83	51.25	64.17	41.79	71.13	84.4	71.45	89.2	100.75	82.94	80.67
78.72	72.92	78.23	138.52	108.34	79.47	29.16	23.02	146.96	69.77	43.29	117.9	56.45	93.34	120.3	125.31	81.28	25.08	70.02	48.34	43.75	59.9	56.69	77.55	43.99	71.19	84.26	67.2	87.29	98.04	81.36	85.89
75.5	61.09	78.94	130.22	105.94	75.82	30.79	27.32	135.76	66.65	34.46	111.79	51	89.67	123.83	120.99	79.06	30.79	71.66	47.91	41.68	53.42	51.15	69.72	47.52	74.11	79.32	68.14	85.11	96.36	79.62	71
81.55	68.41	77.22	132.84	99.97	77.89	34.04	28.62	141.76	62.85	35.95	118.98	54.83	87.71	121.65	116.63	74.08	31.39	69.29	45.66	37.93	61.31	51.52	75.11	54.09	81.22	85.58	80.76	80.78	89.84	78.19	77.72
83.73	65.02	75.9	129.5	110.25	80.2	30.88	23.79	137.95	62.94	38.88	112.88	55.63	85.57	111.79	117.66	80.69	31.34	65.36	48.11	38.94	55.23	52.44	63.6	45.66	79.77	80.15	77.69	84.81	94.89	71.84	75.48
73.15	59.59	68.55	130.58	100.9	74.86	28.8	21.25	145.76	70.67	33.17	111.73	46.71	92.59	121.63	122.7	79.87	27.08	67.64	46.88	45.7	58.64	55.67	67.84	42	81.18	89.47	73.16	84.85	96.26	78.02	75.09
78.42	68.12	72.61	132.85	107.32	75.8	31.3	28.77	135.56	71.11	37.46	109.87	51.59	93.32	121.01	129.34	80.39	26.68	70.35	49.02	46.24	62.64	48.6	60.66	46.83	78.95	85.84	77.07	85.74	96.07	80.79	77.72
76.99	60.32	73.16	129.09	100.03	71.49	26.97	24.92	134.69	59.88	30.76	115.72	46.26	93.31	119.03	116.27	76.36	25.55	59.38	44.55	41.02	55.86	54.13	67.12	42.06	74.29	78.22	70.75	75.99	91.33	75.98	69.27
73.41	60.34	68.89	127.78	102.9	71.89	26.03	28.06	137.42	61.19	31.69	117.85	48.14	86	119.96	119.12	76.17	22.51	69.75	48.3	37.23	65.73	47.16	67.27	44.28	73.29	87.3	68.4	80.81	89.61	77.15	73.17
79.46	69.74	76.2	128.07	109.78	72.52	29.21	26.12	140.38	70.4	37.17	113.82	59.91	80.98	121.95	118.73	74.66	25.38	68.9	48.61	46.52	60.1	50.03	68.11	43.17	79.4	80.45	75.58	88.25	102.28	75.39	76.9
79.1	63.74	82.19	124.75	105.16	79.21	31.45	32.63	130.13	65.63	45.4	116.55	57.69	87.03	115.27	122.55	81.07	27.1	69.54	46.1	39.95	62.03	54.58	70.78	51.77	80.27	82.41	74.69	88.55	91.01	77.5	72.69
78.65	66.26	80.96	128.45	100.5	77.49	32.07	29.94	134.85	65.07	40.27	110.74	55.84	83.73	115.56	121.05	85.07	32.07	64.28	46.19	46.01	59.03	54.64	74.9	53.56	77.32	87.13	72.98	85.09	92.23	78.6	77.4
81.14	66.84	69.2	123.24	98.29	73.28	38.04	29.95	135.21	63.37	35.55	112.44	56.39	87.5	111.86	119.36	80.75	28.47	69.21	48.59	46.2	56.18	52.11	68.07	47.14	72.64	89.9	72.84	85.32	99.84	76.47	73.65
76.63	71.41	75.52	129.59	103.34	74.59	35.87	33.05	136.99	68.31	44.55	115.15	60.21	89.44	115.17	115.72	84.6	27.85	73.78	52.96	49.61	62.15	53.67	66.51	54.67	74.81	81.82	75.56	86.02	96.13	77.26	75.16
75.48	61.33	75.23	117.37	103.66	67.08	27.95	17.77	138.94	64.88	27.41	110.7	51.96	86.59	115.33	129.53	78.14	32.86	67.09	36.45	37.3	57.53	56.79	62.34	45.99	70.81	82.65	62.28	87.67	95.66	76.87	78.45
72.56	64.05	68.58	122.95	100.88	77.19	28.46	34.54	134.72	67.87	35.09	112.83	49.93	87.67	107.14	113.43	79.78	22.25	68.52	46.64	41.86	56.55	51.98	71.06	46.88	69.74	77.64	68.05	81.48	88.68	79.57	74.98
71.89	60.3	79.03	125.98	99.96	72.48	27.92	29.62	134.44	63.23	37.84	108.38	54.04	97.56	107.95	113.04	73.84	23.91	65.1	42.91	39.61	62.58	50.04	67.25	46.71	76.13	79.37	63.43	77.24	90.87	80.01	69.83
84.62	65.91	75.88	129.48	100.19	66.32	28.64	24.14	141.52	63.97	39.05	109.55	56.8	92.33	114.16	129.73	80.51	32.06	74.65	45.72	39.05	54.22	49.11	69.98	47.85	70.16	87.49	71.17	82.71	91.8	75.93	81.76
82.87	68.24	83.67	130.25	99.51	72.59	35.51	31.7	137.2	66.3	46.8	112.56	65.6	94.33	120.89	117.31	82.14	34.31	69.31	49.32	51.44	62.6	56.25	77.24	49.95	82.28	86.17	78.17	87.32	92.63	78.55	78.47
75.53	54.36	74.78	126.65	111.05	74.87	32.8	17.98	138.04	65.21	34.54	112.03	50.03	75.94	111.41	114.38	71.8	22.2	60.92	51.03	32.71	58	39.91	59.65	47.87	65.73	76.09	63.74	72.93	92.95	74.68	70.53
76.88	64.07	67.56	128.12	103.61	73.62	22.42	23.01	143.86	63.99	35.17	116.98	48.21	87.09	113.61	119.09	69.68	23.33	66.17	46.43	41.14	59.65	50.54	70.81	42.98	78.96	80.53	71.42	78.66	92.83	80.72	73.17
86.53	59.25	75.25	125.01	106.56	70.61	27	24.15	140.62	65.15	31.35	120.07	55.66	88.78	122.25	125.03	76.2	24.14	65.89	34.81	32.96	57.53	52.19	66.25	46.9	74.93	82.07	69.13	74.61	99.96	76.2	79.77
74.9	61.64	68.71	122.23	97.59	71.16	28.26	20.61	129.79	65.28	35.01	100.28	49.22	82.49	111.38	106.71	69.27	25.29	59.65	43.53	44.29	56.78	46.77	65.3	43.48	74.31	79.88	74.54	78.28	92.91	80.35	72.17
72.59	65.23	67.88	120.78	98.75	79.14	29.63	26.77	132.25	62.14	34.68	103.69	53.36	83.33	109.22	110.07	79.56	31.22	64.35	43.27	39.82	58.33	53.66	63.21	41.87	74.34	78.64	64.22	82.6	90.22	77.07	82.13
80.67	60.73	77.14	120.06	98.95	68.91	30.8	25.91	133.1	60.04	31.95	114.98	52.17	85.49	109.41	115.72	77.27	23.03	69.46	50.97	32.65	56.98	51.32	72.41	45.01	69.09	84.08	72.36	83.19	99.89	71.44	71.9
68.1	67.11	71.46	121.21	99.65	74.61	29.74	24.23	139.87	65.46	34.37	109.68	51.02	85.29	119	110.11	76.16	26.11	62.8	42.78	45.01	64.17	45.51	68.4	51.4	72.75	88.27	64.88	74.99	99.18	75.06	62.28
74.2	66.8	81.62	131.49	105.3	75.72	29.88	27.79	143.69	62.68	31.49	112.77	57.4	88.7	126.23	119.44	88.71	25.51	70.14	48.38	46.13	55.2	48.5	68.04	48.65	75.75	76.31	69.2	89.53	97.7	74.8	71.96
75.4	67.95	73.37	122.62	101.96	71.08	34.2	29.54	135.8	66.99	43.08	112.89	57.33	93.5	117.95	117.66	73.27	29.01	67.01	50.48	41.38	63.18	44.37	68.64	56.44	81.71	80.74	68.37	93.23	90.85	78.24	76.61
76.79	56.95	75.28	128.2	108.12	72.91	30.37	32.01	136.05	62.44	28.94	109.04	57.9	93.35	111.51	114.71	75.03	32.22	68.91	47.32	48.75	55.07	55.38	72.18	44.76	77.46	82.73	75.76	85.28	92.55	73.63	76.88
75.5	64.07	75.85	127.22	99.81	70.83	29.26	31.07	130.66	66.1	35.17	110.41	49.96	88.55	115.23	117.04	74.47	27.54	72.49	46.62	42.52	53.47	51.24	66.79	52.42	76.03	77.52	70.04	88.88	89.1	74.1	73.04
74.32	66.3	72.39	131.63	114.35	71.77	37.58	28.73	140.79	74.68	36.14	120.22	54.5	92.91	122.38	125.87	80.98	21.13	67.66	43.31	51.64	67.77	58.46	72.72	52.83	78.52	84.6	70.38	89.14	99.49	75.93	83.12
80.12	67.67	82.64	131.68	114.04	73.58	36.46	31.3	148.37	64.18	36.21	129.5	58.35	94.85	128.57	133.52	82.37	31.93	73.51	49.64	46.47	71.79	55.97	69.69	49.59	78.78	88.56	71.46	87.88	105.69	86.04	72.67
83.66	72.36	79.05	124.21	106.36	72.3	32.44	36.44	130.96	65.24	35.99	106.82	56.86	93.12	109.38	118.84	82.3	30.77	72.38	53.27	39.26	65.43	49.75	68.31	48.06	78.29	83.15	72.04	87.25	91.46	81.87	76.92
80.24	60.28	69.33	116.49	101.03	64.51	31.83	22.33	134.94	55.76	33.12	105.5	45.78	84.85	110.74	114.43	69	17.42	57.39	35.47	39.78	48.38	48.31	63.98	39.79	75.8	71.89	72.05	82.8	89.24	73.37	70.99
77.44	67.7	80.65	120	101.04	73.46	33.31	27.35	137.45	64.39	40.85	105.81	54.38	85.28	118.77	110.3	83.93	32.09	74.19	51.61	43.79	56.96	60.14	68.72	44.52	82.33	84.27	69.54	81.71	93.93	76.02	76.81
82.55	69.08	82.82	127.4	108.95	81.87	36.55	31.66	138.79	73.83	48.15	121.1	56.13	92.57	117.18	116.09	88.93	33.92	80.79	52.3	39.75	64.16	55.63	75.67	51.01	80.29	92.71	80.59	89.31	97.92	80.82	81.77
81.86	63.83	75.96	125.54	106.14	78.15	45.96	27.9	143.82	72.64	47.68	120.77	53.87	88.2	113.34	116.29	84.14	30.37	70.18	50.52	46.55	67.12	54.48	61.07	46.33	82.77	81.64	71.56	85.74	93.94	77.45	81.43
71.71	65.6	71.99	136.05	98.07	68.2	32.88	24.54	142.34	62.88	33.93	111.29	48.44	84.01	114.05	114.51	69.83	29.47	72	43.47	42.96	60.19	48.37	62.29	42.51	75.59	75.05	69.52	79.79	90.94	77.88	65.96
80.45	68.52	82.3	121	101.39	72.37	30.12	27.5	131.15	63.26	42.23	113.91	54.44	87.53	109.27	119.89	78.36	29.6	60.19	45.37	46.44	55.63	54.67	67.04	50.81	70.97	82.03	71.2	85	86.42	80.77	76.48
70.31	68.34	70.65	125.49	95.89	73.32	30.69	33.37	131.11	61.53	31.72	106.36	43.66	86.98	113.2	114.76	67.29	26.77	64.37	49.25	53.42	53.8	47.89	70.74	48.91	72.24	74.53	71.72	73.3	87.15	73.15	66.62
78.1	59.11	71.4	122.75	99.14	72.97	24.49	28.13	133.69	65.71	37.99	110.28	46.66	85.53	109.48	110.98	73.26	23.83	64.66	36.9	43.26	62.14	47.98	58.64	39.48	72.51	84.77	69.54	75.42	93.29	70.47	66.84
80.59	66.28	69.44	120.93	104.94	74.51	23.35	25.77	132.7	60.31	31.8	118.66	49.75	81.02	121.67	108.07	72.4	30.9	66.97	45.72	39.43	58.28	50.66	58.75	49.49	75.95	80.84	75.04	81.96	92.91	80.29	72.65
74.91	75.11	81.75	133.46	98.49	72.51	29.63	23.91	139.82	65.31	41.8	115.6	56.29	92.18	114.32	123.57	83.03	36.74	76.04	47.75	37.71	62.41	48.86	71.22	49.17	75.16	77.36	70.01	84.92	97.51	84.59	77.55
80.35	66.58	76.34	123.16	106.87	68.47	33.82	32.53	137.2	71.14	41.04	111.68	55.76	86.78	115.85	117	74.12	32.69	77.17	49.3	46.24	66.72	58.04	66.04	41.29	70.94	85.31	77.68	80.63	102.16	80.05	78.83
78.42	61.13	76.9	122.63	108.3	66.25	32.56	18.49	143.74	70.5	28.65	122.78	51.94	99.38	123.65	130.43	85.3	25.43	64.96	39.29	43.11	65.46	46.01	62.83	45.35	76.85	85.37	74.35	85.51	102.55	75.11	78.26
80.78	63.74	73.09	124.57	107.7	72.07	21.88	22.08	147.62	61.88	30.64	113.34	46.35	86.21	115.61	121.97	75.95	27.86	68.34	38.37	42.59	60.35	46.54	71.15	43.17	73.88	79.19	69.4	80.73	92.3	74.55	76.04
74.76	62.09	81.47	123.31	96.03	64.15	29.04	28.2	135.75	64.39	36.11	109.97	58.49	87.23	112.73	120.5	74.69	28.19	62.62	51.53	46.6	61.12	42.11	74.14	41.83	75.7	75.53	80.49	78.55	88.87	78.45	73.5
84.3	71.4	85.03	141.25	119.48	79.51	45.46	30.62	150.76	72.93	41.35	124.37	59.85	100.6	121.82	128.6	98.52	25.08	72.38	47.9	48.4	71.94	57.29	72.38	54.98	81.55	90.02	76.22	99.2	101.48	85.57	90.71
74.6	63.75	71.98	118.77	107.65	63.77	23.45	24.41	133.27	61.69	38.82	105.69	46.36	71.16	110.82	112.38	69.27	21.81	63	35.34	33.9	56.99	47.41	69.92	39.18	72.02	72.96	70.64	74.21	81.64	77.4	69.61
72.83	65.59	67.55	117.62	103.26	73.99	32.97	29.68	131.75	70.34	32.27	104.56	53.64	82.41	114.58	117.8	75.39	25.18	73.49	46.48	42.44	59.47	50.42	71.04	49.98	73.18	84.43	77.5	83.03	89.89	75.15	75.65
84.79	68.83	77.4	126.83	102.98	84.24	31.35	28.5	134.77	66.5	58.06	107.94	58.52	94.49	125.19	116.63	84.03	30.05	72.32	53.89	50.1	60.32	60.25	65.74	50.46	81.16	90.76	76.84	95.3	96.59	82.31	82.82
77.9	59.29	76.83	131.41	102.3	72.99	32.74	26.47	144.14	71.11	35.72	118.17	56.09	83.16	121.94	120.18	77.73	25.71	76.1	48.73	45.94	63.57	45.88	63.26	47.26	71.53	81.65	71.53	87.22	98.83	74.18	72.77
