"Sinapis_arvensis_D2__P_1"	"Sinapis_arvensis_D2__P_2"	"Sinapis_arvensis_D2__P_3"	"Sinapis_arvensis_D2__P_4"	"Sinapis_arvensis_D2__P_5"	"Sinapis_arvensis_D2__P_6"	"Sinapis_arvensis_D2__P_7"	"Sinapis_arvensis_D2__P_8"	"Buddleja_davidii_D2__P_1"	"Buddleja_davidii_D2__P_2"	"Buddleja_davidii_D2__P_3"	"Buddleja_davidii_D2__P_4"	"Buddleja_davidii_D2__P_5"	"Buddleja_davidii_D2__P_6"	"Buddleja_davidii_D2__P_7"	"Buddleja_davidii_D2__P_8"	"Buddleja_davidii_D2__P_9"	"Buddleja_davidii_D2__P_10"	"Buddleja_davidii_D2__P_11"	"Buddleja_davidii_D2__P_12"	"Buddleja_davidii_D2__P_13"	"Buddleja_davidii_D2__P_14"
52.63	43.24	34.22	37.1	31.25	33.39	27.44	28.2	40.03	36.4	41.72	19.02	22	28.25	12.07	14.89	16.77	15.83	62.66	47.33	46.19	24.97
50.4	42.49	34.38	31.88	31.63	32.17	24.93	27.78	37.37	35.96	39.78	16.93	21.5	29.22	10.35	15.79	17.67	14.9	60.25	43.95	44.65	23.5
53.88	41.28	35.02	36.64	29.41	33.29	27.15	26.26	38.32	37.57	38.25	17.49	19.05	29.55	11.98	13.48	17.02	13.55	61.87	46.39	45.93	26.24
54.65	42.34	36.16	37.41	31.33	35.84	27.44	29.92	38.58	36.05	41.11	20.36	20.17	30.01	13.5	18.02	17.29	14.68	61.93	46.7	46.62	25.43
50.55	39.78	33.78	35.66	30.42	32.65	26.14	26.01	38.58	33.82	38.51	18.05	21.63	28.45	11.57	12.71	16.25	13.28	59.36	45.98	45.79	24.41
50.13	39.43	33.61	34.47	27.52	33.12	27.64	25.15	36.01	33.76	38.33	16.69	19.95	27.51	12.9	12.9	18.1	12.4	58.33	46.62	43.04	24.08
51.53	43.04	34.51	37.11	28.77	32.28	27.83	26.11	37	36.28	36.63	17.55	20.29	30.62	9.86	15.37	16.22	15.37	61.82	46.85	45.72	26.16
55.2	41.63	35.74	36.76	30.19	35.11	28.31	27.18	40.24	38.27	38.82	19.01	19.45	29.21	13.84	14.41	20.17	15.89	63.06	47.52	44.96	26.5
54.82	43.24	34.24	34.42	30.58	36.3	28.89	28.02	39.62	38.01	40.4	20.22	23.06	30.79	13.29	16.63	17.91	13.74	61.96	46.67	46.8	26.01
51.95	40.79	33.97	34.27	31.04	33.56	28.62	27.26	37.27	34.94	40.35	19.1	21.56	28.4	12.62	16.34	19.4	15.01	61.47	45.56	44.86	25.58
53.54	40.84	33.58	36.61	28.31	32.59	26.61	25.91	38.44	34.68	39.83	18.83	20.44	27.57	11.5	12.76	17.18	13.68	60.72	46.36	42.04	26.74
51.64	40.3	35.82	36.39	31.06	34.16	23.73	29.6	37.27	35.96	40.4	17.79	20.17	28.35	10.62	11.93	17.92	13.41	63.9	46.68	44.53	25.27
52.78	40.51	34.57	35.79	30.16	35.27	29.43	28.42	40.93	36.8	39.92	19.19	22.91	31.19	11.72	15.74	16.8	15.26	61.37	46.36	44.01	24.61
55.39	39.67	35.6	37.13	31.43	33.43	26.96	25.4	37.2	36.37	40.28	18.2	20.72	28.64	10.66	14.58	14.07	14.33	60.84	44.85	41.97	26.39
53.72	41.87	37.37	36.15	31.57	36.46	27.4	29.93	38.32	36.65	43.44	18.64	21.55	27.71	13.35	15.94	16.77	15.29	66.31	46.69	43.92	28.41
52.24	41.06	33.4	32.5	29.53	33.45	27.76	25.84	37.93	34.62	38.69	18.2	19.39	26.79	11.77	14.4	16.55	15.66	62.04	44.88	44.3	26.77
51.27	41.86	33.99	34.3	30.67	33	27.3	27.43	37.36	36.46	40.91	16.39	19.76	26.16	12.9	13.4	16.34	14.4	62.05	45.1	44.55	24.77
53.74	40.94	34.43	35.13	31.83	33.27	26.5	28.45	38.06	35.6	38.93	19.07	19.16	26.45	10.81	16.24	15.29	12.55	61.86	45.5	44.2	24.18
52.68	41.57	36.01	35.13	31.29	32.94	27.32	25.63	37.76	36.43	39.55	17.77	19.77	26.07	12.57	16.58	17.53	12.5	60.39	44.63	43.96	26.67
54.74	42.48	35.83	36.27	31.6	33.21	27.56	27.51	40.76	36.99	42.2	18.27	24.05	31.38	12.83	15.29	16.75	14.92	64.5	48.71	46.21	26.44
55.37	43.05	37.38	35.57	30.15	35.21	26.2	28.48	40.39	35.76	43.46	18.68	19.7	30.31	11.07	15.77	18.22	13.46	61.36	47.34	43.6	28.64
52.66	44.55	38.35	36.57	32.71	35.96	26.27	30.76	40.1	39.31	43.59	16.44	23.96	29.65	15.42	17.08	21.57	14.71	64.84	49.09	47.05	26.07
52.84	41.85	34.36	34.91	28.03	33.65	27.37	26.76	37.36	38.44	37.31	16.53	21.16	27.88	9.95	14.25	16.94	15.22	60.56	45.23	43.97	23.34
57.51	42.01	36.52	35.64	34.21	35.15	29.45	30.32	41.78	35.43	41.02	16.9	19.22	28.58	12.49	13.94	15.94	15.72	63.45	47.18	44.97	26.13
55.19	42.02	36.03	36.32	30.6	36.03	26.8	28.49	41.64	37.87	39.55	20.85	21.54	26.21	10.01	17.34	15.81	14.88	61.3	45.97	43.89	23.76
54.23	41.82	36.03	37.48	30.55	33.9	27.78	27.84	39.08	36.46	40.53	14.84	24.18	26.21	13.13	16.55	15.18	15.02	63.08	43.38	44.47	27.22
52.67	42.63	34.83	39.75	32.9	34.76	26.81	27.51	39.97	37.74	38.13	17.63	20.74	28.46	14.53	17.02	18.38	15.42	62.04	45.95	43.74	26.67
55.03	41.48	35.88	38.2	32.79	35.19	28.34	28.76	40.13	35.86	42.4	17.42	20.5	30.54	12.28	16.82	17.46	14.31	61.83	46.24	46.53	28.29
52.62	42.61	36.1	36.63	31.05	33.07	29.32	28.27	40.36	36.93	42.08	18.64	22.28	27.67	12.45	15.79	15.49	12.59	62.78	47.36	46.95	26.61
55.32	43.29	35.06	34.96	29.63	35.74	27.94	28.32	39.77	38.33	41.12	18.15	19.86	27.84	12.73	17.84	18.17	14.89	61.59	47.06	46.46	28.21
55.68	42.85	36.09	38.13	33.55	35.87	28.32	27.5	41.05	38.66	40.4	17.83	20.34	28.64	11.01	16.6	18.39	15.17	63.13	48.26	45.06	24.92
49.2	39.11	34.56	34.46	26.87	33.14	28.13	24.71	34.94	32.73	38.37	15.45	18.23	28.4	10.76	14.18	16.87	13.71	60.87	43.04	43.61	23.54
51.32	42.54	35.82	33.5	31.75	34.2	28.01	28.64	39.1	36.73	44.16	20.68	23.1	30.17	13.79	13.38	18.18	13.09	63.7	44.05	46.63	26.42
51.89	42.17	33.87	32.82	28.91	33.81	26.31	27.04	38.72	35.16	35.61	15.6	19.27	28.34	10.63	15.52	15.22	12.31	63.73	46.74	46.62	23.04
54.71	41.23	34.61	35.27	29.45	33.31	23.65	27.22	37.43	35.52	38.52	16.89	18.97	25.85	10.36	13.08	14.82	15.91	62.77	45.9	44.71	26.76
55.5	46.25	35.14	36.04	32.97	35.09	29.2	29.59	38.43	37.9	42.44	18.34	22.86	28.22	13	15.91	20.16	14.61	62.25	48.33	47.33	26.61
51.07	41.89	32.96	35.6	31.16	34.8	24.86	31.26	38.57	34.94	39.61	19.63	21.54	30.6	13.09	14.73	17.45	16.44	61.37	45.45	44.16	24.96
51.91	44.19	35.37	36.26	28.84	35.29	27.14	27.37	38.52	36.38	39.09	16.42	22.52	25.74	13.57	16.48	14.14	11.69	61.39	46.91	45.75	26.72
56.1	40.78	33.02	38.56	29.68	32.59	29.85	30.08	40.65	37.15	39.51	17.28	22.08	31.6	13.7	15.78	17.38	17.42	62.6	46.97	45.87	27.14
54.94	41.95	32.56	35.81	29.47	32.33	30.24	27.34	38.85	36.18	39.34	15.36	19.12	31.05	12.95	12.62	16.17	12.53	59.66	47.58	43.3	23.77
51.27	41.54	33.36	32.5	29.13	32.87	27.64	25.2	38.83	33.56	40.52	16.11	20.05	27.16	10.34	13.4	16.31	13.65	61.7	45.11	44.18	24.08
52.94	43.28	34.9	34.08	30.91	36.38	27.03	27.24	36.81	36.14	41.68	18.64	20.66	26.63	14.47	17.41	16.98	15.11	62.48	49.34	45.03	29.1
52.66	40.73	32.1	34.46	30.42	33.53	24.99	26.27	35.65	32.68	39.54	17.77	20.74	28.43	13.32	14.29	16.28	14.67	61.02	45.09	43.78	25.87
54.86	40.97	36.46	34.94	28.36	35.35	27.5	28.63	39.25	36.5	45.32	17.71	19.14	29.05	11.25	14.82	16.01	15.66	61.39	45.7	45.85	24.73
57.2	43.44	36.44	37.06	34.65	37.04	32.6	28.91	39.3	39	45.14	21.27	24.98	31.04	16.19	18.67	20.74	16.27	63.46	50.35	44.93	28.21
51.11	39.33	37.34	33.17	32.6	33.43	28.11	26.9	37.89	34.77	41.69	19.99	20.79	29.69	14.01	17.73	20.39	16.34	64.85	45.8	45.78	26.95
53.25	45.7	35.13	33.96	29.45	36.1	24.32	26.85	38.28	37.51	36.05	13.61	25.55	30.54	13.02	18.22	19.58	14.24	59.71	44.21	44.74	25.89
54.69	44.78	38.3	36.6	32.61	35.1	26.07	31.17	38.54	38.51	44.02	19.73	21.63	31.49	13.88	17.65	19.67	15.21	64.31	49.81	44.53	25.14
50.45	43.42	37.37	32.74	30.71	36.02	26.59	24.78	35.95	36.92	38.51	15.2	20.66	29.04	11.67	14.1	16.68	13.49	60.76	46.7	45.25	27.76
55.59	43.19	36.24	35.39	32.85	35.63	25.69	29.91	39.69	37.36	40.44	19.33	21.32	29.77	14.26	18	19.07	15.72	63.36	47.21	45.64	26.22
49.96	41.91	32.72	31.79	23.86	27.97	27.63	26.34	34.54	31.51	35.26	17.02	16.97	25.41	6.68	10.47	12.41	12.33	60.23	44.09	42.85	19.06
54.58	41.55	36.02	36.21	30.12	33.47	28.12	26.95	38.98	39.81	37.37	17.39	21.35	28.97	12.94	18.47	16.94	15.81	60.84	45.42	45.56	25.33
52.64	40.43	34.3	36.76	29.55	33.97	29.87	26.68	40.33	37.54	40.71	18.27	24.4	29.06	14.38	16.98	17.77	16.26	61.4	44.74	45.85	23.68
54.31	44.43	31.93	35.46	32.06	33.64	28.57	27.46	36.76	37.81	42.69	18.28	19.39	29.78	13.68	15.09	20.4	15.2	63.12	44.87	43.11	27.55
53.28	44.51	35.74	35.56	25.84	35.04	28.05	27.84	39.9	36.18	38.71	18.39	19.06	27.9	11.62	15.95	15.47	16.72	60.24	48.14	44.83	26.81
52.06	45.01	33.8	37.58	33.74	34.84	27.04	31.17	39.89	36.93	41.86	18.87	20.41	30.88	11.89	15.84	19.58	16.9	61.3	46.52	45.95	26.66
49.43	41.16	34.42	33.06	29.88	33.5	22.21	26.65	39.2	34.58	37.55	16.72	19.38	27.79	9.77	12.97	16.46	12.02	63.04	44.1	44.86	25.28
53.51	42.27	32.49	35.26	28.95	32.25	26.56	25.34	41.03	35.36	38.39	17.71	18.7	28.76	11.4	12.56	18.31	14.03	58.87	44.87	42.1	25.99
52.35	42.63	35.92	33.18	27.3	35.86	26.69	25.59	37.32	35.7	41.27	15.03	18.9	24.62	11.37	13.79	10.98	16.12	59.78	43.69	42.25	24.51
55.32	43.3	35.88	32.29	29.93	39.53	28.28	26.94	39.25	36.7	40.71	18.96	21.38	30.54	13.68	14.72	18.18	12.96	59.39	45.51	45.38	27.62
54.84	44.53	34.97	37.2	31.53	32.83	29.53	29.03	40.8	36.76	41.69	14.88	18.56	29.07	13.71	14.65	18.07	14.31	61.21	44.62	48.87	26.97
55.8	45.66	34.25	37.44	29.36	34.87	28.07	27.14	40.64	35.43	41.32	19.45	21.97	29.41	14.15	17.55	17.05	14.18	59.03	46.57	48.43	26.56
52.78	42.31	36.1	39.02	32.47	34.05	28.86	27.56	39.03	37.68	42.94	20.55	23.75	28.54	11.13	15.21	19.28	17.25	62.39	45.32	47.03	24.78
54.39	41.56	33.62	34.88	30.32	33.44	27.78	26.97	37.18	34.89	39.82	15.37	22.17	29.72	13.44	14.2	11.66	14.49	62.63	48.26	46.12	27.69
50.68	40.24	38.99	33.57	28.01	33.26	27.2	25.6	34.63	34.61	37.53	17.74	22.16	26.15	9.6	11.68	16.43	16.4	60.06	46.96	41.41	23.98
49.09	39.36	34.43	34.99	31.88	35.22	28.41	28.42	38.01	35.12	39.25	16.57	20.39	30.25	12.07	14.22	18.03	14.02	60.99	45.08	45.09	26.4
52.53	43.27	38.05	36.69	32.43	38.1	30.35	33.33	42.85	37.74	42.53	21.72	24.6	32.04	14.28	16.17	19.2	15.94	64.14	48.06	43.44	25.84
54.25	44.89	37.07	37.26	32.05	34.25	29.92	30.61	42.92	37.8	40.3	19.42	22.13	31.59	11.94	13.84	18.56	15.61	65.25	47.87	45.73	26.78
50.11	41.08	35.57	36.22	29.4	32.86	27.13	26.89	37.03	35.69	37.83	16.75	21.2	30.95	12.13	15.15	16.68	16.6	62.61	46.27	47.11	25.59
53.45	37.64	35.3	35.83	30.17	33.77	28.81	27.08	39.86	33.39	41.4	18.48	20.65	29.08	11.73	11.37	15.66	14.35	59.74	48.83	43.35	25.4
52.44	38.45	32.19	34.14	28.49	29.54	26.3	25.38	35.03	33.38	37.45	17.35	19.17	29.47	9.5	15.18	16.33	15.59	58.68	42.38	41.12	25.64
53.05	38.31	35	32.89	29.41	32.95	25.69	22.46	36.59	33.46	35.06	14.14	18.21	26.77	10.67	10.38	16.62	11.13	64.19	44.5	40.53	23.44
52.93	42.07	35.91	33.42	29.74	33.45	27.65	26.91	37.07	36.81	41.61	16.94	20.71	27.91	10.59	17.33	14.94	13.53	58.11	44.99	42.8	26
56.96	43.69	36.67	37.05	31.45	38.21	30.76	29.77	38.01	38.13	46.41	21.31	24.78	30.05	17.62	18.65	19.92	16.46	67.81	47.69	49.35	27.09
50.7	40.92	35.1	35.15	29.6	35.15	25.42	26.62	40.31	34.85	40.71	20.62	21.4	29.93	14	16.2	17.43	11.94	59.33	45.71	46.71	25.54
51.43	37.2	36.92	36.32	31.73	35.36	26.9	28.32	39.41	35.64	40.07	18.24	23.18	29.62	14.89	15.1	17.99	13.99	62.1	44.71	45.7	21.24
53.38	42.49	37.97	38	30.92	34.86	28.93	30.4	41.62	37.92	41.12	19.35	23.58	31.69	14.12	20.12	19.06	17.49	61.66	46.39	43.19	25.96
53.69	43.52	33.23	37.64	30.57	35.6	27.1	27.39	39.25	35.19	37.74	20.66	21.06	30.71	10.92	15.13	16.72	14.29	58.6	43.36	45.51	26.38
52.95	40.44	34.95	38.21	31.64	37.91	32.22	25.38	40.23	36.09	41.42	21.22	20	27.97	13.73	15.05	14.59	14.09	64.5	49.78	47.63	25.54
52.99	43.87	35.73	39.87	33.43	36.98	28.11	28.25	41.71	39.7	42.93	22.02	24.88	32.19	16.81	18.85	21.35	16.2	65.09	47.07	47.92	26.68
53.88	43.31	33.44	37.24	33.73	34.82	28.16	30.26	39.78	38.39	42.24	17.36	24.01	29.65	13.33	18.27	21.29	15.65	62.62	46.1	44.75	25.98
50.72	43.9	34.57	35.04	27.6	32.9	24.64	26.24	38.56	36.98	39.86	16.97	19.15	25.98	12.49	15.67	19.14	13.08	63.07	44.82	44.92	25.09
53.94	40.61	34.17	37.11	30.67	30.43	28.24	25.53	37.31	35.77	40.27	16.97	21.41	28.61	9.96	14.89	16.47	13.14	62.5	47.5	45.33	24.35
55.1	41.24	35.4	34.84	32.39	36.01	27.12	24.52	40.62	36.72	42.78	18.17	19.4	28.64	10.88	13.89	17.93	14.46	61.49	48.46	42.93	28.9
50.17	39.61	36.25	35.75	31.25	31.83	27.11	25.79	39.61	31.44	42.21	17.85	21.24	29.53	10.49	12.6	17.67	13.2	64.08	44.69	45.4	25.51
54.46	45.72	37	35.58	36.65	32.96	29.8	28.6	39.78	37.93	39.48	19.41	21.66	30.89	16.91	14.74	17.82	16.41	67.34	47.36	46.32	26.63
56.65	41.12	33.92	33.35	30.07	30.59	26.33	27.34	39.66	38.7	40.55	19.16	20.18	28.84	14.48	16.4	20.09	16.82	63.18	45.69	47	26.67
53.74	42.79	37.09	35.12	36.18	34.73	27.81	28.3	40.63	38.13	41.3	21.04	21.13	31.09	12.99	15.63	16.8	17.62	64.89	46.74	46.21	25.54
54.72	40.96	34.49	35.64	30.69	35.41	27.02	23.83	38.4	34.72	39.44	17.85	19.54	27.1	12.18	14.29	17.62	14.03	61.47	45.74	43.24	22.89
52.83	41.63	36.44	36.63	28.9	33.98	26.44	26.29	38.22	33.68	40.52	20.21	22.55	28.41	12.35	17.51	18	15.11	63.07	47.46	43.63	26.21
53.4	41.38	36.65	35.68	30.59	35.09	29.07	28.87	43.25	37.55	42.91	17.51	22.46	30.52	10.87	14.71	19.03	17.06	65	47.16	46.69	26.66
51.85	40.33	34.44	32.96	27.89	30.29	26.98	25.21	37.35	33.92	38.96	16.97	19.99	27.28	11.23	12.63	12.34	12.82	59.74	43.11	43.48	23.55
54.86	42.5	36.53	36.13	34.58	32.48	29.09	29.88	40.27	39.25	44.03	17.34	23.33	30	14.21	16.6	20.39	14.37	64.68	48.25	47.04	26.5
53.55	44.72	37.41	40.57	33.12	35	28.21	29.66	38.12	39.97	42.03	19.78	22.42	31.96	14.11	19.15	22.75	15.22	64.98	47.18	47.38	23.93
56.84	41.15	38.91	36.17	30.14	33.49	28.17	28.44	40.79	38.11	44.21	17.7	22.57	32.64	14.06	17.87	17.03	13.17	64.5	46.2	46.01	26.07
56.47	42.73	36.02	35.21	31.66	37.5	27.97	29.51	41.62	39.96	42.64	18.07	23.34	27.43	13.55	16.33	16.42	16.86	65.33	45.89	47.94	26.03
51.19	39.95	35.22	32.27	29.46	31.01	24.59	24.58	38.64	34.45	39.51	16.6	19.99	28.67	9.17	15.16	14.64	11.8	58.38	44.03	42.33	23.07
53.1	43.13	34.71	33.7	30.84	34.02	27.83	28.44	39.27	35.98	41.52	18.55	22.36	28.49	13.1	12.69	17.82	14.98	61.1	46.35	45.75	26.56
51.48	40.38	34.19	38.23	32.15	33.84	26.72	26.48	42.56	35.59	42.03	20.51	20.14	30.8	14.1	15.34	17.49	15.23	62.65	46.56	45.27	26.6
55.53	43.92	38.26	37.02	33.69	33.88	24.31	28.9	40.32	38.08	39.95	19.27	20.8	30.35	11.09	15.21	15.92	13.62	62.96	47.21	46.09	26.7
55.37	41.5	36.67	37.8	32.84	35.55	28.16	30.25	40.38	37.87	42.4	19.89	21.97	29.31	13.06	15.98	18.18	15.27	65.49	49.22	45.27	26.28
54.9	41.49	33.19	36.03	31.99	33.28	28.15	28.5	38.9	35.55	40.34	17.49	20.52	28.08	9.84	14.37	18.91	13.44	61.61	47.12	44.64	24.21
53.86	41.99	35.31	36.62	33.53	36.45	27.04	28.05	39.52	39.67	41.03	19.5	21.36	29.15	13.75	16.32	18.41	16.58	63.85	47.66	45.04	26.02
51.7	39.72	34.72	31.56	30.28	32.21	25.35	26.37	36.81	36.71	40.35	16.21	19.18	27.24	11.56	14.49	15.68	12.95	62.45	45.52	42.2	25.16
55.25	44.26	35.67	37.09	31.11	34.33	27.9	29.56	37.46	38.43	43.18	17.09	22.27	29.78	11.91	15.48	18.04	16.01	64.82	47.17	46.87	26.13
53.41	42.48	34.38	34.15	34.72	35.22	26.52	28.04	43.34	39.18	42.66	19.34	23.37	28.11	15.5	16.12	19.04	15.11	63.81	49.63	45.5	28.55
50.22	39.44	33.11	33.4	31.12	34.43	26.76	28.28	38.24	37.71	40.53	21.09	18.77	29.7	14.28	14.35	17.71	14.19	63.17	46.3	45.18	25.12
51.42	42	33.47	36.4	31.03	31.49	26.57	26.19	39.31	34.59	39.13	18.59	21.17	28.49	11.01	12.57	17.76	14.51	61.68	48.22	41.49	26.98
54.75	42.98	32.85	34.99	30.11	34.28	25.52	27.49	37.2	34.39	40.8	16.53	20.59	29.12	12.72	15.45	15.68	13.75	60.51	47.16	43.4	22.79
50.52	40.07	35.37	35.03	31.46	35.05	26.2	29.68	37.29	37.95	39.68	18.22	20.64	30.05	15.27	15.53	20	14.66	61.86	44.92	45.06	26.25
53.62	39.12	33	34.83	29.81	33.28	22.33	27.77	36.65	33.3	36.79	15.84	17.37	26.75	13.29	13.47	14.75	13.58	61.87	41.61	42.74	25.29
51.43	42.33	33.81	37.98	29.86	33.51	27.25	28.02	39.4	37.07	38.82	20.14	20.66	28.75	13.44	16.75	17.26	17.64	60.56	42.87	46.62	26.22
54.49	42.91	38.92	38.42	30.48	38.48	27.45	32.5	43.06	38.72	40.94	21.73	25.72	32.01	17.87	19.28	22.99	20.47	65.37	47.09	45.34	28.68
53.31	43.5	37.98	36.85	34.09	38.01	28.53	28.33	38.84	35.27	40.11	18.41	23.52	28.94	12.97	16.26	16.19	14.03	64.85	48.38	45.76	23.34
54.94	41.84	37.33	41.08	30.76	35.43	31.33	27.57	39.75	34.76	42.03	20.98	22.69	31.23	13.25	11.92	19.93	16.48	64.67	51.07	44.58	27.97
51.85	38.24	38.23	35.11	29.59	31.83	24.1	26.28	35.47	34.28	37.63	14.58	20.85	27.44	9.45	12.36	16.07	13.43	59.99	47.64	49.75	24.3
52.53	41.51	36.8	34.32	30.65	33.32	28.16	28.18	39.94	36.14	42.27	16.81	22.06	27.23	11.35	14.29	18.98	15.41	63.38	48.01	45.88	29.13
51.88	43.53	36.55	34.56	31.19	32.02	29.04	28.55	37.69	37.49	40.78	18.47	22.28	31	14.08	17.34	18.43	17.1	63.08	46.34	40.82	25.78
52.58	41.53	34.2	33.79	26.61	36.23	29.22	27.46	35.12	34.68	39.41	18.5	18.73	26.56	13.16	14.1	16.35	15.59	59.33	45.75	45.5	25.5
49.09	39.8	29.89	33.31	24.32	33.75	23.79	23.96	35.38	30.01	37.33	19.07	17.79	20.47	10.24	10.46	15.05	12.37	61.25	42.04	39.25	24.45
52.04	45.02	32.9	39.01	28.32	34.67	23.81	30.38	42.74	36.43	43.86	19.24	21.95	26.32	12.08	16.42	16.14	18.2	63.55	48.39	46.46	30.01
50.58	45.95	35.85	36.28	28.94	37.82	24.85	29.49	40.51	34.12	44.45	21.73	22.65	29.74	11.13	17.13	19.08	11.24	60.1	50.56	50.38	23.63
48.26	37.56	35.21	35.62	28.39	33.68	26.84	24.56	38.79	36.37	39.27	19.51	24.2	28.7	10.88	15.23	16.56	13.89	62.83	45.12	46.09	26.7
48.6	39.62	34.08	33.5	30.63	34.47	25.2	26.35	39.27	36.68	37.26	18.4	19.87	26.55	11.76	15.82	17.12	14.11	60.29	47.31	43.18	24.7
51.04	42.02	36.88	32.48	33.04	33.19	26.49	27.9	40.53	36.4	43.97	20.3	21.13	30.69	15.88	18.36	17.85	19.21	58.48	46.18	46.94	28.45
51.16	41.89	36.02	36.33	30.42	33.48	24.5	25.04	39.12	33.92	41.92	18.75	19.89	29.78	12.94	13.88	19.84	15.24	64.15	47.9	44.08	29.35
52.83	45.04	37.59	35.54	33.73	34.07	26.85	30.31	37.14	34.09	41.9	17.86	14.06	30.7	11.97	17.53	15.38	18.02	62.22	48.17	45.72	24.97
49.72	44.25	35.6	34.27	30.91	32.91	24.61	25.46	38.3	36.85	38.45	16.04	24.4	35.07	15.31	15.27	19.35	16.21	62.51	48.26	43.51	25.64
52.89	43.8	37.53	37.95	31.17	34.75	27.74	29.47	39.54	38.01	40.26	19.47	22.8	27.4	16.75	12.83	22.62	14.36	63.3	45.33	47.81	27.23
49.14	40.5	38.68	35.33	32.64	32.3	29.55	27.72	36.76	32.39	36.68	16.74	21.67	32.5	13.05	17.89	15.52	13.71	62	46.05	48.47	24.71
55.21	42.09	34.27	36.32	30.42	30.77	29.35	26.97	39.87	37.47	38.2	18.99	19.39	27.64	13.72	15.99	20.65	18.12	60.59	47.98	47.64	24.72
51.45	40.4	37.43	31.6	26.66	31.02	23.32	26.44	37.53	33.86	38.24	15.02	18.57	32.87	11.17	13.64	12.91	12.51	61.91	48.56	45.07	23.23
44.31	41.96	35.18	31.13	28.06	33.22	25.32	24.84	36	37.4	42.97	17.32	19.2	26.68	12.09	16.01	18.71	13.4	57.26	41.65	45.24	23.03
53.18	42.58	33.23	38.36	30.21	35.75	25.15	27.61	38.73	38.6	40.85	24.08	20.01	32.18	13.77	19.18	20.31	17.04	64.57	42.98	42.54	27.32
51.34	39.71	39.88	39.61	35.14	30.69	24.95	28.17	41.06	37.87	37.23	20.48	19.91	31.61	9.46	15.59	18.5	14.99	65.67	46.01	41.47	27.65
48.74	45.8	38.46	35.48	25.78	28.89	29	22.3	41.35	32.76	41.15	20.69	18.98	30.21	13.23	15.97	16.05	16.98	61.28	48.72	46.82	24.6
53.52	43.79	43.09	41.53	32.46	35.81	31.29	31.64	40.08	33.21	39.98	20.2	23.82	28.63	18.56	19.38	21.43	17.91	63.43	49.28	46.68	29.87
48.09	40.77	34.86	38.68	31.19	33	26.66	26.73	38.79	39.56	38.96	20.43	24.05	32.97	14.21	14.76	20.42	18.54	58.39	45.23	46.78	27.47
52.74	46.12	37.75	36.25	32.81	38.54	28.04	32.99	43.88	35.61	40.93	21.3	22.58	32.44	23.86	21.53	20.37	20.29	68.16	48.28	45.91	29.05
57.66	42.44	36.3	36.9	28.99	36.99	29.94	28.85	35.71	36.68	47.5	19.94	22.55	32.31	12.56	17.12	20.49	14.97	66.93	50.01	46.12	29.01
47.04	41.08	35.5	38.05	25.42	29.37	23.03	25.29	37.33	29.76	41.5	16.2	18.25	24.74	11.15	16.07	15.73	15.13	58.11	42.75	46.61	23.03
57.57	44.02	41.92	34.79	36.92	32.14	29.97	27.07	38.25	36.02	42.01	21.12	24.81	31.13	16.57	20.39	20.33	19.22	61.41	47.64	47.84	26.48
51.68	41.72	32.6	35.18	29.53	33.75	21.42	24.82	34.78	37.23	40.93	22.06	23.82	29.6	9.53	15.6	15.02	11.15	54.38	46.2	41.91	27.85
53.16	41.26	31.51	39.52	29.54	30.5	28.65	24.05	36.72	35.58	42.16	13.8	18.87	29.32	10.56	13.62	16.51	13.56	59.91	48.18	42.84	24.98
50.2	45.13	31.61	36.65	30.57	35.3	29.8	22.67	42.05	42.19	39.98	22.17	22.17	28.25	15.07	15.86	15.47	16.28	63.78	52.89	47.95	26.52
53.38	39.06	37.09	35.22	28.01	33.67	24.84	28.65	34.73	39.65	38.51	17.27	25.62	29.44	15.05	12.36	17.54	15.31	53.95	43.98	48.04	24.53
50.36	44.01	38.86	38.46	30.79	32.87	29.28	28.17	39.12	39.61	43.96	16.12	22.26	33.38	13.7	14.99	20.91	16.52	64.22	45.79	46.94	27.06
50.93	48.1	31.49	36.38	27.24	30.95	25.58	23.64	41.63	32.94	41.47	16.69	18.87	32.99	8.15	12.06	14.9	10.67	64.57	48.53	42.82	25.68
43.47	42.38	33.59	34.89	30.45	26.99	22.71	24.7	36.26	35.61	37.47	23.03	19.12	27.66	14.3	16.74	15.04	19.86	60.17	52.28	42.48	23.37
51.12	45.19	37.93	38.49	33.86	36.9	27.61	26.41	41.95	37.58	40.4	21.85	22.73	30.9	11.37	17.59	21.53	11.98	67.28	51.25	47.82	26.74
46.97	43.52	34.63	37.92	28.94	32.39	28.22	26.65	39.13	35.69	42.16	16.5	20.19	31.01	11.27	17.26	16.24	12.06	61.1	49.29	44.62	24.33
51.3	41.54	32.8	36.21	26.11	31.67	28.67	24.61	37.98	35.35	40.02	17.55	16.05	29.84	11.07	13.61	13.69	16.48	59.76	46.6	43.3	25.07
48.5	43.51	35	31.42	31.82	30.77	25	25.84	42.91	36.47	37.77	22.58	18.37	30.88	11.57	18.07	19.41	17.3	62.56	50.24	45.38	24.65
56.61	39.94	38.22	36.71	32.64	35.26	31.86	28.08	35.88	31.96	40.23	17.86	20.38	29.25	13.25	13.71	14.04	15.1	59.34	44.45	44.76	27.75
