"Sinapis_arvensis_D2__P_1"	"Sinapis_arvensis_D2__P_2"	"Sinapis_arvensis_D2__P_3"	"Sinapis_arvensis_D2__P_4"	"Sinapis_arvensis_D2__P_5"	"Sinapis_arvensis_D2__P_6"	"Sinapis_arvensis_D2__P_7"	"Sinapis_arvensis_D2__P_8"	"Buddleja_davidii_D2__P_1"	"Buddleja_davidii_D2__P_2"	"Buddleja_davidii_D2__P_3"	"Buddleja_davidii_D2__P_4"	"Buddleja_davidii_D2__P_5"	"Buddleja_davidii_D2__P_6"	"Buddleja_davidii_D2__P_7"	"Buddleja_davidii_D2__P_8"	"Buddleja_davidii_D2__P_9"	"Buddleja_davidii_D2__P_10"	"Buddleja_davidii_D2__P_11"	"Buddleja_davidii_D2__P_12"	"Buddleja_davidii_D2__P_13"	"Buddleja_davidii_D2__P_14"
29.43	25.68	29.92	27.5	23.34	21.17	22.85	12.64	19.68	24.16	31.89	20.54	18.7	24.81	9.19	9.2	15.17	14.97	27.07	30.36	25.8	9.19
20.56	32.72	14.61	24.66	22.41	14.19	19.82	9.22	16.06	20.33	20.21	10.76	14.85	23.07	10.89	4.79	17.56	13.01	26.79	24.88	13.53	17.19
8.54	10.98	2.13	10.41	1.14	7.5	-3.33	-2.4	4.53	4.31	8.17	1.5	6.26	0.97	-4.83	-10.1	2.56	-9.15	9.33	19.47	10.99	14.33
16.91	21.68	14.55	20.88	14.53	15.14	15.68	10.85	21.6	18.94	20.04	5.05	7.55	13.19	9.18	5.67	-2.16	6.68	21.74	22.61	14.23	13.29
16.05	21.86	13.47	21.24	15.4	13.59	6.64	5.75	12.75	9.39	15.22	3.89	10.54	16.7	7.65	8.86	2.8	6.1	17.55	12.67	16.64	0.41
8.3	13.99	13.16	15.95	9.85	13.15	4.01	3.28	10.27	5.16	12.84	4.99	4.01	6.42	6.87	3.52	0.21	1.65	12.39	11.24	9.06	2.81
12.22	8.76	10.26	16.08	8.9	8.03	7.57	3.95	13.76	9	17.24	3.45	5.63	10.15	6.27	2.23	5.11	7.13	11.44	7.37	10.35	10.11
8.8	7.26	8.85	13.66	8.9	9.82	6.7	3.96	7.71	7.3	14.37	5.87	2.13	6.22	4.76	5.97	2.56	4.66	7.64	10.08	7.49	5.71
8.5	7.84	8.55	14.32	4.09	9.63	4.4	5.18	9.88	5.69	15.12	1.94	2.04	9.64	5.84	2.04	0.5	1.8	7.89	9.26	7.02	1.71
4.95	3.21	8.83	12.92	2.77	6.96	2.99	0.7	5.83	4.38	11.14	0.42	3.39	5.71	2.99	1.03	-1.09	1.85	5.53	6.9	3.19	1.34
8.89	4.66	8.13	15.66	4.49	8.65	4.38	-0.13	8.6	3.19	12.44	1.87	3.38	6.69	3.07	1.95	1.4	0.22	11.16	5.56	5.32	3.44
11.46	8.15	8.43	14.13	6.48	10.25	7.93	4.98	10.09	9.12	14.5	3.73	9.41	5.6	6.57	3.31	5.41	4.88	8.64	11.98	8.51	5.71
15.14	12.88	14.66	16.55	9.11	14.34	8.27	10.04	11.49	10.31	17.17	4.54	10.67	11.02	6.91	5.95	9.04	5.19	14.41	13.73	11.49	8.09
8.46	3.54	9	11.23	7.32	7.84	4.69	5.98	8.27	6.89	10.46	4.54	0.79	5.21	7.82	1.09	3.57	3.57	7.02	8.04	4.73	0.82
7.88	5.49	11.69	11.5	4.71	8.98	5.34	4.39	8.99	5.2	15.7	4.04	2.21	6.35	1.63	2.1	2.85	7.08	6.81	10.36	5.89	3.69
9.9	10.43	14.81	17.95	8.27	9.17	8.93	8.7	8.72	13.32	16.1	3	1.79	12.04	5.83	4.19	8.35	7.75	10.81	11.42	6.65	6.75
7.26	10.67	12.04	17.55	6.56	7.83	9.06	6.56	6.82	10.4	15.28	4.8	4.69	8.47	6.03	1.7	1.61	1.93	10.46	12.44	7.33	4.57
7.39	13.21	10.49	12.94	6.81	7.49	5.13	7.82	6.75	9.17	11.49	3.41	4.84	8.58	4.3	4.26	0.45	0.87	12.57	13.08	7	6.5
8.82	12.38	9.52	13.94	5.89	9.19	7.48	5.21	10.62	6.36	15.07	3.94	3.95	6.43	4.15	4.95	0.52	2.17	10.6	8.56	5.43	6.32
10.87	7.17	12.23	16.28	5.41	7.05	2.03	4.37	7.97	8.55	12.34	2.64	6.59	7.78	6.92	6.23	-0.15	3.33	6.36	7.71	8.15	5.65
10.1	11.04	11.01	14.44	9.24	10.56	6.06	5.63	8.93	6.93	17.88	4.21	5.79	8.39	6.48	2.3	4.32	1.7	8.32	7.76	4.99	8.45
11.64	7.54	9.8	16.56	5.78	8.82	6.85	5.4	9.16	9.86	14.12	3.42	4.09	8.44	7.29	5.72	1.64	3.17	7.4	9.67	6.31	3.91
9.11	7.49	12.5	14.78	7.82	9.42	7.22	6.99	7.88	7.15	14.64	4.4	6.37	9.16	4.29	5.51	3.47	4.97	8.73	8.25	8.45	7.37
6.29	8.7	7.8	16.07	4.66	10.55	5.17	4.34	7.73	3.45	13.96	4.54	3.88	7.23	3.21	3.31	1.64	3.98	7.07	7.65	4.72	5.67
7.87	8.93	6.07	12.21	3.92	9.55	4.55	3.03	6.45	3.88	10.55	2.64	1.87	4.18	1.7	0.2	0.72	2.54	5.52	5.87	6.45	1.74
6.98	7.44	9.14	12.65	6.76	12.2	6.23	3.77	4.99	5.83	14.28	5.36	3.36	9.24	4.97	3.32	0.76	3.02	4.89	7.88	3.69	3.88
7.41	4.4	9	11.37	6.27	8.27	4.19	3.5	5.83	5.88	14.01	3.67	3.58	7.88	4.02	3.6	1.22	3.67	6.01	7.12	5.22	6.94
6.65	5.31	8.39	12.17	3.93	9.15	5.81	3.87	7.91	3.51	11.99	2.7	2.86	6.3	1.85	1.71	1.08	1.94	5.28	5.97	4.29	3.19
7.38	8.41	7.73	12.49	7.59	10.52	6.23	2.41	7.96	6.14	13.1	3.88	2.69	7.87	2.91	2.3	2.86	3.5	4.98	9.54	5.55	4.47
7.71	5.16	8.36	14.95	5.18	9.52	4.72	6.16	6.52	7.08	14.33	4.29	3.23	8.55	2.27	3.48	1.95	3.14	7.85	6.54	4.61	3.07
4.42	7.09	8.83	13.97	5.69	8.27	4.99	3.06	6.04	5.15	13.88	2.9	2.91	7.8	1.4	3.78	2.37	3.75	5.35	5.72	6.96	5.06
7.01	5.9	9.96	12.77	5.76	9.29	6.66	4.02	9.27	5.9	13.34	2.13	6.53	5.66	2.85	3.7	0.74	4.57	7.31	6	3.27	6.4
4.85	4.84	8.05	10.99	3.86	7.44	3.7	3.4	5.75	4.15	13.47	1.84	2.03	5.77	2.46	1.78	0.31	2.98	5.74	7.33	5.39	4.53
4.47	4.1	5.78	10.97	2.23	6.91	3.4	3.88	5.61	0.95	10.15	0.66	2.59	2.78	0.02	-0.05	-0.76	1.01	5.19	5.47	3.21	1.68
5.8	6.62	7.69	12.71	4.56	10.07	4.8	3.99	6.45	5.99	11.87	1.96	2.38	6.8	3.26	3.65	1.68	2.19	6.58	6.97	5.75	4.08
4.84	6.95	9.99	13.37	5.96	9.12	5.45	4.55	7.77	5.66	14.1	4.73	4.38	5.56	4.04	3.61	3.24	3.21	6.64	7.2	4.95	4.29
4.33	4.25	7.33	11.86	3.67	7.42	3.22	3.46	5.55	4.42	11.94	1.88	2.32	6.31	1.55	2.46	-0.46	2.44	5.05	5.22	4.08	2.78
5.46	5.18	6.96	10.86	4.15	7.75	5.63	5.06	5.35	4.78	11.56	3.16	2.8	5.38	3.12	1.85	1.86	1.44	5.16	4.75	4.53	4.49
5.14	4.64	7.39	11.09	4.25	8.36	4.8	3.65	5.04	3.85	11.77	3.45	2.32	6.13	2.77	2.56	0.97	2.06	4.7	4.68	4.34	3.41
4.82	4.28	7.14	12.24	3.7	7.24	3.74	4.11	5.68	3.75	12.56	2.84	2.52	6.27	2.76	2.04	0.98	1.81	5.12	4.88	3.7	2.96
4.4	3.4	6.54	11.33	3.46	6.91	4.17	3.3	5.71	3.12	12.05	1.73	3.01	5.31	1.82	2.12	0.69	2.25	4.42	4.34	4.02	4.47
4.43	3.97	6.27	11.28	3.15	6.27	3.78	3.12	5.15	3.84	11.83	2.15	2.6	5.17	2.05	2.26	1.22	2.03	4.15	4.63	3.4	3.41
4.21	3.44	6.13	10.89	3.09	6.63	4.17	3.15	4.69	3.22	11.63	2.5	1.82	5.16	2.56	2.13	0.89	2.17	4.03	3.87	2.75	3.17
4.55	3.18	6.37	10.78	3.47	7.11	4.26	3.44	5.04	3.31	11.75	2.9	2.52	5.06	2.75	2.28	1.42	2.2	3.73	4.31	3.2	3.44
3.68	2.89	5.81	10.67	2.91	6.42	3.47	2.47	4.75	3.01	11.23	1.79	1.66	4.69	2.02	1.63	0.46	1.82	3.03	3.74	2.61	2.55
4.01	3.37	5.72	10.51	2.95	6.93	3.7	2.72	4.99	2.77	11.08	1.91	1.74	4.52	1.97	1.45	0.27	1.9	3.53	3.93	2.99	2.68
4.52	3.22	5.6	10.93	3.02	7.05	3.67	2.65	5.25	3.34	11.64	2.46	2.16	4.61	2.61	2.04	0.53	2.09	3.5	4.15	2.55	2.67
5.02	3.68	5.84	11.01	3.46	6.61	4.15	2.76	5.7	2.97	11.21	2.28	3.29	5.24	2.45	1.56	1.24	1.53	4.05	4.79	2.72	2.84
4.27	4.43	5.89	10.97	2.49	6.96	3.64	3.04	5.6	2.94	11.38	2.04	2.77	5.46	2.05	2.31	0.81	1.39	4.22	4.62	2.82	3.1
5.93	5.55	7.02	12.2	4.07	8.15	4.92	4.44	6.42	4.3	11.99	4.09	3.87	6.45	4.07	3.07	2.58	3.27	5.06	5.76	4.58	4
5.25	4.12	6.19	11.91	3.63	7.31	4.11	3.45	6.28	4.26	12.69	3.28	2.86	4.61	2.32	2.91	1.36	3.29	4.22	5.08	3.96	3.8
4.08	3.39	5.59	10.07	2.77	6.22	3.24	2.35	5.36	2.76	11.28	1.49	1.53	4.94	2.22	1.01	0.28	1.58	3.48	3.91	2.83	3.08
4.15	3.27	5.26	10.72	3.32	6.95	4	2.89	5.4	3.15	11.33	2.07	2.41	5.22	2.22	2.3	0.94	2.16	3.91	4.29	2.79	3.47
3.75	2.99	5.05	10.37	2.52	6.15	3.92	2.57	4.56	2.98	11.42	2.13	2.13	4.98	2.23	1.87	0.82	2.05	3.29	3.63	2.73	2.91
3.41	2.9	4.88	10.09	2.46	5.81	3.2	2.5	4.44	2.54	10.7	2.03	2.07	4.66	2.05	1.55	0.55	1.67	2.77	3.2	2.55	3.15
3.3	2.42	4.48	9.88	2.32	6.1	3.24	2.32	4.3	2.57	10.82	1.92	1.86	4.55	1.84	1.66	0.41	1.5	2.54	3.22	2.41	2.86
3.46	2.57	4.46	9.84	2.31	5.94	3.32	2.4	4.28	2.64	10.13	1.81	1.92	4.27	1.78	1.65	0.26	1.63	2.66	3.25	2.42	2.67
3.45	2.29	4.48	10.15	2.23	5.8	3.42	2.34	4.15	2.42	10.45	1.73	1.66	4.18	1.49	1.46	0.27	1.34	2.72	3.15	2.25	2.45
3.77	2.7	4.66	10.34	2.7	6.41	3.53	2.44	4.62	2.77	10.8	1.86	1.8	4.63	1.99	1.55	0.36	1.44	2.99	3.27	2.38	2.78
3.69	2.95	4.86	10.26	2.6	6.29	3.53	2.34	4.45	2.72	10.72	2.07	1.88	4.58	1.99	1.55	0.28	1.61	2.98	3.57	2.7	2.86
3.66	3.09	4.51	10.46	2.57	5.91	3.68	2.37	4.64	2.5	10.7	2.03	2.25	4.29	1.5	1.88	0.26	1.66	3.18	3.69	2.88	2.85
3.42	2.76	4.77	10.28	2.19	6.2	3.57	2.51	4.62	2.81	10.56	1.61	1.73	4.14	1.34	1.29	0.3	1.47	3.19	3.55	2.5	2.49
4.2	2.98	4.57	10.32	2.48	6.81	4.34	2.77	4.51	3.04	10.81	1.95	2.02	4.71	1.75	1.5	0.34	1.65	3.48	4.02	2.78	2.64
3.9	3.55	5.11	11.05	2.77	6.12	3.93	2.27	5.16	2.47	11.58	2.93	1.85	4.14	2.96	2.05	0.88	2.16	3.41	4.19	3.15	3.55
4.65	4.37	6.24	12	3.49	7.07	4.61	3.15	5.4	3.7	11.57	2.98	2.89	5.17	2.78	1.82	2.02	2.15	4.59	5.02	3.54	4.16
4.08	3.21	4.78	10.82	2.77	6.5	4.44	2.16	4.32	2.99	10.89	2.03	1.54	4.7	2.41	1.89	0.44	1.9	3.77	4	3	3.01
4.56	3.74	5.52	11.27	2.77	7.06	3.95	2.92	5.27	3.09	11.78	2.15	2.55	4.91	2.34	1.87	1.41	2.03	4.1	4.54	3.39	3.18
3.77	2.78	4.44	10.16	2.86	6.33	3.75	2.18	4.84	3.12	11.71	2.41	1.62	4.91	1.98	1.45	0.17	1.61	3.18	3.81	2.83	3.07
3.84	3.41	4.5	10.22	2.39	6.07	3.59	2.53	5.03	3.08	11.15	2.47	2.07	5.24	2.31	2.21	1.04	1.6	3.67	3.66	3.15	3.34
3.94	3.09	4.6	9.9	2.34	5.96	3.4	2.3	4.95	2.94	10.87	1.74	2.27	4.77	2.33	1.77	0.48	1.68	3.19	3.65	3.07	3.16
4.01	2.99	4.2	9.85	2.34	6.12	3.32	1.99	4.64	2.87	10.93	1.89	1.92	4.4	2.02	1.44	-0.01	1.29	3.36	3.41	2.58	2.71
3.92	3.23	4.48	9.3	2.34	6.23	4.08	2.51	5.02	3.28	10.85	2.34	1.91	4.22	2	1.81	0.7	1.48	3.53	3.95	2.61	3.12
3.99	2.98	4.27	10.65	2.64	6.8	4.1	2.75	4.76	3.15	10.99	1.8	1.27	4.24	1.62	1.87	0.66	2.06	3.35	4.15	3.38	3.05
5.44	3.66	5.16	10.99	2.17	6.83	4.1	2.88	5.34	3.43	10.53	1.6	2.02	4.87	2.38	2.28	0.78	2.33	3.64	4.63	3.19	3.93
4.52	3.29	4.61	9.93	2.55	5.63	3.73	2.21	4.8	3.16	10.6	0.56	1.52	4.82	2.1	1.56	0.09	1.41	3.64	3.38	2.59	2.51
4.55	4.06	4.44	11.01	2.83	6.7	3.86	3.38	5.52	3.82	11.45	2.34	2.19	4.76	2.3	2.08	0.55	2.27	4.6	5.04	4.05	4.14
4.99	3.57	5.44	10.29	3.25	6.95	3.98	2.81	5.57	3.42	11.88	2.35	2.87	5.07	2.44	2.91	1.5	2.04	4.48	5.19	3.68	3.55
4.53	3.67	4.6	10.48	2.87	7.01	3.93	2.3	5.04	3.33	11.57	2.12	2.05	4.67	2.14	1.96	0.04	1.87	4.38	4.26	3.25	2.97
5.48	4.35	5.92	11.97	3.55	7.27	4.82	3.82	6.75	4.51	12.31	3.26	3.15	5.68	3.21	2.72	0.76	3.11	4.9	5.81	3.6	4.88
4.11	4.42	4.36	10.14	3.67	7.06	4.36	2.9	5.46	3.88	12.45	3.2	2.46	5.35	2.72	2.49	1.13	1.82	4.72	5.05	4.05	3.89
3.71	3.37	3.83	10.49	2.44	5.13	3.13	2.15	4.57	2.14	10.96	1.45	1.71	4.25	1.39	1.51	-0.13	1.82	3.27	3.11	2.56	2.28
4.7	4.47	5.05	11.01	3.88	7.27	4.84	3.79	5.37	3.93	12.3	2.94	2.83	5.25	2.98	2.36	0.84	2.27	4.78	4.9	3.59	3.63
4	3.54	4.38	10.32	2.36	6.7	4.25	2.3	5.24	2.97	11.03	2.25	2.34	5.34	1.97	1.57	0.97	1.87	3.85	4.57	3.4	2.99
4.74	3.89	4.36	10.41	2.71	5.86	4.29	3.17	5.44	3.47	11.33	2.03	2.43	4.95	3	1.95	0.68	1.77	3.66	4.2	3.44	3.34
3.6	3.38	4.18	10.11	2.86	6.12	3.91	2.51	5.02	3.07	10.97	2.35	1.95	4.67	1.9	1.93	0.4	1.79	3.48	3.53	2.68	2.8
3.77	3.19	4.22	10.16	2.66	6.2	3.74	2.65	4.6	3.06	10.61	2.4	2.28	4.62	2.07	1.75	0.88	1.93	3.58	3.72	2.97	3.11
3.81	3	3.83	10	2.33	5.73	3.92	2.26	4.64	2.74	10.7	2.13	2.23	4.78	2.19	1.95	0.63	1.79	3.27	3.63	2.61	3.1
3.75	2.62	3.86	9.71	2.22	5.7	3.67	2.12	4.53	2.92	10.83	2.25	2.08	4.77	1.98	1.65	0.53	1.75	3.09	3.48	2.58	2.85
3.34	2.46	3.72	9.24	1.97	5.15	3.31	1.96	4.03	2.6	10.35	1.7	1.83	4.61	1.66	1.68	0.27	1.55	2.69	3.01	2.37	2.77
3.34	2.23	3.77	9.17	1.91	5.15	3.25	1.74	4.02	2.24	10.31	1.75	1.75	4.41	1.7	1.64	0.31	1.52	2.63	3.13	2.25	2.47
3.33	2.21	3.57	9.36	1.93	5.35	3.46	1.83	4.12	2.47	10.07	1.86	1.72	4.2	1.74	1.5	0.45	1.45	2.61	3.08	2.21	2.53
3.21	2.21	3.48	9.21	1.9	5.39	3.42	1.87	3.94	2.62	10	1.7	1.64	4.16	1.75	1.64	0.43	1.56	2.81	2.93	2.33	2.46
3.51	2.14	3.49	9.32	2.02	5.85	3.34	1.95	4.11	2.34	10.09	1.71	1.58	4	1.85	1.63	0.3	1.54	2.74	3.08	2.31	2.41
3.64	2.69	3.85	9.75	2.06	5.7	3.9	1.81	4.51	2.51	10.13	1.56	1.59	4.23	1.98	1.71	0.52	1.47	3.1	3.22	2.49	2.38
4.21	2.99	3.96	10.15	2.49	6.23	3.91	2.35	4.85	3.17	10.96	2.21	2	4.62	2.04	1.77	0.32	1.97	3.64	3.88	2.97	2.84
4.14	2.87	4.27	9.89	2.41	6.27	4.04	2.31	5.05	2.81	10.81	1.76	2.25	4.76	2.13	1.81	0.62	1.84	3.83	3.87	2.8	2.91
4.16	2.84	4.32	9.85	2.41	5.86	3.47	2.14	4.75	2.85	10.64	2.33	1.84	4.72	2.16	2.12	0.76	1.51	3.18	3.58	2.88	2.92
3.96	2.84	3.84	10.39	2.42	5.87	3.98	2.46	4.71	3.12	10.49	2.32	2.2	4.92	1.9	1.53	0.72	1.76	3.25	3.73	3.02	3.26
3.57	2.58	3.85	10.14	2.43	5.69	3.88	2.07	4.31	2.88	10.5	1.86	2.23	4.33	1.29	1.77	0.33	1.71	3.14	3.42	2.58	2.82
3.65	2.75	3.99	9.9	2.48	6.19	3.77	2.44	4.5	3.02	11.27	1.83	2.19	4.49	1.65	1.26	0.55	1.7	3.44	3.72	2.48	3.14
4.03	3.17	3.8	9.7	2.06	5.67	3.69	2.27	4.63	3.11	10.75	2.01	2.16	4.96	1.76	1.24	0.54	1.46	3.59	3.69	2.8	3.01
4.07	2.88	3.92	10.11	2.15	6.24	3.74	2.49	4.98	3.04	10.97	1.99	2.12	4.72	1.75	2.32	0.66	1.24	3.07	3.83	2.79	3.53
3.98	3.54	4.2	10.06	2.97	6.05	4.09	2.4	4.81	2.98	10.59	2.06	2.04	5.35	2.39	2.37	0.94	2.19	3.67	4	3.3	3.23
3.74	2.8	3.98	9.54	2.64	5.12	3.63	2.3	4.22	3.09	10.87	1.35	2.11	4.69	1.95	1.74	0	0.87	3.67	3.73	2.96	2.63
4.11	3.19	4.06	9.73	2.35	6.1	3.99	2.66	4.49	3.19	11.17	2.72	2.38	4.72	2.27	2.03	0.77	1.89	3.56	4.05	3.21	3.36
4.09	2.92	4.25	9.85	2.61	5.72	3.96	2.19	4.69	2.65	11.21	2.24	2.12	4.46	1.9	1.51	0.79	2.23	3.52	3.96	2.84	2.95
4.04	2.89	4.11	9.65	2.79	6.09	4.22	2.46	4.93	3.1	10.43	2.2	2.03	4.78	2.04	1.81	0.98	2.01	3.32	4.19	3.1	2.92
3.6	2.47	3.85	9.9	1.87	5.62	3.37	1.84	4.35	2.6	9.97	2.02	1.71	4.34	1.5	1.48	0.39	1.6	2.85	3.2	2.57	2.42
3.55	2.7	3.74	9.83	2.57	5.79	3.6	1.74	4.45	2.93	10.37	1.87	2	4.32	1.96	1.96	0.74	1.36	3.18	3.31	2.58	2.84
3.83	2.68	4.04	9.91	2.43	5.58	4.1	2.01	4.38	2.67	10.08	1.69	1.82	4.6	1.69	1.69	0.26	1.74	3.03	3.2	2.47	2.99
3.69	2.72	4	9.81	2.44	5.6	3.6	1.88	4.64	2.88	10.13	1.97	1.71	4.72	1.81	1.75	0.37	1.85	3.19	3.27	2.59	2.81
3.68	2.65	4.02	9.23	2.17	5.61	3.56	1.99	4.56	2.7	10.52	1.99	1.81	4.63	1.67	1.81	0.08	1.41	2.98	3.34	2.42	2.63
3.67	2.77	4.01	9.83	2.47	5.57	3.35	2	4.38	2.64	10.43	1.94	1.82	4.15	1.75	1.28	0.27	1.14	3.17	3.19	2.24	2.41
3.9	2.97	4.27	9.99	2.63	6.25	4.01	2.49	4.84	2.97	10.61	2.2	2.47	4.71	2.48	2.26	0.75	2.1	3.55	3.93	2.92	3.11
3.75	3.1	3.74	9.24	2.42	5.98	3.38	1.89	4.26	3.06	10.39	2.08	1.84	4.44	2.04	1.2	0.41	1.75	2.88	3.2	2.58	2.89
3.74	2.42	3.56	9.96	2.05	5.35	3.96	2.07	4.09	2.58	10.09	1.93	2.2	4.32	2.21	1.39	0.3	1.54	3.7	3.49	2.54	2.84
3.78	2.7	4.25	9.86	2.35	5.85	3.33	2.22	4.44	2.8	10.24	1.81	1.66	4.34	1.95	1.59	0.52	1.51	3.2	3.52	2.56	2.59
3.92	2.53	4.01	9.97	2.32	5.56	3.27	1.67	4.4	2.91	10.26	1.77	1.84	4.6	1.64	1.53	0.42	1.63	2.73	3.37	2.37	2.6
3.52	2.76	3.97	9.89	2.17	5.43	3.6	2.39	4.4	2.82	10.73	1.74	2.1	4.34	1.84	1.73	0.53	1.71	3.17	3.72	2.78	2.68
3.7	2.62	3.79	9.77	2.23	5.29	3.37	2.02	4.29	2.53	10.44	2.19	1.96	4.29	2.18	1.76	0.6	1.65	3.4	3.46	2.36	2.47
3.1	2.42	3.77	9.49	2.02	5.43	3.4	2.17	3.87	2.54	10.29	1.73	1.55	4.19	1.88	1.63	0.25	1.59	2.96	3.26	2.42	2.5
3.35	2.44	3.82	9.3	2.11	5.13	3.49	1.76	3.93	2.57	10.06	1.78	1.58	3.98	1.84	1.41	0.3	1.36	2.67	3.4	2.34	2.53
3.28	2.09	4.11	9.25	2.04	5.21	3.48	1.8	4.06	2.34	9.94	1.55	1.64	4.14	1.6	1.41	0.21	1.31	2.64	3.04	2.2	2.64
3.42	2.39	3.88	9.28	1.81	5.31	3.38	1.88	4	2.46	9.75	1.76	1.46	3.86	1.65	1.38	0.25	1.09	2.67	3	2.42	2.43
3.67	2.76	4.39	9.63	2.25	5.57	3.99	2.17	4.6	2.72	10.17	1.99	1.94	4.28	2.04	1.86	0.6	1.69	2.97	3.14	2.4	2.73
3.75	2.55	4.09	9.37	2.12	5.56	3.73	2.4	4.28	2.77	10.12	2.07	2.01	4.16	1.84	1.77	0.49	1.92	3.06	3.17	2.4	2.85
3.79	2.71	4.16	9.35	2.35	5.55	3.55	2.37	4.45	2.82	10.08	1.82	2.15	4.16	2.05	1.73	0.39	1.39	3.36	3.43	2.55	2.52
3.77	2.88	4.06	9.74	2.22	5.72	3.78	2.27	4.42	2.76	9.97	1.71	1.65	3.93	1.8	1.23	0.57	1.9	3.48	3.32	2.39	2.83
3.9	2.99	4.4	10.35	2.38	5.78	3.64	2.45	4.26	3.04	10.27	1.69	2.07	4.28	2.33	1.43	0.41	1.97	3.26	3.26	2.6	2.73
3.66	2.84	4.11	9.99	2.43	5.53	3.83	2.14	4.5	2.83	10.33	1.88	1.5	4.33	1.97	1.85	0.44	1.64	3.17	3.58	2.52	2.5
3.53	2.83	4.21	9.7	2.49	5.41	3.58	2.3	4.47	2.68	10.39	1.74	1.63	4.67	1.81	1.39	0.53	1.34	2.94	3.27	2.68	2.77
3.97	2.96	4.56	10.05	2.66	5.92	3.72	2.97	4.77	2.7	10.41	1.88	1.88	4.51	1.99	1.68	0.71	1.7	3.57	3.74	2.77	3.12
3.51	3.24	4.43	10.05	2.32	5.83	3.91	2.55	4.7	2.81	10.2	1.73	1.7	4.32	1.75	1.76	0.51	1.52	3.41	3.74	2.62	2.64
3.98	3.11	4.59	9.83	2.59	5.83	4.01	2.44	4.45	2.5	10.16	2.16	2.45	4.44	1.84	1.6	0.52	1.64	3.46	3.68	2.44	2.98
3.49	2.98	4.37	9.78	2.56	5.66	3.32	2.01	4.46	2.71	10.05	1.74	2.05	3.89	1.75	1.69	0.18	1.26	3.14	3.57	2.43	2.62
3.87	3.24	4.95	9.94	2.5	5.83	4.1	2.55	4.58	2.72	10.31	1.77	2.1	4.45	2.18	1.77	0.32	1.64	3.33	3.4	2.31	2.82
3.83	3.13	4.74	9.76	2.49	5.46	3.47	2.49	4.4	2.6	10.17	1.72	2.06	4.09	1.68	1.34	0.45	1.48	3.01	3.28	2.33	2.47
3.9	3.6	4.96	10.16	3.21	6.74	4.35	3.15	5.24	3.06	10.68	2.24	2.35	4.87	2.04	2.02	1.23	2.09	3.58	3.79	2.81	3.07
3.63	3.1	5.21	10.31	2.84	6.17	4.03	2.66	4.71	3.35	10.62	1.94	1.96	4.22	1.7	1.56	0.79	1.7	3.5	3.49	2.62	2.43
3.64	2.7	4.62	9.77	2.58	5.69	3.66	2.5	3.92	2.26	9.88	1.55	1.66	4.38	1.75	1.38	0.28	1.49	3.05	3.61	2.08	2.44
3.34	2.79	4.76	9.3	2.59	5.26	3.77	2.47	4.2	2.8	9.75	1.47	1.59	4.01	1.39	1.19	0.14	1.35	2.83	3.3	2.23	2.29
3.51	3.28	5.52	10.71	3.45	5.9	3.85	2.85	4.73	2.78	10.52	2.2	1.71	4.32	2.03	1.87	0.65	2.04	3.39	3.83	2.97	2.7
3.47	3.03	5.31	9.63	2.56	5.65	3.27	2.61	4.52	2.56	10.2	1.61	1.71	4.13	1.6	1.42	0.35	1.27	2.6	3.1	2.43	2.58
4.09	3.28	5.67	10.42	2.66	5.59	3.39	3.01	4.59	2.91	10.38	1.69	1.99	4.64	1.76	1.31	0.81	1.53	3.42	3.58	2.42	2.69
3.75	3.38	5.55	10.28	3.4	5.63	3.63	2.77	4.53	3.01	10.32	1.81	2.41	4.36	2.3	2.01	0.71	1.63	3.38	3.28	2.41	2.69
3.62	3.29	5.64	9.92	3.06	5.66	3.55	2.97	4.54	2.79	10.13	1.64	2.07	3.97	1.78	1.49	0.14	1.71	3.25	3.36	2.57	2.5
3.6	3.1	5.66	9.74	2.73	5.28	3.41	2.67	4.05	2.41	9.72	1.63	1.6	3.93	1.62	1.38	0.47	1.52	2.62	3.09	2.38	2.3
3.39	3.15	5.65	9.78	2.94	5.32	3.38	2.84	4.29	2.3	9.68	1.6	2.11	3.8	1.74	1.42	0.5	1.57	2.93	3.15	2.26	2.31
3.69	3.57	6.29	9.72	3.08	5.75	3.48	3.29	4.17	2.66	10.1	2.01	1.95	4.37	1.84	1.96	0.73	1.39	3.06	3.23	2.11	2.47
3.52	3.56	5.71	10.08	2.93	5.83	3.74	3.31	3.74	2.64	9.87	1.84	1.77	4.34	1.65	1.75	0.67	1.5	2.88	3.23	2.35	2.87
3.91	3.41	6.09	10.13	3.23	6.07	3.36	3.25	4.38	2.9	9.68	1.9	1.95	4.15	2.06	1.83	0.68	1.52	3.01	3.41	2.42	2.9
3.41	3.51	6.49	10.26	3.52	5.84	3.73	3.16	4.55	2.69	9.91	1.62	2	4.13	2.12	1.97	0.67	1.32	3.04	3.21	2.55	2.89
3.26	4.08	6.57	9.9	3.2	5.96	3.56	3.06	4.36	2.16	9.94	1.33	1.84	3.86	1.56	1.2	0.54	1.5	2.85	2.95	1.96	2.7
3.73	3.8	6.81	10.13	3.32	6.02	3.77	3.32	4.25	2.84	10.26	1.73	1.94	4.38	2.12	1.89	0.81	1.58	2.87	3.46	2.75	2.78
