"Buddleja_davidii_C2__P_1"	"Buddleja_davidii_C2__P_2"	"Buddleja_davidii_C2__P_3"	"Buddleja_davidii_C2__P_4"	"Impatiens_glandulifera_C2__Lp_1"	"Impatiens_glandulifera_C2__Lp_2"	"Impatiens_glandulifera_C2__Pp_3"	"Impatiens_glandulifera_C2__Pp_4"	"Impatiens_glandulifera_C2__Ep_5"	"Impatiens_glandulifera_C2__Lp_6"	"Impatiens_glandulifera_C2__Lp_7"	"Impatiens_glandulifera_C2__Pp_8"	"Impatiens_glandulifera_C2__Pp_9"	"Impatiens_glandulifera_C2__Lp_10"	"Impatiens_glandulifera_C2__Lp_11"	"Impatiens_glandulifera_C2__Pp_12"	"Impatiens_glandulifera_C2__Pp_13"	"Impatiens_glandulifera_C2__Pp_14"	"Impatiens_glandulifera_C2__Lp_15"	"Impatiens_glandulifera_C2__Lp_16"	"Impatiens_glandulifera_C2__Pp_17"	"Impatiens_glandulifera_C2__Pp_18"
5.01	3.15	13.55	1.05	8.92	12.71	16.26	14.12	3.25	9.39	8.06	12.53	6.5	5.16	16.64	3.79	6.35	7.24	7.39	15.74	13.08	20.39
5.36	3.53	13.69	1.34	8.91	12.92	16.18	14.38	3.5	9.52	8.26	12.72	6.84	5.44	16.75	3.96	6.5	7.41	7.74	15.92	13.08	20.33
5.13	3.33	13.97	1.32	9.05	12.56	15.98	14.37	3.27	9.67	8.14	12.67	6.77	5.48	16.82	3.82	6.35	7	7.78	16.27	13.16	20.52
5.31	3.39	14.17	1.29	8.94	12.82	16.34	14.13	3.28	9.65	8.12	12.59	6.56	5.26	16.82	3.86	6.44	7.21	7.77	16.24	13.14	20.46
4.93	3.1	13.85	0.95	8.48	12.51	15.87	14.03	3.08	9.51	8.03	12.31	6.22	5.16	16.49	3.64	6.23	6.92	7.5	16.05	12.61	20.14
5.39	3.64	14.62	1.49	8.8	12.8	16.32	14.42	3.49	9.76	8.44	13	6.68	5.44	16.86	3.91	6.62	7.24	7.71	16.36	13.12	20.57
4.77	2.95	14.31	0.87	8.27	12.48	15.35	13.79	2.99	9.09	7.84	12.29	6.04	4.86	16.12	3.33	5.98	6.67	7.26	15.57	12.59	20.06
5.21	3.48	14.67	1.13	8.85	12.45	15.81	14.06	3.3	9.55	8.16	12.73	6.66	5.36	16.72	3.62	6.43	6.96	7.76	16.14	13.05	20.31
5.39	3.45	14.87	1.3	8.83	12.74	16.18	14.11	3.42	9.75	8.23	12.78	6.53	5.3	16.67	3.68	6.25	7.18	7.85	16.07	13.13	20.3
5.52	3.64	15.4	1.14	9.01	12.65	16.2	14.21	3.33	9.79	8.28	12.98	6.61	5.36	16.75	3.72	6.37	7.03	8.04	16.35	13	20.59
5.49	3.51	15.3	1.29	8.71	12.63	15.91	14.05	3.3	9.64	8.31	12.6	6.52	5.26	16.4	3.61	6.17	7.12	7.85	16.25	12.87	20
5.52	3.53	15.37	1.16	8.73	12.64	15.98	13.88	3.45	9.63	8.4	12.95	6.44	5.22	16.52	3.69	6.41	7	7.73	15.84	12.75	20.14
5.46	3.61	15.43	1.08	8.5	12.27	15.68	13.68	3.16	9.48	8	12.76	6.41	5.08	16.41	3.54	6.06	6.74	7.54	15.75	12.46	19.55
5.8	3.91	16.04	1.34	8.99	12.63	16.16	14.03	3.62	9.88	8.51	12.92	6.65	5.48	16.63	3.63	6.41	7.01	7.85	16.35	12.78	20.08
5.77	3.71	16.1	1.18	8.58	12.73	15.95	14.08	3.33	9.6	8.37	12.6	6.56	5.15	16.6	3.55	6.27	7.01	7.74	16.14	12.74	19.59
6.07	3.98	16.34	1.4	8.83	12.82	16.08	14.05	3.51	10.07	8.76	12.9	6.64	5.55	16.45	3.72	6.59	7.1	7.89	16.02	12.82	19.78
6.17	4.17	16.61	1.42	8.99	12.95	16.1	14.1	3.84	9.98	8.72	13.07	6.83	5.76	16.7	3.91	6.52	7.27	8.11	16.21	12.84	19.66
5.81	3.84	16.2	1.46	8.72	12.48	15.68	13.79	3.48	9.71	8.51	12.6	6.48	5.33	15.98	3.56	6.13	6.87	7.71	15.91	12.32	18.97
5.78	3.78	16.5	1.25	8.49	12.64	15.71	13.58	3.23	9.58	8.34	12.77	6.28	5.17	16.22	3.43	6.09	6.66	7.64	15.65	12.2	19.21
5.69	3.65	16.31	1.16	8.53	12.33	15.59	13.43	3.3	9.27	8.1	12.28	6.14	5.19	15.84	3.4	5.79	6.68	7.46	15.65	12.17	18.79
5.95	3.75	16.43	1.25	8.6	12.37	15.57	13.42	3.39	9.39	8.37	12.47	6.44	5.24	15.83	3.48	6.01	6.76	7.62	15.21	12.17	18.71
5.86	3.85	16.6	1.29	8.6	12.38	15.55	13.41	3.43	9.32	8.37	12.3	6.23	5.23	15.66	3.38	5.92	6.59	7.45	15.24	12.22	18.37
6.1	3.86	16.59	1.37	8.6	12.47	15.52	13.51	3.43	9.44	8.5	12.53	6.31	5.37	15.8	3.51	6.09	6.68	7.52	15.27	12.12	18.4
6.18	3.9	16.8	1.28	8.66	12.36	15.68	13.31	3.5	9.3	8.46	12.46	6.29	5.11	15.72	3.49	6.02	6.54	7.44	15.33	12.14	18.35
6.29	3.99	16.92	1.49	8.57	12.55	15.49	13.39	3.56	9.63	8.51	12.53	6.4	5.24	15.61	3.59	6.06	6.67	7.58	15.33	12.29	18.06
5.93	3.9	16.8	1.27	8.34	12.27	15.06	12.99	3.45	9.16	8.17	12.42	6.17	4.93	15.57	3.34	5.74	6.43	7.27	15.03	11.9	17.8
6.01	3.91	17.06	1.33	8.34	12.14	15.13	13.15	3.46	9.31	8.32	12.23	6.04	5.09	15.35	3.4	5.93	6.52	7.6	15.17	11.89	17.85
6.08	3.95	17.1	1.39	8.35	12.24	15.27	13.19	3.39	9.39	8.31	12.22	6.13	5.02	15.41	3.3	5.9	6.48	7.39	15.21	11.9	17.62
6.1	3.83	16.99	1.31	8.4	12.15	15.3	13	3.43	9.25	8.31	12.38	6.06	5	15.28	3.33	5.83	6.46	7.33	14.8	11.78	17.37
6.17	4.09	17.28	1.47	8.46	12.08	15.18	13.02	3.54	9.12	8.39	12.18	6.16	5.09	15.21	3.34	5.91	6.57	7.39	14.84	11.67	17.17
5.95	3.86	16.96	1.26	8.11	11.86	14.72	12.76	3.28	9.02	8.15	11.94	5.83	4.92	14.91	3.09	5.55	6.2	7.18	14.5	11.36	16.78
6.24	4.06	17.3	1.52	8.35	12.05	14.92	12.85	3.57	9.18	8.33	12.08	6.01	5	15.17	3.4	5.74	6.35	7.36	14.82	11.54	17.02
6.2	3.9	17.17	1.44	8.06	11.86	14.71	12.73	3.39	8.92	8.27	11.67	5.87	4.97	15.01	3.25	5.65	6.29	7.4	14.84	11.32	16.97
5.94	3.89	17.12	1.32	8.05	11.8	14.59	12.7	3.27	8.98	8.19	11.76	5.76	4.81	14.81	3.07	5.51	6.23	7.32	14.95	11.15	16.87
6.33	4.08	17.63	1.54	8.2	11.91	14.65	12.74	3.49	9.21	8.38	11.95	5.92	4.99	15.14	3.3	5.64	6.33	7.52	15.1	11.37	17.24
6.28	4.17	17.83	1.47	8.25	12.08	14.6	12.71	3.49	9.09	8.44	12.03	6.05	5.01	15.04	3.23	5.58	6.27	7.49	15.06	11.34	16.98
6.33	4.08	17.81	1.45	8.08	12.07	14.85	12.53	3.49	9.11	8.35	12.12	5.93	4.97	14.9	3.25	5.68	6.24	7.36	14.97	11.43	16.6
6.4	4.12	17.93	1.55	8.25	12.03	14.73	12.64	3.53	9.09	8.35	12.04	5.93	5.02	14.82	3.2	5.69	6.19	7.39	14.69	11.24	16.66
6.41	4.09	18.01	1.55	8.16	11.83	14.63	12.47	3.5	8.94	8.33	11.88	5.79	5	14.67	3.25	5.57	6.24	7.3	14.65	11.11	16.35
6.24	4.04	17.53	1.41	7.83	11.5	14.12	12.18	3.43	8.75	8.18	11.63	5.68	4.86	14.42	3.11	5.31	5.95	7	14.5	10.79	15.96
6.15	3.92	17.7	1.43	7.77	11.47	14	11.98	3.41	8.59	8.1	11.5	5.57	4.73	14.33	2.98	5.36	5.9	7.22	14.47	10.65	16.05
6.27	4.21	17.9	1.55	7.84	11.76	14.21	12.28	3.49	8.72	8.2	11.53	5.58	4.9	14.56	3.05	5.4	6	7.32	14.76	10.84	16.17
6.23	4.08	17.83	1.62	7.81	11.45	13.89	12.19	3.43	8.56	8.28	11.5	5.62	4.78	14.49	3.07	5.32	5.96	7.33	14.71	10.75	16.04
6.2	4.02	17.46	1.4	7.61	11.27	13.58	11.75	3.32	8.58	8.12	11.19	5.47	4.64	14.22	2.99	5.19	5.7	7.19	14.64	10.54	15.8
6.06	4	17.57	1.42	7.53	11.13	13.42	11.9	3.33	8.43	7.96	11.11	5.28	4.68	14.31	2.91	5.16	5.71	7.27	14.62	10.43	15.8
6.4	4.26	17.92	1.68	7.69	11.5	13.82	12.06	3.44	8.77	8.24	11.58	5.58	4.89	14.55	3.01	5.35	5.95	7.37	14.99	10.72	16.08
6.17	3.94	17.95	1.26	7.48	11.2	13.39	11.91	3.12	8.44	8.01	11.19	5.3	4.51	14.22	2.75	5.16	5.7	7.25	15.03	10.49	16
6.36	4.24	18.1	1.64	7.57	11.34	13.47	11.9	3.47	8.6	8.28	11.31	5.29	4.75	14.4	2.94	5.14	5.91	7.36	14.89	10.47	16.01
6.31	4.12	17.99	1.37	7.56	11.22	13.42	11.92	3.24	8.47	8.25	11.26	5.39	4.58	14.17	2.71	5.16	5.59	7.31	15.05	10.42	15.86
6.83	4.42	18.8	1.65	7.84	11.83	13.85	12.29	3.48	8.77	8.34	11.61	5.67	5	14.74	3.09	5.36	5.88	7.8	15.38	10.74	16.47
6.63	4.33	18.54	1.57	7.91	11.45	13.71	11.97	3.43	8.6	8.31	11.29	5.38	4.78	14.47	2.94	5.22	5.76	7.49	15.28	10.53	16.15
6.77	4.44	18.7	1.74	7.85	11.51	13.77	12.03	3.62	8.68	8.22	11.46	5.7	4.87	14.64	3.05	5.37	5.93	7.56	15.07	10.43	15.86
6.69	4.39	18.65	1.49	7.48	11.39	13.53	11.56	3.26	8.45	8.14	11.33	5.37	4.73	14.2	2.97	5.25	5.72	7.46	15.04	10.32	15.59
6.92	4.62	18.81	1.9	7.86	11.45	13.75	11.95	3.6	8.65	8.31	11.31	5.66	5.02	14.43	3.11	5.32	5.91	7.67	15.26	10.46	15.68
7.05	4.51	18.88	1.71	7.77	11.5	13.62	11.79	3.46	8.62	8.36	11.34	5.49	4.8	14.58	3.09	5.25	5.8	7.53	15.21	10.36	15.92
6.77	4.45	18.97	1.55	7.57	11.27	13.42	11.71	3.42	8.46	8.11	11.23	5.2	4.8	14.27	2.83	5.1	5.71	7.37	15.03	10.23	15.42
6.95	4.73	19.26	1.81	7.95	11.51	13.84	11.95	3.63	8.66	8.59	11.33	5.66	5.07	14.33	3.2	5.38	5.99	7.81	15.39	10.38	15.73
6.69	4.19	19.1	1.5	7.49	11.23	13.26	11.72	3.35	8.42	8.28	11.05	5.09	4.65	14.2	2.82	4.98	5.64	7.34	15.03	9.86	15.19
6.74	4.49	19	1.74	7.62	11.24	13.53	11.46	3.42	8.51	8.2	11.15	5.3	4.7	14.06	2.94	4.94	5.63	7.54	14.91	10.04	15.23
6.96	4.62	19.31	1.69	7.6	11.32	13.37	11.52	3.52	8.36	8.26	11.09	5.34	4.74	14.2	2.95	5.07	5.62	7.68	15.21	10.14	15.21
6.77	4.51	18.94	1.49	7.34	11.18	13	11.19	3.34	8.24	8.06	10.84	5	4.5	13.85	2.77	4.75	5.4	7.15	14.71	9.82	14.72
6.94	4.58	19.46	1.67	7.66	11.33	13.19	11.38	3.5	8.28	8.29	11.23	5.25	4.72	13.85	2.86	4.88	5.5	7.5	14.82	10.03	14.77
6.81	4.34	19.47	1.4	7.3	11	13.09	11.24	3.31	8.1	7.99	10.71	5.03	4.48	13.54	2.63	4.62	5.24	7.26	14.36	9.7	14.4
6.93	4.53	19.43	1.76	7.72	11.19	13.28	11.22	3.6	8.31	8.28	10.84	5.19	4.71	13.69	2.84	4.99	5.7	7.4	14.74	9.73	14.56
6.91	4.7	19.45	1.77	7.51	11.3	13.22	11.13	3.41	8.25	8.27	10.93	5.15	4.69	13.65	2.91	4.95	5.53	7.4	14.62	9.62	14.41
6.82	4.4	18.99	1.68	7.3	10.85	12.78	10.81	3.34	7.85	8	10.47	4.95	4.48	13.22	2.69	4.81	5.27	7.05	14.15	9.39	13.91
6.74	4.32	19.08	1.58	7.16	10.88	12.75	10.94	3.31	7.91	7.98	10.5	4.76	4.44	13.23	2.75	4.69	5.25	7.1	14.48	9.34	14.04
6.8	4.46	19.27	1.76	7.36	10.84	12.71	10.87	3.38	7.93	8.24	10.59	5.09	4.59	13.65	2.8	4.8	5.43	7.4	14.66	9.41	14.26
6.89	4.6	18.85	1.75	7.1	10.75	12.43	10.76	3.41	8	8.02	10.27	4.88	4.56	13.34	2.87	4.64	5.28	7.39	14.68	9.5	13.71
7.02	4.59	19.38	1.79	7.25	10.89	12.52	11.07	3.34	8.04	8.22	10.41	4.98	4.43	13.52	2.67	4.68	5.2	7.42	14.67	9.4	13.93
6.73	4.31	18.98	1.47	6.93	10.48	12.1	10.53	3.11	7.65	7.9	10.19	4.65	4.29	13.28	2.39	4.44	4.98	7.01	14.51	9.05	13.88
6.78	4.46	19.5	1.69	7.11	10.77	12.42	10.89	3.28	7.96	7.92	10.48	4.71	4.34	13.29	2.61	4.71	5.1	7.2	14.7	9.11	14.01
6.99	4.64	19.56	1.82	7.2	10.72	12.37	10.9	3.43	7.93	8.04	10.56	4.81	4.48	13.16	2.66	4.67	5.23	7.23	14.77	9.27	13.88
6.82	4.45	19.41	1.54	7.04	10.55	12.11	10.55	3.11	7.58	7.85	10.33	4.54	4.28	12.86	2.57	4.47	5.07	7.06	14.54	8.88	13.3
7.15	4.6	19.64	1.77	7.15	10.88	12.35	10.85	3.33	7.97	8.16	10.49	4.91	4.44	13.26	2.71	4.62	5.27	7.28	14.78	9.15	13.77
7.06	4.74	19.58	1.86	7.28	10.67	12.36	10.72	3.47	7.86	8.1	10.36	4.91	4.56	13.13	2.79	4.56	5.3	7.23	14.53	9.07	13.55
6.78	4.28	19.56	1.37	6.78	10.26	12.11	10.4	2.99	7.53	7.64	9.96	4.48	4.12	12.75	2.3	4.14	4.68	6.79	14.3	8.7	13.15
7.14	4.71	19.69	1.75	7.07	10.49	12.09	10.53	3.3	7.75	7.91	10.37	4.72	4.35	13.04	2.63	4.57	5.09	7.17	14.34	9.03	13.36
7.07	4.71	19.68	1.74	7.11	10.47	12.16	10.36	3.26	7.68	7.93	10.28	4.66	4.42	12.82	2.66	4.41	5.05	7.18	14.58	8.92	13.15
7.14	4.74	19.77	1.83	7.17	10.73	12.12	10.52	3.47	7.71	8.06	10.43	4.64	4.4	13.08	2.63	4.52	5.09	7.18	14.21	8.95	13.24
6.92	4.58	19.92	1.58	6.91	10.4	12.25	10.34	3.2	7.61	7.88	10.17	4.45	4.24	12.95	2.43	4.33	4.82	7.01	14.33	8.82	12.99
6.86	4.48	19.54	1.61	6.75	10.25	12	10.13	3.15	7.39	7.72	10.11	4.4	4.28	12.49	2.44	4.31	4.79	6.9	14.05	8.59	12.48
7	4.58	19.52	1.75	6.82	10.39	11.9	10.08	3.31	7.44	7.86	10.04	4.46	4.27	12.54	2.57	4.34	4.74	6.96	13.79	8.57	12.61
6.82	4.46	19.25	1.56	6.75	10.08	11.68	9.86	3.06	7.28	7.65	9.86	4.41	4.16	12.22	2.38	4.09	4.64	6.77	13.53	8.38	12.3
6.97	4.61	19.52	1.68	6.8	10.17	11.7	9.92	3.22	7.36	7.78	9.86	4.45	4.25	12.33	2.44	4.19	4.77	6.9	13.75	8.35	12.28
6.71	4.3	19.06	1.44	6.43	9.84	11.35	9.61	2.95	6.96	7.44	9.54	4.02	3.87	11.81	2.14	3.96	4.37	6.51	13.37	8.07	11.82
6.74	4.46	18.95	1.68	6.45	9.75	11.13	9.54	3.03	7.04	7.42	9.4	4.21	4.01	11.96	2.29	3.94	4.59	6.6	13.42	8.01	11.88
7.08	4.67	19.59	1.79	6.73	10.07	11.41	9.89	3.23	7.36	7.76	9.71	4.42	4.31	12.32	2.54	4.19	4.65	6.93	13.88	8.21	12.26
6.69	4.42	18.99	1.58	6.3	9.69	11.06	9.47	2.87	6.96	7.4	9.45	4.13	3.85	11.96	2.17	3.84	4.42	6.65	13.51	8.03	12.07
7.06	4.66	19.33	1.89	6.61	9.82	11.33	9.66	3.18	7.21	7.82	9.66	4.3	4.15	12.29	2.48	4.2	4.66	6.88	13.87	8.19	12.13
6.73	4.33	19.22	1.5	6.15	9.52	10.83	9.39	2.86	6.9	7.31	9.16	3.98	3.65	11.73	2.1	3.79	4.34	6.51	13.81	7.88	11.75
6.77	4.47	19.32	1.67	6.41	9.67	11.1	9.41	2.97	7.03	7.52	9.4	4.13	3.91	12.04	2.22	3.86	4.48	6.74	13.81	7.95	11.89
6.98	4.71	19.76	1.55	6.39	9.75	11.12	9.54	2.89	7.04	7.61	9.44	4.06	3.96	12.19	2.18	3.94	4.49	6.65	13.88	8.08	11.87
7.06	4.58	19.71	1.7	6.43	9.85	11.06	9.56	3.09	7.05	7.48	9.56	4.14	3.97	11.89	2.16	3.89	4.46	6.71	13.55	7.92	11.76
7.07	4.58	19.9	1.67	6.51	9.69	11.18	9.39	3.02	6.94	7.6	9.41	4.16	4.03	11.86	2.26	3.92	4.52	6.79	13.68	8.03	11.66
7.08	4.62	19.93	1.76	6.5	9.81	11.32	9.49	3.17	7	7.67	9.53	4.18	4.07	11.94	2.25	3.87	4.49	6.73	13.6	7.94	11.52
6.97	4.56	19.61	1.69	6.47	9.61	11.06	9.29	3.03	6.78	7.42	9.24	4.03	3.82	11.58	2.18	3.73	4.42	6.53	13.31	7.66	11.34
6.85	4.38	19.85	1.49	6.23	9.55	10.95	9.17	2.82	6.73	7.25	9.15	3.98	3.79	11.51	2.06	3.59	4.28	6.41	13.07	7.54	11.23
7.04	4.63	19.58	1.69	6.37	9.72	11	9.26	3.09	6.83	7.53	9.37	4.1	4.07	11.57	2.15	3.84	4.39	6.56	13.22	7.59	11.09
7.08	4.56	19.91	1.69	6.36	9.67	11.1	9.18	3.12	6.83	7.47	9.32	3.99	3.97	11.6	2.22	3.77	4.37	6.53	13.24	7.69	11.03
7.13	4.54	19.7	1.75	6.34	9.61	10.93	9.08	3	6.7	7.43	9.2	3.92	3.86	11.42	2.23	3.7	4.28	6.48	13.07	7.69	10.95
6.94	4.5	19.55	1.73	6.21	9.55	10.75	9.01	2.96	6.66	7.27	9.02	3.87	3.86	11.28	2.27	3.66	4.2	6.35	12.88	7.5	10.77
6.89	4.45	19.34	1.68	6.14	9.27	10.48	8.8	2.97	6.5	7.22	8.88	3.83	3.79	11.17	2.09	3.66	4.14	6.36	12.84	7.31	10.67
6.82	4.54	19.23	1.71	6.02	9.12	10.33	8.71	2.93	6.42	7.21	8.83	3.81	3.71	11.09	2.06	3.52	4.07	6.32	12.84	7.27	10.63
6.83	4.45	19.32	1.69	5.97	9.11	10.23	8.81	2.82	6.48	7.19	8.78	3.63	3.73	11.07	2.11	3.47	4.09	6.28	12.84	7.28	10.58
6.85	4.47	19.19	1.68	5.99	9.11	10.2	8.77	2.83	6.35	7.29	8.71	3.67	3.74	11.18	2.05	3.55	4.09	6.35	13.19	7.12	10.69
6.97	4.61	19.31	1.81	5.96	9.15	10.24	8.86	3.03	6.57	7.34	8.78	3.77	3.82	11.16	2.14	3.63	4.13	6.51	13.22	7.32	10.74
7.05	4.55	19.59	1.8	5.98	9.04	10.33	8.81	2.92	6.56	7.37	8.83	3.81	3.77	11.21	2.12	3.62	4.06	6.44	13.23	7.26	10.86
6.53	4.32	19.07	1.43	5.72	8.75	9.82	8.41	2.53	6.17	6.85	8.5	3.46	3.5	10.94	1.86	3.23	3.75	6.21	13.02	6.89	10.33
6.73	4.31	19.39	1.53	5.6	8.96	10	8.36	2.67	6.13	6.96	8.47	3.52	3.49	10.91	1.77	3.3	3.82	6.2	13.09	6.84	10.66
7.38	4.78	19.64	2.13	6.24	9.32	10.38	8.99	3.21	6.76	7.55	8.83	3.97	3.96	11.56	2.33	3.75	4.3	6.76	13.66	7.41	10.89
6.78	4.52	19.4	1.69	5.87	8.87	9.81	8.5	2.67	6.36	7.14	8.39	3.55	3.62	10.88	1.84	3.45	3.82	6.38	13.23	6.9	10.61
6.88	4.49	19.43	1.63	5.72	8.8	9.84	8.55	2.76	6.29	7.04	8.61	3.47	3.53	10.94	1.9	3.36	3.85	6.38	13.37	6.97	10.53
7.34	4.69	20.13	1.89	6.08	9.24	10.21	8.78	2.95	6.47	7.21	8.78	3.81	3.86	11.42	2.16	3.56	4.08	6.61	13.64	7.16	10.91
7.16	4.78	20.07	1.92	6	9.35	10.21	8.68	3.08	6.52	7.45	8.92	3.8	3.94	11.28	2.27	3.64	4.13	6.76	13.56	7.29	10.7
7.04	4.58	19.97	1.79	5.68	8.94	10.06	8.7	2.68	6.32	7.15	8.67	3.58	3.62	11.11	1.94	3.4	3.98	6.38	13.28	6.96	10.55
7.28	4.78	19.92	1.89	5.98	9.13	10.18	8.55	3.06	6.5	7.28	8.64	3.75	3.83	11.08	2.11	3.49	4.11	6.56	13.51	7.24	10.39
7.14	4.73	19.99	1.89	6	9.06	10.04	8.54	2.96	6.38	7.31	8.6	3.7	3.77	10.98	2.12	3.54	3.93	6.49	13	7.06	10.19
6.97	4.34	19.57	1.5	5.44	8.53	9.64	8.17	2.58	5.93	6.86	8.27	3.31	3.37	10.62	1.65	3	3.69	6.04	12.68	6.66	9.87
7.2	4.68	19.8	1.95	5.88	9.02	9.78	8.52	2.85	6.29	7.24	8.54	3.53	3.75	10.79	2.02	3.44	3.99	6.39	13.17	6.81	10.07
7.11	4.74	19.83	1.91	5.7	8.96	9.82	8.4	2.91	6.23	7.16	8.49	3.69	3.71	10.96	2.05	3.42	3.93	6.37	13.16	6.9	10.02
7.15	4.83	19.72	2.11	5.88	8.98	9.89	8.41	3.06	6.25	7.38	8.51	3.69	3.9	10.82	2.12	3.47	4.02	6.59	13.25	6.89	10.26
7.08	4.74	19.72	1.91	5.7	8.79	9.74	8.23	2.76	6.14	7.11	8.42	3.62	3.7	10.71	1.94	3.23	3.85	6.42	13.14	6.71	10
7.29	4.83	20.26	1.92	5.94	9.01	9.9	8.34	2.9	6.31	7.29	8.67	3.64	3.87	10.94	2.09	3.45	4.04	6.47	13.3	6.89	10.21
7.1	4.54	20.1	1.85	5.66	8.58	9.64	8.12	2.71	6.07	7.17	8.23	3.57	3.53	10.58	1.89	3.17	3.67	6.34	12.95	6.53	9.8
6.91	4.4	19.55	1.63	5.35	8.5	9.33	7.96	2.55	5.92	6.83	8.09	3.27	3.34	10.45	1.8	3.04	3.59	6.18	12.98	6.36	9.48
7.38	4.8	19.79	1.94	5.58	8.81	9.6	8.26	2.91	6.1	7.03	8.31	3.55	3.71	10.7	2.06	3.36	3.83	6.23	13.08	6.61	9.95
7.21	4.79	19.71	1.93	5.76	8.65	9.65	8.16	2.93	6.17	7.18	8.27	3.43	3.67	10.61	2.09	3.25	3.8	6.35	13.25	6.63	9.67
7.43	5.02	20.24	2.11	5.78	8.94	9.69	8.14	2.94	6.14	7.39	8.43	3.64	3.85	10.85	2.17	3.54	3.93	6.59	13.33	6.7	9.86
7.08	4.79	19.95	1.97	5.6	8.62	9.46	8.07	2.7	6.07	7.16	8.21	3.48	3.67	10.47	1.87	3.31	3.68	6.34	13.11	6.64	9.7
7.23	4.48	20.19	1.69	5.38	8.45	9.28	7.95	2.64	5.86	6.92	8.1	3.18	3.36	10.27	1.76	3.1	3.59	6.19	13.03	6.23	9.44
6.99	4.43	19.61	1.6	5.27	8.43	9.09	7.61	2.38	5.58	6.62	7.8	3.05	3.16	10.06	1.53	2.86	3.28	5.9	12.65	6.07	9.21
7.44	4.83	20.38	1.98	5.67	8.69	9.56	8.23	2.84	5.95	7.12	8.22	3.47	3.61	10.59	2	3.24	3.71	6.48	13.14	6.55	9.8
7.41	4.82	20.37	1.9	5.52	8.71	9.47	8.05	2.88	6.03	7.13	8.21	3.41	3.63	10.53	2.04	3.22	3.72	6.32	13.13	6.48	9.61
7.22	4.58	20.32	1.89	5.43	8.47	9.22	7.92	2.72	5.72	7.06	8.04	3.23	3.56	10.33	1.8	3.11	3.65	6.16	12.76	6.42	9.26
7.41	4.7	20.49	1.88	5.52	8.63	9.34	7.95	2.79	5.79	7	8.3	3.33	3.51	10.38	1.87	3.06	3.66	6.17	12.88	6.4	9.21
7.36	4.85	20.32	2.06	5.65	8.71	9.47	7.78	2.88	5.88	6.98	8.23	3.34	3.63	10.19	1.95	3.14	3.64	6.2	12.55	6.37	9.04
7.36	4.74	20.16	1.97	5.58	8.49	9.34	7.7	2.82	5.77	6.94	7.95	3.29	3.55	10	1.97	3.12	3.68	6.03	12.37	6.19	8.87
7.22	4.71	20.04	1.99	5.5	8.4	9.11	7.67	2.76	5.71	6.85	7.93	3.28	3.56	9.78	1.97	3.07	3.68	6.04	12.24	6.16	8.68
7.03	4.53	19.61	1.81	5.21	8.12	8.83	7.38	2.65	5.43	6.66	7.65	3.01	3.26	9.61	1.74	2.94	3.49	5.83	12.08	5.89	8.48
6.79	4.47	19.2	1.81	5.04	7.89	8.54	7.27	2.49	5.33	6.6	7.46	2.97	3.22	9.51	1.73	2.8	3.24	5.7	12.02	5.71	8.42
6.57	4.28	19.19	1.72	4.92	7.68	8.43	7.13	2.27	5.25	6.4	7.37	2.78	3.1	9.4	1.56	2.57	3.13	5.69	12.23	5.62	8.4
6.83	4.5	19.51	1.88	4.97	7.95	8.52	7.28	2.53	5.43	6.82	7.57	3.05	3.14	9.79	1.68	2.88	3.32	5.96	12.57	5.74	8.63
7.01	4.53	19.59	2	5.05	8.16	8.75	7.48	2.49	5.53	6.83	7.51	3.03	3.32	9.86	1.73	2.99	3.38	6.12	12.9	5.9	8.88
7.08	4.63	19.73	2.08	5.1	8.11	8.56	7.46	2.64	5.55	6.85	7.69	3.07	3.37	9.92	1.79	2.93	3.23	6.07	12.84	5.98	8.81
6.8	4.44	19.55	1.86	4.89	7.82	8.23	7.23	2.34	5.27	6.57	7.5	2.92	3.14	9.66	1.59	2.67	3.2	5.92	12.67	5.67	8.64
7.06	4.63	19.68	2	5.04	8.03	8.52	7.38	2.53	5.44	6.72	7.69	3.07	3.26	9.83	1.76	2.87	3.29	6.03	12.82	5.83	8.83
7.27	4.88	20.04	2.24	5.31	8.21	8.69	7.51	2.67	5.66	7	7.62	3.17	3.49	9.95	1.93	3.07	3.58	6.25	13.02	5.99	9.14
7.38	4.74	20.29	2.25	5.34	8.22	8.86	7.47	2.71	5.74	7.1	7.74	3.16	3.62	10	2.09	3	3.55	6.3	13.03	5.88	9.01
7.11	4.69	20.25	1.92	5.08	8.13	8.65	7.32	2.48	5.52	6.91	7.51	3.1	3.5	9.83	1.76	2.81	3.26	6.28	12.82	5.82	8.76
7.34	4.78	20.41	2.05	5.11	8.15	8.72	7.34	2.58	5.42	6.92	7.79	2.98	3.43	9.85	1.77	2.89	3.37	6.14	13.13	5.83	8.79
7.02	4.64	20.52	1.89	4.98	7.91	8.56	7.12	2.4	5.36	6.68	7.42	2.81	3.15	9.78	1.59	2.75	3.21	5.98	12.76	5.66	8.64
6.97	4.35	19.96	1.69	4.83	7.83	8.29	6.94	2.4	5.11	6.43	7.25	2.65	3.12	9.49	1.47	2.55	3.06	5.74	12.39	5.45	8.36
7.3	4.84	20.03	2.02	5.04	7.94	8.55	7.19	2.63	5.39	6.69	7.57	3.02	3.39	9.63	1.87	2.82	3.35	6.15	12.53	5.7	8.47
