"Buddleja_davidii_C2__P_1"	"Buddleja_davidii_C2__P_2"	"Buddleja_davidii_C2__P_3"	"Buddleja_davidii_C2__P_4"	"Impatiens_glandulifera_C2__Lp_1"	"Impatiens_glandulifera_C2__Lp_2"	"Impatiens_glandulifera_C2__Pp_3"	"Impatiens_glandulifera_C2__Pp_4"	"Impatiens_glandulifera_C2__Ep_5"	"Impatiens_glandulifera_C2__Lp_6"	"Impatiens_glandulifera_C2__Lp_7"	"Impatiens_glandulifera_C2__Pp_8"	"Impatiens_glandulifera_C2__Pp_9"	"Impatiens_glandulifera_C2__Lp_10"	"Impatiens_glandulifera_C2__Lp_11"	"Impatiens_glandulifera_C2__Pp_12"	"Impatiens_glandulifera_C2__Pp_13"	"Impatiens_glandulifera_C2__Pp_14"	"Impatiens_glandulifera_C2__Lp_15"	"Impatiens_glandulifera_C2__Lp_16"	"Impatiens_glandulifera_C2__Pp_17"	"Impatiens_glandulifera_C2__Pp_18"
19.48	14.12	35.92	10.23	29.06	37.13	45.28	44.49	14.83	34.7	27.11	43.22	29.32	24.23	40.34	19.38	26.65	27.9	29.17	35.25	50.72	75.42
19.45	16.93	38.2	9.31	31.44	37.95	44.77	41.37	14.34	34.84	27.78	44.96	30.11	22.82	40.08	20.15	25.8	30.39	30.37	37.96	48.58	76.49
17.52	12.77	37.02	10.17	26.24	36.57	45.6	46.55	14.54	34.74	26.85	47.45	26.53	21.65	39.8	18.35	24.96	27.81	26.32	36.16	49.2	78
17.06	13.64	33.87	10.3	27.91	35.72	40.64	40.95	12.6	30.85	25.79	38.99	25.16	20.98	40.77	18.35	25.41	26.22	27.98	36.11	43.33	71.93
16.1	12.89	32.93	7.51	24.28	36.13	43.89	39.99	9.77	32.1	24.5	41.11	28.05	20.33	38.73	17.66	24.08	26.23	27.18	30.5	44.8	74.58
18.79	16.48	34.87	10.88	29.18	37.24	41.37	38.59	17.74	34.21	26.95	43.58	29.12	22.37	41.93	21.15	24.55	28.09	27.39	34.52	49.27	71
15.01	13.46	36.1	8.47	24.89	38.11	39.82	37.7	14.11	33.11	25.96	41.88	27.24	21.39	39.7	18.31	24.42	26.8	25.62	35.65	46.77	74.38
12.28	11.38	34.2	7.46	23.67	32.59	39.06	38.42	9.3	30.24	24.28	42.24	26.37	18.51	37.62	14.28	21.58	24.33	23.47	31.54	46.83	79.28
9.46	5.98	29.91	-0.15	20.05	31.72	38.34	34.92	9.56	26.24	17.78	38.22	23.21	12.87	32.18	10.36	19.45	21.2	21.15	30.8	44.1	76.16
18.86	15.88	34.6	11.78	29.21	38.3	43.49	40.19	16.6	35.83	26.85	45.72	30.52	21.99	41.7	21.26	26.94	27.6	27.92	36.2	49.96	74.72
18.59	16.31	37.12	14.04	29.42	37.7	47.35	42.38	15.97	33.65	29.75	45.99	31.99	21.56	40.57	20.31	29.18	30.77	29.39	37.17	50.21	79.11
17.57	15.15	36.22	10.93	29.65	39.92	46.47	44.51	13.1	30.76	29.06	45	27.61	20.91	43.91	22.55	24.82	31.41	27.85	37.66	52.83	84.69
17.84	15.79	36.82	10.31	28.15	35.68	43.96	42.85	17.51	34.25	29.71	45.21	30.28	22.93	41.6	21.47	26.51	28.72	28.49	37.59	51.79	79.75
5.54	1.81	22.56	-3.63	15.69	23.93	31.88	30.68	-1.19	20.23	13.77	32.2	21.03	10.28	26.55	6.2	14.23	15.19	13.53	24.57	36.22	66.23
21.79	18.44	38.08	14.02	31.36	40.59	45.15	45.03	20.29	36.09	31.76	47.91	30.53	26.18	41.79	24.52	32.03	33.74	29.67	39.03	50.79	77.69
21.48	15.33	35.94	12.17	29.6	39.35	42.15	42.41	17.27	35.18	27.74	44.53	28.3	20.93	42.45	20.76	27.56	29.46	27.88	37.68	49.9	74.87
15.34	11.71	35.68	7.98	27.14	38.86	45.76	42.35	15.06	33.56	24.72	45.52	32.64	18.75	41.98	19.41	26.26	27.37	29.9	38.39	49.14	77.06
18.26	14.06	37.67	10.46	27.58	33.87	42.03	41.1	13.45	35.45	26.19	45.48	28.99	23.81	39.67	19.7	26.88	28.65	27.55	36.48	49.87	76.45
14.38	13.72	33.79	6.59	26.47	37.55	42.28	40.11	12.51	34.04	25.66	43.42	27.42	20.17	39.78	16.66	22.94	24.83	26.27	35.3	46.95	75.87
12.28	10.13	36.62	6.5	23.88	37.92	46.06	39.71	8.72	31.01	26.52	44.19	26.5	19.32	42.59	17.36	25.55	28.17	26.03	36.9	52.5	83.16
11.02	8.82	29.96	1.82	21.12	32.15	40.95	37.82	8.35	27.52	21.28	39.93	22.34	14.5	37.14	12.56	18.84	22.53	20.19	32.8	42.71	75.7
10.88	6.76	29.51	2.39	24.04	28.99	36.3	36.21	7.84	26.02	23.16	38.1	23.53	13.61	39.38	12.14	21.83	21.27	21.19	32.51	44.09	74.61
17.49	7.46	31.72	6.88	23.55	34.64	42.19	39.09	9.04	30.04	22.92	43.49	26.12	18.7	38.71	16.22	21.22	22.29	23.43	31.54	43.79	73.18
18.67	14.15	36.74	9.12	28.48	38.84	45.78	42.34	14.08	34.24	28.41	47.38	32.28	20.96	41.95	21.68	28.23	27.71	28.62	40.1	51.4	77.41
16.88	13.46	35.21	8.96	29.32	38.62	43.32	40.17	15.01	33.01	25.74	42.93	25.6	20.96	38.11	17.84	25.56	28.8	26.5	37.49	49.02	79.14
9.41	4.03	26.36	0.2	22.78	32.08	35.19	32.28	6.37	22.48	18.6	37.41	21.25	15.44	35.26	12.2	15.92	18.87	20.17	25.58	42.56	68.19
11.77	9.71	29.83	5.38	20.18	30.9	35.25	36.09	11.33	28.49	21.42	35.14	20.29	15.83	35.97	14.56	18.22	23.2	21.02	30.18	42.48	64.33
26.13	22.26	40.8	17.8	32.43	40.51	46.53	47.06	21.52	37.89	33.36	46.2	33.63	28.52	44.43	26.64	34.09	31.55	34.16	40.75	52.65	74.36
14.62	11.17	36.3	5.37	27.31	37.02	41.96	39.62	11.35	34.26	28.19	41.22	27.53	22.46	39.14	18.44	23.72	27.73	27.27	35	47.79	76.85
14.11	8.78	31.68	5.79	21.74	33.39	39.05	36.58	6.43	26.5	23.71	39.64	25.6	18.87	35.96	15.4	22.38	24.21	24.37	31.24	43.8	73.97
17.97	13.64	33.44	9.17	30.42	40.16	47.98	45.22	12.19	32.99	27.37	48.07	28.2	23.79	42.89	19.06	28.62	28.25	26.63	35.94	51.23	78.54
14.12	11.23	35.15	4.61	29.26	38.27	43.85	42.37	10.97	36.25	27.37	47.63	25.51	16.64	43.69	15.39	24.66	23.33	27.2	34.43	50.04	86.11
18.91	14.87	35	9.41	27.83	36.75	42.36	44.85	13.34	32.26	27.79	45.67	30.41	19.82	41.07	18.27	31.3	26.99	26.88	35.03	49.46	77.07
8.7	4.22	28.21	-0.41	21.4	28.7	34.91	33.3	4.85	24.39	18.93	38	22.41	14.58	34.45	9.17	14.65	20.72	18.17	30.73	44.99	69.31
15.94	13.32	31.77	6.58	24.89	37.1	44.77	40.3	12.62	30.42	26.32	43.08	27.05	18.44	39.13	17.13	21.32	25.25	25.8	32.61	46.63	71.71
17.5	17.85	34.35	9.61	27.86	34.51	45.31	38.08	17.15	29.92	27.01	45.48	25.98	22.73	39.66	22.1	25.81	28	24.46	36.67	46.72	71.38
8.97	8.89	35.3	6.56	26.27	36.21	45.67	40.73	11.52	34.17	28.11	45.48	26.23	22.08	42.24	18.67	23.94	23.5	22.58	37.57	50.79	80.91
17.33	10.11	36.31	5.83	26.41	34.51	40.54	41.06	12.4	31.04	28.32	44.59	28.3	16.77	38.22	16.88	23.68	24.78	26.2	36.31	51.11	78.71
18.17	17.26	39.75	15.3	32.66	45.12	49.18	47.88	15.55	38.5	29.74	50.05	32.33	26.18	46.72	24.08	31.8	30.47	31.05	41.35	57.86	84.79
23.02	14.14	37.87	10.72	30.27	40.99	47.01	42.39	22.3	35.2	29.65	47.74	29.76	25.86	43.63	24.14	26.7	32.34	32.29	38.7	52.82	79.44
14.84	15.83	38.63	11.77	28.46	37.69	43.13	43.5	13.57	30.67	29.08	47.07	29.72	23.84	43.65	17.52	27.42	30.1	33.62	38.36	49.87	82.17
19.67	18.22	33.94	13.57	28.81	38.25	42.46	41.12	16.68	35.9	30.33	42.78	28.92	20.6	40.83	21.1	29.18	28.66	27.11	36.37	48.23	70.21
16.9	11.81	29.93	7.32	24.4	34.68	38.9	38.1	12.19	30.93	23.73	40.64	28.01	18.64	34.24	17.55	20.68	25.33	22.68	33.63	44.03	73.03
17.61	15.24	35.41	9.01	30.49	37.9	39.97	40.65	17.1	34.48	26.51	41.09	27.1	25.13	39.66	21.69	26.26	28.08	28.09	35.44	48.14	72.94
19.39	20.38	38.27	15.77	32.37	44.82	49.03	49	19.96	37.3	34.54	50.45	34.75	28.43	46.95	27.67	31.19	36.36	34.69	43.24	56.66	87.77
12.97	10.24	36	2.18	25.27	38.01	44.8	44.21	13.12	34.2	26.58	46.3	26.33	20.83	39.74	16.09	22.06	26.95	26.79	35.2	50.04	81.91
19.83	16.59	39.04	14.49	30.1	43.5	47.17	44.83	17.09	38.29	29.56	44.91	32.12	26.79	48.43	22.47	30.38	31.78	32.95	40.64	53.77	83.48
17.24	12.55	34.43	7.98	30.66	40.71	45.69	42.42	16.24	33.12	28.25	47.58	30.98	21.3	39.5	17.66	26.92	29.35	27.05	39.28	50.99	75.61
19.1	16.25	38.98	7.17	30.18	39.52	48.69	46.2	15.88	35.58	32.95	50.69	31.21	23.27	44.34	19.16	29.64	32.95	30.08	44.77	56.96	89.94
17.22	14.87	37.67	10.04	31.16	40.5	46.61	43.54	16.68	35.64	28.86	46.99	30.75	24.66	43.14	20.82	29.82	30.24	30.07	39.9	52.12	84.38
20.36	16.1	34.65	15.35	31.54	39.59	48.26	44.04	17.24	35.49	29.53	46.53	31.1	22.99	43.99	21.76	34.28	30.82	31.56	40.4	50.39	80.57
11.28	4.7	27.94	4.35	19.21	33.49	42.37	40.38	2.74	28.84	20.47	40.22	26.7	15.38	37.73	14.76	22.02	23.91	24.02	31.55	44.18	74.74
15.74	16.41	38.8	11.27	30.05	40.27	51.24	43.38	14.91	33.84	29.23	48.76	30.43	23.32	43.94	17.7	29.93	29.32	29.78	39.75	53.39	86.08
14.65	11.39	30.88	4.63	22.88	34.41	40.39	41.81	9.11	27.21	24.25	42.48	26.7	19.11	36.56	15.27	20.25	25.88	28.5	31.25	46.5	75.15
16.47	11.48	37.9	7.93	27.35	38.49	40.38	42.05	12.63	35.15	25.15	47.15	24.94	22.06	41.48	21.77	25.98	25.66	28.82	37.67	47.98	77.89
17.35	14	33.78	8.12	27.63	36.85	40.34	37.57	13	33.51	28.9	41.97	26.99	20.06	37.88	18.46	25.6	27.18	28.03	33.98	47.06	72.35
20.66	17.03	38.08	16.14	30.45	38.44	47.74	45.52	20.96	37.2	25.76	46.86	31.33	26.09	42.69	22.85	29.78	31.75	28.42	39.48	50.07	81.04
19.25	16.39	36.21	13.91	27.72	37.83	41.47	45.18	16.66	35.01	27.65	44.42	27.69	23.83	39.41	21.07	31	28.9	31.39	37.88	45.54	75.17
14.99	15.34	33.13	10.57	23.81	35.05	41.48	39.86	13.69	35.61	26.48	40.96	28.6	22.68	41.78	18.87	21.85	27.35	25.94	31.7	47.32	70.63
20.5	18.22	40.41	11.16	33.02	42.29	44.38	46.42	15.92	37.76	30.15	50.62	32.84	24.07	42.15	21.86	26.96	31.97	30.73	39.66	53.54	82.16
14.53	9.46	34.51	5.68	26.78	38.24	42.13	41.75	15.03	31.63	24.35	38.51	27.19	20.38	39.28	18.45	23.76	28	24.43	35.54	47.7	76.5
15.44	12.27	38.68	10.15	32.8	42.35	49.2	45.9	13.26	38.01	32.22	52.89	28.37	19.87	48.57	16.62	27.87	29.61	28.58	38.89	57.13	90.88
15.56	14.3	34.88	6.28	26.8	35.97	41.65	37.99	12.51	30.38	23.56	41.43	27.02	20.22	38.08	14.71	27.74	27.78	22.76	33.69	47.6	75.54
10.08	8.2	29.82	2.71	21.38	30.95	35.01	34.21	4.22	28.38	21.75	36.44	19.82	16.34	32.45	8.62	18.89	19.9	20.72	29.01	40.71	69.05
18.22	14.89	38.03	9.85	30.19	37.85	46.58	42.21	11.28	31.73	29.94	42.78	30.76	23.74	43.71	20.58	26.87	28.25	26.21	33.56	51.32	73.35
25.32	24.1	42.45	20.43	38.52	45.5	49.47	46.01	24.15	39.79	33.89	48.4	35.73	30.06	47.81	32.7	32.58	36.72	36.76	42.17	54.38	76.12
15.16	11.58	31.27	3.26	25.59	34.18	42.43	38.79	10.11	31.89	20.12	41.15	25.33	15.04	34.79	14.48	20.38	24.03	24.79	35.25	49.07	77.5
23.15	22.15	39.52	16.92	35.13	42.03	44.22	45.05	21.05	37.15	32.59	46.54	35.69	27.26	45.5	27	33.32	33.26	33.63	40.72	53.06	75.46
17.49	17.64	37.31	12.59	29.63	38.63	43.14	42.89	14.29	32.34	28.32	39.57	28.04	24.2	41.31	18.99	23.51	30.19	28.29	34.86	43.93	72.38
25.54	16.36	39.66	11.52	28.02	42.75	47.95	46.18	19.83	37.58	32.4	46.8	32.87	30.42	42.07	20.92	29.38	29.71	34.08	42.9	52.46	81.88
12.6	8.02	34.64	11.09	27.49	34.15	42.28	33.87	11.68	32.03	28.36	42.75	26.25	23.97	39.47	13.91	26.46	23.68	25.87	37.36	44.32	76.85
18.13	15.51	31.9	7.68	28.75	36.37	41.34	38.24	15.13	31.4	27.39	42.76	29.77	20.68	39.36	18.47	24.52	28.25	26.54	34.42	47.67	75.03
13.3	9.18	33.38	4.69	25.35	35.14	40.78	40.29	11.77	27.09	25.63	42.65	25.65	17.96	39.28	17.11	24.28	26.91	24.56	34.89	41.23	74.06
5.58	8.87	32.58	2.18	20.61	33.97	42.18	36.11	6.9	30.41	21.03	42.53	24.89	17.45	39.22	12.25	19.14	19.07	24.53	33.44	48.01	89.07
15.76	14.45	34.01	12.8	28.22	35.33	40.96	37.77	13.39	31.35	27.58	42.52	27.31	21.51	36.39	19.98	24.9	28.78	26.05	35.94	42.29	73.29
21.94	15.05	37.27	12.77	30.7	42.36	45.39	46.65	16.79	37.97	31.75	48.36	33.87	25.66	45.57	25.53	31.1	30.94	29.17	42.77	55.44	80.43
16.08	12.95	39.32	8.79	27.14	36.5	42.97	41.43	15.99	35.76	24.29	43.32	28.69	23.79	42.53	22.49	25.47	25.55	27.45	37.7	49.2	80.3
9.09	4.99	22.7	2.83	22.12	28.3	36.93	35.51	3.45	27.27	19.83	36.15	24.76	12.03	32.5	9.55	17.76	20.26	20.8	30.42	43.25	73.54
16.37	18.47	35.74	12.23	29.03	39.97	45.6	43.08	13.94	37.86	32.93	51.88	32.6	22.11	42.18	23.81	26.63	28.4	31.37	40.93	49.29	78.89
18.34	15.42	31.39	9.81	26.53	35.75	40.08	37.67	12.85	31.47	24.56	39.72	28.35	23.57	39.32	20.12	26.85	28.48	24.81	32.52	48.22	71.68
17.87	15.72	30.79	10.02	28.31	38.93	43.47	41.73	13.64	30.91	26.39	41.83	25.94	19.83	37.2	19.3	26.25	28.33	29.81	34.77	49.57	76.3
18.85	16.6	35.93	13.25	29.39	37.53	41.87	42.3	12.93	33.74	28.85	43.78	29	23.53	41.79	22.05	26.14	28.68	28.46	36.12	48.55	78.46
16.63	11.68	35.98	4.03	28.35	38.71	44.27	40.37	11.04	33.5	25.06	42.74	24.03	21.08	43	14.57	23.87	24.36	25.76	34.06	43.25	74.72
17.39	15.53	33.36	12.69	32.72	37.21	40.98	35.49	18.28	32.02	27.59	41.56	29.78	23.95	40.3	21.46	27.33	27.85	27.31	36.24	43.96	66.71
21.14	14.98	37.93	11.27	35.19	39.85	49.18	45.35	16.91	36.82	29.51	46.37	28.96	23.5	46.16	25.4	28.14	30.91	31.38	42.6	53.24	79.29
18.33	8.69	35.23	12.34	26.06	36.25	45.14	41.83	11.12	28.98	29.13	43.82	29.98	17.76	33.37	15.09	25.8	23.73	23.98	40.78	50.45	80.54
14.25	11.38	36.08	7.55	23.72	36.27	38.76	36.26	13.8	26.9	25.01	38.79	24.75	20.14	36.62	18.02	24.01	25.96	23.85	32.45	44.26	73.92
23.46	17.73	38.44	17.84	32.05	41.09	47.72	46.93	22.16	35.4	33.78	50.08	35.57	27.46	42.41	24.34	33.06	33.95	34.02	39.33	49.61	71.83
12.73	10.86	26.12	2.61	21.62	28.17	37.27	35.95	8.6	25.15	23.38	36.52	24.99	17.38	30.22	13.38	19.53	21.57	23.89	29.89	39.23	67.91
14.6	14.56	32.21	9.35	21.21	35.93	40.28	42.69	12.81	26.53	27.82	40.91	26.36	21.41	39.01	18.67	25.67	29.41	24.83	35.24	44.16	73.24
23.18	19.43	32.52	15.42	31	38.89	43.74	42.35	22.05	33.76	30.48	45.36	29.82	24.49	45.34	24.9	29.46	31.56	31.23	40.62	44.4	72.52
21.44	13.6	33.55	13.88	32.44	39.62	46.04	40.75	14.96	34.67	28.68	44.45	30.63	26.28	40.16	22.65	29.32	28.3	30.58	37.75	49.89	77.14
24.51	19.2	41.07	14.66	33.37	41.33	43.27	42.61	17.89	35.71	34.48	50.61	34.95	29.68	44.16	24.34	31.99	32.38	31.83	39.32	52.17	74.53
19.85	18.75	42.52	17.08	35.41	42.73	49.08	49.55	18.43	37.74	38.4	50.91	37.98	26.32	47.81	27.54	35.11	31.95	31.85	45.29	53.83	81.66
13.85	11.16	26.65	11.09	26.88	39.88	41.18	41.52	8.68	32.99	23.69	46.67	28.37	22.64	38.23	13.85	22.48	22.74	21.92	34.53	48.4	76.55
15.62	13.97	34.26	4.69	27.59	35.03	39.52	37.01	11.13	30.56	23.07	43.2	25.52	19.57	36.4	17.65	24.24	21.3	24.49	32.57	45.66	69.87
14.84	8.34	28.03	6.24	24.68	28.99	37.81	35.99	11.74	26.53	21.25	42.24	23.81	15.97	36.45	14.77	21.06	23.79	21.66	31.81	40.78	70.64
10.01	5.28	28.46	2.27	20.47	29.66	35.47	34.2	5.53	25.5	19.49	39.33	22.84	17.06	38.08	9.58	16.02	20.8	21.25	27.23	42.73	68.19
16.61	12.52	30.43	6.58	24.32	37.53	42.94	41.65	11.62	28.07	27.21	44.39	24.48	23.52	36.37	17.17	25.18	25.59	24.96	36.18	46.97	77.47
10.68	10.24	31.83	6.02	26.26	36.08	39.99	34.7	8.23	25.86	23.5	36.3	20.97	14.55	36.01	12.48	16.83	23.03	21.86	31.56	41.7	71.08
25.33	21.46	38.89	14.73	32.82	42.24	47.38	51.28	21.7	36.8	29.48	49.16	33.15	28.16	45.13	21.87	33.25	30.45	32.29	42.5	52.69	80.67
27.92	26.42	40.96	20.7	40.29	47.57	47.83	49.57	22.04	40.18	36.01	49.67	37.58	31.31	47.61	27.22	33.95	34.48	38.06	44.63	54.17	78.49
27.06	24.5	46.34	18.85	40.84	53.58	56.77	58.72	26.39	48.44	41.12	56.25	45.42	34.58	54.76	30.21	41.11	36.45	38.19	49.97	59.7	91.31
21.08	17.7	38.47	14.15	32.07	41.26	45.09	43.66	17.87	36.48	34.1	44.88	30.85	27.3	42.88	22.56	29.75	33.96	31.49	36.06	48.86	75.41
15.47	11.96	35.98	7.9	27.44	40.88	40.57	39.57	12.41	35.14	22.51	43.36	30.94	18.46	43.38	19.55	27.21	25.01	26.98	37.02	47.55	78.19
22.44	19.66	36.75	11.78	33.84	41.22	46.96	41.75	15.2	37.91	30.76	49.22	31.54	23.82	46.81	20.84	29.45	33.99	35.43	43.04	51.02	80.14
19.49	16.01	39.74	10.73	29.84	42.25	42.19	46.37	14.55	33.39	26.58	50.02	31.01	28.02	45.83	21.37	30.23	31.64	26.5	40.16	52.07	86.02
27.77	24.95	48.04	21.19	41.19	49.07	53.25	54.1	22.34	47.4	35.42	53.67	41.23	35.07	47.4	33.1	41.58	39.41	41.56	47.2	58.66	91.14
25.06	19.92	37.41	12.27	30.58	41.61	45.77	47.74	17.54	39.57	32.17	45.52	35.88	21.04	41.97	22.53	30.72	35.5	32.7	37.53	50.53	76.81
6.85	-0.25	30.04	-5.82	19.45	30.66	44.01	36.71	-0.85	27.5	22.11	38.37	18.7	11.03	32.01	3.3	17.91	16.52	17.34	27.89	39.59	82.28
13.98	10.58	34	6.79	29.98	38.48	40.2	39.38	8.82	29.71	28.52	40.99	28.5	22.57	40.36	21.62	25.9	26.6	23.6	34.09	44.73	76.57
20.77	22.34	38.38	15.84	32.66	40.84	45.2	45.39	19.3	34.8	33.91	46.3	34.96	28.88	40.7	24.33	28.89	31.65	33.23	40.59	49.36	76.46
28.54	26.27	41.73	22.55	36.84	46.37	47.02	45.21	24.59	37.71	36.2	51.3	37.37	33.02	46.52	29.96	34.11	34.56	37.95	41.9	55.13	77.26
24.74	15.83	45.57	16.37	34.1	44.5	45.19	49.27	18.43	42.33	33.75	51.02	33.06	31.79	48.63	22.37	37.72	32.37	35.27	44.05	55.36	88.26
22.36	21.29	41.83	16.58	29.64	40.47	51.48	49.04	19.35	41.12	35.07	51.05	35.34	32.14	47.13	27.77	34.16	34.51	33.02	44.82	54.43	81.65
18.35	19.41	39.43	13.53	34.05	36.37	44.57	44.26	19.91	37.95	32.14	44.72	31.05	25.65	43.33	20.12	29.6	32.1	29.11	39.55	49.18	72.75
17.89	13.08	31.07	9.36	22.02	39.51	40.44	39.82	10.29	32.88	24.16	41.77	29.11	21.49	38.97	18.6	22.16	27.85	25.41	33.8	45.07	67.75
10.07	10.49	35.84	7.82	23.85	41.72	42.88	41.71	15.74	35.77	24.1	45.94	27.02	19.79	40.71	13.19	26.72	23.18	27.6	39.01	49.04	87.65
14.87	12.99	34.02	6.68	26.26	36.06	43.24	38.71	13.57	32.49	30.05	38.1	25.12	21.88	39.55	17.81	26.15	22.58	29.7	37.46	45.93	76.08
26.96	19.91	39.61	14.95	33.94	43.32	52.05	47.63	20.96	38.81	34.15	48.09	37.21	34.14	45.76	26.82	37.09	34.28	34.07	44.07	53.97	84.81
16.9	11.07	33.23	11.75	31.89	38.36	43.67	41.85	13.42	29.57	25.79	45.58	31	19.11	39.74	18.45	28.44	26.54	24.07	39.49	48.1	77.71
26.04	21.78	40.74	13.66	35.35	46.66	50.11	47.45	23.36	41.03	37.2	50.95	36.95	31.55	44.89	28.22	35.19	36.04	31.62	42.73	53.07	80.2
1.03	-1.69	30.31	-11.46	19.19	26.38	33.17	37.93	-7.86	26.45	17.44	39.31	17.54	4.13	35.12	4.6	20.47	16.64	19.84	27.73	37.91	84
28.57	20.39	53.33	10.75	40.67	52.07	65.73	53.47	22.77	46.56	34.22	57.55	35.03	35.89	52.92	27.08	34.93	34.22	43.45	49.96	60.91	104.09
19.13	15.9	35.51	12.05	27.77	37.75	39.71	38.56	14.88	31.03	26.6	47.49	29.52	16.68	39.32	22.81	25.67	28.62	31.44	35.46	50.24	75.92
14.63	19.39	35.42	12.64	27.62	40.98	45.93	42.8	20.81	29.76	29.49	48.54	32.18	23.28	44.11	18.37	31.23	26.31	29.05	43.41	54.06	82.79
15.9	16.52	36.99	7.66	27.37	42.03	44.14	38.78	15.35	30.98	27.3	39.64	32.63	22.27	41.17	17.5	28.94	31.35	27.36	39.06	48.27	76.64
22.33	21.48	41.79	20.24	36.5	49.08	51.79	50.77	24.7	40.12	40.79	55.59	40.7	28.63	52.78	25.4	32.89	35.17	39.1	49.62	64.71	87.52
23.92	9.39	42.19	7.76	31.39	42.39	46.85	48.56	16.35	38.53	27.51	48.66	35.03	26.7	42.74	17.91	24.15	32.5	28.77	39.69	51.54	85.25
17.82	13.72	36.26	11.17	36.2	42.84	50.9	39.39	16.66	34.01	34.59	51.44	30.19	25.57	41.81	19.68	28.03	30.6	31.99	41.88	54.7	83.57
3.28	4.11	24.99	-2	17.51	32.9	37.69	33.49	2.66	24.61	18.03	35.34	20.77	14.89	35.02	11.22	15.8	21.64	15.7	35.28	42.67	71.78
20.31	23.9	41.28	12.62	31.62	44.85	50.77	45.88	17.04	36.16	31.85	50.82	35.42	27.79	44.95	23.95	32.54	32.25	28.77	45.02	52.86	81.22
6.79	0.61	27.69	1.1	20.28	31.19	39.22	35.46	1.24	22.91	16.61	34.34	18.4	17.06	34.72	9.43	14.07	13.85	20.74	28.4	38.14	68.27
15.16	14.01	39.49	5.31	35.72	45.39	48.21	41.01	16.23	36.86	33.7	55.6	28.4	29.56	43.1	19.83	26.97	24.25	32.99	45.72	53.95	81.78
15.41	14.89	37.28	13.65	35.43	46.43	44.98	45.04	19.58	33.93	30.58	45.15	38.99	24.65	44.03	22.42	32.41	28.22	32.2	39.97	50.58	87.32
5.76	1.97	25.07	2.14	21.83	28.17	33.37	29.07	5.85	17.88	13.61	36.14	19.63	13.75	29.05	8.74	14.22	22.16	21.72	30.5	31.21	66.24
9.31	10.42	33.44	3.18	25.11	35.44	35.32	32.03	4.98	27.99	24.88	39.58	21.97	20.15	32.1	15.49	19.19	20.62	21.9	32.22	41.13	71.96
19.56	15.27	30.76	17.02	31.84	36.28	41.2	39.95	14.2	34.3	30.37	42.98	31.28	25.95	40.13	20.25	31.82	33.85	29.41	36.1	45.36	70.83
22	18.72	43.21	18.74	29	39.7	47.52	44.96	16.91	38.47	33.95	45.67	32.8	26.4	46.62	23.54	30.46	27.8	36.47	39.92	53.03	80.84
13.78	13.18	32.13	9.7	25.89	35.06	42.88	43.21	12.63	32.49	26.3	46.96	33.68	26.07	45.86	22.85	31.77	26.73	28.03	34.87	44.85	82.6
20.3	26.53	41.76	18.23	30.07	40.35	51.21	48.54	25.48	37.98	36.24	56.01	34.03	33.45	41.99	27.82	30.74	36.53	34.37	47.69	57.08	81.8
21.89	19.65	38.14	16.04	34.45	42.24	46	47.69	24.06	37.47	31.2	45.75	32.61	30.49	43.29	25.92	31.49	25.63	30.86	44.55	53.39	77.74
20.51	19.53	34.56	15.56	27.76	34.77	39.71	33.63	18.9	34.11	24.62	39.91	24.4	22.19	36.3	19.42	25.35	25.16	26.93	33.15	41.42	66.59
14.07	7.32	29.75	6.96	29.32	31	39.09	33.63	6.09	30.02	22.47	38.99	23.48	14.77	36.05	15.67	20.01	27.6	26.29	33.14	39.5	74.93
9.06	8.55	27.73	8.02	19.58	31.82	37.93	34.87	5.98	25.55	22.53	37.72	18.23	12.22	30.62	12.48	15.99	21.67	22.49	35.26	36.45	73.4
13.38	14.28	40.94	14.64	29.5	43.46	50.55	51.18	17.68	37.37	30.25	48.72	30.17	24.95	43.23	23.03	28.56	26.64	34	42.52	51.83	79.78
23.62	17.61	38.57	7.4	35.56	42.82	46.93	43.74	12.01	29.74	29.3	45	30.26	23.56	41.93	20.52	30	29.39	28.09	42.6	55.68	80.26
29.71	26.47	44.92	23.37	38.23	47.55	52.8	49.32	23.22	44.65	40.08	55.08	41.18	34.01	51.29	29.71	31.53	39.25	38.18	47.28	56.85	88.14
14.83	9.83	36.96	6.54	27.82	35.47	44.06	42.01	16.6	31.07	26.71	43.42	27.41	19.91	40.51	18.63	24.27	25.97	30.66	35.26	50.88	85.47
17.37	13.33	34.19	9.38	29.3	39.2	44.38	38.31	14.19	31.53	27.09	42.34	31.26	24.88	41.53	22.52	27.52	30.32	28.54	39.18	51.49	82.46
19.29	16.47	38.34	9.98	31.37	39.07	44.88	45.59	15.46	36.83	31.33	44.66	30.81	24.64	43.36	19.15	29.64	25.04	30.55	38.13	51.4	82.87
25.21	20.56	44.64	17.88	33.39	48.29	50.87	46.25	21.11	37.91	31.81	50.01	37.72	31.5	49.15	25.67	30.16	33.93	35.62	43.26	55.54	84.83
27.13	21.22	43.32	20.83	36.04	48.1	50.69	52.37	24.15	38.81	38.5	53.65	36.56	29.57	48.38	28.32	35.32	37.61	37.41	46.46	58.62	87.56
13.48	11.78	38.97	9.82	28.48	41.71	47.49	45.82	14.75	34.96	31.12	47.75	30.74	22.56	46.72	21.41	28.79	30.99	29.13	40.44	54.69	88.6
