"Wavelength_A__P_"	"Impatiens_glandulifera_A__Er_1"	"Impatiens_glandulifera_A__Lr_2"	"Impatiens_glandulifera_A__Lr_3"	"Impatiens_glandulifera_A__Lr_4"	"Impatiens_glandulifera_A__Er_5"	"Cirsium_arvense_A__P_1"	"Convolvulus_sepium_A__P_1"	"Convolvulus_sepium_A__P_2"	"Convolvulus_sepium_A__P_3"	"Convolvulus_sepium_A__P_4"	"Rubus_caesius_A__P_1"	"Rubus_caesius_A__P_2"	"Saponaria_officinalis_A__P_1"	"Trifolium_repens_A__P_1"	"Trifolium_repens_A__P_2"
461.817	32.23	22.76	23.23	27.48	14.62	21.61	115.75	74.26	88.63	72.8	25.68	30.99	136.15	5.45	72.67
462.172	31.62	21.79	22.43	27.26	14.08	21.17	112.9	72.87	87.28	71.15	25.01	30.26	134.13	5.24	71.43
462.527	31.49	22.22	22.51	27.14	14.43	20.82	114.04	73.84	88.11	72.03	25.2	30.32	135.14	5.12	71.95
462.882	31.03	21.77	22.24	26.76	14.14	20.63	111.34	72.86	86.19	70.38	25.14	29.77	131.94	4.98	70.82
463.237	30.59	21.51	22.2	26.48	14.31	20.64	110.57	72.38	86.14	69.95	24.9	29.91	130.55	5.12	70.35
463.592	30.06	21.24	21.58	26.06	13.86	20.08	108	71.08	83.9	68.48	24.26	29.38	127.81	5.03	68.5
463.947	29.93	20.92	21.46	26.11	13.74	20.09	107.09	70.25	83.72	68.49	24.21	29.06	127.1	5.07	68.44
464.301	29.7	20.68	21.06	25.92	13.45	19.76	107.29	71.73	84.19	68.91	24.14	28.89	127.61	4.56	68.45
464.656	30.12	20.88	21.42	26.25	13.73	20.15	107.9	71.69	84.53	69.71	24.76	29.29	127.81	4.92	68.63
465.011	30.16	21.31	21.62	26.3	14.15	20.38	109.26	72.78	85.73	70.26	24.72	29.73	129.88	5.23	69.98
465.366	29.45	20.92	21.15	25.65	13.82	19.83	108.01	71.08	84.41	69.43	24.69	29.09	128.72	5.02	69.27
465.72	29.49	20.8	21.04	25.42	13.71	19.85	108.66	70.72	83.79	68.69	24.53	29.2	128.44	4.86	69.35
466.075	29.45	20.49	21.19	25.64	13.79	19.65	107.45	70.23	83.02	68.19	23.97	29.2	127.7	5.09	69.07
466.429	28.97	20.67	21.05	25.59	13.7	19.48	107.8	70.75	82.8	68.13	24.29	29.2	128.12	5.1	69.2
466.784	29.51	20.71	21.4	26.17	13.95	19.79	109.85	71.3	84.19	69.03	24.4	29.37	129.44	5.03	69.85
467.138	30.1	21.22	21.73	26.12	14.22	20.06	111.05	72.41	85.52	70.2	25.06	29.82	131.62	5.22	71.46
467.493	30.03	21.14	21.72	26.36	14.34	20.19	111.16	72.47	85.56	70.22	25	30.07	132.03	5.19	71.55
467.847	29.42	20.85	21.37	25.77	14.14	20.24	112.1	72.19	85.49	70.26	25.14	29.84	133.51	5.15	71.77
468.202	29.89	21.12	21.93	26.03	14.36	20.42	112.33	72.89	86.43	70.77	25.45	30.47	134.77	5.31	72.59
468.556	29.7	20.92	21.56	25.63	14.31	20.24	112.5	72.98	85.64	70.28	25.24	30.07	133.26	5.12	72.28
468.91	29.09	20.86	21.08	25.37	14.04	20.1	110.86	71.55	85.54	69.99	24.78	29.66	132.1	5.12	71.37
469.264	28.62	20.63	20.59	25.25	13.91	19.85	109.65	71.36	84.24	69.03	24.75	29.5	130.17	4.96	70.44
469.619	28.55	20.42	20.85	25.23	13.81	19.79	109.56	71.69	84.74	69.14	24.57	29.57	130.91	4.92	70.79
469.973	28.56	20.49	21	25.04	13.9	19.84	110.31	71.52	84.82	69.64	24.72	29.53	130.68	4.93	70.91
470.327	28.94	20.66	21.19	25.02	13.99	19.89	110.76	72.53	85.4	69.52	24.87	29.73	131.74	5	71.4
470.681	28.84	20.81	21.11	25.24	13.99	19.98	110.89	72.65	85.93	70.15	24.91	30.1	132.38	5.04	71.46
471.035	28.35	20.44	21.09	24.79	14.04	19.82	110.44	72.22	85.6	70.05	25.14	29.81	131.89	5.13	71.37
471.389	28.17	20.48	20.83	24.81	13.95	19.68	109.23	71.49	84.73	69.31	24.64	29.52	131.01	5.04	70.91
471.743	27.94	20.19	20.66	24.61	13.65	19.53	109.62	71.04	84.31	69.04	24.45	29.15	130.48	4.92	70.59
472.096	27.51	20.04	20.59	24.59	13.75	19.31	109.12	71.29	84.41	69.14	24.75	29.22	130.82	5.13	70.37
472.45	27.88	20.08	20.51	24.89	13.69	19.26	110.17	71.43	84.45	68.99	24.72	29.4	131.18	5.01	70.78
472.804	27.92	20.01	20.44	24.78	13.67	19.4	110.58	71.99	85.06	69.94	24.78	29.45	131.85	4.93	70.89
473.158	28.34	20.41	20.63	25.17	14.03	19.65	112.4	72.86	86.29	71.01	25.12	29.64	134.6	5.29	72.64
473.511	28.21	20.27	20.66	24.95	13.89	19.66	113.76	73.16	86.77	71.5	25.31	29.85	136.21	4.75	73.31
473.865	28.03	20.42	20.56	24.8	13.67	19.63	112.92	73	86.29	70.7	25.24	30.13	135.82	4.83	72.87
474.219	27.84	20.22	20.45	24.75	13.7	19.49	111.94	72.59	85.9	70.51	25.15	29.81	134.82	5.09	72.41
474.572	27.4	19.82	19.87	24.22	13.46	19.38	111.59	72.52	85.31	69.72	24.68	29.36	134.39	4.72	72.27
474.926	27.04	19.79	20	24.06	13.45	19.2	109.94	71.23	84.81	69.09	24.61	29.24	131.48	4.91	71.05
475.279	26.29	19.04	19.42	23.09	12.9	18.46	108.31	70.18	83.1	67.78	24.02	28.7	129.18	4.71	69.57
475.633	26.37	19.23	19.54	23.56	13.17	18.77	108.36	70.85	83.57	68.44	24.1	28.72	129.34	4.85	69.4
475.986	25.96	19.02	19.19	23.1	12.9	18.53	107.09	70.83	83.09	68.33	24.19	28.7	128.07	4.72	68.98
476.339	26.07	19.05	19.46	23.42	13.05	18.72	107.05	71.7	83.93	68.61	24.3	29.03	128.15	5.04	69.3
476.693	26.06	19.04	19.45	23.41	12.87	18.74	107.5	71.9	83.99	68.89	24.31	29.01	129.61	4.75	69.87
477.046	26.22	19.05	19.43	23.19	13.02	18.62	108.04	71.56	84.27	69.13	24.21	29.02	130	4.64	70.08
477.399	26.14	18.86	19.54	22.97	13	18.64	107.81	71.27	83.84	68.91	24.32	28.96	128.48	4.78	69.28
477.752	25.88	18.91	19.55	23.19	13.03	18.6	107.81	71.7	84.56	69.11	24.46	29.08	129.38	4.77	69.77
478.106	25.94	19.13	19.58	23.34	12.96	18.64	108.62	71.66	84.72	69.5	24.43	29.25	130.16	4.82	70.32
478.459	26.11	19.26	19.7	23.57	13.17	18.92	110.45	72.73	85.76	70.32	24.81	29.6	132.41	4.85	71.41
478.812	26.27	19.06	19.79	23.27	13.01	18.84	111.3	73	86.5	70.6	24.73	29.69	133.16	4.76	72.03
479.165	25.78	19.02	19.22	22.75	12.78	18.85	111.1	71.96	85.48	70.03	24.55	29.41	132.92	4.72	71.52
479.518	25.77	19.07	19.67	22.94	13.05	18.82	110.06	71.65	84.99	69.88	24.74	29.53	132.93	4.89	71.4
479.871	25.09	18.56	18.79	22.5	12.48	18.16	108.92	70.82	83.88	68.85	24.01	28.46	130.96	4.45	70.54
480.223	24.91	18.32	18.77	22.2	12.42	17.85	108.09	70.41	83.15	68.36	23.99	28.43	130.22	4.81	69.81
480.576	24.51	18.32	18.72	22.12	12.57	17.97	106.04	70.28	82.71	67.58	23.85	28.53	127.59	4.77	68.76
480.929	24.22	18.12	18.4	21.94	12.41	17.59	104.95	70.06	82.01	67	23.61	28.1	126.36	4.77	68.26
481.282	24.33	18.15	18.44	22.07	12.54	17.74	104.7	70.24	82.44	67.64	23.85	28.33	125.48	4.93	68.25
481.634	23.65	17.64	18.03	21.3	12.15	17.25	102.18	69.05	80.73	66.08	23.29	27.71	122.31	4.76	66.37
481.987	22.7	17.02	17.49	20.67	11.78	16.79	99.14	67.68	79.22	64.88	22.66	27.08	119.31	4.53	65.09
482.34	21.36	16.03	16.54	19.36	11.16	15.88	92.89	64.13	74.83	61.45	21.41	25.53	111.3	4.33	60.94
482.692	20.21	15.26	15.61	18.45	10.59	14.96	86.76	61.13	70.91	58.3	20.33	24.17	103.28	4.1	57.26
483.045	20.69	15.48	15.9	19.08	10.78	15.22	86	63.25	72.35	59.88	20.86	24.97	100.23	4.28	57.8
483.397	23.58	17.6	18.06	21.9	12.18	17.08	91.95	71.92	80.83	67.63	23.63	28.59	102.24	4.65	64.5
483.75	26.09	19.61	20.02	24.13	13.5	18.99	97.68	78.61	87.58	74.27	26.22	31.62	106.68	5.28	71.09
484.102	27.11	20.54	21.04	24.6	14.12	20.09	104.64	81.12	91.9	77.19	27.5	32.65	114.74	5.54	75.06
484.454	27.36	20.84	21.34	24.12	14.48	20.68	114.33	81.12	94.74	78.21	28.05	33.11	128.05	5.81	78.07
484.807	27.43	20.79	21.34	23.66	14.73	20.87	121.01	79.94	95.51	78.06	28.13	32.9	140.37	5.94	80.07
485.159	26.65	20.46	20.93	22.8	14.61	20.43	121.97	77.39	93.37	76.15	27.24	32.3	144.38	5.85	79.48
485.511	25.63	19.66	19.99	22.22	14.27	19.7	118.95	75.3	90.11	73.82	26.21	31.1	141.98	5.6	77.29
485.863	23.63	17.99	18.59	20.74	13.08	18.12	109.68	71.18	84.76	69.09	24.44	28.99	131.22	5.11	71.64
486.215	21.86	16.61	17.12	19.59	12.14	16.73	100.79	67.98	79.85	65.46	22.91	27.31	120.34	4.68	65.89
486.568	21.23	16.13	16.68	19.4	11.85	16.12	95.69	67.16	77.69	64.08	22.38	26.86	113.41	4.59	63.26
486.92	21.35	16.26	16.82	19.57	11.92	16.28	95.43	68.82	79.2	65.13	22.8	27.18	112.34	4.6	63.61
487.272	22.18	17.06	17.42	20.47	12.4	16.86	98.04	71.4	82	67.82	23.72	28.25	114.56	4.75	65.59
487.624	22.96	17.56	18.12	20.85	12.81	17.52	101.66	73.49	84.57	70	24.52	29.17	118.83	4.92	68.24
487.975	23.98	18.47	18.97	21.71	13.54	18.33	107.67	76.32	88.6	72.97	25.81	30.52	125.99	5.29	71.8
488.327	24.45	18.83	19.29	21.95	13.92	18.9	113.4	77.65	91.43	74.98	26.54	31.09	134	5.33	75.04
488.679	25	19.29	19.82	22.17	14.39	19.48	118.19	78.48	92.89	75.91	26.99	31.68	140.6	5.56	77.35
489.031	24.74	19.22	19.71	21.74	14.45	19.29	119.92	77.54	92.63	75.4	26.82	31.47	143.45	5.5	77.73
489.383	24.17	18.68	19.25	21.3	14.22	18.88	118.92	76.08	90.89	74.29	26.23	30.83	142.76	5.4	77.27
489.734	23.13	17.9	18.5	20.81	13.85	18.12	114.38	73.5	87.85	71.9	25.47	29.93	138.41	5.22	74.79
490.086	21.51	16.79	17.22	19.36	13.03	16.82	107.05	69.52	82.65	67.92	23.88	28.28	129.42	4.85	70.06
490.438	19.76	15.34	15.7	18.04	11.9	15.59	97.57	65.42	77.09	62.98	21.98	26.02	117.65	4.53	64.17
490.789	19.05	15	15.43	17.68	11.55	14.86	92.37	64.37	74.8	61.53	21.46	25.4	110.65	4.33	61.2
491.141	19.86	15.43	15.85	18.52	12.08	15.37	94.7	68.01	78.06	64.52	22.34	26.71	112.29	4.53	63.13
491.492	21.34	16.76	17.18	19.88	13.04	16.58	101.46	73.17	83.82	69.5	24.2	28.72	119.49	4.96	67.91
491.844	22.98	18.07	18.52	21.11	14.07	18.09	110.85	77.56	90.09	74.28	26.15	30.71	131.3	5.44	73.91
492.195	23.69	18.52	19.1	21.2	14.54	18.75	117.5	78.93	92.53	75.98	26.97	31.24	140.08	5.69	77.21
492.546	23.84	18.81	19.21	21.28	15.09	19.07	121.83	77.99	93.42	76.38	27.38	31.74	145.85	5.81	79.42
492.898	23.89	18.67	19.1	21.1	15.11	18.93	124.03	77.6	93.25	76.34	27.46	31.73	149.74	5.62	80.91
493.249	23.42	18.3	18.96	20.9	14.94	18.91	124.57	77	92.88	75.54	27.1	31.67	150.84	5.58	81.09
493.6	22.96	18.26	18.74	20.72	14.64	18.55	122.94	76.23	91.82	74.8	26.75	31.17	148.36	5.55	79.75
493.951	22.17	17.62	18.04	20.43	14.67	17.92	119.58	75.06	89.31	73.11	26.11	30.42	144.42	5.53	77.63
494.302	21.51	17.37	17.57	19.82	13.94	17.05	116.61	73.94	87.78	71.56	25.41	29.62	140.95	5.17	76.11
494.653	21	16.91	17.05	19.43	13.8	16.78	114.43	73.04	86.68	70.85	25.06	29.11	137.98	5.09	74.95
495.004	20.64	16.48	16.93	18.99	13.33	16.43	111.57	72.3	84.98	70.02	24.87	28.65	135.37	5.01	73.11
495.355	19.98	16.06	16.4	18.71	13.25	16.07	108.38	70.96	83.52	68.45	24.01	28.26	131.64	4.96	71.5
495.706	19.34	15.48	15.88	17.86	12.97	15.51	104.73	69.04	81.51	67.03	23.63	27.41	127.33	4.82	69.19
496.057	19.25	15.35	15.76	17.96	13.05	15.4	103.04	68.95	80.59	66.48	23.23	27.19	124.8	4.86	68.15
496.408	19.32	15.57	15.91	18.08	12.9	15.43	103.52	70.15	81.56	67.15	23.61	27.55	125.07	4.86	68.52
496.759	19.63	15.75	16.27	18.36	13.19	15.85	107.1	72.4	84.32	69.11	24.34	28.36	129.06	4.98	70.57
497.11	20.1	16.31	16.65	18.82	13.71	16.42	109.38	73.4	85.54	70.34	24.89	28.96	131.93	5.31	72.35
497.46	19.81	16.18	16.67	18.39	13.67	16.21	110.73	72.89	85.87	70.27	24.92	28.82	133.11	5.11	72.74
497.811	20	16.18	16.61	18.39	13.75	16.23	110.94	72.92	85.76	70.02	24.92	28.94	133.81	5.26	73.09
498.162	19.85	15.95	16.25	18.34	13.66	15.94	110.68	72.65	85.63	69.92	24.9	28.65	134.16	5.07	72.85
498.512	19.66	16.04	16.33	18.5	13.75	16.08	111.46	72.91	85.98	70.38	24.9	28.88	134.98	5.19	73.46
498.863	19.98	16.36	16.73	18.63	14.08	16.36	113.51	74.21	87.08	71.56	25.42	29.35	137.18	5.35	74.93
499.213	19.68	16.01	16.52	18.31	13.87	16.19	113.97	73.99	87.16	71.28	25.16	29.04	137.72	5.34	74.92
499.564	19.63	16.04	16.48	18.11	13.72	16.07	113.44	73.14	86.56	70.63	25.08	29.01	137.4	5.21	74.83
499.914	19.25	15.75	16.03	17.88	13.74	15.68	113.04	73.12	86.37	70.57	24.82	28.85	136.98	5.18	74.5
500.265	19.34	15.75	16.24	18.12	13.73	15.59	113.77	72.99	86.4	70.81	25.23	28.81	137.94	5.26	74.81
500.615	19.13	15.81	16.05	17.84	13.85	15.8	113.47	73.22	86.57	70.92	25.28	28.87	137.97	5.34	75.17
500.965	19.06	15.95	16.18	17.86	13.61	15.74	114.02	73.17	86.74	71.02	25.05	28.87	138.04	5.23	75.19
501.315	18.61	15.39	15.63	17.37	13.61	15.42	112.16	72.1	85.15	69.97	24.51	28.35	136.28	5	74.24
501.666	18.73	15.48	15.7	17.43	13.52	15.5	112.14	72.04	85.04	69.83	24.82	28.43	136.8	5.19	74.36
502.016	18.55	15.57	15.74	17.61	13.67	15.5	112.11	72.15	85.34	70.3	24.86	28.64	136.3	5.42	74.47
502.366	18.39	15.26	15.61	17.26	13.52	15.27	112.77	72.4	85.22	70.19	24.82	28.47	136.73	5.1	74.65
502.716	18.15	15.08	15.55	17.33	13.62	15.09	110.75	71.65	84.45	69.43	24.71	28.19	134.64	5.36	73.37
503.066	17.85	14.79	15.04	16.73	13.27	14.79	109.77	71.12	84.25	68.71	24.28	27.84	133.37	5.13	72.63
503.416	18.01	15.03	15.39	16.76	13.31	14.98	109.13	70.92	83.64	68.71	24.36	28.12	132.16	5.54	72.28
503.766	17.75	14.9	15.25	16.8	13.24	14.7	108.06	71.26	83.69	68.62	24.33	27.74	130.97	5.4	72.03
504.116	17.95	15.23	15.41	16.91	13.51	14.88	110.41	72.6	85.11	69.76	24.63	28.17	133.54	5.54	73.43
504.466	18.14	15.05	15.34	16.7	13.42	14.96	111.97	73.45	85.78	70.63	24.91	28.5	135.83	5.4	74.12
504.815	18.14	15.17	15.62	16.71	13.67	14.89	113.48	73.25	86.26	71.12	25.08	28.46	137.37	5.53	75.19
505.165	17.88	14.98	15.5	16.66	13.62	14.9	112.94	72.77	86.35	70.58	25.03	28.33	137.05	5.43	75.17
505.515	17.79	14.94	15.38	16.38	13.53	14.93	112.25	72.4	85.13	70.12	24.86	28.11	136.3	5.59	74.52
505.865	17.27	14.47	14.88	16.14	13.2	14.66	111.7	71.87	85.06	69.62	24.43	27.83	135.72	5.35	73.99
506.214	17.47	14.77	15.14	16.38	13.27	14.78	112.39	72.35	85.31	70.26	24.87	28.03	135.71	5.61	74.62
506.564	17.14	14.49	14.89	16.01	13.33	14.39	110.24	71.54	83.97	69.35	24.56	27.74	133.8	5.48	73.44
506.913	16.93	14.54	14.82	15.86	13.11	14.19	109.15	71.21	83.33	68.62	24.35	27.31	132.2	5.44	73
507.263	16.52	14.06	14.23	15.42	12.56	13.89	106.69	69.97	81.95	67	23.85	26.94	129.64	5.3	71.12
507.612	16.39	13.98	14.34	15.17	12.7	13.64	105.91	69.92	81.91	67.22	23.91	27.04	128.51	5.44	70.87
507.962	16.26	13.89	14.14	15.28	12.71	13.83	105.42	70.51	81.87	67.15	23.78	26.91	128.06	5.39	70.73
508.311	16.25	13.9	14.25	15.17	12.7	13.64	105.89	70.62	82.17	67.67	23.74	26.83	127.74	5.5	71.1
508.66	16.34	14	14.36	15.06	12.9	13.8	106.7	70.91	83.06	68.15	24.06	27.12	128.91	5.47	71.28
509.01	16.6	14.24	14.65	15.48	12.99	14.15	108.16	72.05	84.07	68.99	24.71	27.51	130.56	5.74	72.33
509.359	16.25	14.03	14.51	15.27	12.92	14.01	108.55	71.72	84.62	69.09	24.46	27.37	131.45	5.73	72.8
509.708	16.58	14.41	14.71	15.44	13.15	14.18	109.32	71.94	84.54	69.4	24.6	27.71	132.58	5.95	72.81
510.057	16.5	14.43	14.8	15.49	13.23	14.45	110.83	72.58	85.62	70.2	24.92	27.95	134.39	6.1	74.05
510.406	16.46	14.41	14.68	15.37	13.13	14.07	111.09	72.97	85.81	70.48	24.92	27.77	134.82	6.01	74.23
510.755	16.2	13.9	14.47	14.97	13.04	13.83	110.34	72.02	85.22	69.83	24.77	27.69	134.15	5.83	73.84
511.104	15.81	13.7	14.12	14.63	12.71	13.37	108.76	71.33	84.11	68.78	24.24	27.07	132.31	5.75	72.72
511.453	15.95	13.79	14.05	14.77	12.89	13.59	108.73	71.29	84.1	69.37	24.33	27.11	132.37	5.73	72.82
511.802	15.9	13.8	14.17	14.7	12.92	13.61	109.27	72.44	85.01	69.88	24.52	27.35	132.73	5.76	73.26
512.151	16.09	14.07	14.45	15.04	13.22	13.79	109.97	72.53	85.11	69.5	24.86	27.38	132.77	6.03	73.42
512.5	16.06	14.08	14.46	14.98	13.24	13.9	111.02	73.16	85.69	70.51	24.92	27.87	134.56	6.14	74.43
512.849	16.23	14.08	14.67	15.13	13.2	13.93	112.87	73.49	86.67	70.84	25.17	27.81	137.02	6.29	75.56
513.197	16.12	14.33	14.54	15.1	13.07	13.89	113.28	73.76	86.58	71.23	25.25	27.88	137.92	6.33	76.06
513.546	16.24	14.12	14.37	14.9	13.18	14	114.21	73.96	87.48	71.6	25.29	27.84	138.86	6.1	76.54
513.895	15.81	14.11	14.28	14.67	12.82	13.52	113.84	73.26	86.49	70.66	25.03	27.27	138.62	6.05	75.78
514.243	15.81	13.95	14.26	14.58	13.07	13.55	114.07	72.93	86.18	70.84	25.11	27.59	138.27	6.33	76.02
514.592	15.5	13.59	14.06	14.46	12.83	13.39	114.73	73.52	86.8	71.13	24.87	27.45	139.49	5.85	76.4
514.94	15.8	13.76	14.05	14.52	12.63	13.53	113.81	72.84	86.55	71.17	25.14	27.49	137.95	6.18	76.03
515.289	15.73	13.76	13.99	14.51	12.52	13.16	112.37	72.15	85.67	70.63	25.05	27.37	136.93	6.21	75.07
515.637	15.08	13.44	13.56	14.1	12.38	13.02	111.97	71.96	85.19	70.01	24.62	26.99	136.56	5.91	75.02
515.986	14.98	13.27	13.8	13.99	12.5	12.79	110.38	71.25	84.36	69.11	24.66	26.78	134.37	6.12	73.8
516.334	15.05	13.36	13.49	13.84	12.36	12.89	108.58	70.62	83.36	68.01	24.21	26.52	132.05	6.16	72.64
516.682	14.55	13.05	13.32	13.49	12.1	12.62	106.12	69.71	82.06	67.34	23.91	25.98	128.97	5.98	71.43
517.03	14.18	12.56	12.87	13.09	11.7	12.06	103.96	69.02	81	66.33	23.27	25.54	126.16	5.76	69.77
517.379	14.17	12.59	12.84	13.17	11.56	11.92	102.47	68.2	79.98	65.79	23.38	25.19	123.79	5.93	68.73
517.727	13.88	12.39	12.73	12.86	11.45	11.96	100.14	67.65	78.79	65.03	23.05	24.96	121.28	5.91	67.26
518.075	14.03	12.45	12.62	12.82	11.42	11.85	100.44	68.62	79.4	65.88	23.16	25.09	120.89	5.89	67.84
518.423	14.23	12.78	13.07	12.96	11.69	12.21	103.24	70.78	82.29	67.82	23.89	25.79	124.91	5.99	69.71
518.771	15.02	13.49	13.77	13.79	12.36	12.95	108.02	73.49	85.44	70.6	24.91	27.19	130.68	6.53	72.67
519.119	15.36	13.74	13.96	13.95	12.63	13.25	112.43	74.56	87.41	71.88	25.64	27.6	135.57	6.66	75.27
519.467	15.27	13.8	14.03	13.73	12.71	13.17	113.41	74.21	87.52	72.13	25.69	27.39	137.36	6.76	76.03
519.815	15.31	13.6	13.86	13.63	12.54	13.1	115.13	74.13	88	72.4	25.58	27.48	139.61	6.56	76.96
520.163	15.05	13.62	13.79	13.48	12.63	12.99	115.83	74.16	88.17	72.07	25.74	27.53	140.98	6.53	77.51
520.51	14.99	13.44	13.72	13.39	12.52	13.07	116.28	74.2	88.02	72.22	25.51	27.42	141.66	6.54	77.7
520.858	14.96	13.24	13.65	13.42	12.44	12.88	114.84	73.4	87.2	71.69	25.57	27	139.67	6.62	76.83
521.206	14.81	13.17	13.48	13.29	12.25	12.62	114.43	72.98	86.86	71.25	25.49	27	139.32	6.69	76.35
521.554	14.72	13.14	13.55	13.03	12.37	12.68	112.79	72.59	86.03	70.95	25.16	26.85	138.23	6.59	75.75
521.901	14.39	12.96	13.42	13.22	12.08	12.28	112.48	71.97	85.74	70.66	25.18	26.74	137.72	6.58	75.55
522.249	14.68	12.97	13.25	13.25	12.19	12.41	112.58	72.14	85.6	70.16	24.93	26.84	137.1	6.74	75.03
522.596	14.26	12.65	12.95	12.95	11.85	12.08	112.22	71.84	85.46	69.83	24.66	26.13	136.24	6.26	74.63
522.944	13.88	12.71	12.97	12.55	11.49	11.81	110.16	71.31	84.11	69.32	24.34	25.86	134.15	6.28	73.91
523.291	14.18	12.52	12.83	12.77	11.65	12.08	110.37	71.48	84.82	69.94	24.65	26	134.38	6.27	74.02
523.639	14.13	12.64	12.86	12.42	11.65	11.78	109.83	71.66	84.23	69.42	24.49	26.03	133.67	6.44	73.71
523.986	13.84	12.38	12.8	12.43	11.37	11.75	107.89	70.81	83.3	68.27	24.27	25.63	131.31	6.43	72.52
524.333	13.37	11.97	12.35	12.09	11.08	11.35	104.14	68.6	80.77	66.43	23.59	24.73	126.2	6.24	69.93
524.681	12.85	11.55	11.62	11.5	10.68	10.9	99.55	66.91	77.92	64.47	22.55	23.82	120.57	5.94	66.98
525.028	12.9	11.63	11.92	11.49	10.64	10.9	98.62	67.37	78.18	64.84	22.71	24.03	119.23	6.09	66.62
525.375	13.22	11.88	12.3	11.97	10.91	10.98	100.98	69.57	80.92	66.5	23.51	24.83	121.68	6.28	68.11
525.722	13.84	12.35	12.74	12.25	11.43	11.52	104.98	72.08	84.03	69.03	24.4	25.71	126.37	6.65	70.7
526.069	14.09	12.69	12.97	12.36	11.62	11.88	108.07	73.05	85.8	70.58	24.99	26.24	130.85	6.77	73.12
526.416	14.18	12.8	12.87	12.35	11.68	11.9	109.51	72.94	85.98	70.4	25.15	26.09	132.27	6.76	73.13
526.763	13.82	12.41	12.78	12.02	11.56	11.63	106.74	70.74	83.33	68.43	24.45	25.34	129.08	6.71	71.41
527.11	13.25	11.84	12.19	11.58	10.93	11.2	101.63	67.94	79.95	65.92	23.38	24.29	123.15	6.5	68.38
527.457	12.08	10.73	11.03	10.48	9.94	9.99	92.78	63.29	74.22	61.27	21.45	22.39	112.33	5.84	62.86
527.804	11.58	10.37	10.68	10.12	9.48	9.57	87.28	61.53	71.41	59.11	20.61	21.6	104.5	5.63	59.55
528.151	12.58	11.33	11.49	11.08	10.1	10.18	90.51	66.85	76.27	63.29	22.31	23.44	105.65	6.12	62.92
528.498	13.8	12.42	12.73	12.06	11.03	11.21	96.93	73.03	82.88	69.25	24.46	25.78	110.02	6.72	68.61
528.844	14.96	13.43	13.7	12.9	11.97	12.14	105.79	77.94	89.18	74.37	26.57	27.56	119.75	7.29	74.65
529.191	15.69	13.84	14.17	13.18	12.51	12.95	114.76	79.46	92.86	76.8	27.66	28.52	133.33	7.76	78.87
529.538	15.54	13.6	14.07	12.84	12.74	13	118.61	78.01	92.89	76.2	27.65	28.29	141.18	7.72	80.48
529.884	15.49	13.47	13.81	12.63	12.6	12.83	121.03	77.22	92.46	75.69	27.25	28.04	145.42	7.57	81.03
530.231	15.27	13.33	13.67	12.55	12.63	12.72	120.23	75.78	90.62	74.3	26.79	27.76	144.91	7.5	80.22
530.577	14.95	13.01	13.52	12.27	12.25	12.37	119.87	75.43	90.11	73.65	26.37	27.27	145.44	7.16	80
530.924	14.79	13.03	13.36	12.31	12.21	12.32	117.8	74.29	88.4	72.44	25.98	27.05	142.2	7.32	78.2
531.27	14.5	12.69	13.07	12.19	11.8	11.8	112.57	72.54	85.85	70.91	25.28	26.36	136.79	7.16	75.8
531.616	13.94	12.3	12.68	11.73	11.19	11.19	108.49	70.82	83.33	68.94	24.64	25.44	131.7	6.86	73.02
531.963	13.44	11.84	11.98	11.18	10.84	10.8	103.9	68.56	80.46	66.58	23.63	24.31	125.69	6.56	69.77
532.309	12.67	11.12	11.39	10.62	10.04	10.05	96.79	65.25	76.28	63.01	22.46	23.1	117.2	6.23	65.21
532.655	12.44	10.86	11.19	10.52	9.9	9.85	94.18	65.49	75.71	62.37	22.11	22.69	113.09	6.24	63.9
533.001	13.15	11.65	11.88	11.15	10.29	10.25	97.73	68.99	79.61	65.65	23.29	23.94	116.76	6.63	66.33
533.348	14.29	12.63	12.8	11.97	11.18	11.05	105.64	74.45	85.83	70.92	25.29	25.84	125.78	7.03	71.71
533.694	15.21	13.38	13.72	12.45	11.8	11.94	113.49	77.65	90.79	74.62	26.95	27.22	136.06	7.51	76.68
534.04	15.51	13.61	13.86	12.56	12.25	12.23	119.04	77.4	92.47	75.43	27.32	27.74	142.99	7.77	79.67
534.386	15.54	13.53	13.7	12.53	12.25	12.38	121.13	77.1	92.54	75.31	27.31	27.84	146.35	7.62	80.93
534.732	15.34	13.28	13.67	12.48	12.25	12.02	120.08	75.74	90.45	73.92	26.56	27.19	145.76	7.63	80.15
535.078	14.8	12.75	13.03	11.98	11.68	11.55	116.76	73.11	87.94	71.84	26.03	26.17	141.96	7.14	77.94
535.423	14.02	11.87	12.35	11.29	10.96	10.83	110.48	70.05	83.8	68.71	24.53	24.87	134.09	6.7	73.88
535.769	13.37	11.61	11.92	11.05	10.45	10.38	103.45	67.42	79.7	65.59	23.39	23.84	125.77	6.56	69.43
536.115	13.45	11.55	11.82	11.08	10.27	10	100.64	67.97	79.37	65.5	23.39	23.81	121.87	6.61	67.99
536.461	14.03	12.02	12.28	11.49	10.68	10.4	103.54	71.03	82.62	68.04	24.3	24.83	125.2	6.8	70.24
536.806	14.55	12.62	12.85	11.93	11.14	10.9	108.7	73.85	86.21	71.24	25.51	25.86	131.07	7.1	73.24
