"Wavelength_A__P_"	"Impatiens_glandulifera_A__Er_1"	"Impatiens_glandulifera_A__Lr_2"	"Impatiens_glandulifera_A__Lr_3"	"Impatiens_glandulifera_A__Lr_4"	"Impatiens_glandulifera_A__Er_5"	"Cirsium_arvense_A__P_1"	"Convolvulus_sepium_A__P_1"	"Convolvulus_sepium_A__P_2"	"Convolvulus_sepium_A__P_3"	"Convolvulus_sepium_A__P_4"	"Rubus_caesius_A__P_1"	"Rubus_caesius_A__P_2"	"Saponaria_officinalis_A__P_1"	"Trifolium_repens_A__P_1"	"Trifolium_repens_A__P_2"
733.154	80.3	53.11	53.57	72.32	27.23	24.37	107.83	67.74	81.59	66.03	31.65	34.43	140.66	24.74	79.43
733.471	83.03	54.71	56.08	74.13	29.72	26.58	111.02	68.42	83.7	70.01	32.47	35.85	147.39	25.23	82.57
733.788	79.79	52.32	54.52	71.72	28.21	25.97	106.96	67.33	80.23	68.51	32.27	36.59	140.72	25.88	80.01
734.105	84.13	55.13	56.41	75.22	28.95	26.65	113.49	70.59	85.49	72.61	33.49	36.74	148.73	26.72	83.48
734.422	79.9	52.41	54.78	72.82	28.63	24.71	112.61	69.47	82.68	68.7	33.06	35.61	146.25	24.49	83.28
734.739	81.44	54.62	55.08	75.24	29.6	25.91	111.48	70.44	82.2	70.17	33.32	35.51	145.03	25.43	82.13
735.056	80.22	53.97	52.32	70.98	28.31	23.81	111.68	68.14	81.61	69.65	32.18	35.17	144.32	25.28	80.31
735.372	83.33	55.67	55.39	73.36	30.18	24.76	111.73	69.92	84.62	68.23	32.45	37	147.17	25.63	82.16
735.689	82.3	54.69	53.64	72.48	28.57	21.44	111.99	69.59	84.26	69.14	31.85	35.33	149.33	22.7	82.29
736.006	79.65	50.03	51.61	69.02	24.7	21.3	108.64	64.08	79.62	64.15	30.1	32.69	141.55	21.8	75.9
736.322	84.26	56.08	55.55	74.08	30.66	26.65	112.37	70.7	84.13	72.43	35.06	38.82	149.38	26.89	83.03
736.639	81.55	53.45	55.52	73.57	30.16	28.23	110.98	70.81	83.38	70.56	34.38	37.31	148.56	26.13	82.17
736.955	77.69	50.71	50.88	70.44	26.86	24.43	107.93	65.9	78.22	64.13	30.17	34.88	141.06	24.34	78.78
737.272	78.17	51.31	52.07	70.66	27.23	20.88	106.81	68.29	79.8	66.22	31.56	33.46	143.96	23.79	81.38
737.588	82.59	52.85	53.26	73.47	28.78	25.16	110.9	69.65	82.79	67.49	33.07	36.03	147.64	24.57	82.96
737.904	83.52	54.04	54.97	74.31	29.99	27.09	116.25	70.21	84.46	72.34	32.73	36.52	150.41	26.62	83.53
738.221	80.96	53.26	55.56	72.86	30.97	28.21	109.07	65.96	81.22	69.15	33.6	37.27	138.79	27.24	80.77
738.537	83.23	52.77	55.06	71.49	27.97	25.18	111.49	67.89	80.94	69.23	30.66	35.78	147.47	25.53	82.82
738.853	82.62	54.47	56.05	75.2	30.5	27.46	114.25	70.37	83.96	70.31	34.2	36.87	146.9	26.63	85.27
739.169	82.98	55.02	58.9	76.25	30.95	26.21	115.84	69.8	84.29	70.02	33.9	36.69	152.94	26.76	85.3
739.485	81.61	54.91	54.68	70.84	28.15	26.17	111.53	68.8	82.22	69.76	32.37	35.78	146.95	25.34	82.07
739.801	80.95	50.89	53.55	70.4	27.46	23.22	109.26	67.5	79.46	67.39	32	33.95	145.81	23.14	80.27
740.117	86.01	55.32	56.42	76.21	30.14	26	118.36	72.39	89.83	72.31	34.12	37.21	155.01	25.33	85.04
740.433	85.27	57.35	56.41	75.43	32.71	28.38	116.27	70.59	86.9	71.95	34.41	37.6	151.66	29.42	86.48
740.749	82.42	55.85	55.24	73.78	28.19	27.72	110.79	68.31	83.99	69.75	33.67	36.55	147.43	27.42	83.43
741.064	87.5	57.92	58.11	77.61	31.35	27	116.72	71.8	86.96	71.91	36.51	37.62	155.53	28.38	87.7
741.38	81.33	55.15	55.43	71.94	32.03	27.5	109.38	68.99	81.3	67.53	33.9	37.46	143.73	27.75	82.8
741.696	85.97	54.44	56.31	76.46	29.66	25.43	114.7	69.67	86.17	71.84	34.51	35.14	154.03	26.77	84.16
742.012	83.68	55.25	58.47	76.26	30.29	27.12	114.11	71.91	86.65	71.95	35.25	39.86	149.5	28.73	83.95
742.327	83.81	56.52	54.47	74.63	30.43	28.88	113.37	68.65	84.97	70.45	35.89	36.71	146.74	25.97	81.48
742.643	85.06	54.07	55.55	75	29.43	25.95	114.88	70.94	86.95	71.32	35.63	37.54	151.96	26.77	82.52
742.958	81.4	53.07	55.06	73.07	28.67	24.62	113.86	69.45	83.42	68.4	31.42	36.06	148.15	25.91	83.49
743.274	82.92	52.03	55.82	75.27	29.74	25.23	114.66	74	86.94	70.24	29.92	34.94	152.64	25.85	80.36
743.589	80.03	53.61	54.55	72.3	31.22	24.4	109.78	67.36	82.76	71.32	33.92	36.29	144.66	26.63	81.38
743.904	80.47	52.18	52.57	70.94	28.36	22.29	108.87	68.04	81.12	68.37	31.95	33.46	146.29	23.13	83.11
744.219	77.95	51.63	51.61	69.35	28.66	26.09	104.95	65.41	79.29	65.49	31.96	33.2	141.14	24.13	78.08
744.535	74.72	50.79	52.32	68.04	26.51	25.4	103.1	67.17	77.7	66.65	31.44	34.37	137.95	24.85	78.37
744.85	82.3	54.26	55.72	73.79	31.47	28.59	109.1	69.12	82.66	68.42	35.22	35.9	141.47	27.73	79.97
745.165	83.47	55.27	54.57	73.64	31.61	25.99	111.39	70.65	83.41	71.76	33.66	38.76	145.5	27.55	82.55
745.48	75.8	50.25	49.12	69.43	27.43	22.26	105.42	63.68	77.95	64.77	29.79	34.36	137.81	23.16	76.09
745.795	81.77	54.85	55.54	72.13	27.46	29.38	113.8	68.52	82.32	69.17	32.48	36.76	147.02	26.56	83.19
746.11	80.89	53.46	56.18	72.62	30.88	24.79	109.1	68.82	83.09	68.46	33.07	35.93	148.9	25.01	83.15
746.425	81.61	50.59	52.81	69.06	25.67	21.91	110.94	68.54	79.56	68.07	30.76	32.4	148.3	22.47	79.26
746.74	81.74	53.31	54.95	72.17	27.8	23.43	111.42	68.55	82.7	70.88	31.03	36.29	151.13	24.51	84.07
747.055	75.48	48.4	51.06	67.64	25.78	22.22	104.34	65.7	75.26	62.62	27.32	32.32	137.71	23.8	76.03
747.369	77.56	51.18	53.35	69.18	29.26	24.12	106.69	67.07	82.07	64.9	32.55	31.33	141.09	24.85	78.99
747.684	77.69	53.22	52.11	69.29	27.5	25.59	106.41	65.94	80.01	67.79	30.29	36.18	136.21	25.66	77.9
747.999	77.74	49.87	50.7	69.18	25.81	22.94	106.85	67.52	77.73	64.29	29.17	32.51	141.66	22.72	76.71
748.313	82.94	54.25	54.38	76.48	31.23	26.76	108.66	69.22	85.26	69.49	35.3	36.65	145.87	26.3	83.28
748.628	81.53	56.1	56.88	74.13	29.6	25.63	111.28	68.53	82.64	67.54	33.49	37.04	146.05	23.87	82.88
748.942	77.39	51.13	51.53	68.37	28.13	24.93	105.51	66	80.71	67.26	30.71	36.32	137.9	22.71	75.04
749.257	80.75	48.8	51.7	69.6	28.48	20.78	109.59	69.03	80.54	66.8	30.06	31.43	142.53	21.59	78.26
749.571	84.22	54.19	54.53	74.97	28.93	23.83	113.63	68.99	82.33	70.12	32.73	33.63	148.03	25.84	84.33
749.885	80.73	51.26	51.49	71.93	26.97	22.21	106.6	66.06	83.26	67.64	31.19	33.89	143.91	23.57	81.01
750.2	81.23	51.44	51.23	71.19	26.15	23.37	108.9	68.07	80.04	67.4	29.6	34.07	140.37	24.06	80.52
750.514	83.95	54.3	56.72	74.86	25.9	23.85	114.09	70.93	84.86	70.37	31.87	35.35	150.57	23.3	83.95
750.828	80	51.11	52.72	70.87	29.55	24.73	105.73	67.82	79.84	66.35	32	33.69	141.98	24.17	75.76
751.142	84.35	53.59	54.1	75.95	28.58	23.98	118.5	68.6	85.35	69.29	33.51	33.78	148.92	23.28	82.67
751.456	84.24	54.43	55.94	75.84	29.99	25.21	113.86	69.5	84.72	70.18	35.62	36.79	150.1	26.08	82.38
751.77	82.3	55.54	54.69	71.94	30.28	25.11	108.59	67.74	83.33	68.18	33.56	37.62	140.39	25.23	80.4
752.084	83.08	56.93	54.52	74.37	28.7	26.41	114.71	69.19	85.07	71.8	34.22	34.17	147.96	26.74	85.39
752.398	84.15	53.14	56.54	75.62	26.37	25.14	113.51	69.12	86.13	70	30.94	33.32	149.26	23.54	82.58
752.712	79.9	53.11	55.83	75.86	28.77	24.51	109.8	69.87	82.24	67.22	33.55	34.86	143.87	23.58	80.84
753.026	75.94	47.23	49.66	70.2	25	24.35	103.84	64.31	80.51	64.19	30.75	31.93	138.06	21.88	76.99
753.34	81.98	52.49	53.05	71.69	26.76	26.37	106.04	67.22	83.08	67.84	31.42	34.09	141.99	24.88	81.77
753.653	81.42	54.27	52.58	72.54	28.32	25.31	105.02	70.05	83.28	69.4	31.61	36.19	141.75	26.48	79.96
753.967	78.81	52.2	52.32	67.69	25.8	23.84	103.12	65.35	80.95	62.6	29.82	32.82	140.7	24.43	77.4
754.281	81.6	53.01	53.43	71.88	27.63	26.3	107.08	67.1	80.61	65.59	31.93	33.9	141.19	24.59	80.91
754.594	82.69	51.6	56.87	73.38	31.39	27.71	109.95	67.65	80.04	66.67	36.19	35.26	142.71	24.82	82.63
754.908	83.98	51.08	53.65	71.98	27.75	22.63	112.35	68.51	83.38	66.53	29.23	33.45	147.45	23.91	81.69
755.221	81.64	54.23	52.8	74.26	28.38	22.74	109.97	68.35	83.01	70.88	31.2	34.3	145.06	24.37	78.72
755.535	87.7	56.93	56.17	75.52	30.92	25.74	115.9	68.17	87.15	70.17	33.04	34.71	149.15	23.59	84.34
755.848	81.75	55.42	52.87	73.45	27.3	26.23	110.9	68.05	84.31	68.75	30.65	32.5	147.09	23.95	81.61
756.161	79.48	53.93	54.12	71.15	29.63	24.94	107.09	69.77	80.33	66.83	32.47	36.51	142.4	26.79	79.99
756.474	86	58	58.06	76.86	31	27.15	114.22	74.92	87.46	72.15	33.25	38.14	149.06	26.61	84.53
756.788	81.66	53.5	54.93	75.03	28.12	27.78	111.44	69.05	83.54	69.09	34.72	37.77	145.3	27.31	82.58
757.101	79.87	50.43	49.94	69.58	25.58	21.13	105.73	64.02	77.91	67.93	29.2	34.78	137.1	21.93	76.75
757.414	78.56	50.63	50.22	68.11	26.55	25.25	104.35	63.57	77.43	64.98	28.94	32.38	139.45	21.93	76.66
757.727	79.63	49.71	52	70.2	24.22	24.77	106.44	66.04	77.86	65.95	30.19	31.96	141.37	23.29	77.7
758.04	88.07	56.79	60.16	77.7	32.38	29.13	116.22	70.98	90.29	75.88	33.99	38.37	152.78	26.97	86
758.353	82.99	55.67	54.38	74.63	27.21	24.42	114.61	68.5	84.04	70.53	31.59	34.65	151.67	23.68	80.2
758.666	83.76	53.59	56.1	77.78	28.58	24.1	113.64	72.33	84.76	68.61	32.15	37.8	151.21	24.52	84.1
758.978	83.66	52.72	53.16	75.31	26.88	22.1	114.49	67.98	83.47	68.15	29.48	34.84	150.77	22.74	81.27
759.291	78.72	52.56	52.47	70.86	27.21	26.08	107.22	68.48	81.23	66.99	31.82	34.84	141.25	23.69	79.23
759.604	79.6	51.81	52.13	72.65	26.89	22.29	108.31	64.53	80.49	64.19	29.61	33.14	143.38	22.12	79.14
759.917	80.83	51.69	51.77	73.23	25.45	22.84	109.71	64.86	78.09	65.51	30.78	33.06	145.94	23.23	77.97
760.229	89.55	56.19	57.74	78.63	28.6	26.36	116.94	73.1	88.24	72.9	34.16	34.98	150.02	26.58	86.21
760.542	79.29	51.23	52.81	71.25	28.36	21.64	112.44	65.91	82.64	69.8	33.04	33.76	145.53	23.93	83.19
760.854	82.95	55.02	54.42	73.56	28.09	23.48	110.19	67.61	81.75	70.07	32.57	34.72	145.63	26.6	81.66
761.167	81.68	50.76	55.21	70.91	28.97	22.97	110.27	68.74	79.95	66.24	30.86	35.07	143.15	24.72	78.71
761.479	79.65	51.44	55.02	71.21	28.18	22.31	106.27	67.89	79.51	65.6	31.57	36.04	138.5	26.63	79.62
761.791	82.82	51.91	52.66	74.29	26.32	22.76	111.79	69.28	79.8	67.34	30.4	33.83	146.11	23.87	82.86
762.104	78.89	51.39	53.53	71.54	26.41	22.71	106.76	65.36	78.65	66.62	30.46	33.81	140.53	21.02	77.67
762.416	78.35	48.55	49.99	69.12	27.09	24.56	100.44	64.42	76.59	65.02	32.01	35.49	133.88	24.79	74.09
762.728	80.02	51.94	52.34	69.97	27.7	23.14	105.13	66.37	78.01	65.61	33.04	35.91	137.05	24.72	76.29
763.04	78.57	51.37	52.58	70.47	29.51	24.79	103.78	65.1	77.3	64.74	33.06	34.81	133.32	26.35	77.15
763.352	81.35	52.99	52.2	73.25	28	23.15	105.69	65.99	78.94	64.73	31.68	33.99	140.08	24.82	79.51
763.664	86.37	54.48	55.83	76.04	29.93	25.67	112.51	68.44	82.08	69.06	34.05	37.16	148.1	27.62	85.26
763.976	88.68	56.8	58.87	80.17	30.55	26.81	118.15	71.82	86.25	72.37	36.13	39.4	153.73	28.28	88.35
764.288	89.35	58.68	58.35	81.19	29.6	27.64	122.2	73.52	89.16	74.19	35.84	38.88	158.78	27.47	90.31
764.6	88.67	57.25	60.19	80.82	29.64	24.69	122.33	73.07	89.03	72.84	35.47	39.7	158.24	25.86	88.59
764.912	84.69	56.28	56.31	76.34	28.97	24.6	112.84	69.18	83.1	69.19	34.61	36.22	148.11	26.34	85.32
765.224	88.19	56.51	57.9	77.43	30.29	25.21	118	72.67	86.87	74.12	33.87	35.22	155.97	25.37	85.43
765.536	84.83	56.77	56.05	75.84	29.76	27.31	115.53	71.46	86.19	70.94	34.12	37.94	149.11	26.73	86.03
765.847	86.35	56.86	56.09	76.58	32.8	26.78	114.38	71.98	85.07	72.82	35.72	39.8	151.09	24.97	86.13
766.159	90.41	59.08	59.95	81.77	29.4	25.72	121.12	75.57	90.16	74.27	32.96	37.21	157.7	23.14	88.02
766.47	82.34	50.9	51.94	72.64	26.39	21.66	110.46	64.68	80.71	65.55	27.25	30.98	144.21	19.21	79.16
766.782	86.08	57.43	58.44	77	31.23	26.24	114.35	71.3	85.69	71.49	36.34	40.07	152.55	26.29	86.65
767.093	85.91	54.18	54.19	73.84	27.43	23.84	110.79	70.31	81.59	66.25	32.71	36.8	144.11	25.52	80.33
767.405	84.28	56.97	55.89	78.61	32.35	27.88	112.09	71.96	85.17	71.65	37.45	42.63	147.11	28.03	86.2
767.716	82.26	55.18	54.55	73.6	27.3	24.61	107.53	69.96	83.11	69.75	34.18	37.88	140.15	26.84	79.44
768.027	77.88	52.59	50.76	68.62	27.96	25.03	103.07	65.42	79.62	64.98	30.26	34.74	135.07	24.57	78.31
768.339	82.11	57.33	55.9	73.17	31.12	29	107.29	69.29	84.15	67.69	37.24	39.17	140.59	28.13	79.77
768.65	80.03	52.91	52.01	69.95	28.03	25.73	105.06	66.48	79.67	67.38	33.79	36.9	137.12	27.62	77.65
768.961	82.03	55.32	54.9	70.13	29.17	25.12	109.11	71.41	80.41	67.11	32.11	37.61	140.18	25.53	78.08
769.272	78.97	50.99	54.03	69.86	30.84	24.52	104.96	68.9	81.76	66.84	32.67	33.71	136.11	24.56	77.5
769.583	83.93	55.62	53.32	74.46	30.38	25.67	111.48	70.52	83.58	69.44	34.92	38.82	145.18	25.27	79.44
769.894	82.59	55.27	53.68	73.86	29.27	28.7	107.5	69.42	86.21	67.68	33.81	38.32	144.57	26.42	80.04
770.205	84.46	52.38	54.47	76.61	27.22	24.22	110.56	70.07	86.45	70.17	30.35	35	144.18	20.34	80.75
770.516	80.92	50.55	50	73.54	26.28	24.39	108.59	68.49	83.22	67.27	31.47	34.64	143.42	22.48	79.03
770.827	77.59	51.28	51.38	68.98	27.84	25.7	101.7	64.79	76.28	63.51	31.78	34.98	132.98	21.51	75.06
771.137	79.03	55.17	56.9	72.84	28.34	27.4	106.63	67.74	79.21	68.02	33.58	39.39	137.79	27.98	76.78
771.448	76.7	50.38	49.98	69.02	26.53	25.05	101.29	64.61	78.3	63	31.58	30.58	134.73	21.14	75.52
771.759	73.66	50.38	52.17	67.06	26.04	17.49	99.24	62.23	76.15	63.44	27.19	33.57	134.6	19.9	74.27
772.069	71.08	48.14	46.38	66.12	23.24	18.48	98.86	65.6	75.4	61.22	25.86	27.97	134.91	17.57	73.29
772.38	74.59	49.08	49.09	69.07	23.62	18.22	103.69	62.4	77.77	63.84	24.49	27.86	143.78	18.45	76.07
772.691	75.41	49.93	52.21	66.89	29.98	27.88	97.9	64.73	78.55	64.22	32.59	36.85	126.82	25.36	74.2
773.001	82.22	53.99	54.36	71.21	28.91	25.29	107.03	69.43	80.91	64.58	33.44	36.46	137.2	22.42	80.22
773.311	79.83	49.67	45.5	67.7	19.18	17.92	106.73	65.47	80.14	64.96	24.37	31.23	148.4	11.92	78.41
773.622	84.66	55.04	55.39	77.51	29.61	25.73	114.84	74.13	80.23	71.45	32.99	38.67	148.61	23.82	83.33
773.932	86.12	54.27	57.4	75.47	30.57	24.88	114.71	68.91	84.8	72.56	35.59	37.98	147.55	24.04	80.46
774.242	80.01	54.67	54.34	71.49	28.61	25.55	106.26	68.46	80.62	67.45	31.15	36.05	140.86	21.05	79.95
774.552	76.98	45.22	50.53	67.69	20.37	21.36	103.49	65.79	79.59	62.78	29.77	29.93	138.32	22.31	73.82
774.863	80.95	47.56	52.09	68.31	25.39	23.72	111.27	70.88	82.64	65.42	30.01	31.99	150.65	23.95	81.07
775.173	79.39	51.99	51.86	70.11	28.77	23.45	105.68	64.33	78.81	65.18	30.34	30.53	137.8	19.98	76.82
775.483	73.48	49.74	48.85	68.46	23.37	20.46	102.23	61.3	76.81	62.58	30.09	33.79	128.35	22.41	73.79
775.793	76.95	51.92	50.26	71.03	23.68	22.93	106.49	73.25	78.57	63.85	29.51	32.25	142.4	21.34	81.32
776.103	82.83	60.74	54.74	72.13	25.04	29.93	111.47	73.85	85.69	70.62	32.79	36.07	148.55	24.46	81.41
776.412	79.99	49.13	54.75	70.8	26.44	21.24	110.22	70.15	82.73	68.7	30.07	35.25	145.81	22.47	78.25
776.722	78.69	54.81	53.31	73.08	23.58	20.29	111.39	68.65	86.48	66.25	29.23	35.5	142.52	23	76.37
777.032	72.18	48.27	46.85	64.13	21.82	20.04	100.02	62.37	74.89	65.13	27.36	28.27	132.73	18.28	72.31
777.342	75.32	49.84	49.63	65.64	25.02	23.88	99.76	67.02	75.73	65.73	29.98	34.22	131.18	21.67	73.91
777.651	75.42	47.02	47.81	69.35	22.52	23.04	100.06	67.19	75.48	59.6	29.14	31.26	130.68	19.02	72.04
777.961	78.06	52.61	52.77	71.42	29.61	25.52	99.39	68.43	80.47	68.33	33.72	36.51	136.08	27.79	77.54
778.271	76.44	49.09	52.39	67.88	28.19	24.38	101.22	64.55	77.16	62.65	32.07	37.18	134.49	22.99	74.79
778.58	81.61	57.09	55.53	73.05	31.43	28.81	102.68	71.18	84.66	69.26	33.54	36.41	134.36	24.93	78.94
778.89	79.22	51.39	52.08	72.18	29.45	28.18	102.51	63.85	81.42	66.67	35.59	39.4	138.33	25.88	76.92
779.199	80.51	57.79	57.08	75.45	30.46	27.44	110.22	75.55	87.48	73.1	38.3	41.04	142.62	28.72	82.34
779.508	78.27	49.77	49.62	73.29	22.3	21.23	107.09	62.97	81.89	65.29	30.98	28.2	139.98	19.18	79.3
779.818	76.75	48.64	49.69	68.7	26.19	24.9	100.32	63.84	77.78	63.27	31.18	35.06	129.99	25.3	73.71
780.127	73.2	49.89	48.06	65.87	29.59	24.9	100.28	63.33	80.83	63.42	35.47	33.91	127.67	20.26	75.85
780.436	79.87	55.24	53.14	71.96	30.07	25.56	104.28	68.9	83.57	71.64	32.89	33.52	136.36	23.26	79.73
780.745	76.46	52.97	49.81	68.39	28.78	24.9	101.05	66.52	80.86	66.78	34.5	36.91	132.31	25.41	70.96
781.054	74.99	45.1	48.22	66.3	27.85	24.99	96.12	62.89	77.22	62.45	30.58	31.18	129.96	22.47	69.21
781.363	77.17	53.65	50.27	71.26	32.64	27.15	103.38	68.94	81.29	66.53	34.97	36.58	136.49	26.95	79.48
781.672	76.76	50.27	50.42	72.1	32.2	26.85	97.36	64.9	77.1	65.21	35.07	36.89	129.88	25.7	74.44
781.981	74.2	47.53	51.97	72.69	22.79	19.86	106.28	65.84	77.43	66.12	31.09	32.36	141.44	19.9	75.46
782.29	79.99	44.7	51.04	66.85	25.51	19.91	99.21	63.44	75.4	62.26	30.18	34.53	135.53	23.9	70.14
782.599	79.98	55.97	57.26	72.42	31.67	29.65	106.09	70.26	80.91	66.63	34.56	33.54	142.61	25.3	82.43
782.908	86.74	58.65	59.97	81.62	37.13	31.89	112.99	73.17	85.56	75.47	38.83	43.82	143.11	29.99	86.67
783.216	83.14	55.8	52.98	74.01	31.32	29.34	109.27	72.53	80.8	69.55	35.94	36.51	137.32	27.33	81.5
783.525	75.29	46.53	51.61	69.96	26.18	27.01	99.14	67.09	75.51	64.69	33.39	35.89	130.55	23.71	72.31
783.833	71.72	47.91	45.03	62.95	19.17	22.86	92.95	61.57	70.78	60.72	25.37	25.48	124.69	18.19	70.03
784.142	82.29	46.9	50.81	72.12	25.14	17.92	101.36	65.83	78.94	67.08	29.13	33.59	132.64	20.9	77.71
784.451	80.49	49.01	49.97	69.07	22.48	21.09	102.08	63.33	76.34	66.56	33.1	31.68	140.82	18.08	71.38
784.759	82.76	55.04	52.35	75.9	29.18	26.62	110.26	73.16	84.67	70.33	36.14	38.64	145.34	23.19	81.66
785.067	77.18	47.2	45.89	68.32	23.46	18.52	101.59	65.81	79.59	61.41	27.72	34.75	138.22	16.76	75.54
785.376	78.34	50.69	50.31	69.25	26.31	23.12	104.51	65.68	80.17	68.17	32.44	31.21	144.75	20.51	75.5
785.684	80.25	52.23	56.46	77.34	29.64	23.45	113.57	74.02	84.55	71.06	34.05	38.79	146.68	23.27	77.93
785.992	83.12	53.18	55.66	72.54	22.4	22.3	111	73.7	86.34	70.27	31.77	35.27	147.16	22.38	84.88
786.3	84.52	53.79	53.68	74.91	27.3	27.12	109.46	77.04	83.34	71.04	33.81	39.57	144.85	25.12	80.13
786.608	81.16	51.47	49.49	70.55	23.5	22.81	107.66	68.8	80.05	66.29	32.49	35.71	140.16	23.98	72.68
786.917	82.71	48.33	54.01	68.17	24.81	23.1	104.36	70.54	84.35	67.18	28.95	33.8	141	23.29	76.32
787.225	74.09	48.99	48.68	70.4	24.84	20.69	106.42	67.79	81.23	63.79	29.33	30.56	146.34	19.5	74.62
787.532	71.3	47.64	47.16	66.88	20.01	18.38	100.75	57.47	68.97	57.85	25.45	32.12	124.61	19.24	63.97
787.84	78.54	51.64	52.15	68.9	24.15	21.02	105.64	60.99	72.64	59.94	25.5	29.15	133.16	16.09	75.77
788.148	79.91	44.86	46.64	70.61	24.36	21.79	98.51	62.09	75.44	61.6	27.55	31.58	133.51	19.6	72.71
788.456	83.46	54.52	57.61	69.04	29.8	29.87	105.32	70.53	85.58	70.73	38.35	36.13	141.83	26.17	80.67
788.764	85.45	58.05	62.45	77.9	33.89	29.7	111.79	80.17	91.06	76.03	41	44.23	148.34	32.13	85.81
789.071	83.22	57.94	52.56	75.62	29.87	27.61	109.13	70.5	83.74	70.55	38.67	36.03	149.79	25.21	80.51
789.379	80.74	54.69	49.51	71.8	23.6	18.2	106.4	71.28	77.61	64.32	29.33	36.72	144.97	21.77	74.46
789.687	85.6	54.04	56.8	76.48	32.5	26.69	110.74	71.57	84.65	70.12	33.28	32.7	147.84	28.34	80.57
789.994	83.45	52.81	52.58	70.67	26.57	20.91	107.23	71.03	83.38	68.52	31.91	34.25	139.32	22.28	77.59
790.302	86.62	55.17	55.68	77.23	28.1	25.08	115.11	65.59	85.03	75.49	31.89	34.29	152.15	21.8	80.37
790.609	77.59	52.33	50.4	73.08	31.72	21.48	101.02	65.25	82.33	65.76	30.94	35.11	139.6	24.86	74.46
790.917	77.99	45.12	48.03	67.75	22.02	22.1	104.3	64.75	77.34	65.08	27.97	31.92	129.07	23.03	77.53
791.224	71.63	50.71	47.15	64.07	28.17	26	94.11	62.68	75.23	65.91	31.46	32.27	122.84	24.27	70.64
791.531	76.12	49.54	46.89	69.1	21.79	19.31	100.37	64.34	76.86	62.7	28.48	28.33	141.01	17.25	71.87
791.838	77.05	55.67	53.54	67.31	26.6	25.2	105.83	71.07	80.36	67.79	34.11	38.07	141.17	27.33	81.75
792.145	76.64	53.18	45.74	70.18	27.64	27.31	103.75	64.04	74.33	67.8	32.78	40.22	138.93	22.71	71.77
792.453	89.5	57.51	60.39	74.48	33.85	38.92	111.24	74.85	86.75	76.5	40.03	41.17	144.32	32.16	83.74
792.76	80.09	52.9	53.49	71.88	23.78	23.75	107.71	62.82	78.56	64.6	28.49	32.58	135.55	17.72	74.84
793.067	82.6	49.8	51.72	69.53	27.1	25.72	102.95	68.77	75.15	68.79	33.46	35.16	127.97	22.74	73.51
793.374	78.26	45.85	51.68	68.33	19.61	21.75	103.16	68.46	80.49	63.24	29.95	27.97	137.99	15.52	74.78
793.68	69.75	49.65	49.25	67.66	24.38	23.29	96.98	64.2	75.76	60.35	32.42	33.82	125.32	23.07	70.68
793.987	77.68	53.38	51.94	71.2	29.44	26.13	103.89	68.82	79.02	66.44	35.16	37.85	133.02	27.41	76.12
794.294	68.54	42.77	44.58	58.66	20.05	21.66	91.66	55.78	67.77	56.8	22.7	28.51	118.21	16.34	62.38
794.601	70.37	51.14	42.02	63.47	21.06	23.75	91.41	62.34	69.14	55.87	23.38	29.31	122.61	21.5	66.94
794.907	75.33	47.3	54.63	68.34	21.28	22.55	108.61	64.84	78.13	67.17	28.85	32.04	139.57	20.12	77.62
795.214	78.86	46.23	56.72	69.36	37.16	27.22	104.7	65.52	79.59	65.67	32.5	34.91	138.52	24.32	74.23
795.521	75.48	50.07	50.97	67.2	22.74	21.66	97.69	60.94	68.86	64.63	27.53	29.9	129.37	18.71	68.97
795.827	83.95	54.83	53.14	70.37	30.28	28	102.97	67.92	79.53	70.86	35.78	38.92	131.54	26.73	77.02
796.134	79.34	55.23	58.15	72.64	29.1	27.44	111.58	73.52	83.13	72.49	33.75	38.8	145.45	21.95	80.62
796.44	79.14	50.68	49.3	71.46	27.05	26.04	105.62	69.77	80.35	64.63	32.9	36.12	138.42	25.64	75.99
796.746	78.3	51.35	46.48	68.77	23.93	22.26	105	61.55	79.78	64.76	32.29	37.21	138.44	20.9	74.85
797.053	82.49	57.57	53.24	71.58	26.46	27.63	104.49	67.11	82.99	72.33	36.22	35.68	143.5	24.76	76.24
797.359	91.16	58.16	59.65	77.07	30.1	30.5	115.5	72.26	86.37	75.66	37.53	41.11	154.42	28.14	86.2
797.665	88.38	54.08	52.83	75.93	27.03	22.26	116.46	71.38	87.68	72.61	30.32	35.57	157.91	21.13	81.01
797.971	80.96	50.77	50.65	73.58	30.42	28.38	102.06	68.47	82.25	66.88	32.92	39.2	133.98	25.31	77.61
798.277	72.97	45.91	48.63	65.22	21.84	23.06	91.75	59.28	70.83	60.72	31.31	33.05	128.28	20.02	68.69
798.583	79.83	52.91	50.61	70.13	27.33	23.57	106.46	68.62	77.66	64.55	27.56	34.74	140.27	21.52	75.44
798.889	85.43	53.34	60.3	80.01	28.97	26.5	110.81	70.91	84.31	70.77	31.8	35.47	150.45	21.08	84.59
799.195	71.54	43.11	42.4	64.62	23.89	19.53	97.18	58.98	72.38	60.32	28.14	30.46	129.62	20.33	65.91
799.501	83.77	51.26	57.94	72.02	33.77	32.58	100.2	72.71	84.35	66.78	38.98	38.48	130.1	25.03	77.98
