"Campanula_persicifolia_I__P_1"	"Campanula_persicifolia_I__P_2"	"Convolvulus_sepium_I__Pr_1"	"Convolvulus_sepium_I__P_2"	"Convolvulus_sepium_I__Pr_3"	"Convolvulus_sepium_I__P_4"	"Helminthia_echioides_I__P_1"	"Helminthia_echioides_I__P_2"	"Mentha_suaveolens_I__P_1"	"Mentha_suaveolens_I__P_2"	"Mentha_suaveolens_I__P_3"	"Mentha_suaveolens_I__P_4"	"Filipendula_ulmaria_I__P_1"	"Filipendula_ulmaria_I__P_2"	"Filipendula_ulmaria_I__P_3"	"Filipendula_ulmaria_I__P_4"	"Spiraea_japonica_I__P_1"	"Spiraea_japonica_I__P_2"	"Spiraea_japonica_I__P_3"	"Spiraea_japonica_I__P_4"	"Anthriscus_sylvestris_I__P_1"	"Anthriscus_sylvestris_I__P_2"	"Anthriscus_sylvestris_I__P_3"	"Anthriscus_sylvestris_I__P_4"	"Anthriscus_sylvestris_I__P_5"	"Impatiens_glandulifera_I__Lr_1"	"Impatiens_glandulifera_I__Er_2"	"Impatiens_glandulifera_I__Lr_3"	"Impatiens_glandulifera_I__Er_4"	"Impatiens_glandulifera_I__Lb_5"	"Impatiens_glandulifera_I__Eb_6"	"Eupatorium_cannabinum_I__P_1"	"Eupatorium_cannabinum_I__P_2"	"Geranium_robertianum_I__P_1"	"Geranium_robertianum_I__P_2"	"Geranium_robertianum_I__P_3"	"Geranium_robertianum_I__P_4"	"Hypericum_perforatum_I__P_1"	"Hypericum_perforatum_I__P_2"	"Lotus_corniculatus_I__P_1"	"Lotus_corniculatus_I__P_2"	"Lotus_corniculatus_I__P_3"	"Reynoutria_japonica_I__P_1"	"Reynoutria_japonica_I__P_2"	"Buddleja_davidii_I__P_1"	"Buddleja_davidii_I__P_2"
49.38	47.83	54.45	65.27	55.45	59.82	36.34	41.4	7.4	12.38	44.69	30.48	47.44	75.26	40.05	72.86	40.53	47	61.23	54.64	81.59	16.14	6.88	126.82	19.48	27.59	63.26	55.22	37.23	57.72	86.08	44.08	43.06	37.31	63.64	3.58	115.47	62.62	81.1	53.11	17.42	59.93	60.69	70.43	66.03	41.26
50.74	45.64	54.06	62.01	55.6	58.3	36.94	43.15	10.67	12.38	45.69	28.13	48.45	70.87	37.86	69	40.28	43.94	61.45	53.86	82.41	17.23	11.64	125.67	21.17	30.57	63.44	55.45	38.03	59.2	82.14	41.23	40.37	40.85	66.58	5.45	111.76	63.67	78	52.97	17.97	55.14	60.25	70.17	69.89	37.41
51.51	47.92	51.63	63.42	54.15	56.41	38.84	40.51	10.92	11.56	46.14	28.16	52.94	75.8	39.7	72.96	44.32	42.71	59.57	58.63	83.07	14.88	10.61	126.87	22.14	28.7	60.96	53.29	37.79	56.25	83.43	44.39	42.41	42.07	67.78	6.69	113.86	63.46	78.8	53.53	17.48	58.81	60.83	68.48	68.76	36.36
53.67	49.21	56.69	63.84	58.03	61.34	39.37	41.57	17.77	15.34	49.07	31	55.85	75.81	44.07	72.24	45.08	47.15	59.73	54.01	83.78	23.47	12.82	127.28	26.33	32.05	64.46	55.47	41.07	61.8	87.34	48.81	42.67	42.5	71.19	9.48	115.39	65.43	78.37	55.53	20.67	58.62	59.07	67.99	72.22	40.79
57.39	49.85	59.41	65.43	59.49	60.17	39.45	45.12	11.47	13.7	47.08	28.97	54.83	73.37	40.72	73.48	41.91	45.46	60.01	56.56	85.93	19.75	11.31	131.93	22.1	31.29	68.23	58.47	41.03	55.14	85.41	46.79	43.04	40.86	69.92	7.56	118.69	65.27	83.22	54.02	17.96	56.19	58.93	71.15	71.58	41.82
50.29	49.48	52.48	62.62	53.23	57.51	34.42	40.57	9.74	13.47	44.81	30.39	51.4	70.76	40.41	72.82	42.34	43.8	58.65	52.71	80.83	13.69	12.09	127.11	22.73	29.57	66.58	53.18	36	55.62	80.83	45.45	41.29	40.61	63.17	5.81	116.01	63.74	81.03	52.04	20.06	55.37	60.16	67.6	65.88	37.5
54.27	49.07	58.63	63.01	57.99	58.13	36.28	42.24	12.34	13.83	45.01	30.31	53.47	75.43	43.42	75.04	47.84	46.69	58.73	57.31	83.7	22.03	8.98	127.4	24.28	31.93	65.89	56.65	38.57	54.27	84.29	44.59	44.64	42.7	67.01	6.49	116.55	66.64	77.83	54.12	19.54	59.11	62.11	66.46	72.05	37.87
51.53	49.83	51.18	58.83	54.75	57.23	36.07	38.32	9.45	14.72	46.3	28.88	50.34	71.35	40.12	67.66	40.31	43.69	52.88	51.78	76.9	17.86	12.49	118.93	22.77	25.6	64.08	54.32	38.69	56.61	82.48	41.72	40.55	38.78	62.95	9.49	110.22	59.77	74.51	52.45	18.62	54.57	57.45	66.66	62.66	38.55
50.93	49.16	53.32	58.38	51.49	56.72	35.68	41.35	7.93	11.12	43.33	26.37	50.22	73.52	40.3	68.04	38.71	41.3	57.4	52.93	75.65	16.45	6.22	123.53	20.02	29.22	64.63	55.2	35.25	57.59	80.41	47.01	40.49	40.53	64.68	2.92	109.76	61.33	77.01	49.11	16.51	55.22	58	64.93	63.63	35.74
50.42	44.41	53.08	62.89	52.17	56.53	36.24	37.81	7.74	12.32	43.71	29.9	50.76	73.48	35.89	67.6	38.84	39.04	53.53	51.48	78.91	14.8	11.28	124.19	19.24	27.4	60.48	55.2	36.38	54.81	76.57	41.03	39.4	37.99	64.49	5.23	112.09	62.48	75.69	50.81	16.45	54.85	61.13	62.77	63.55	34.19
50.27	50.38	50.83	65.5	55.9	55.61	36.9	39.61	12.66	19.53	44.46	31.65	53.76	74.76	41.47	68.51	40.65	46.9	60.27	53.95	79.21	19.43	11.84	121.3	23.04	29.68	61.48	57.05	38.21	55.97	83.78	44.61	38.98	39.28	64.28	6.05	112.3	59.27	79.44	51.07	21.32	56.54	60.16	66.86	67.13	39.75
52.17	47.73	52.68	59.93	57.21	56.8	35.2	38.85	10.42	11.11	43.23	29.9	48.37	74.63	40.16	68.92	40.33	42.98	55.49	48.46	81.3	18.77	8.08	124.97	21.6	28.94	63.05	53.06	38.38	54.87	81.97	44.08	40.59	39.75	63.36	6.74	114.2	61.86	80.1	53.96	16.56	55.65	60.53	66.93	64.47	35.86
51.39	45.91	59.08	63.68	56.3	60.05	38.15	44.51	9.09	14.5	46.24	29.93	53.05	74.94	42.09	77.54	42.07	48.92	57.69	52	89.02	18.78	8.13	133.04	25.41	29.21	64.01	56.19	39.2	60.73	86.38	45.45	42.84	43.28	67.65	5.55	118.09	64.07	84.44	54.77	16.1	59.23	62.61	68.14	68.67	37.64
51.75	50.13	54.17	65.12	59.94	57.67	38.28	39.68	10.68	14.36	45.61	29.05	54.84	69.19	41.06	71.02	44.19	46.38	56.2	49.17	81.32	20.68	12.15	126.63	23.51	29.71	62.02	54.66	38.14	56.55	84.31	44.65	42.52	40.82	63.98	7.12	113.74	60.57	80.47	53.49	20.93	60	60.75	70.07	65.75	38.24
47.08	48.67	51.2	61.84	49.98	57.93	35.59	37.31	11.1	10.82	42.24	25.21	50.58	67.52	39.23	63.45	38.86	41.43	54.75	51.73	76.26	13.72	7.49	120.31	18.73	28.29	59.78	50.77	32.59	54.84	81.02	40.4	39.79	37.23	63.26	1.8	109.04	58.41	74.52	48.31	16.06	52.84	57.1	64	65.84	34.88
51.77	47.4	51.62	60.59	55.72	58.27	34.19	39.5	10.35	10.94	43.04	28.59	50.91	71.97	38.81	65.9	36.6	42.44	54.71	52.44	77.78	14.89	8.46	118.93	22.2	26.76	58.81	51.83	33.6	52.63	77.13	43.6	40.61	37.75	64.55	6.94	112.13	61.2	72.52	49.48	19.27	55.3	56.02	67.91	65.93	37.9
53.05	52.19	56.74	65.28	55.92	61.11	37.33	40.57	13.72	15.54	42.18	31.26	51.73	74.23	43.83	70.94	40.12	43.97	55.62	57.26	83.24	17.9	12.55	126.13	25.41	30.22	64.37	54.12	41.81	58.57	85.5	47.03	41.72	43.52	65.27	8.71	113.23	61	78.09	54.29	21.15	61.98	59.14	70.36	71.01	39.18
54.33	51.23	52.19	68.5	55.81	59.03	37.76	41.57	17.17	15.52	44.98	32.33	55.41	73.01	43.74	69.65	44.27	44.84	57.87	53.6	80.87	20.12	13.97	123.16	22.43	30.34	64.89	57.04	39.69	57.32	83.95	44.21	46.56	43.07	64.87	7.27	112.45	63.16	82.22	55.14	20.68	58.05	60.28	67.88	69.5	43.5
51.36	47.86	50.56	57.68	54.38	56.37	35.37	39.05	11.9	14.42	43.1	26.37	50.3	71.84	38.8	67.31	39.44	43.22	53.77	50.1	76.41	15.16	9.27	119.22	21.57	29.44	60.68	53.17	35.5	52.47	77.5	41.65	37.71	42.45	59.25	4.44	112.63	56.47	74.37	48.93	17.88	54.8	59.63	65.22	62.43	35.2
51.95	48.62	51.79	65.45	56.87	60.47	38.49	43.33	11.31	14.08	42.66	31.1	51.55	73.94	41.13	70.8	38.76	42.05	58.06	56.07	82.8	16.24	7.95	125.2	25.21	26.67	66.06	53.28	38.85	58.78	85.95	45.17	37.5	40.41	67.62	2.88	115.74	64.67	80.85	54.11	18.8	57.28	59.05	65.57	65.44	37.03
51.3	51.53	56.67	62.9	54.84	61.37	38.97	38.52	8.05	14.29	42.09	25.26	52.12	70.34	39.99	73.53	41.92	43.15	56.93	49.03	81.2	19.55	10.58	122.48	23.65	27	65.5	52.28	39.25	54.19	80.2	42.28	40.95	41.87	63.53	3.68	113.17	61.82	79.88	51.64	17.47	57.69	56.38	64.71	64.16	37.8
54.26	48.32	54.13	62.9	56.39	56.35	33.68	41.47	9.46	13.64	45.31	25.68	52.87	73.85	38.9	71.61	40.4	43	55.49	51.68	83.54	14.61	6.51	120.3	20.14	28.08	62.4	54.91	37.61	55.53	82.85	42.31	36.03	40.25	61.86	3.53	113.64	60.06	74.93	52.57	16.85	54.93	57.3	64.68	66.42	38.01
52.24	48.01	51.84	63.31	54.99	60.8	34.56	41.3	11.73	15.93	45.78	25.86	50.24	70.31	38.56	65.53	40.55	43.23	53.88	50.55	80.93	15.83	7.67	119.16	21.31	31.84	62.06	50.1	35.09	50.86	80.67	42.96	38.81	41.22	60.6	5.88	106.92	56.16	75.59	49.79	20.94	53.3	56.48	64.25	64.41	34.73
52.64	50.32	54.48	66.86	52.07	60.35	35.31	38.3	8.34	11.04	39.28	28.15	52.77	71.47	42.82	69.4	38.94	43.96	52.05	50.11	78.56	17.55	9.74	122.75	21.53	28.84	67.17	51.4	36.52	56.28	77.92	41.02	40.64	38.94	63.88	2.62	114.76	61.95	76.7	50.62	17.52	53.72	60.68	68.64	66.85	34.23
53.48	51.44	52.4	67.53	55.34	61.48	36.58	40.87	9.77	12.8	40.99	29.27	50.55	71.52	41.78	71.3	35.73	46.01	54.84	52.75	80.07	16.69	9.09	123.59	21	26.36	66.61	55.57	39.49	50.99	84.44	45.51	40.1	40.05	64.7	5.48	113.36	61.84	74.56	50.89	14.7	59.57	58.94	64.95	67.87	36.33
54.11	51.85	55.49	65.34	55.1	60.89	36.43	38.67	10.84	13.39	45.38	30.23	51.52	72.49	41.38	70.28	41.13	44.51	53.59	52.54	81.02	20.56	13.4	126.24	23.12	28.49	61.73	55.53	38.8	58.77	82.76	44.06	39.45	40.93	66.75	7.95	112	62.13	74.85	53.5	17.74	55.49	61.68	67.72	67.61	38.39
51.52	47.64	51.85	62.09	55.78	59.05	37.13	40.05	12.84	12.82	44.37	25.97	50.72	70.96	38.22	65.62	38.72	41.26	54.73	51.44	81.33	19.03	11.18	120.13	18.31	29.14	63.38	50.09	36.41	51.09	81.24	42.84	36.52	43.7	61.51	6.83	109.17	60.96	73.3	48.74	17.33	52.84	57.08	63.09	62.83	38.81
48.3	49.76	50.56	61.72	54.4	54.77	35.94	36.21	7.87	9.97	42.83	27.19	47.23	68.6	39.62	69.04	37.69	40.3	54.88	50.27	77.63	15.15	4.77	124.86	20.81	27.26	63.04	53.03	33.84	55.04	79.59	36.36	35.66	36.93	62.39	0.79	113.46	59.23	76.18	47.71	15.73	51.78	57.17	63.89	62.04	33.36
52.46	48.85	54.36	60.35	58.84	60.13	39.3	40.16	11.8	17.76	44.62	29.35	54.04	73.45	39.46	68.76	41.37	45.17	53.07	49.6	79.08	17.8	8.41	122.48	21.93	28.93	61.14	52.16	40.51	55.1	77.65	42.35	37.29	42.48	63.52	10.45	108.45	60.16	76.04	51.11	20.19	52.25	57.08	65.57	67.51	37.99
49.09	47.51	52.64	60.5	54.44	57.6	37.23	38.41	8.2	10.81	41.07	29.02	49.88	67.52	36.79	67.19	37.26	41.06	49.55	50.94	76.4	16.51	6.45	121.56	20.4	25.97	63.88	52.66	34.98	53.12	76.9	39.51	38.96	36.92	60.86	4.5	109.82	59.55	77.86	49.98	16	53.49	59.81	67.66	65.16	36.08
52.16	52.55	54.59	61.56	62.35	59.27	35.87	41.15	11.54	15.41	44.77	26.04	52.54	73.78	41.95	68.16	40.78	42.27	59.02	50.9	82.02	15.59	8.75	124.66	21.71	29.11	64.78	54.87	37.6	57.97	81.22	40.49	37.84	41.17	61.57	5.08	114.87	63.03	80.05	51.91	17.39	53.79	60.74	66.49	67.88	40.48
51.61	49.84	50.75	63.44	56.25	60.51	35.99	40.32	11.47	13.4	43.18	30.78	50.93	70.22	36.32	66.37	39.27	42.76	54.98	48.68	77.79	17.59	9.97	120.7	25.67	27.46	64.48	53.49	38.16	54.1	79.47	44.4	40.05	40.52	66.8	4.5	109.54	59.31	79.61	47.95	17.24	52.97	60.06	63.58	66.42	39
54.48	48.03	51.25	61.49	55.92	56.25	38.27	37.48	13.06	12.11	44.76	27.06	50.58	73.84	41.48	69.33	38.23	40.61	55.74	49.98	78.65	15.53	10.17	122.64	25.03	28.41	63.3	53.44	35.43	51.89	79.73	42.89	41.29	37.75	64.22	2.49	108.54	61.62	77.12	51.73	16.76	56.55	55.27	63.96	64.5	35.13
53.56	48.64	52.25	62.36	54.91	55.04	31.38	37.33	11.79	12.85	43.11	28.71	49.89	69.74	39.6	62.98	38.17	38.58	52.8	47.55	72.56	17.45	9.74	116.82	24.12	27.78	60.4	50.71	39.38	55.33	75.32	41	41.09	38.86	62.18	6.13	107.44	58.42	72.56	49.72	17.81	50.5	55.98	60.38	62.74	37.64
54.05	49.64	56.22	64.29	54	56.05	38.18	42.24	13.05	15.73	41.76	30.56	50.49	71.73	39.96	68.4	40.16	46.2	55.11	51.18	76.7	19.25	11.79	116.25	21.91	28.45	63.61	52.69	40.02	54.54	79.93	43.18	41.13	42.01	62.06	4.64	110.41	56.44	74.07	47.91	19.46	57.3	58.13	64.76	63.59	39.77
52.11	43.75	48.78	59.8	52.57	59.04	34.72	37.39	11.12	10.26	42.71	26.77	48.48	67.9	37.8	65.47	37.32	39.47	53.41	49.47	76.68	13.37	3.95	121.81	21.49	25.71	63.54	49.06	36.85	54.34	78.56	38.68	34.3	38.13	58.93	0.69	107.96	58	76.84	48.14	18.3	56.72	57.04	62.26	62.83	34.56
48.47	45.72	49.78	61.96	53.45	57.65	32.4	33.18	10.94	13.21	39.14	25.4	48.67	65.09	35.57	63.46	37.45	38.05	48.98	47.57	75.05	15.91	9.63	116.25	18.95	25.53	60.69	48.05	36.11	51.03	79.13	39.39	36.67	36.15	60.78	6.12	103.95	55.74	73.73	50.79	16.16	52.17	51.88	61.38	63.2	35.38
48.36	46.66	49.23	61	56.64	62.03	33.29	34.37	6.44	11.82	41.52	27.56	47.55	70.09	37.41	63.24	39	37.46	51.61	48.65	76.62	12.94	6.71	124	17.55	25.8	63.05	51.4	36.62	55.61	79.04	39.03	37.88	38.08	63.38	7.07	109.73	55.82	76.08	47.28	15.88	51.19	53.16	61.19	63.17	37.89
51.55	48.4	53.14	63.13	56.33	57.61	34.08	39.31	10.13	10.74	44	30.06	51.69	69.7	38.65	67.36	38.57	40.53	52.09	50.4	77.28	14.62	4.6	120.04	20.32	29.45	61.14	52.46	38.45	54.64	79.61	43.17	34.4	39.6	60.47	3.27	109.16	62.42	70.62	52.38	16.63	56.28	57.29	61.28	64.36	37.44
55.03	50.94	54.34	62.88	56.42	58.94	38.98	43.19	11.27	14.74	44.97	29.67	54.01	73.1	38.64	69.64	41.5	44.41	58.04	52.05	78.86	20.07	9.79	120.11	23.63	27.96	62.54	55.43	40.19	56.19	84.74	44.79	41.19	40.35	65.97	7.93	114.97	62.23	80.68	51.99	19.9	55.95	58.57	67.95	67.34	35.23
51.25	49.01	52.96	62.58	55.22	56.36	32.38	39.76	11.01	12.93	42.47	26.77	49.32	74.29	41.13	70.22	38.72	39.93	52.08	51.89	76.51	14.8	7.81	124.5	19.09	27.18	64.46	53.54	34.83	55.49	78.99	39.07	36.08	35.76	59.88	5.7	111.15	61.38	77.21	49.55	16.64	54.29	59.88	62.65	64.4	34.55
50.48	48.33	52.75	62.18	56.31	58.6	35.31	37.57	11.81	14.35	41.01	27.02	52.59	70.43	41.26	65.19	39.65	34.59	52.56	48.48	75.81	15.63	9.39	120.61	22.74	28.57	63.57	51.98	36.1	52.64	74.7	42.33	37.57	39.25	60.29	2.97	103.61	56.4	74.94	47.83	13.59	53.82	55.97	64.31	60.21	33.6
51.23	45.63	52.32	60.47	56.27	58.41	34.03	37.22	14.09	9.94	39.77	25.84	50.16	70.67	35.83	63.47	41.15	41.17	51.8	51.39	77.05	18.04	9.22	116.32	19.4	28.46	63.66	51.24	37.61	53	74.41	41.03	36.56	40.64	58.72	5.87	104.32	59.15	76.9	49.75	17.41	51.9	57.14	60.17	64.02	38.06
51.1	48.28	53.67	64.59	57.31	58.31	36.34	36.59	13.39	15.6	44.5	29.09	48.4	69.62	41.3	67.04	39.37	42.1	55.25	48.56	77.78	14.98	10.66	122.88	21.11	27.79	62.91	52.89	39.23	52.47	81.17	43.41	39.57	39.09	60.61	5.23	112.16	63.56	75.55	49.41	18.27	55.85	55.98	64.77	65.81	38.44
53.98	48.6	51.84	63.61	52.76	58.94	37.16	41.5	11.52	16.99	43.05	25.77	53.12	70.38	41.08	63.64	40.3	40.04	50.02	49.16	78.36	18.57	9.41	118.85	21.3	25.53	63.2	50.53	38.97	55.53	78.97	40.16	36.84	37.9	64.51	7.77	106.97	58.42	74.4	48.82	19.41	53.69	55.8	62.03	64.65	36.04
48.91	44.08	47.07	55.47	49.44	55.02	33.01	35.46	8.02	10.63	37.7	27.23	45.79	64.67	34.09	60.97	33.9	36.79	50.63	46.59	71.4	17.24	5.98	113.72	22.01	24.37	59.39	50.71	34.95	51.54	74.33	35.73	34.65	35.17	58.56	7	102.72	56.97	71.94	46.53	13.53	48.38	54	60.04	61.41	34.64
50.9	48.31	50.56	63.18	53.69	58.41	35.72	40.86	12.16	13.14	41.75	27.26	49.97	74.47	39.04	65.73	39.92	40.54	56.08	52	77.42	17.98	9.56	118.6	19.39	26.16	65.35	49.6	38.44	52.82	81.88	36.83	38.17	38.71	65.11	6.73	110.78	59.82	74.68	48.71	16.57	55.02	60.66	64.95	65.6	37.09
50.43	49.65	51.03	58.04	50.94	54.51	33.49	36.98	12.54	14.65	39.87	27.09	47.49	68.55	37.26	64.7	35.28	37.19	47.97	45.81	77.36	16.93	10.11	116.81	21.8	25.41	57.57	52.1	35.81	51.72	79	40.23	34.52	38.74	58.97	8.57	106.96	59.93	73.64	49.41	15.74	49.23	52.5	59.63	60.78	33.56
52.35	44.96	50.01	61.5	52.98	56.1	35.79	38.52	10.64	14.58	40.65	29.25	51.79	70.89	40.8	66.9	35.57	41.81	54.09	47.43	77.73	17.45	10.12	119.05	20.93	27.27	62.58	51.46	34.2	51.95	79.55	39.78	36.75	37.24	62.74	4.94	108.58	60.61	75.01	48.87	18.06	50.08	55.59	62.3	64.22	36.32
49.28	46.06	52.54	62.72	53.67	55.65	34.83	38.96	10.67	14.39	42.42	28.49	48.13	67.86	37.25	65.28	37.34	38.62	54.74	47.7	77.12	13.82	7.63	121.4	19.92	24.73	58.76	51.77	36.6	51.93	77.46	38.23	35.25	34.16	62.25	4.41	105.99	56.66	75.73	49.75	17.8	53.36	57.67	62.98	63.67	34.69
49.41	45.6	50.01	60.77	54.05	55.84	37.94	38.18	8.95	14.37	41.63	25.24	49.53	71.69	38.74	64.66	38.14	39.5	53.46	51.05	75.75	17.66	11.1	118.13	19.83	26.34	63.12	49.75	37.74	52.53	77.81	39.6	36.47	36.46	60.07	6.3	105.35	58.49	75.69	47.63	16.18	53.54	55.75	60.99	65.08	36.11
46.78	46.14	48.43	59.19	52.42	50.65	34.98	37.31	9.19	9.28	39.72	23.59	45.62	65.63	38.22	62.72	36.99	38.5	47.46	46.89	72.63	15.6	7.6	112.74	20.55	22.42	56.21	47.64	34.34	47.95	70.96	36.94	34.72	33.91	57.6	3.72	102.13	55.26	72.08	45.54	14.93	49.97	55.53	58.41	59.82	33.11
49.55	46.91	51.15	61.31	56.28	58.46	34.97	38.74	11.13	16.19	40.54	27.27	50.26	72.97	38.06	66.44	38.63	38.49	51.95	49.64	78.32	18.57	9.29	122.15	24.69	27.59	60.97	49.88	37.72	52.61	78.55	38.42	37.72	37.03	57.63	7.11	106.95	62.05	78.86	49.52	18.82	52.84	54.1	62.53	65.05	37.26
48.12	46	49.75	57.61	53.3	56.99	32.38	38.83	8.23	11.39	42.44	27.39	46.92	68.02	39.62	64.99	38.15	36.96	50.99	47.56	75.48	14.06	4.18	117.43	22.53	23.84	59.86	48.67	32.77	54.21	77.92	39.4	31.93	36.74	57.7	5.93	106.59	59.61	73.06	47.75	15.01	52.91	52.83	61.11	62.78	36.3
49.95	46.33	51.27	58.81	52.54	54.45	35.06	37.28	9.87	11.22	43	28.05	51.97	65.23	39.32	65.46	37.56	41.16	52.63	47.97	77.77	17.63	5.92	116.07	21.48	25.81	60.7	49.87	33.9	52.71	80.63	36.71	34.69	34.67	60.28	4.92	104.15	58.24	74.83	45.92	15.43	51.78	51.84	59.99	64.84	34.29
49.4	45.39	50.93	64.63	55.3	55.71	34.28	39.33	12.83	14.26	42.92	27.63	51.37	68.03	37.24	68.89	39.05	42.68	51.72	49.51	75.38	17	10.7	116.7	24.62	29.8	62.97	50.74	37.59	54.77	77.61	39.76	38.14	41.49	59.39	6.91	108.67	58.21	74.39	52.2	18.09	57.81	55.86	62.68	62.62	36
46.78	46.65	51.54	60.09	52.6	53.52	33.76	37.17	10.56	11.55	42	25.1	47.36	66.84	37.91	63.13	34.61	39.85	49.02	47.13	73.75	15.04	6.61	115.16	19.74	26.37	58.11	49.18	32.77	51.81	77.49	38.81	35.24	37.8	57.9	5.62	104.99	56.34	73.64	46.61	18.31	51.3	50.81	61.2	64.59	34.3
48.34	44.04	46.84	58.03	50.73	56.48	32.4	36.77	11.44	11.02	36.94	26.4	47.96	64.74	36.87	64.34	38.16	37.71	53.44	48.88	72.43	13.86	9.01	113.59	19.29	24.64	58.75	48.56	35.04	48.21	78.85	39.26	35.15	37.77	56.42	5.85	102.97	56.38	71.92	48.03	14.44	51.07	54	61	61.38	34.44
48.18	46.53	51.87	59.61	54.05	56.14	34.65	37.74	11.57	13.55	41.64	27.41	48.6	66.17	36.29	63.96	39.36	37.59	51.77	48.54	73.78	19.15	10.41	115.14	18.31	25.72	59.47	49.42	37.58	55.37	77.66	41.49	35.41	37.89	59.17	11.56	102.84	58.14	72.79	50.7	18.63	51.64	54.39	63.19	63.32	39.24
47.04	44.33	48.77	58.01	51.75	56.17	32.54	34.89	8.76	13.23	39.98	26.08	44.6	65.85	35.38	63.42	37.29	38.43	48.39	45.22	74.32	13.76	9.11	112.22	21.06	26.45	59.37	49.22	32.73	51.2	78.46	37.77	31.52	34.78	59.93	2.1	101.5	57.9	68.32	44.67	18.41	52.01	50.44	58.59	61.82	32.76
47.47	43.63	48.63	59.71	53.9	57.19	29.87	35.93	10.49	12.13	39.47	26.28	45.34	64.32	36.47	63.3	37.4	40.49	47.34	47.11	72.48	15.47	9.13	114.6	18.3	25.51	61.19	52.48	36.43	52.26	76.62	37.35	34.14	36.45	54.14	6.84	103.38	58.94	72.13	45.13	16.2	51.09	53.33	55.96	58.73	34.7
44.12	41.02	49.31	55.63	49.94	49.49	31.25	34.17	5.82	9.11	38.51	23.56	43.69	63.08	32.24	61.78	35.13	33.89	48.9	43.5	68.7	10.58	6.82	113.5	17.68	21.13	58.25	48.13	33.76	48.41	74.97	37.38	32.78	33.93	52.41	2.23	102.26	54.47	64.35	42.96	16.04	49.25	52.32	60.16	57.06	33.12
46.25	40.21	47.57	57.22	51.57	53.62	31.67	34.34	3.69	11.04	38.69	24.22	44.65	65.49	34.67	61.46	33.5	34.17	48.03	48.41	71.01	14.81	6.98	113.74	19.69	24.2	56.24	47.01	30.54	50.53	71.38	33.63	32.06	35.69	58.26	4.26	97.77	55.58	69.81	45.73	14.58	49.5	49	55.83	57.91	32.64
46.85	45.57	48.34	55.02	51.27	54.87	33.04	36.82	12.33	14.57	40.58	27.42	46.65	63.83	37.08	61.49	38.46	37.82	49.51	44.3	70.14	15.52	11.97	106.11	22.19	24.31	59.73	48.51	33.92	48.97	73.66	36.88	35.78	35.72	59.21	8.82	102.08	56.35	70.87	45.17	18.65	50.11	51.43	59.19	60.59	37.89
47.51	42.89	46.55	54.74	49.04	54.14	33.1	34.42	9.05	12.95	37.31	26.19	46.49	62.76	35.74	59.67	37.93	36.76	47.04	46.76	70.46	16.2	6.07	106.47	19.19	24.74	57.87	48.43	30.67	50.35	72.32	36.35	31.36	34.59	56.78	5.13	100.66	53.9	68.26	45.64	14.27	46.8	50.96	58.49	59.05	33.03
46.03	44.79	47.8	55.94	50.73	53.45	32.03	33.19	10.39	12.7	38.83	27.81	45.65	64.74	37.77	60.21	39.13	37.03	48.58	47.15	69.42	15.14	11.25	110.08	20.23	27.05	57.54	50.67	33.45	48.84	72.2	37.21	33.09	35.19	57.64	7.07	97.22	55.54	68.52	49.07	18.33	47.45	50.95	56.86	58.93	33.78
49.69	41.95	48.79	58.16	49.33	56.31	32.87	33.31	11.7	13.9	39.6	24.2	46.43	59.98	34.91	62.87	35.3	36.55	46.35	47.12	70.32	14.18	8.01	108.15	18.5	24.87	59.49	48.08	34.05	50.59	72.94	36.13	34.51	31.3	54.08	8.9	95.72	55	67.55	42.2	15.24	48.69	51.61	58.45	59.55	32.63
47.15	44.58	50.2	59	49.44	56.16	34.45	35.17	10.3	14.24	39.44	25.55	48.1	64.42	36.67	59.64	39.2	39.39	51.32	45.22	71.29	18.97	9.53	112.57	22.78	24.69	59.19	48.65	33.32	51.24	76.35	39.6	33.81	34.7	59.57	8.84	99.46	57.54	70.07	46.24	17.38	49.36	55.71	59.02	62.76	34.26
44.35	40.9	46.93	54.46	46.18	53.51	29.69	31.77	6.97	10.71	38.7	22.76	40.45	59.29	34.25	58.63	30.85	32.81	47.18	40.68	66.36	14.44	7.74	108.21	15.97	22.74	55.58	47.4	33.25	49.27	70.13	32.7	32.26	34.61	52.61	5.87	95.98	51.62	67.51	42.58	15.08	45.99	46.59	55.62	55.64	30.99
42.5	37.03	43.21	50.59	46.62	48.59	28.99	30.51	8.58	9.67	33.35	22.93	40.34	57.37	33.93	55.43	32.02	32.31	43.38	39.74	63.53	12.95	6.95	101.85	16.76	21.34	54.35	46.67	31.68	45.22	67.06	33.09	29.3	29.87	52.15	4.45	91.53	52.3	64.56	40.69	13.94	44.74	48.01	52.88	56.05	27.36
44.59	42.96	45.37	54.53	47.97	51.17	31.12	35.88	11.8	10.47	36.21	24.96	43.55	61.18	37.41	57.32	33.76	35.32	43.02	43.53	70.84	13.65	8.49	102.87	19.33	21.79	55.62	47.23	30.45	49	70.13	36.16	31.66	31.41	55.42	6.28	95.3	52.02	65.18	40.83	16.42	45.5	46.27	54.01	56.63	31.36
