"Senecio_inaequidens_E__P_1"	"Senecio_inaequidens_E__P_2"	"Senecio_inaequidens_E__P_3"	"Senecio_inaequidens_E__P_4"	"Origanum_vulgare_E__P_1"	"Origanum_vulgare_E__P_2"	"Origanum_vulgare_E__P_3"	"Origanum_vulgare_E__P_4"	"Reynoutria_japonica_E__P_1"	"Reynoutria_japonica_E__P_2"	"Reynoutria_japonica_E__P_3"	"Reynoutria_japonica_E__P_4"
8.83	86.16	3.69	6.33	52.31	88.25	25.05	62.6	37.3	70.66	53.08	50.26
8.06	80.43	3.33	5.83	47.33	83.07	22.14	56.29	33.26	64.78	49.61	46.9
7.04	70.98	2.91	5.11	41.28	74.41	18.78	48.83	28.77	56.59	44.15	42.26
6.18	62.15	2.59	4.39	36	64.97	16.1	42.33	24.66	49.24	39.1	37.72
5.9	58.21	2.42	4.18	33.61	61.04	14.86	39.42	23.17	45.63	36.72	35.42
5.97	56.43	2.49	4.03	32.42	59.61	14.35	38.31	22.35	44.05	35.34	34
6.08	56.41	2.52	4.06	31.95	59.85	14.44	38.25	22.52	43.58	34.55	33.13
6.82	59.42	2.79	4.27	33.38	63.19	15.37	40.48	23.86	45.65	35.45	33.86
8.21	68.27	3.32	4.87	37.94	72.66	18.13	46.84	27.76	51.93	39.2	37.14
10.3	79.36	4.07	5.81	44.75	83.5	22.05	55.85	33.6	60.72	45.17	42.59
11.33	83.38	4.45	6.39	47.87	87.04	23.71	59.8	35.56	65.45	48.75	45.75
10.79	80.08	4.41	6.12	45.67	84.11	22.18	56.51	33.2	63.28	47.98	45.3
9.45	70.6	3.87	5.38	39.71	75.14	18.42	48.72	28.1	55.76	43.64	41.69
8.32	61.4	3.37	4.69	34.58	65.61	15.53	41.87	24.11	48.49	39.27	37.51
8.04	57.59	3.31	4.47	32.53	61.97	14.26	39.17	22.55	45	37.53	36
7.88	54.74	3.27	4.16	30.96	59.3	13.45	37.11	21.51	42.47	35.74	34.56
8	53.16	3.34	4.15	29.81	57.58	13.08	36.02	20.84	40.58	34.19	33.36
8.36	51.93	3.46	4.01	29.03	56.87	12.78	35.43	20.31	39.88	33.23	32.34
8.74	51.6	3.62	4.04	28.54	56.63	12.72	35.03	20.1	39.1	32.49	31.45
8.99	51.49	3.76	4.03	28.23	56.12	12.76	34.93	19.92	38.71	32.01	31.02
9.53	51.9	4	4.21	27.97	56.64	12.87	35.06	19.9	38.84	31.82	30.7
10.07	51.86	4.28	4.17	27.73	56.84	12.95	35.14	20.04	38.65	31.46	30.71
10.66	52.33	4.63	4.29	27.89	57.32	13.03	35.58	20.33	38.99	31.55	30.42
11.32	53.22	4.94	4.4	28.1	58.41	13.37	36.33	20.69	39.33	31.58	30.4
12.17	54.59	5.34	4.56	28.55	59.65	13.72	37.16	21.09	40.24	32.1	30.69
12.74	55.31	5.79	4.66	28.67	60.26	13.81	37.76	21.41	40.75	32.66	31.15
13.23	55.14	6.11	4.76	28.88	60.51	13.81	37.99	21.19	41.01	33.08	31.79
13.42	54.66	6.4	4.78	28.64	60.21	13.41	37.44	20.94	40.6	33.52	31.85
14.04	54.59	6.68	4.87	28.55	59.87	13.34	37.31	20.79	40.53	33.48	32.26
14.58	54.71	7.12	4.89	28.46	60.09	13.3	37.22	20.98	40.54	33.5	32
15.07	54.59	7.63	5.03	28.54	59.88	13.36	37.36	20.78	40.33	33.64	32.06
15.63	54.37	8.03	5.06	28.39	59.53	13.26	37.28	20.66	40.14	33.54	32.18
15.97	54.5	8.31	5.15	28.18	59.28	13.03	37.11	20.64	39.9	33.78	32.22
16.79	54.53	9.01	5.26	28.07	59.79	13.08	37.26	20.47	39.69	33.81	32.52
17.27	54.47	9.47	5.41	28.16	59.64	13.12	37.27	20.55	39.77	33.93	32.87
17.86	54.56	10.05	5.54	28.03	59.82	13.18	37.22	20.45	39.66	33.99	32.81
18.52	54.91	10.68	5.6	28.03	59.58	13.02	37.41	20.37	39.56	34.21	32.83
19.1	55.27	11.21	5.87	28.06	59.76	13.14	37.74	20.58	39.78	34.4	32.83
19.8	55.63	11.83	5.85	28.13	60.18	13.1	37.85	20.57	39.83	34.56	33
20.53	55.74	12.56	6.07	28.12	60.4	13.19	37.97	20.42	39.86	34.61	33.2
21.2	56.17	13.15	6.18	28.24	60.39	13.25	38.11	20.65	39.92	34.72	33.12
21.96	56.28	13.94	6.4	28.19	60.37	13.35	38.34	20.62	39.91	34.77	33.42
22.46	56.47	14.4	6.5	28	60.63	13.26	38.46	20.56	39.9	34.49	33.19
23.21	56.71	15.19	6.79	28.24	60.93	13.41	38.73	20.83	40.18	34.85	33.12
23.78	57.17	15.78	6.89	28.06	60.75	13.31	38.83	20.76	40.03	34.8	32.93
24.55	57.53	16.59	7.24	28.26	61.23	13.45	39.13	20.96	40.28	34.98	32.82
25.13	58.16	17.34	7.39	28.27	61.4	13.69	39.5	21.01	40.47	35.29	33.14
25.59	58.44	17.93	7.74	28.23	61.43	13.66	39.66	21.19	40.65	35.51	33.75
26.22	58.73	18.58	7.77	28.36	61.49	13.56	39.82	21.16	40.61	36.01	33.83
26.8	59.14	19.24	8.18	28.22	61.24	13.45	40.11	21.09	40.7	36.33	34.12
27.02	59.55	19.82	8.33	28.4	61.54	13.51	40.25	21.12	40.92	36.57	34.14
27.53	59.6	20.51	8.63	28.45	61.66	13.61	40.17	21.11	40.72	36.85	34.19
27.9	60.18	21	8.84	28.49	61.68	13.61	40.36	21.19	40.89	37.13	34.21
28.56	60.64	21.98	9.03	28.38	61.76	13.61	40.75	21.3	40.69	36.79	34.2
29.27	60.8	22.5	9.42	28.56	62.01	13.9	41.18	21.33	41	37.02	34.2
29.7	61.3	23.1	9.84	28.51	62.2	13.81	41.35	21.42	41.33	37.1	34
30.31	61.75	23.84	10.27	28.63	62.36	13.86	41.69	21.67	41.26	37.1	33.98
31.07	62.52	24.69	10.49	28.63	62.75	14.03	42.25	21.76	41.52	37.18	33.99
31.49	63.49	25.48	11.01	28.87	63.02	14.14	42.81	21.89	41.97	37.87	34.08
32.07	63.8	26.16	11.37	29.12	63.49	14.43	43.39	22.09	42.52	37.84	34.21
32.33	64.57	26.74	11.82	29.16	63.69	14.39	43.6	22.25	42.52	38.62	34.67
32.88	65.05	27.05	12.24	29.03	63.98	14.39	43.55	22.34	42.8	38.87	35.11
33.12	65.47	27.77	12.53	29.18	63.87	14.55	44.09	22.33	42.95	39.46	35.22
33.33	65.88	28.05	12.96	29.31	63.78	14.4	44.05	22.3	43.07	39.81	35.37
33.36	66.32	28.52	13.32	29.12	63.67	14.4	44.23	22.34	42.78	39.47	35.7
33.93	66.14	29.03	13.84	29.27	63.34	14.4	44.12	22.35	42.75	39.8	35.67
34.34	66.93	29.27	14.32	29.44	63.71	14.46	44.66	22.56	42.94	40.12	35.68
34.7	67.64	30.12	14.72	29.3	63.97	14.57	45.14	22.45	43.09	40.26	35.58
35.03	67.78	30.45	15.3	29.51	64.05	14.66	45.33	22.58	42.98	40.23	35.59
35.54	68.7	30.98	16.01	29.37	64.26	14.72	45.65	22.72	43.51	40.6	35.68
35.32	69	31.17	16.14	29.36	63.99	14.5	45.62	22.47	43.3	40.68	35.83
35.67	69.44	31.69	16.72	29.66	63.78	14.65	45.88	22.72	43.48	41.28	36.29
35.61	69.5	31.86	17.24	29.64	63.45	14.61	45.98	22.66	43.65	41.5	36.69
35.68	70.15	32.16	17.63	29.72	63.69	14.47	45.97	22.69	43.79	41.97	36.89
35.99	70.25	32.52	18.22	29.47	63.89	14.49	46.02	22.55	43.17	42.05	36.8
36.24	70.64	32.7	18.68	29.59	63.45	14.41	46.2	22.71	42.9	41.96	36.89
36.47	70.95	33.02	19.34	29.44	63.52	14.47	46.33	22.67	43.23	42.22	37.09
36.78	71.55	33.27	19.88	29.53	63.36	14.38	46.68	22.49	43.33	42.44	37.14
37.18	71.74	33.66	20.47	29.7	63.6	14.54	46.9	22.76	43.53	42.42	37.27
37.46	72.36	34.12	21.04	29.5	63.92	14.64	46.98	22.93	43.77	42.66	37.15
37.82	72.91	34.17	21.82	29.65	63.69	14.73	47.25	23.03	43.47	42.62	36.98
38.35	73.39	34.92	22.45	29.67	63.77	15.01	47.76	23.23	43.81	42.67	36.88
38.74	73.88	35.2	23.15	29.57	64.28	14.91	48.1	23.16	43.99	42.76	36.6
39.16	74.29	35.98	23.9	29.77	64.41	15.07	48.47	23.45	44.14	43.08	36.34
40.3	75.92	36.93	25.04	30.07	64.88	15.35	49.82	23.77	44.81	43.38	36.56
41.81	78.23	38.5	26.43	30.87	66.85	16.01	51.34	24.78	46.14	44.41	37.15
44.13	81.35	40.23	28.29	32.27	69.48	16.85	53.84	25.86	48.2	46.07	38.45
45.42	83.05	41.76	29.71	33.06	71.2	17.35	55.22	26.61	49.48	47.44	39.38
45.34	83.63	41.92	30.35	33.04	70.88	17.11	55.27	26.49	50.06	48.26	40.08
43.83	82.24	40.7	30.15	32.18	68.88	16.3	53.65	25.51	49.14	48.15	40
42.5	81.06	39.82	30.01	31.7	67.27	15.77	52.69	25.04	47.89	47.56	39.89
41.99	80.11	39.21	30.1	31.07	66.21	15.48	51.73	24.66	46.71	47.43	39.61
41.41	79.58	38.68	30.16	30.74	64.75	15.09	51.09	24.16	46.15	47.13	39.31
41.02	79.6	38.76	30.51	30.56	64.61	15.01	50.85	24.13	45.89	46.81	39
41.16	79.34	38.71	31.14	30.22	64.22	14.81	50.63	23.88	45.51	46.82	39.07
41.3	79.76	39.1	31.72	30.24	64.31	14.97	50.82	23.99	45.36	46.5	38.83
41.28	79.96	39.1	32.43	30.17	63.99	14.98	50.96	24.08	45.27	46.45	38.6
41.53	79.95	39.16	32.81	30.01	63.95	14.95	50.92	23.8	45.3	46.57	38.46
41.66	80.34	39.45	33.42	29.82	63.53	14.9	50.91	23.82	44.85	46.25	38.41
41.82	80.53	39.58	33.99	29.7	63.41	14.92	50.96	23.81	44.77	46.4	38.33
41.85	80.02	39.78	34.51	29.57	63.15	14.8	50.87	23.78	44.79	46.24	38.11
42.05	80.55	40.15	35.14	29.46	63.24	14.76	51.18	23.73	44.66	46.28	37.86
42.64	81.06	40.29	36.05	29.41	63.18	14.8	51.46	24.01	44.95	46.13	37.89
42.85	81.33	40.59	36.44	29.53	63.2	14.83	51.54	24.14	45.06	46.12	37.78
43.74	82.52	41.16	37.61	29.7	63.91	15.1	52.31	24.33	45.57	46.46	37.78
45.09	83.38	42.27	38.87	30.08	64.68	15.46	53.18	24.84	46.1	46.89	37.64
47.69	86.54	44.98	41.53	31.27	67.55	16.46	56.38	26.39	48.35	48.47	38.92
50.2	88.8	47.16	44.44	32.83	70.45	17.4	58.9	27.67	50.75	50.45	40.24
51.13	89.83	48.34	46.25	33.71	72.03	17.7	60.41	28.14	52.13	52.05	41.46
50.64	89.96	48.06	46.49	33.43	71.25	17.46	59.87	27.76	52.22	52.66	42
49.67	89.74	47.22	46.27	33.04	70.07	16.95	58.76	27.35	51.72	52.96	42.34
49.51	89.93	47.13	46.83	32.89	70.03	16.74	58.9	27.51	51.5	53.1	42.47
51.04	91.05	48.51	48.49	33.48	71.26	17.32	60.52	28.26	52.32	54.05	42.92
56.47	92.61	53.16	53.76	36.34	76.65	19.01	65.97	31.09	57	57.91	45.79
71.56	100	67.18	67.99	45.58	89.2	24.61	80.76	39.64	70.33	70.09	55.08
87.9	100	84.02	85.2	58.92	99.33	32.48	93.92	51.75	85.88	84.71	67.91
93.04	100	89.98	91.3	66.13	100	36.81	98.48	57.84	91.66	90.59	75.2
92.01	100	89.38	91.36	65.34	100	35.67	97.92	56.5	91.84	91.41	76.69
83.49	100	81.07	84.45	56.6	98.75	29.75	91.33	48.01	85.37	86.49	71.05
72.69	100	70.12	75.32	48.82	91.15	24.36	83.21	40.98	76.18	79.92	64.5
62.45	99.95	60.22	65.77	41.65	82.6	20.39	73.32	35.29	66	71.18	57.15
55.51	93.43	53.33	58.51	36.91	74.95	17.76	65.71	31.38	58.01	63.31	50.7
52.95	93.77	50.97	56.24	34.99	72.17	16.89	62.67	29.71	54.9	60.24	48.12
51.08	93.15	49.24	54.45	33.17	69.44	16.12	60.36	28.28	52.6	57.7	45.52
50.19	92.24	48.23	53.89	32.11	67.95	15.93	58.99	27.63	51.22	55.39	43.82
50.48	91.76	48.54	53.9	31.79	67.49	15.88	58.94	27.5	50.7	54.28	42.54
51.44	91.88	49.11	55.11	31.75	68.22	16.11	59.3	27.81	50.9	54.13	42.18
54.36	93.09	52.07	58.38	33.2	71.62	17.19	62.47	29.28	53.33	55.95	43.23
60.97	94.87	57.99	64.95	36.48	78	19.29	69.09	32.98	58.74	60.51	45.93
70.29	99.95	66.64	74.71	41.74	86.05	22.52	78.21	37.77	66.97	67.97	51.28
71.22	100	68.1	76.62	42.74	86.89	22.99	79.23	38.32	68.65	70.11	53.15
65.73	98.73	63.19	72.53	39.94	82.52	20.71	74.46	35.22	64.95	67.34	51.53
56.23	93.48	54.47	63.8	34.62	73.21	17.42	64.72	30.2	56.83	61.02	47.23
52.99	94.72	51.29	60.93	32.83	69.58	16.11	61.42	28.7	54.07	59.5	46.43
50.27	94.05	48.79	58.5	31.45	66.37	15.23	58.32	27.66	51.47	57.36	44.65
49.37	92.87	47.75	56.99	30.36	64.6	14.65	56.94	26.89	49.34	55.07	43.21
49.18	92.37	47.54	56.87	29.85	64.35	14.71	56.83	26.65	48.87	54.12	41.48
50.27	92.25	48.41	58.14	29.97	64.98	15.08	57.63	27.02	49.19	53.1	40.75
53.53	93.39	50.84	60.92	31.04	68.17	15.92	59.98	28.17	50.85	53.89	40.74
55.58	93.92	52.95	63.49	31.86	70.28	16.67	62.05	29.08	52.66	55.29	41.51
55.32	94.3	52.9	63.82	31.69	69.95	16.53	61.64	28.71	52.67	55.61	42.06
52.83	94.15	50.81	62.34	30.81	67.17	15.63	59.48	27.73	51.42	55.46	42.17
50.28	93.25	48.65	60.44	29.81	64.55	14.61	57.16	26.73	49.66	54.48	41.93
49.11	92.98	47.47	59.52	29.27	63.34	14.15	55.73	26.16	48.57	54.03	41.59
48.67	92.73	47.2	59.2	28.92	62.46	14.04	55.25	26.02	47.98	53.88	41.21
48.41	92.2	46.72	59.18	28.62	61.81	13.81	54.94	25.87	47.42	53.26	40.86
48.49	92.21	47.14	59.06	28.48	62.03	14.04	54.82	25.94	47.09	52.76	40.04
48.69	91.97	46.97	59.25	28.35	61.77	13.84	54.76	25.65	47.12	52.14	39.41
49.73	91.74	47.7	59.76	28	62.14	14.2	55.01	26.07	47.08	51.7	38.77
50.46	92.44	48.43	60.98	28.32	62.91	14.4	55.86	26.38	47.59	51.35	38.43
53.64	93.88	51.2	64.56	29.62	66.18	15.34	58.87	27.92	50.13	53.38	39.35
61.29	95.59	58.07	72.5	33.42	74.37	17.76	66.79	31.95	56.37	59.07	43.04
74.03	100	70.3	84.58	40.53	85.65	21.71	79.05	39	67.89	70.17	50.75
79.52	100	76.43	89.64	44.52	90	23.7	84.45	42.57	74.45	76.71	56.34
76.31	100	73.31	87.89	42.93	87.52	22.46	81.75	40.55	72.23	75.85	56.08
67.2	100	64.78	82.02	38.05	80.64	19.3	74.07	35.66	65.4	70.34	52.55
59.31	96.38	57.29	74.87	33.94	72.76	16.74	66.17	31.71	58.33	64.29	48.38
58.29	97.16	56.02	73.83	33.1	71.53	16.15	64.72	31.12	56.56	63.36	47.41
57.36	97.11	55.16	72.73	32.27	70.24	15.86	63.5	30.82	55.31	61.52	45.81
56.09	96.81	53.99	70.99	31.35	68.47	15.35	61.84	29.78	53.56	59.62	44.04
53.8	96.59	51.69	68.48	30.02	65.57	14.62	59.31	28.29	51.34	57.79	42.63
51.47	95.89	50.05	67	28.98	63.42	14.06	57.08	27.37	49.83	56.16	41.71
50.73	95.85	49.3	66.49	28.56	62.43	13.8	56.45	27.01	48.85	55.6	41.28
50.39	94.91	48.84	65.55	27.99	61.75	13.69	55.78	26.68	48.47	54.82	40.42
50.8	94.03	48.72	65.48	27.57	61.61	13.68	55.19	26.58	47.73	54.06	39.64
50.9	94.59	48.89	65.68	27.87	61.7	13.75	55.43	26.68	47.8	53.44	39.01
51.26	94.37	49.16	66.1	27.71	61.71	13.79	55.43	26.59	47.8	53.5	38.88
51.36	94.47	49.52	66.88	27.96	62.25	13.91	56.02	26.85	48.25	53.87	38.71
52.18	94.72	49.82	67.63	27.87	62.71	14	56.46	27.2	48.51	53.75	38.62
52.51	94.98	50.38	68.25	28.16	62.81	14.15	57.05	27.23	48.81	54.09	39.03
51.52	94.98	49.68	67.96	27.72	62.01	13.83	56.03	26.85	48.33	54.26	39.28
50.62	95.52	49.17	67.88	27.85	61.66	13.54	55.6	26.56	48.24	54.89	40.09
50.09	95.88	48.8	68	27.71	61.01	13.23	55.16	26.47	48.15	55.12	40.65
49.97	96.07	48.88	68.04	27.63	60.96	13.12	55.08	26.64	48.11	55.74	40.88
50.31	96.74	48.75	68.02	27.89	60.98	13.15	54.86	26.53	47.84	56.24	40.97
50.06	96.04	48.78	67.9	27.64	60.74	13.05	54.57	26.59	47.41	55.49	40.81
50	96.08	48.41	67.98	27.45	59.98	12.93	54.35	26.39	47.13	55.06	40.3
50.28	95.8	48.39	67.94	27.36	60.42	13.13	54.14	26.33	47.05	55.06	40.3
50.18	95.93	48.59	67.95	27.08	60.32	13.03	54.12	26.24	46.81	54.83	39.64
49.99	95.44	48.75	68.11	27.23	60.24	13.09	54.05	26.27	46.78	54.59	39.48
50.46	95.88	48.53	68.72	27.12	60.46	13	54.09	26.24	46.9	54.38	39.25
50.06	95.53	48.53	68.5	26.79	60.1	12.74	53.93	26.23	46.56	54.52	38.96
50.35	95.5	48.49	68.65	26.82	60.2	13.04	53.83	26.26	46.48	54.06	38.49
50.23	95.14	48.51	68.17	26.58	59.69	12.95	53.71	26.1	46.35	53.76	38.21
50.44	95.14	48.41	68.65	26.51	59.77	13.12	53.84	26.19	46.07	52.98	37.75
50.44	94.54	48.29	68.73	26.33	59.17	12.96	53.87	26.22	45.86	52.78	37.25
50.4	94.62	48.49	69.02	26.45	59.57	13.09	54.01	26.34	46.2	52.81	37.19
50.61	94.98	48.7	69	26.46	59.3	13.03	53.9	26.23	46.39	53.33	37.73
50.43	96.06	48.82	70.01	26.81	59.72	12.98	54.22	26.54	46.72	54.27	38.82
50.35	96.7	48.9	70.21	26.98	59.71	13.01	54.01	26.52	47.01	55.18	39.14
50.39	97.12	49	70.32	26.97	59.67	12.76	53.57	26.45	47.04	55.5	39.71
50.88	97.17	49.29	70.88	27.14	60.13	12.81	54.15	26.75	47.03	55.57	39.53
50.32	96.59	48.54	70.51	26.63	59.72	12.74	53.65	26.4	46.58	55.37	39.53
50.38	96.99	48.79	70.62	26.86	59.72	12.79	53.6	26.39	46.78	55.54	39.24
50.44	96.65	48.71	70.43	26.93	59.69	12.86	53.66	26.48	46.56	55.39	38.85
50.54	96.71	48.77	70.75	26.62	59.68	12.72	53.43	26.36	46.28	54.79	38.96
50.36	96.96	48.74	71.04	26.62	59.58	12.89	53.61	26.27	46.28	55.07	38.9
50.81	96.91	48.99	71.02	26.78	59.69	12.97	53.36	26.53	46.48	55.2	38.78
50.63	96.84	48.8	71.08	26.51	59.75	12.88	53.33	26.31	46.46	55.03	38.58
50.65	97.32	49.06	71.42	26.67	60.05	12.92	53.33	26.63	46.32	54.96	38.77
50.61	97.69	48.93	71.66	26.67	59.94	12.88	53.65	26.64	46.44	55.27	38.57
50.86	97.75	49.24	71.79	26.69	59.92	12.83	53.77	26.58	46.8	55.37	38.87
51.34	97.67	49.04	72.14	26.8	59.86	12.79	53.54	26.67	46.65	55.5	38.64
51.14	98.05	49.24	72.1	26.65	59.89	12.9	53.59	26.72	46.75	55.93	39.05
50.95	97.98	49.29	72.22	26.7	60.2	12.91	53.5	26.93	46.7	55.96	38.82
51.2	98.05	49.28	72.31	26.65	60.12	12.86	53.29	26.69	46.33	55.9	38.87
51.06	97.78	49.46	72.44	26.76	60.04	12.77	53.37	26.61	46.54	55.59	38.35
50.83	97.56	49.09	72.03	26.58	59.86	12.93	53.18	26.75	46.25	55.31	38.19
51.34	97.5	49.24	72.38	26.58	59.91	13.03	53.24	26.89	46.24	55.17	38.01
51.07	97.32	48.97	72.4	26.35	59.66	12.93	52.8	26.58	45.92	55.09	37.87
51.07	97.26	49.22	72.25	26.57	59.65	13.07	53.07	26.64	46.02	54.76	37.34
51.63	97.52	49.24	72.47	26.51	60.09	12.83	53.13	26.78	45.95	54.72	37.08
51.17	97.7	49.12	72.84	26.46	59.81	13.04	53.04	26.69	46.39	54.73	37.65
51.4	97.81	49.41	73.17	26.81	60.07	13	53.13	26.99	46.56	55.58	38.18
51.2	98.55	49.33	73.72	27.02	60.31	13.06	53.06	27.06	46.6	56.22	38.32
51.6	99.02	49.48	74.06	27.15	60.61	12.92	52.89	27.11	46.59	55.96	38.49
51.65	99.17	49.36	73.92	27.11	60.22	12.97	53.07	27	46.45	56.12	38.38
51.88	99.29	49.81	73.92	27.06	60.4	12.98	53.03	26.83	46.6	56.09	38.54
51.66	99.08	49.19	73.88	26.83	60.29	12.96	53.05	26.98	46.53	56.33	37.92
51.52	98.89	49.53	73.66	26.98	60.06	13.14	52.8	27.05	46.21	55.85	37.66
51.38	98.54	49.06	73.68	26.69	60.11	13.2	52.73	26.87	46.06	55.32	37.47
51.02	98.59	49.34	74.24	26.73	60.24	13.3	52.66	27.14	46.07	55.04	37.25
51.86	98.58	49.38	74.29	26.68	60.6	13.34	52.62	27.08	46.29	55.23	36.76
52.03	98.19	49.44	73.85	26.68	60.44	13.47	52.55	26.96	46.03	54.93	36.33
52.07	97.9	49.3	74.09	26.7	60.61	13.45	52.65	26.98	45.91	54.06	35.82
52.3	98.18	49.42	74.55	26.43	60.8	13.44	52.54	26.97	46	54.08	35.85
52.4	98.93	49.96	75.22	26.61	61.16	13.62	53.11	27.37	46.59	54.79	36.45
52.15	99.37	49.63	75.26	26.89	60.83	13.54	52.8	27.27	46.95	55.72	37.02
52.16	99.89	49.7	75.64	27.11	61.2	13.5	52.6	27.42	47.26	56.9	37.94
52.34	100.97	50.15	76.55	27.44	61.67	13.54	52.91	27.87	47.22	57.27	38.6
52.34	100.89	49.78	76.48	27.77	61.64	13.47	52.87	27.73	47.05	57.27	38.57
52.3	100.98	49.95	76.4	27.87	61.69	13.47	52.64	27.62	47.28	57.34	38.59
52.25	100.13	49.97	76.05	27.63	61.27	13.62	53.04	27.51	46.98	57	38.23
52.05	100.08	49.51	75.39	27.21	61.14	13.39	52.08	27.58	46.32	56.18	37.29
52.36	99.56	49.73	75.54	27.39	60.91	13.68	51.84	27.5	46.33	56.15	36.84
52.36	99.96	49.7	75.59	27.39	61.43	13.66	52.15	27.61	46.54	56.16	36.95
52.53	100.14	49.7	75.59	27.13	61.55	13.58	52.11	27.48	46.55	55.87	37.29
52.16	100.6	49.93	75.97	27.38	61.68	13.73	52.01	27.87	46.75	56.11	37.3
52.42	100.13	49.99	76.09	27.33	61.52	13.82	51.85	27.58	46.68	56.17	37.04
52.17	100	49.43	75.94	27.32	61.75	13.63	51.39	27.59	46.29	55.23	36.25
52.43	99.58	49.55	75.52	27.38	61.65	13.89	51.37	27.48	45.86	54.68	35.61
52.68	99.23	49.72	75.64	27.02	61.86	13.86	51.57	27.77	46.11	54.71	35.47
52.88	99.52	49.69	76.03	27.26	61.46	14.18	51.49	27.82	46.17	54.77	35.34
52.36	100.11	49.73	75.84	27.45	61.96	13.93	51.49	27.82	46.2	54.78	35.95
52.67	100.62	49.87	76.59	27.72	61.81	14.03	51.56	27.9	46.75	56	36.65
52.86	100.94	50.21	77.13	27.76	62.14	14.05	51.74	27.9	47.26	56.97	37.47
52.31	101.4	49.74	77.07	28.01	62.25	13.9	51.33	28.02	47.01	56.79	37.49
52.48	100.76	49.71	76.65	28.16	61.81	14.04	50.95	27.85	46.65	56.89	37.42
52.79	101.18	49.86	76.58	28.07	62.04	14.17	51.21	28.22	46.65	56.81	36.84
52.6	100.82	49.85	76.6	27.88	62.09	14.1	50.83	27.93	46.43	55.98	36.42
52.76	100.44	49.71	76.49	27.77	61.93	14.1	50.63	27.75	46.19	55.3	35.7
52.77	100.46	49.84	76.57	27.93	62.33	14.37	50.95	27.82	46.33	55.24	35.65
52.94	100.6	50.06	76.75	28.22	62.57	14.5	50.86	27.99	46.57	55.65	36.08
52.82	101.23	50.11	76.89	28.28	62.37	14.31	50.97	28.04	46.67	55.97	36.5
52.78	102.03	50.5	77.87	28.42	62.8	14.59	50.96	28.36	47.13	57.13	37.12
52.9	102.3	50.1	77.78	28.7	62.55	14.35	50.83	28.37	46.95	57.53	37.61
52.78	102.42	50.14	77.38	28.53	62.57	14.33	50.59	28.3	46.88	57.4	37.46
52.9	102.37	50.02	76.97	28.83	63.14	14.6	50.77	28.12	46.86	57.01	37.18
52.85	102.48	50.2	77.25	29.04	62.65	14.52	50.35	28.22	46.81	57.13	37.19
52.96	102.72	50.23	77.62	29.18	63.04	14.5	50.24	28.21	46.85	57.99	37.28
53.07	103.2	50.35	77.87	29.22	63.5	14.59	50.62	28.19	46.96	58.04	37.62
53.1	102.41	50.48	77.97	29.51	63.29	14.57	50.32	28.5	46.52	58.07	37.53
52.85	102.53	50.26	77.76	29.55	63.73	14.6	50.14	28.22	46.6	57.71	37.51
53.05	102.86	50.1	77.68	29.35	63.79	14.7	50.28	28.3	46.6	58.08	37.31
52.8	102.62	50.08	77.6	29.53	63.68	14.66	50.3	28.3	46.54	57.64	36.99
52.82	102.62	50.47	77.77	29.65	63.55	14.73	49.98	28.42	46.45	57.59	36.88
52.66	102.21	49.98	77.22	29.77	63.67	14.79	49.34	28	46.2	57.16	36.7
52.52	102.58	50.18	77.39	29.56	63.95	14.91	49.67	28.1	46.16	57.47	36.73
52.97	102.43	49.91	77.21	29.5	63.98	14.99	49.66	28.18	46.34	57.37	36.59
52.8	101.76	50.21	77.63	29.84	63.71	15	49.27	28.26	46.1	57.37	36.49
53.09	102.87	50.3	77.62	29.54	63.67	15.14	49.62	28.23	46.35	57.72	37.01
53.23	102.9	50.19	77.2	30.03	63.77	15.2	49.57	28.3	46.23	57.69	36.97
52.95	102.7	50.28	77.9	29.97	64.4	15.04	49.36	27.94	46.01	57.48	36.82
53.12	102.79	50.24	77.84	30.33	64.39	15.26	49.6	28.22	46.11	57.89	36.87
53.15	103.01	49.91	78.25	30.49	64.87	15.18	49.15	28.08	46.16	58.15	36.77
52.58	102.87	50.29	77.63	30.45	64.26	15.3	49.19	28.02	45.71	57.5	36.48
53.02	102.85	50.49	77.75	30.29	64.48	15.28	49.2	28.27	46.18	57.99	36.83
53.12	103.66	50.52	78.13	30.54	64.49	15.4	48.96	28.45	46.36	57.99	36.52
53.33	103.52	50.56	78.08	30.32	64.58	15.41	49.11	28.58	46.04	57.69	36.56
53.52	103.43	50.78	78.62	30.7	65.51	15.56	49.33	28.66	46.7	58.43	36.56
52.83	103.49	50.43	78.09	31.08	64.79	15.78	49.17	28.33	46.37	57.9	36.61
53.15	102.77	50.02	78.31	30.87	64.9	15.63	48.93	28.41	45.97	58.4	36.23
53.1	103.23	50.3	78.21	30.82	64.47	15.77	48.4	28.61	46.26	57.71	36.18
53.16	103.34	50.53	78.53	30.85	65.25	15.98	49.15	28.62	46.14	58.08	36.53
53.13	103.53	50.62	78.11	31.29	65.45	15.94	48.65	28.49	46.21	57.89	36.52
53.18	103.5	50.12	78.17	31.19	65.39	15.9	48.64	28.6	46.36	58.34	36.03
52.88	103.13	50.53	78.38	31.32	65.34	16.05	48.41	28.8	46.43	57.92	36.2
52.94	104.04	50.63	78.03	31.2	65.41	15.88	48.75	28.73	46.35	57.53	36.3
53.27	103.88	50.42	78.3	31.38	65.59	16.3	48.7	28.76	46.06	58.07	36.25
