"Agrimonia_eupatoria_G__P_1"	"Agrimonia_eupatoria_G__P_2"	"Trifolium_repens_G__P_1"	"Trifolium_repens_G__P_2"	"Trifolium_repens_G__P_3"	"Trifolium_pratense_G__P_1"	"Trifolium_pratense_G__P_2"	"Trifolium_pratense_G__P_3"
23.05	14.98	7.44	10.35	65.21	50.83	70.52	48.94
22.54	15.01	7.12	10.14	65.09	49.05	69.85	48.73
23.12	14.45	7.2	10.43	65.59	50.3	70.45	49.4
22.35	14.79	7.32	10.61	66.71	50.53	71.02	50.07
22.6	14.47	6.61	10.33	65.68	50.29	70.84	48.84
22.66	14.62	6.66	10.07	66.07	49.99	71.53	49.01
22.69	14.79	7.27	10.12	65.28	50.06	70.8	49.69
22.61	14.94	6.54	10.33	65.86	50.29	71.31	49.39
22.45	14.68	6.67	10.91	65.45	49.96	71.86	49.69
22.53	14.5	6.9	10.08	64.84	49.61	70.61	49.12
22.91	14.77	6.66	10.2	65.48	50	71.13	49.3
22.28	14.09	6.29	10.24	65.55	50.31	71.4	49.54
21.37	14.17	6.55	10.28	65.16	50.31	71.86	49.49
21.58	13.88	6.71	9.96	64.57	49.97	71.12	49.24
20.88	13.25	5.9	9.88	65.14	48.97	71.63	49.3
21.67	14.06	7.23	10.69	65.15	50.13	71.32	50.33
21.38	13.04	6.11	9.87	64.44	49.64	72.44	49.18
22.24	14.08	6.17	10.72	64.81	50.21	73.1	50.46
21.57	13.94	6.34	9.47	64.11	49.32	72.47	49.81
21.54	13.01	6.24	9.52	64.33	49.71	72.48	49.76
21.59	13.31	6.11	9.75	64.77	49.26	72.32	49.67
21.17	12.84	5.91	9.35	64.16	49.14	72.04	49.2
21.41	12.99	6.12	9.92	63.74	49.25	72.98	49.16
20.83	13.11	6.06	9.6	63.29	48.81	72.38	49.82
20.95	12.69	5.51	9.36	63.29	49.18	72.04	48.99
20.74	12.48	5.61	8.86	64.03	50.06	73.24	49.67
21.04	12.59	5.59	9.77	63.61	49.66	72.2	49.85
20.93	12.81	5.23	9.33	62.79	49.32	72.77	49.34
20.23	12.43	5.17	8.85	63.22	49.73	72.33	49.21
20.16	13.01	5.67	8.91	62.32	48.69	72.06	48.88
20.23	12.86	5.76	9.35	62.8	49.19	72.59	49.65
20.68	12.4	5.83	9.29	62.13	48.81	72.12	49.42
20.13	12.4	5.41	9.38	62.18	48.59	71.62	49.26
20.45	13.17	5.81	9.03	61.78	48.96	72.18	49.32
20.47	12.37	5.65	8.85	62.24	49.04	72.32	49.57
20.33	12.69	5.51	9.06	60.99	48.7	71.84	49.07
20.41	13.04	5.67	9.35	61.9	48.98	72.82	49.54
20.59	12.32	5.47	8.91	61.35	48.94	72.22	49.23
20.52	12.19	5.28	8.76	61.03	48.28	72.58	48.72
20.23	12.43	4.88	8.63	60.91	48.84	73.46	48.55
20.87	12.48	5.44	9.11	62.62	49.18	74.29	50.51
20.13	11.91	4.94	8.56	61.81	49.1	73.43	48.47
19.74	12.13	4.64	8.06	61.05	48.94	73.85	48.92
19.37	12.26	5.07	8.48	60.51	48.1	73.23	47.99
19.94	12.58	5.24	8.47	61.24	49.39	72.49	49.18
20.46	12.79	5.1	8.73	61.09	49.1	72.44	49.43
20.16	12.64	5.75	8.75	61.04	48.52	73.26	48.97
19.89	12.7	5.7	8.98	60.66	49.35	73.59	49.13
19.72	11.99	5.25	8.29	60.02	48.55	73	48.02
20.16	12.64	5.9	8.24	59.42	48.86	73.37	48.95
20.11	11.94	4.97	7.99	58.72	48.29	73.6	49.14
19.29	11.93	4.67	8.12	59.07	47.59	73.08	48.59
19.74	12.18	4.8	7.96	59.12	48.06	73.13	48.47
19.44	11.54	4.45	8.34	57.42	47.31	71.2	48.1
18.85	11.53	4.87	8.06	57.08	47.17	71.23	47.53
17.85	11.26	4.38	7.66	55.42	46.72	70.06	46.75
17.95	10.95	4.2	7.39	53.89	45.2	69.45	46.5
17.64	10.74	4.26	7.22	53.83	45.66	70.52	46.62
17.85	11.39	4.52	7.65	54.52	45.85	70.41	46.6
18.45	10.8	4.39	7.72	55.6	46.52	71.57	47.23
18.73	11.67	4.46	7.92	55.75	46.67	72.61	47.37
18.59	11.42	4.57	7.56	56.1	47	72.58	47.47
19.06	11.31	4.73	7.78	56.38	47.67	72.89	47.45
19.27	11.51	4.88	7.67	57.15	47.46	73.21	47.85
19.62	11.67	5.12	7.69	56.38	46.64	74.13	47.31
18.91	11.51	4.39	7.58	55.36	47.1	72.97	47.29
19.03	11.16	4.73	7.25	55.86	47.35	73.27	48.08
19.3	11.47	4.64	7.64	56.03	47	74.35	48.45
18.62	11.34	4.64	7.37	56.17	46.68	75.09	48.03
18.76	11.11	4.57	7.11	55.12	46.94	74.09	47.74
18.56	11.12	4.37	7.91	55.04	46.61	74.52	47.93
18.64	11.15	4.26	6.93	55.67	46.56	74.02	48.47
18.88	11.11	4.3	7.09	53.95	46.27	74.04	47.96
18.8	11.17	4.62	7.23	54.6	46.73	73.09	48.96
19.12	11.34	4.96	7.33	54.34	46.24	75.16	48.13
18.06	11	4.08	6.69	53.85	46.42	74.87	48.24
18.45	10.88	4.07	6.73	52.47	45.81	73.5	48.04
18.75	11.12	4.66	7.35	52.94	47.01	74.07	48.94
17.88	10.58	3.82	5.95	52.01	46.01	73.07	46.83
18.59	11.02	4.31	6.72	51.61	46.42	73.74	48.06
18.23	10.8	3.77	6.39	51.98	46.01	74.42	47.35
18.53	10.97	4.09	6.3	51.74	44.66	73.99	47.25
18.78	10.56	4.15	5.85	51.45	46.09	73.94	48.31
19.04	11.02	4.49	6.58	50.69	46.38	73.85	47.7
18.25	10.77	3.7	5.86	50.05	45.38	73.92	47.71
17.97	10.7	4.1	5.83	49.83	44.93	73.35	47.77
18.48	10.49	4.37	6.7	49.53	44.92	73.12	46.91
18.28	10.3	4.06	5.88	49.32	44.65	72.68	46.68
17.37	10.04	3.47	5.66	48.76	44.74	73.3	46.38
17.74	10.33	3.29	6.02	48.56	44.48	73.27	46.98
18.41	10.63	4.14	6.4	48.52	45.04	72.39	46.83
19.19	10.91	4.39	6.56	48.64	44.47	74.62	46.47
19.18	11.34	4.3	6.2	48.25	45.61	74.66	46.64
18.86	11.17	3.82	6.7	49.08	45.75	74.65	47.26
18.69	11.52	3.35	6.48	47.98	45.4	73.11	46.81
18.84	11.37	3.85	5.93	48.28	45.19	73.19	46.97
19.48	11.58	4.01	6.64	49.11	45.24	74.36	47.89
18.93	11.76	4.47	6.02	48.53	45.49	73.61	46.58
19.94	12.42	4.39	6.94	49.47	46.35	74.68	47.72
18.31	11.96	3.61	5.86	47.57	45.26	74.53	46.8
19.2	12.44	3.64	6.59	47.38	44.92	74.46	48.18
18.56	12.1	3.82	5.98	47.43	44.48	74.53	46.86
19.96	12.8	4.78	6.88	49.18	46.05	75.05	48.38
18.73	11.93	3.97	5.89	47.18	44.68	72.64	47.17
19.26	11.7	4.47	5.73	46.95	45.37	73.82	48.22
19.24	12.3	3.57	6.09	46.87	46.21	74.53	46.82
19.63	13	4.01	6.29	48.51	45.42	74.94	47.26
19.67	13.24	4.22	6.62	47.4	46.53	74.06	46.6
20.62	13.69	4.49	6.45	47.66	45.76	74.36	46.91
19.59	12.88	4.11	5.9	47.48	45.06	73.84	47.04
20.61	12.84	4.81	6.5	47.86	46.4	75.67	47.51
19.45	13.58	3.92	6.33	47.25	46.19	73.94	47.02
20.15	13.1	4.77	6.39	46.91	45.9	73.43	47.8
20.54	14.24	4.42	6.87	47.15	45.25	73.67	46.86
19.62	13.62	3.34	6.18	46.37	45.68	73.06	47.05
19.99	12.66	3.68	6.05	45.66	44.9	73.14	47.18
20.07	13.75	4.63	6.36	45.58	45.67	72.44	46.07
19.74	13.18	4.51	6.14	45.75	44.71	73.26	47.28
19.33	13.33	3.99	5.92	46.51	45.48	72.94	46.39
20	13.73	4.09	5.75	45.16	45.05	72.77	46.15
19.3	13.18	4.27	6.08	45.4	44.86	72.03	46.64
19.13	12.58	4.27	6.4	44.88	44.87	71.94	46.5
19.42	12.57	3.81	6.38	44.5	44.82	72.3	46.4
20.31	13.1	4.59	6.38	46	45.86	73.41	46.58
20.02	14.16	4.21	6.2	46.88	45.97	72.51	46.21
20.42	14.56	3.87	6.49	46.48	45.2	73.08	46.29
21.01	15.57	4.71	7.18	48.34	47.32	74.2	46.6
21.5	15.22	4.04	7.33	49.53	47.92	75.24	46.89
21.37	15.81	4.45	6.54	49.91	48.76	75.61	47.53
21.38	16.28	4.95	7.24	50.45	48.38	75.85	48.65
22.53	15.75	4.6	7.6	51.06	49.25	76.21	48.18
23.02	15.93	5.17	7.25	50.89	50.22	76.09	48.19
23.19	17.21	4.98	7.92	51.54	50.86	76.24	48.84
23.49	17.18	4.42	7.28	51.95	51.08	75.19	48.95
23.38	17.19	4.53	7.89	54.2	51.71	76.15	49.46
23.84	18.29	5.38	8.32	54.04	51.4	75.97	49.39
23.81	18.62	6.38	8.44	55.17	51.86	76.58	50.04
23.57	18.22	4.96	8.09	54.52	51.9	74.91	48.39
23.75	18.18	5.32	8.02	54.76	52	75.94	48.84
23.28	18.9	6.58	8.27	55.46	52.73	76.41	49.16
24.35	17.99	5.88	8.53	57.37	54.27	76.62	49.24
23.89	18.24	4.4	7.69	57.19	53.96	75.71	48.85
24.79	19.15	4.78	8.55	57.8	54.59	76.91	48.38
24.95	18.48	5.85	9.08	59.3	54.53	76.62	50.28
25.2	18.98	5.88	9.16	59.72	56.06	78.49	50.06
25.09	19.12	5.66	9.39	59.73	55.42	77.38	50.11
25.6	20.4	6.4	9.08	61.29	55.48	77.52	49.72
25.22	19.75	7.69	9.35	61.57	55.11	76.54	50.11
25.98	20.74	6.95	10.33	62.2	57.5	78.46	49.8
27.11	20.57	7.6	11.28	63.84	57.38	77.45	50.02
25.84	20.38	5.83	9.83	63.18	58.47	78.3	49.42
26.72	20.94	7.47	9.55	64.57	57.2	76.81	49.77
26.81	21.67	7.3	10.9	64.42	58.08	79.3	50.45
27.42	21.28	8.29	11.4	64.56	58.47	77.54	50.32
28.67	22.98	8.53	10.5	65.09	59.44	77.92	50.22
27.61	22.7	8.63	11.07	65.92	58.8	78.46	50.87
29.44	23.31	9.38	12.29	66.94	58.84	78.7	50.64
27.74	23.21	9.17	11.27	66.49	59.17	76.29	49.8
29.22	22.81	9.42	12.42	66.73	59.73	77.71	50.8
29.41	24.75	9.58	12.47	69.48	59.63	78.33	49.53
30.56	25.24	10.41	13.07	68.58	60.02	78.19	51.27
30.97	24.65	10.36	13.47	67.81	59.96	78.01	49.75
29.88	25.28	11.09	12.99	68.2	60.71	76.99	49.36
31.77	25.55	12.68	13.48	70.03	60.92	79.11	51.24
31.62	25.79	12.25	13.28	69.03	60.73	77.26	49.93
32.16	26.15	12.36	14.09	70.54	60.4	77.81	51.22
33.45	27.43	12.78	14.74	71.12	61.75	77.59	50.33
33.54	27.21	14.6	14.42	71.25	62.54	78.47	51.21
34.59	29.1	14.62	15.77	72.54	63.54	78.34	51.48
33.7	27.96	13.73	14.37	72.13	62.27	78.26	50.72
34.91	28.3	14.64	15.22	72.25	61.82	78.29	50.18
33.14	28.06	14.85	14.87	69.72	60.59	76.15	49.15
34.74	28.51	16.07	15.46	70.75	62.28	76.04	50.06
34.14	28.29	14.98	15.38	71.7	60.91	76.29	49.09
34.82	28.66	16.75	14.89	70.83	61.98	76.08	49.81
33.96	28.11	16.56	15.6	69.81	61.25	75.01	48.96
34.32	27.99	16.83	15.54	68.25	61.09	74.48	49.09
34.14	28.21	16.94	15.38	68.41	60.45	73.5	48.61
34.45	28.25	17.91	16.18	68.07	61.04	74.28	48.78
34.65	28.4	18.49	16.18	69.19	61.8	75.46	48.86
36.46	30.65	19.09	16.68	69.59	62.01	75.49	49.25
36.36	30.55	20.08	17.06	71.57	62.32	75.95	48.83
37.47	30.76	21.39	18.06	72.71	63.19	76.3	49.9
39.77	32.34	22.2	18.2	74.38	63.83	78.17	50.15
39.89	32.24	23.21	18.27	74.1	64.21	76.65	49.39
40.74	34.19	24.79	19.24	75.69	64.22	78.06	50.28
41.28	33.88	23.5	18.57	75.02	65.03	77.51	50.44
41.12	33.8	25.89	19.34	74.62	64.64	77.15	50.53
41.94	34.8	26.54	18.57	75.38	64.54	78.35	50.09
43.39	35.11	28.1	19.38	75.38	65.3	77.65	50.66
43.88	35.61	27.66	20.22	76.1	64.65	78.21	49.99
44.12	36.37	28.35	20.49	77.06	67.08	77.06	51.28
43.52	35.43	28.81	20.16	76.57	64.87	77.25	50.8
43.23	35.68	30.56	20.38	76.57	66.25	77.39	50.13
44.18	37.37	30.76	20.73	77.37	67.46	78.93	51.93
45.66	38.28	31.9	21.36	78.64	65.93	78.14	49.83
46.54	38.15	32.74	21.9	78.39	68.03	79.99	50.52
45.56	37.74	33.73	21.49	77.63	67.76	77.13	50.99
46.54	38.27	33.59	22.31	77.34	67.16	78.63	51.83
45.74	37.82	34.02	21.81	78.7	66.42	79.02	51.72
47.64	39.04	36.04	23.2	77.36	66.86	78.92	51.26
46.48	39.12	36.72	22.82	78.31	66.98	79.28	50
47.33	39.5	38.44	23.22	78.25	66.61	78.15	51.79
48.17	39.76	38.28	23.21	78.56	67.1	78.91	50.74
47.16	39.58	38.87	22.5	78.19	65.84	77.48	50.46
49.37	40.48	39.3	23.4	77.49	66.21	77.68	50.37
47.56	40.81	40.13	22.83	78.63	67.13	77.54	50.57
48.52	40.15	40.99	22.86	77.69	67.27	78.1	51.19
49.05	40.21	41.69	23.62	77.91	66.01	77.28	50.15
49.34	40.83	43.38	24.38	77.87	67.08	78.55	52.75
48.45	41.11	43.74	24.67	78.86	67.88	77.06	52
49.49	41.74	44.45	24.4	79.31	68.05	78.78	51.41
50.94	41.96	46.41	23.77	80.34	69.15	79.77	51.7
50.72	41.26	46	23.96	79.2	68.7	78.74	50.31
50.99	42.25	46.72	23.97	79.88	66.78	78.6	50.55
51.78	42.67	48.34	24.7	81.45	69.77	80.75	52.12
51.44	42.17	49.56	25.26	81.64	70.69	78.87	52.76
52.63	42.2	48.94	24.96	80.64	68.56	78.57	51.21
54.01	43.8	50.62	26.18	81.59	69.78	79.8	53.56
52.88	43.16	50.7	24.17	82.32	69.68	80.07	52.99
54.07	43.74	52.08	26.18	79.67	70	78.15	51.39
52.18	42.84	52.3	25.12	80.89	68.02	79.54	49.14
51.69	43.84	52.31	25.89	79.91	69.65	77.15	51.9
53.36	44.13	53	25.73	78.91	69.16	78.33	50.79
52.35	44.05	54.31	25.71	79.33	68.17	77.3	51.49
53.24	44.54	54.06	25.78	79.76	68.5	79.09	50.19
53.94	45.14	55.05	26.73	79.6	68.27	78.53	50.98
52.49	43.08	55.96	25.73	78.52	67.91	76.81	48.87
52.94	45.1	56.13	27.45	78.2	69.08	77.45	50.66
52.8	43.76	55.56	26.38	76.59	66.95	76.74	50.19
53.5	43.68	57	26.83	76.31	68.2	77.38	49.72
52.58	44.96	56.36	26.05	76.42	67.66	76.8	50.84
54.65	44.63	58.32	26.62	77.93	69.07	75.81	50.47
52.21	43.37	58.78	25.79	75.53	67.17	75.94	48.7
54.59	45.1	60.18	27.86	78.06	69.79	77.61	51.01
54.56	45.95	60.35	27.68	78.75	69.48	77.75	50.41
54.09	45.3	60.12	27.05	77.28	68.45	76.6	49.69
56.3	45.5	62.92	27.4	79.32	68.78	78.07	51.52
54.43	45.78	62.66	26.43	77.46	69.22	75.83	51.1
56.96	46.84	63.91	27.25	81.42	71.55	77.97	49.75
55.38	47.12	67.08	27.84	79.13	69.22	77.59	50.42
56.93	47.2	67.93	27.85	80.03	70.76	77.24	51.44
55.7	47.54	67.19	28.5	78.68	70.24	75.19	49.4
58.99	49.77	68.59	28.35	80.31	70.85	79.6	51.61
57.12	48.28	69.38	28.23	78.54	69.7	78.9	51.31
56.67	49.36	69.29	28.31	80.68	70.9	78.69	52.26
57.43	50.18	69.85	28.83	79.66	71.03	77.92	51.99
56.67	48.16	72.44	27.57	79.47	70.19	77.74	50.1
57.32	48.59	71.54	29.19	79.9	70.06	77.06	51.23
56.52	48.95	71.46	28.98	79.96	69.94	77.2	51.34
55.78	48.36	74.45	27.67	78.85	70.28	76.48	50.01
58.77	47.12	74.96	29.33	80.71	70.67	77.81	51.69
58.55	49.38	75.8	29.75	81.31	71.99	78.51	52.37
59.86	50.44	74.54	29.87	80.14	70.49	80.14	52.47
59.59	48.86	75.49	28.83	80.93	69.42	77.29	50.43
59.11	49.95	74.82	30.25	78.66	69.29	78.14	49.3
58.88	50.19	76.51	29.18	79.34	71.92	78.27	51.55
60.19	50.7	78.1	30.24	80.95	70.53	78.07	50.75
58.37	50.53	79.79	29.38	80.98	70.45	77.34	52.18
60.19	50.22	79.72	29.67	81.94	73.15	78.22	50.88
59.63	51.08	81.65	29.48	80.24	72.13	80.08	51.64
60.62	52.25	79.5	31.6	79.91	73.42	76.91	51.92
61.29	52.07	82.35	29.22	82.4	72.39	78.59	50.75
60.34	50.28	81.76	28.66	79.37	71.31	79.04	50.27
60.78	50.07	81.01	30.17	81.09	71.21	76.98	50.83
60.94	51.94	83.45	30.54	81.01	71.07	78.74	51.66
60.22	51.35	82.97	30.54	79.61	70.77	76.48	50.82
61.43	52.05	83.79	30.85	82.96	73.57	80.31	51.5
61.26	50.24	82.44	29.31	80.05	70.86	77.91	50.29
59.63	51.1	83.9	30.16	80.03	71.3	77.89	51.3
60.83	51.22	85.42	30.58	80.88	72.31	77.52	52.92
61.95	52.26	85.92	31.68	80.58	71.3	77.29	51.75
61.9	52.75	86.12	31.57	81.4	73.47	77.16	54.53
60.9	51.98	85.36	31.32	80.37	70.12	78	51.3
59.99	52.28	84	31.6	79.23	69.38	76.87	49.71
61.07	49.76	84.45	30.23	80.4	70.56	78.87	50.92
61.36	51.63	85.64	30.5	79.8	70.89	76.6	51.68
60.18	50.6	87.45	29.36	78	70.84	77.12	51.39
61.41	52.05	86.94	31.91	80.06	70.21	77.13	51.34
60.84	51.69	89.1	30.06	80.5	69.94	78.42	50.27
61.8	50.89	87.55	31.71	79.92	71.05	78.04	51.53
60.72	50.24	88.24	30.35	79.52	71.41	78	52.37
62.66	52.14	89.33	31.16	82.06	71.3	79.9	52.11
62.88	52.85	91.38	31.96	82.67	71.46	79.33	52.87
62.92	50.89	89.3	30.75	79.11	70.66	77.02	50.54
61.71	52	89.12	32.56	79.18	71.19	78.1	50.12
61.49	51.9	90.66	29.96	78.79	71.39	78.21	52.44
61.46	51.03	90.49	31.09	79.44	72.08	78.35	50.05
62.49	52	90.84	30.65	79.69	71.69	78.25	51.67
63.05	52.73	92.33	33.71	79.95	73.07	79.71	52.69
61.17	51.22	91.96	31.76	79.76	70.88	78.34	51.56
62.99	53.35	93.03	31.17	79.86	71.74	77.38	51.02
62.73	52.51	90.56	31.35	80.2	71.81	78.63	51.25
62.67	53.06	93.23	31.43	81.44	70.98	76.8	52.01
63.39	53.55	93.22	31.26	81.23	72.99	78	53.15
63.26	52.96	94.39	30.72	80.53	72.91	76.4	52.39
63.73	54.47	95.5	32.81	80.79	73.47	78.07	53.04
61.67	51.81	94.59	32.29	78.41	71.08	76.6	51.04
63.83	54.56	97.51	32.18	82.25	74.13	77.82	54.48
63.88	52.07	93.68	32.11	79.01	70.32	78.38	48.99
62.61	51.97	94.12	29.97	77.84	71.01	76.99	49.77
62.65	54.46	97.28	33.29	81.31	73.02	78.76	51.29
62.83	52.68	98.56	31.67	80.31	72.33	76.69	51.67
63.22	53.15	97.28	32.39	81.67	71.68	78.4	51.12
64.15	53.72	98.2	32.28	81.3	73.6	77.08	52.85
64.04	54.41	97.71	32.11	81.35	71.9	78.79	50.47
65.42	53.76	100.49	33.27	83.33	76.05	78.29	52.66
64.3	54.71	98.63	33.11	82.13	71.73	80.83	51.97
64.71	55.2	96.57	33.47	82.54	73.15	80.8	53.75
64.5	54.59	99.9	33.68	80.51	71.35	77.63	52.45
64.72	54.15	95.78	33.81	81.37	72.05	78.51	52.03
65.78	54.25	99.39	33.91	83.36	72.63	79.14	52.24
63.64	53.62	98.48	33.73	78.85	74.32	77.62	52.4
63.42	53.89	98.24	33.78	79.33	74.05	77.47	52.08
63.42	54.38	99.37	33.59	81.34	72.25	78.11	51.43
66.22	55.48	99.95	33.16	81.44	73.24	80.04	50.73
62.75	54.93	97.79	31.21	79.45	72.54	78.11	50.03
61.99	55.54	97.45	32.12	78.82	70.27	75.99	51.87
64.1	55.28	99.57	32.08	80.33	73.61	79.46	51.62
63.02	52.8	98.02	32.11	80.04	72.31	78.24	49.4
64.41	53.45	99.86	34.39	78.22	74.18	77.35	52.55
63.27	54.09	98.5	31.7	78.59	70.54	74.95	51.67
63.6	54.56	99.31	32.04	78.65	72.95	78.07	49.89
65.69	56.25	101.28	33.38	82.6	73.79	80.77	53.58
63.75	55.89	101.18	33.79	80.32	75.7	78.76	53.02
63.95	55.13	99.26	32.59	82.65	73.39	79.1	50.87
64.61	56.36	100.22	31.6	81.39	73.03	78.03	51.77
65.17	54.03	100.88	32.3	80.79	73.59	76.28	51.11
64.09	53.84	100.81	31.93	81.4	71.52	79.33	51.37
64.3	55.22	101.74	32.9	80.57	72.16	77.72	52.67
60.19	53.18	100.5	32.31	79.02	73.63	78.04	50.04
64.83	55.53	102.54	32.5	81.91	72.85	76.55	50.53
64.25	51.96	98.46	32.47	80.55	71.83	78.68	51.68
64.32	54.39	99.98	33.06	79.48	73.49	76.49	51.47
62.92	55.37	99.74	34.33	79.16	71.99	79.14	51.37
63.35	53.82	99.71	33.5	81.61	73.33	77.97	52.75
62.25	54.75	99.28	33.15	77.94	72.44	77.87	50.09
64.85	52.19	99.98	33.22	79.92	71.76	77.75	52.43
63.86	54.23	99.3	31.52	79.47	73.1	77.89	52.98
62.09	53.55	98.73	32.46	77.52	70.84	75.17	51.45
64.72	56.9	102.82	33.15	81.97	72.18	80.02	51.18
65.66	54.64	100.53	33.4	81.33	73.54	79.47	51.72
65.09	54.92	105.35	32.53	80.55	73.47	75.62	50.9
62.45	53.87	102.33	32.05	81.22	71.5	78.12	52.57
65.71	54.65	100.73	34.13	80.62	74.66	79.64	54.53
61.38	53.6	98.27	33.54	78.73	71.54	76.65	51.19
60.99	54.47	100.3	32	80.11	69.73	77.57	51.88
64.09	52.67	98.35	33.97	78.97	72.34	76.72	53.08
63.43	55.17	99.73	35.03	79.16	72.91	76.97	53.86
62.15	52.71	97.83	33.85	77.78	72.66	76.35	50.67
62.24	54.12	99.77	32.41	76.93	72.06	78.65	52.7
61.82	52.38	100.09	31.31	76.56	70.76	77.28	51.43
62.54	53.42	100.24	32.63	79.31	73.08	76.32	51.05
62.32	51.94	97.85	32.25	78.63	72.16	78.04	50.63
61.51	52.4	99.17	33.41	78.87	69.97	76.53	51.47
63.91	54.68	103.05	33.52	79.74	73.55	81.03	55.25
63.65	55.04	101.94	31.93	80.76	72.84	78.32	52.47
62.36	53.78	100.21	32.99	75.99	72.03	75.53	51.87
61.51	53.72	98.92	30.28	78.86	72.26	74.86	51.39
58.44	51.49	99.74	34.31	78.22	71.58	73.54	51.38
63.6	52.58	101.5	31.89	80.31	72.6	78.55	52.77
62.9	53.02	98.91	33.36	79.1	71.43	76.57	53.21
64.03	54.76	102.66	31.16	78.92	72.67	76.58	52.52
61.66	53.28	100.34	33.12	78.23	71.1	77.04	50.77
61.49	55.12	101.84	31.32	80.5	72.12	76.98	51.87
64.75	54.59	104.2	33.19	80.25	71.07	79.24	52.89
62.39	51.1	100.44	35.76	80.44	72.75	75.4	50.07
62.17	52.89	99.68	33.34	78.81	71.38	76.27	52.07
63.77	52.79	102.29	33.14	80.54	73.3	78.76	51.7
63.56	52.94	103.78	34.89	80.92	72.46	78.73	53.71
65.93	53.86	101.3	32.78	80.6	73.27	79.27	54.37
62.11	53.22	100.86	31.22	79.23	71.38	76.79	53.27
64.15	52.61	102.76	32.2	80.62	74.41	77.08	51.95
64.88	52.83	101.75	35.68	79.21	72.17	79.1	52.27
62.34	53.21	101.6	33.98	79.13	73.06	76.79	52.21
61.7	53.54	100.05	32.1	79.11	72.7	79.37	51.06
61.8	52.83	99.4	31.44	78.45	71.96	77.18	52.5
62.92	53.99	101.33	33.8	80.25	73.6	77.79	53.26
61.12	53.62	99.24	32.06	79.79	72.32	78.25	52.45
63.63	53.08	99.04	31.58	78.89	71.78	77.1	51.65
62.97	50.19	100.15	31.78	80.05	73.98	76.99	50.23
63.9	54.52	102.43	33.64	80.4	73.36	80.28	51.96
62.19	52.92	101.95	33.69	81.38	74.65	79.14	54.27
63.79	54.58	103.74	32.11	81.92	75.27	79.66	53.19
65.1	53.41	104.46	33.37	82.3	73.44	81.93	53.56
63.92	53.24	102.17	33.22	82.32	76.06	80.12	53.5
63.6	53.75	103.9	32.57	83.95	76.28	80.63	52.5
63.79	53.9	101.32	33.68	81.72	74.66	80.92	51.53
66.42	54.88	102.58	34.14	81.33	76.11	79.28	53.77
63.69	52.85	102.19	31.71	80.72	73.41	78.31	52.97
63.96	52.34	99.89	32.92	80	72.2	78.68	51.47
61.62	52.43	99.7	32.61	79.19	71.52	76.74	52.32
61.89	52.46	99.76	33.03	77.54	72.73	76.37	53.59
62.34	51.57	97.3	32.42	77.81	73.55	76.31	50.56
61.91	51.98	98.86	32.84	78.36	72.73	75.56	51.13
61.65	51.41	97.61	32.3	78.87	74.54	76.71	50.02
60.53	52.01	96.43	30.35	75.25	71.09	74.16	50.53
61.79	52.26	99.26	32.12	78.35	72.49	76.69	53.62
62.63	51.81	99.9	31.59	77.87	74.93	77.53	51.4
61.41	51.98	98.06	31.19	76.36	73.48	75.63	50.17
61.9	52.02	99.75	31.78	78.53	70.84	78.2	55
63.29	49.37	99.15	31.76	80.22	72.64	77.36	56.45
59.36	52.34	97.18	32.87	77.83	70.83	75.67	48.99
58.78	53.07	98.41	31.42	79.09	71.44	76.63	50.62
61.85	50.06	96.5	32	75.55	72.56	78.87	49.83
59.19	52.51	94.27	30.8	77.75	70.72	76.12	49.12
61.53	51.38	95.04	31.94	79.78	72.46	77.25	50.59
58.21	51.4	94.44	29.55	74.17	69.41	75.77	48.66
59.42	50.48	100.53	32.1	76.83	73.91	76.16	52.62
63.12	51.12	100.83	32	79.47	73.63	79.82	51.25
63.92	52.41	98.36	32.86	78.77	70.33	76.27	54.13
57.41	50.73	96.76	31.34	76.58	71.33	76.59	49.74
59.62	49.94	98.75	30.15	77.17	71.55	77.81	49.92
58.86	49.46	96.3	30.63	76.45	72.07	76.87	49.17
56.61	50.06	97.7	31.53	76.08	69.62	71.66	51.86
62.96	51.78	96.96	33.81	77.11	72.12	77.09	51.99
60.35	53.05	98.52	34.36	77.13	70.06	76.11	51.77
58.94	50.1	91.81	31.57	75.04	68.66	76.73	50.48
54.12	47.29	92.57	30.96	72.99	69.45	75.79	50.01
59.02	51.33	92.41	31.92	76.64	69.7	72.87	48.92
61.06	50.65	95.58	29.95	79.33	73.03	78.44	48.33
58.74	49.42	92.35	31.27	74.91	71.43	75.26	48.4
62.25	48	95.11	32.95	77.41	73.77	73.34	52.39
62.5	52.56	99.8	30.03	76.53	74.92	79.98	52.62
59.24	53.23	95.64	34.46	80.98	67.45	75.59	50.57
55.78	49.14	91.66	27.27	75.43	72.83	70.93	48.8
56.09	49.35	94.57	29.63	75.23	70.5	74.2	49.89
57.37	48.55	93.69	31.15	75.55	70.19	75.15	51.1
54.64	49.95	95.04	27.15	74.75	67.8	76.2	46.46
52.81	45.87	92.39	28.58	77.12	65.77	73.32	46.9
55.63	46.02	95.8	31.4	76.1	71.63	74.03	47.06
55.07	48.54	91.89	28.45	74.96	68.71	74.19	46.21
59.25	49.06	93.59	33.23	77.24	73.45	75.82	49.03
60.3	52.45	94.64	32.16	76.6	72.34	75.5	51.12
