"Clinopodium_vulgare_L__P_1"	"Clinopodium_vulgare_L__P_2"	"Clinopodium_vulgare_L__P_3"	"Clinopodium_vulgare_L__P_4"	"Hypericum_perforatum_L__P_1"	"Hypericum_perforatum_L__P_2"	"Hypericum_perforatum_L__P_3"	"Hypericum_perforatum_L__P_4"	"Galium_verum_L__P_1"	"Galium_verum_L__P_2"	"Trifolium_pratense_L__P_1"	"Trifolium_pratense_L__P_2"	"Trifolium_pratense_L__P_3"	"Leucanthemum_vulgare_L__P_1"	"Leucanthemum_vulgare_L__P_2"	"Leucanthemum_vulgare_L__P_3"	"Leucanthemum_vulgare_L__P_4"	"Leucanthemum_vulgare_L__P_5"	"Achillea_millefolium_L__P_1"	"Achillea_millefolium_L__P_2"	"Achillea_millefolium_L__P_3"	"Ranunculus_repens_L__P_1"	"Jasione_montana_L__P_1"	"Jasione_montana_L__P_2"	"Eupatorium_cannabinum_L__P_1"	"Eupatorium_cannabinum_L__P_2"	"Erica_tetralix_L__P_1"	"Erica_tetralix_L__P_2"	"Ulex_europaeus_L__P_1"	"Ulex_europaeus_L__P_2"	"Achillea_millefolium_L__P_4"	"Achillea_millefolium_L__P_5"	"Reynoutria_japonica_L__P_1"	"Reynoutria_japonica_L__P_2"	"Reynoutria_japonica_L__P_3"	"Reynoutria_japonica_L__P_4"	"Reynoutria_japonica_L__P_5"	"Reynoutria_japonica_L__P_6"	"Reynoutria_japonica_L__P_7"	"Reynoutria_japonica_L__P_8"	"Reynoutria_japonica_L__P_9"	"Reynoutria_japonica_L__P_10"	"Reynoutria_japonica_L__P_11"	"Thymus_praecox_L__P_1"	"Thymus_praecox_L__P_2"	"Trifolium_pratense_L__P_4"	"Trifolium_pratense_L__P_5"	"Centaurea_nigra_L__P_1"	"Centaurea_nigra_L__P_2"	"Centaurea_nigra_L__P_3"	"Centaurea_nigra_L__P_4"	"Rhinanthus_angustifolius_L__P_1"	"Rhinanthus_angustifolius_L__P_2"	"Prunella_vulgaris_L__P_1"
3.08	5.09	4.93	2.51	3.86	32.51	0.42	33.23	3.95	1.4	9.3	0.16	15.51	0.61	2.28	4.35	3.75	0.54	0.81	0.91	3.87	0.78	2.73	0.3	3.79	0.32	9.74	6.55	1.65	11.65	1.53	2.13	8.15	1.99	4.48	0.55	3.83	3.04	0.6	3.57	0.6	1.47	0.78	5.21	1.83	3.25	0.6	0.44	0.95	4.11	0.35	0.56	4.72	0.3
3.01	5.36	4.99	2.62	3.92	32.5	0.38	34.06	3.7	1.32	9.2	-0.01	15.97	0.41	2.26	4.26	3.75	0.45	0.73	0.88	3.99	0.83	2.71	0.23	3.73	0.22	9.77	6.59	1.69	11.92	1.51	1.99	8.41	2.07	4.71	0.62	3.79	3.19	0.52	3.56	0.59	1.23	0.64	5.56	1.97	3.3	0.63	0.15	0.92	4.17	0.47	0.54	4.75	0.29
3.34	5.5	5.18	2.8	4.04	32.53	0.54	34.46	3.83	1.48	9.16	0.29	16.25	0.61	2.44	4.69	4.08	0.5	0.75	1.09	4.19	0.83	2.89	0.44	3.89	0.45	10.25	6.74	1.86	12.46	1.74	2.12	8.63	2.27	4.7	0.81	3.85	3.25	0.7	3.71	0.57	1.4	0.74	5.8	1.96	3.46	0.62	0.4	1.04	4.55	0.4	0.72	4.95	0.29
3.29	5.52	5.21	2.78	4.15	32.45	0.4	33.95	3.93	1.6	9.41	0.15	16.2	0.56	2.45	4.55	4.22	0.54	0.92	1.12	4.13	0.92	2.99	0.41	4.09	0.28	10.42	6.72	1.84	12.22	1.7	2.19	8.83	2.31	4.71	0.72	4.07	3.1	0.74	3.72	0.68	1.28	0.71	5.71	2.1	3.54	0.63	0.31	1.15	4.68	0.32	0.62	4.94	0.3
3.33	5.67	4.95	2.75	4.07	32.15	0.42	33.34	3.82	1.67	9.33	0.15	16.28	0.59	2.44	4.51	3.98	0.5	0.95	1.16	4.08	0.92	2.99	0.33	3.96	0.36	10.15	6.75	1.72	12.17	1.72	2.21	8.55	2.33	4.65	0.73	3.97	3.36	0.81	3.55	0.68	1.46	0.77	5.61	2.36	3.53	0.6	0.51	1	4.47	0.58	0.63	4.93	0.4
3.43	5.42	5.11	2.68	3.8	31.61	0.35	32.75	3.89	1.49	9.09	0.04	15.67	0.65	2.3	4.34	3.85	0.45	0.78	0.89	4.02	0.79	2.7	0.13	3.82	0.38	10.02	6.58	1.62	11.8	1.71	2.22	8.24	2.19	4.8	0.58	3.86	3.2	0.69	3.74	0.79	1.43	0.55	5.47	2.15	3.36	0.67	0.43	1.11	4.39	0.55	0.73	4.66	0.38
3.28	5.22	5.01	2.5	3.78	31.09	0.36	32.1	3.92	1.46	8.9	0.1	15.35	0.56	2.24	4.22	3.84	0.3	0.82	0.83	3.8	0.87	2.69	0.41	3.7	0.41	9.64	6.59	1.72	11.65	1.6	1.98	8.01	1.92	4.48	0.72	3.85	3.1	0.62	3.51	0.55	1.3	0.7	5.32	2.01	3.45	0.65	0.38	1.06	4.37	0.44	0.61	4.5	0.28
3.37	5.24	5.3	2.61	3.72	31.02	0.48	31.53	3.79	1.51	9.27	0.2	15.12	0.78	2.37	4.3	3.85	0.4	0.95	0.93	3.77	0.89	2.55	0.45	3.76	0.45	9.68	6.59	1.56	11.53	1.71	2.16	8.01	2.05	4.5	0.56	3.94	3.01	0.89	3.56	0.6	1.34	0.76	5.41	2.1	3.47	0.66	0.45	1.03	4.24	0.49	0.76	4.68	0.58
3.32	5.05	4.96	2.58	3.55	30.69	0.41	30.91	3.62	1.28	9.15	0.1	14.93	0.48	2.23	4.17	3.63	0.42	0.72	0.79	3.67	0.82	2.63	0.26	3.72	0.29	9.42	6.44	1.53	11.52	1.62	1.95	7.81	1.87	4.58	0.59	3.84	3.01	0.68	3.56	0.53	1.19	0.59	5.02	1.99	3.28	0.62	0.26	0.84	4.02	0.49	0.54	4.51	0.43
2.87	4.73	4.77	2.36	3.5	30.37	0.3	30.83	3.4	1.2	8.65	0.16	14.54	0.35	2.13	3.99	3.53	0.26	0.59	0.7	3.53	0.67	2.44	0.14	3.43	0.1	9.34	6.37	1.26	11.47	1.5	1.91	7.72	1.69	4.26	0.36	3.53	2.81	0.43	3.38	0.47	1.14	0.49	5	1.82	3.08	0.32	0.03	0.77	3.84	0.14	0.34	4.33	0.23
3.08	4.85	5.04	2.4	3.45	30.36	0.39	30.4	3.49	1.19	8.77	0.15	14.45	0.43	2.03	4.02	3.6	0.28	0.74	0.6	3.52	0.7	2.48	0.17	3.5	0.21	9.35	6.29	1.41	11.32	1.54	1.98	7.54	1.99	4.37	0.44	3.62	2.77	0.55	3.37	0.46	1.3	0.57	4.95	1.9	3.32	0.54	0.18	0.85	4.12	0.34	0.45	4.38	0.3
2.87	4.73	4.94	2.25	3.48	30.23	0.47	30.5	3.47	1.12	8.84	0.06	14.41	0.37	2	3.84	3.46	0.32	0.64	0.58	3.55	0.65	2.42	0.26	3.41	0.17	9.49	6.39	1.36	11.25	1.59	1.97	7.54	1.8	4.47	0.47	3.72	2.75	0.41	3.31	0.45	1.29	0.44	4.89	1.91	3.11	0.52	0.25	0.78	3.9	0.21	0.54	4.35	0.24
3.21	5	5.07	2.58	3.75	30.59	0.49	30.88	3.49	1.35	8.81	0.09	14.89	0.36	2.23	3.97	3.66	0.3	0.75	0.74	3.6	0.84	2.59	0.29	3.55	0.31	9.8	6.56	1.47	11.72	1.6	2.04	7.8	1.99	4.65	0.63	3.87	2.85	0.39	3.42	0.53	1.45	0.53	5.08	2.11	3.36	0.64	0.26	0.88	4.1	0.28	0.6	4.65	0.24
3.12	5.09	5.38	2.71	3.9	31.05	0.54	32.01	3.77	1.29	9.24	0.19	15.71	0.49	2.11	4.1	3.76	0.34	0.78	0.73	3.83	0.79	2.78	0.35	3.88	0.23	10.3	6.89	1.41	12.39	1.69	2.02	8.31	2.1	4.82	0.64	3.96	3.03	0.63	3.44	0.47	1.42	0.58	5.5	2.08	3.46	0.6	0.2	0.79	4.33	0.46	0.6	4.75	0.43
3.32	5.42	5.52	2.89	3.92	30.62	0.48	32.21	3.79	1.39	9.06	0.06	16.06	0.47	2.41	4.25	3.88	0.52	0.98	0.89	3.89	0.91	2.89	0.21	3.98	0.32	10.55	6.85	1.64	12.76	1.75	2.06	8.54	2.39	4.74	0.73	4.07	3.25	0.67	3.71	0.63	1.36	0.58	5.69	2.27	3.51	0.61	0.38	0.96	4.44	0.5	0.61	4.9	0.27
3.37	5.52	5.78	2.74	3.9	30.71	0.45	32.06	3.88	1.45	9.11	0.06	16.04	0.52	2.37	4.48	4.03	0.4	0.79	0.86	4.1	0.86	2.85	0.45	3.94	0.43	10.5	7	1.66	12.63	1.66	2.15	8.52	2.26	4.64	0.81	4.04	3.23	0.69	3.71	0.61	1.43	0.62	5.72	2.19	3.69	0.7	0.41	1.08	4.46	0.28	0.56	5.05	0.52
3.48	5.54	5.56	2.81	3.65	30.48	0.41	31.14	3.82	1.48	9	0.18	15.97	0.54	2.34	4.31	3.86	0.44	0.89	0.75	3.88	0.93	2.86	0.37	3.99	0.27	10.33	6.9	1.58	12.33	1.72	2.1	8.39	2.19	4.76	0.55	3.96	3.22	0.62	3.73	0.63	1.48	0.6	5.68	2.14	3.54	0.48	0.38	0.91	4.44	0.46	0.65	4.9	0.47
3.38	5.31	5.76	2.89	3.59	29.56	0.4	30.62	3.91	1.53	9.01	-0.01	15.76	0.57	2.37	4.37	3.91	0.35	0.74	0.89	4.08	0.99	2.75	0.38	3.99	0.26	10.42	6.87	1.62	12.13	1.58	2.17	8.12	2.05	4.81	0.67	3.98	3.38	0.68	3.71	0.64	1.46	0.72	5.74	2.14	3.51	0.58	0.42	1.03	4.18	0.49	0.55	4.71	0.55
3.45	5.47	5.69	2.99	3.73	29.96	0.38	30.91	3.87	1.4	9.25	0.01	15.83	0.55	2.42	4.48	3.91	0.27	0.82	0.9	4.18	0.76	2.9	0.36	3.95	0.29	10.28	6.86	1.47	12.27	1.71	2.1	8.36	2.13	4.54	0.79	4.03	3.07	0.73	3.74	0.63	1.22	0.66	5.42	2.06	3.44	0.58	0.41	1.06	4.36	0.53	0.61	4.73	0.49
3.43	5.28	5.83	2.97	3.63	29.6	0.43	30.62	3.93	1.46	9	0.14	15.94	0.49	2.37	4.47	3.92	0.32	0.74	0.88	4.03	0.81	2.7	0.27	3.94	0.27	10.5	6.83	1.65	12.38	1.79	2.08	8.16	2.18	4.61	0.5	4.01	3.3	0.71	3.71	0.63	1.41	0.66	5.67	2.01	3.55	0.52	0.38	0.82	4.39	0.45	0.49	4.78	0.25
3.43	5.69	6	3.02	3.89	29.64	0.45	30.8	4.13	1.68	9.21	0.08	16.17	0.77	2.48	4.48	3.85	0.57	0.85	1.09	4.03	0.87	2.75	0.39	3.99	0.4	10.66	7.12	1.64	12.69	1.74	2.27	8.37	2.34	4.81	0.83	4.07	3.53	0.72	3.67	0.72	1.53	0.71	5.79	2.27	3.7	0.63	0.31	1.29	4.38	0.64	0.58	4.93	0.42
3.58	5.42	6.1	3.11	3.82	29.5	0.62	30.25	3.95	1.6	9.2	0.16	16.12	0.73	2.34	4.49	4.14	0.51	0.81	1.03	4.24	0.92	3.02	0.41	4.1	0.46	10.56	7.07	1.6	12.66	1.9	2.11	8.34	2.31	4.89	0.76	4.12	3.43	0.76	3.72	0.69	1.47	0.79	5.73	2.19	3.49	0.68	0.31	1.08	4.45	0.45	0.68	5.12	0.42
3.63	5.65	6.11	3.13	3.89	29.32	0.45	29.92	3.89	1.62	9.16	0.16	16.06	0.7	2.5	4.37	4.03	0.52	1.01	0.9	4.22	0.92	2.94	0.5	4.13	0.54	10.51	7.1	1.61	12.42	1.81	2.28	8.19	2.2	4.7	0.67	3.82	3.28	0.81	3.65	0.74	1.48	0.8	5.69	2.16	3.63	0.69	0.35	1.11	4.46	0.52	0.72	5.02	0.63
3.57	5.56	5.97	2.97	3.63	28.8	0.48	30.02	3.82	1.59	8.9	0.13	15.96	0.63	2.36	4.37	3.93	0.35	0.82	0.99	4.05	0.79	2.88	0.38	3.79	0.26	10.66	7.08	1.6	12.64	1.72	2	8.31	2.24	4.9	0.52	3.98	3.15	0.56	3.85	0.57	1.37	0.82	5.69	2.11	3.71	0.52	0.36	0.94	4.3	0.46	0.6	5.1	0.4
3.59	5.39	6.12	3.16	3.54	28.83	0.32	29.84	3.99	1.46	9.01	0.16	15.95	0.53	2.34	4.36	3.89	0.43	0.75	0.92	4.07	0.93	2.84	0.24	3.94	0.39	10.65	6.98	1.4	12.31	1.65	2.11	8.24	2.11	4.71	0.62	3.94	3.13	0.67	3.58	0.56	1.12	0.71	5.66	2.13	3.73	0.64	0.25	1.12	4.45	0.37	0.62	4.88	0.4
3.75	5.58	6.25	3	3.76	28.65	0.58	29.4	3.81	1.57	9.1	0.35	16.03	0.63	2.49	4.52	3.94	0.42	1	1.06	4.14	1.01	3.06	0.39	3.96	0.51	10.77	7.17	1.77	12.49	1.85	2.28	8.23	2.36	4.74	0.72	4.01	3.38	0.71	3.78	0.72	1.56	0.84	5.8	2.34	3.9	0.75	0.48	1.04	4.48	0.56	0.76	4.9	0.59
3.9	5.49	6.27	3.02	3.62	28.66	0.63	29.51	3.85	1.6	9.25	0.17	16.27	0.64	2.49	4.67	3.97	0.46	0.99	0.93	4.27	0.86	2.95	0.35	3.95	0.38	10.98	7.28	1.55	12.48	1.9	2.12	8.47	2.19	4.82	0.76	4.09	3.24	0.82	3.84	0.52	1.39	0.7	5.74	2.12	3.86	0.85	0.48	0.91	4.69	0.56	0.74	5.08	0.67
3.85	5.52	6.33	3.42	3.57	28.5	0.37	29.63	3.91	1.52	9.09	0.17	16.57	0.57	2.22	4.6	3.9	0.35	0.89	1	4.23	0.94	2.86	0.33	3.8	0.3	10.97	7.49	1.65	12.81	1.63	2.17	8.33	2.21	4.8	0.59	3.98	3.47	0.68	3.7	0.53	1.35	0.78	5.97	2.12	3.56	0.59	0.36	0.99	4.54	0.41	0.65	4.88	0.37
3.86	5.91	6.61	3.33	3.61	28.75	0.52	29.85	4.01	1.48	9.37	0.13	16.74	0.63	2.48	4.68	4.09	0.61	0.93	1.06	4.23	0.77	3.17	0.48	4.12	0.3	11.3	7.66	1.78	13.15	1.71	2.24	8.5	2.13	4.81	0.66	4.14	3.43	0.76	3.81	0.78	1.47	0.74	5.88	2.24	3.92	0.75	0.42	1.08	4.62	0.52	0.64	5.08	0.46
3.84	5.72	6.71	3.37	3.62	28.34	0.49	29.23	4.07	1.69	9.38	0.2	16.62	0.68	2.42	4.64	4.23	0.53	0.95	1.18	4.17	0.94	3.13	0.45	3.96	0.48	11.22	7.35	1.68	12.88	1.72	2.04	8.54	2.47	5.07	0.91	4.12	3.41	0.69	3.93	0.7	1.35	0.83	5.75	2.15	3.77	0.75	0.52	1.19	4.73	0.5	0.79	5.15	0.6
3.81	5.65	6.66	3.31	3.55	28.09	0.33	28.78	3.81	1.41	9.08	-0.02	16.51	0.49	2.49	4.47	4.09	0.25	1.08	0.95	4.07	0.7	3.01	0.46	4	0.21	11.23	7.36	1.55	12.67	1.63	2	8.24	2.13	4.78	0.57	3.96	3.18	0.65	3.85	0.59	1.22	0.7	6.09	1.99	3.56	0.6	0.33	1.15	4.44	0.43	0.65	5.01	0.6
4.05	5.93	6.57	3.36	3.51	27.86	0.53	28.68	3.94	1.49	9.39	0.18	16.68	0.77	2.6	4.77	4.16	0.56	0.95	0.99	4.38	0.95	3.07	0.45	4.05	0.26	11.05	7.4	1.64	12.73	1.75	2.07	8.43	2.29	4.88	0.71	4.29	3.39	0.76	3.87	0.64	1.48	0.78	5.91	2.26	3.9	0.78	0.37	1.01	4.74	0.77	0.61	5.04	0.58
3.78	5.75	7.01	3.4	3.68	27.96	0.54	28.59	3.9	1.61	9.15	0.15	16.28	0.53	2.29	4.43	4.17	0.57	0.98	0.98	4.24	0.93	2.95	0.44	3.97	0.42	11.02	7.33	1.67	12.78	1.78	2.03	8.33	2.17	4.72	0.64	3.97	3.33	0.68	3.78	0.66	1.28	0.78	5.81	2.2	3.53	0.64	0.48	1.21	4.38	0.31	0.64	4.92	0.49
3.79	5.67	6.87	3.27	3.24	27.24	0.2	28.06	3.96	1.47	9.12	-0.06	16.25	0.36	2.23	4.46	3.97	0.18	0.8	0.85	3.94	0.75	2.86	0.32	3.86	0.14	11.17	7.33	1.61	12.63	1.62	1.91	8.03	1.98	4.67	0.49	3.77	3.17	0.7	3.55	0.77	1.25	0.62	5.78	2.08	3.48	0.61	0.26	0.96	4.43	0.33	0.37	4.79	0.42
3.85	5.5	6.93	3.54	3.42	26.99	0.36	27.7	3.91	1.56	8.87	0.13	16.25	0.53	2.28	4.59	4.07	0.35	0.65	0.97	4.1	0.67	2.85	0.4	3.93	0.25	11.09	7.43	1.6	12.63	1.65	2.07	8.25	2.12	4.48	0.51	3.95	3.35	0.76	3.7	0.59	1.09	0.71	5.9	2.16	3.71	0.6	0.37	0.9	4.53	0.49	0.52	5.12	0.7
4.07	5.69	6.9	3.4	3.3	26.86	0.35	27.34	3.96	1.52	9.17	0.23	16.36	0.65	2.29	4.43	3.95	0.32	0.98	0.84	4.01	0.87	2.88	0.37	4.05	0.24	11.11	7.37	1.5	12.58	1.79	2.1	8.06	2.1	4.7	0.56	3.84	3.35	0.84	3.81	0.61	1.32	0.66	5.66	2.25	3.78	0.8	0.39	1.01	4.47	0.55	0.64	5.03	0.77
4.11	5.95	7.2	3.48	3.51	27.21	0.34	27.4	3.97	1.64	9.36	0.18	16.2	0.76	2.44	4.49	3.94	0.35	0.86	1.04	4.15	0.94	3.03	0.4	3.91	0.31	10.99	7.58	1.65	12.54	1.79	2.32	8.03	2.21	4.69	0.86	4.13	3.48	0.64	3.64	0.76	1.48	0.81	5.91	2.17	3.74	0.8	0.4	1.08	4.56	0.52	0.68	5.15	0.93
4.12	5.57	7.1	3.57	3.37	26.68	0.35	27.02	3.86	1.55	9.1	0	16	0.49	2.14	4.52	3.91	0.36	0.9	0.93	4.08	0.9	2.82	0.31	3.94	0.31	11	7.45	1.51	12.52	1.69	2.12	8.02	2.09	4.69	0.68	4.04	3.41	0.72	3.83	0.57	1.4	0.66	5.66	2.11	3.62	0.59	0.3	1.03	4.33	0.35	0.58	4.89	0.72
4.05	5.77	7.26	3.55	3.36	26.6	0.34	26.95	3.88	1.61	9.08	0.14	16.19	0.38	2.41	4.22	3.94	0.41	0.87	0.83	3.84	0.88	2.9	0.35	3.99	0.29	11.01	7.5	1.47	12.61	1.73	2.1	8.14	2.23	4.74	0.71	4.03	3.13	0.72	3.65	0.72	1.4	0.77	5.85	2.13	3.64	0.72	0.42	0.99	4.42	0.47	0.52	5.23	0.9
4.32	5.84	7.4	3.67	3.45	26.54	0.52	27.22	4.01	1.56	9.12	0.2	16.32	0.66	2.38	4.47	3.99	0.54	0.86	1.01	4.16	1.03	3.03	0.36	3.97	0.27	11.32	7.77	1.57	12.86	1.83	2.2	8.33	2.36	4.85	0.7	4.13	3.35	0.69	3.87	0.92	1.41	0.79	6.01	2.31	3.88	0.71	0.42	1.03	4.44	0.58	0.67	5.29	1
4.25	6.01	7.38	3.81	3.3	26.49	0.31	26.84	3.82	1.51	9.46	0.02	16.33	0.56	2.13	4.41	4.04	0.28	0.73	0.8	4.06	0.86	2.91	0.23	3.85	0.1	11.47	7.52	1.49	12.85	1.65	1.92	8.21	2.12	4.57	0.44	3.92	3.22	0.6	3.62	0.78	1.32	0.37	5.83	2.09	3.87	0.61	0.39	0.92	4.23	0.37	0.57	5.08	0.97
4.29	6.05	7.72	3.85	3.49	26.4	0.39	27.03	3.98	1.52	9.31	0.09	16.66	0.45	2.3	4.56	4.01	0.5	0.84	0.95	4.04	0.72	2.98	0.31	3.95	0.27	11.58	7.93	1.45	12.98	1.86	2.3	8.53	2.23	5.05	0.45	3.97	3.33	0.61	3.76	0.7	1.33	0.8	6.07	2	3.92	0.8	0.45	1.08	4.34	0.44	0.44	5.31	0.86
4.51	6.15	7.95	3.94	3.41	26.12	0.36	26.85	3.98	1.71	9.24	0.02	16.69	0.65	2.57	4.7	4.24	0.44	0.82	1.17	4.28	0.93	3.07	0.62	3.97	0.42	11.79	7.99	1.59	13.04	1.77	2.18	8.13	2.29	4.97	0.7	4.12	3.46	0.8	4.04	0.88	1.56	0.78	6.2	2.33	4.01	0.69	0.59	1.2	4.84	0.76	0.67	5.27	1.15
4.58	6.21	8.06	3.94	3.52	26.18	0.69	26.81	4.16	1.75	9.35	0.2	16.75	0.65	2.63	4.69	4.25	0.43	0.95	1.17	4.17	1	3.11	0.52	4.16	0.34	11.84	7.93	1.66	12.93	1.89	2.23	8.38	2.32	4.94	0.65	4.13	3.56	0.7	4.16	0.76	1.61	0.95	6.19	2.47	4.09	0.81	0.58	1.29	4.55	0.59	0.71	5.33	1.39
4.58	6.32	8	4.2	3.51	25.54	0.61	26.01	4.2	1.83	9.19	0.14	16.71	0.79	2.53	4.72	4.22	0.46	1.1	1.12	4.1	1.02	3.14	0.35	4.09	0.33	11.65	8.13	1.47	13.08	1.88	2.32	8.18	2.23	4.86	0.58	4.1	3.58	0.9	4.29	0.78	1.45	0.78	6.27	2.42	4.05	0.73	0.61	1.18	4.67	0.5	0.59	5.31	1.55
4.68	6.19	8.06	4.17	3.3	25.61	0.42	25.91	3.95	1.45	9.42	0.15	16.65	0.52	2.45	4.51	4.04	0.32	0.88	0.91	4.01	0.87	2.99	0.32	3.91	0.15	11.79	7.95	1.61	12.73	1.97	2.01	8.02	2.07	4.81	0.55	4.21	3.53	0.76	3.83	0.67	1.26	0.76	5.92	2.38	3.92	0.74	0.4	0.99	4.51	0.4	0.51	5.42	1.29
5.02	6.36	8.31	4.34	3.28	25.39	0.57	25.9	4.12	1.85	9.57	0.3	16.63	0.49	2.5	4.71	4.31	0.49	0.87	1	4.17	0.95	3.13	0.44	4.05	0.38	11.84	8.07	1.62	13.01	1.89	2.34	8.27	2.21	4.93	0.72	4.16	3.52	0.88	3.94	0.73	1.4	0.91	6.01	2.37	3.89	0.84	0.54	1.2	4.87	0.61	0.63	5.41	1.51
4.93	6.21	8.28	4.24	3.47	24.93	0.39	25.34	4.14	1.65	9.16	0.02	16.74	0.61	2.33	4.59	4.17	0.39	0.87	1.09	4.11	0.85	2.99	0.49	4.1	0.21	11.88	8.16	1.69	12.79	1.78	2.2	8.07	2.3	4.79	0.68	4.09	3.4	0.86	3.9	0.68	1.4	0.84	5.94	2.31	4.02	0.77	0.57	1.04	4.45	0.57	0.76	5.39	1.54
4.83	6.13	8.54	4.13	3.28	24.8	0.44	24.86	3.99	1.65	9.17	0.27	16.57	0.66	2.46	4.48	3.99	0.33	0.89	0.93	4.03	0.82	2.89	0.4	3.88	0.31	11.55	7.98	1.5	12.92	1.84	2.03	7.91	2.11	4.68	0.5	4.05	3.44	0.7	3.96	0.59	1.42	0.7	6.02	2.31	3.98	0.57	0.43	1.1	4.42	0.4	0.53	5.42	1.66
5.18	6.28	8.46	4.3	3.38	25.14	0.3	24.75	3.88	1.55	9.13	0.07	16.73	0.51	2.4	4.53	4.02	0.43	0.85	1.15	4.11	0.8	2.97	0.43	3.99	0.45	11.83	8.1	1.5	12.89	1.81	2.09	8.04	2.18	4.73	0.68	4.02	3.41	0.77	3.99	0.78	1.44	0.66	5.96	2.37	4.04	0.79	0.48	1.01	4.57	0.54	0.5	5.42	1.76
5.24	6.4	8.53	4.58	3.33	24.41	0.45	24.34	4.13	1.75	9.33	0.22	16.48	0.71	2.55	4.67	4.18	0.58	0.94	1.03	4.12	0.9	3.19	0.43	4.17	0.41	11.9	8.19	1.54	12.7	2	2.24	8	2.32	4.73	0.75	4.13	3.42	0.78	3.94	0.72	1.69	0.77	6.13	2.3	4.04	0.84	0.59	1.2	4.42	0.57	0.72	5.51	1.88
5.04	6.36	8.73	4.47	3.26	24.14	0.48	24.16	3.82	1.51	9.24	0.11	16.45	0.53	2.3	4.44	4.02	0.31	0.78	0.88	3.89	0.67	2.86	0.19	3.81	0.29	11.82	8.3	1.53	12.68	1.79	2.06	7.72	2.13	4.68	0.42	3.88	3.31	0.74	3.96	0.71	1.27	0.65	5.95	2.39	3.92	0.73	0.42	1.13	4.43	0.52	0.55	5.28	1.94
5.38	6.41	8.85	4.42	3.18	23.95	0.53	23.73	3.96	1.55	9.2	0.29	16.3	0.58	2.39	4.45	4.13	0.45	0.91	1.04	3.98	1	3.07	0.38	3.9	0.28	11.72	8.17	1.5	12.6	1.88	2.19	7.79	2.3	4.66	0.74	3.99	3.44	0.81	3.9	0.87	1.4	0.91	5.92	2.33	3.94	0.67	0.61	1.02	4.43	0.58	0.46	5.32	2.17
5.35	6.61	9.01	4.32	3.15	23.67	0.51	23.35	4.04	1.68	9.1	0.27	16.29	0.48	2.31	4.42	3.97	0.48	0.84	0.91	3.96	0.84	2.94	0.27	3.72	0.22	12	8.37	1.52	12.73	1.96	2.2	7.73	2.22	4.9	0.78	4.01	3.33	0.72	3.92	0.77	1.6	0.77	6.05	2.45	3.94	0.84	0.44	1.1	4.37	0.51	0.69	5.41	2.02
5.46	6.64	8.86	4.53	3.02	23.82	0.41	23.26	3.85	1.46	9.13	0.1	16.44	0.45	2.24	4.33	3.95	0.4	0.8	0.88	3.63	0.9	2.88	0.32	3.71	0.23	11.93	8.29	1.28	12.63	1.92	2.04	7.58	2.19	4.72	0.58	4.09	3.39	0.59	3.67	0.82	1.38	0.57	5.88	2.23	3.85	0.53	0.37	1.11	4.23	0.48	0.67	5.28	2.08
5.53	6.76	9.28	4.78	3.02	23.63	0.48	23.16	4.1	1.54	9.23	0.05	16.69	0.51	2.38	4.36	4.09	0.35	0.89	0.95	3.96	0.89	3.12	0.56	3.87	0.23	12.24	8.64	1.39	12.76	1.81	2.21	7.77	2.36	4.96	0.63	4.03	3.37	0.73	3.96	0.78	1.41	0.71	6.12	2.37	4.13	0.7	0.62	1.1	4.43	0.56	0.62	5.56	2.4
5.98	7.07	9.49	5.07	3.6	23.69	0.63	23.56	4.44	1.75	9.41	0.29	17.24	0.63	2.54	4.66	4.3	0.57	1.21	1.11	4.17	0.97	3.3	0.54	4.23	0.54	12.74	8.86	1.73	13.28	2.19	2.17	8.14	2.57	5.06	0.83	4.35	3.75	0.77	4.19	1.03	1.66	0.99	6.28	2.53	4.28	0.99	0.73	1.32	4.71	0.63	0.75	5.79	2.67
6.07	7.12	9.56	5.16	3.24	23.41	0.53	23.29	4.21	1.68	9.47	0.2	17.21	0.42	2.41	4.68	4.13	0.38	0.93	0.98	4.13	0.87	3.13	0.39	4.17	0.24	12.87	8.89	1.52	13.36	1.85	2.09	8.02	2.38	4.9	0.65	4.14	3.72	0.65	4.1	0.78	1.41	0.69	6.42	2.48	4.21	0.81	0.63	1.09	4.52	0.58	0.69	5.74	2.66
6.12	7.18	9.77	5.3	3.12	22.97	0.34	22.84	4.19	1.74	9.48	0.17	17.16	0.45	2.36	4.42	4.03	0.37	0.92	0.92	4.22	0.91	3.25	0.29	4.02	0.33	12.94	8.99	1.49	13.14	1.8	2.21	8.06	2.3	4.78	0.56	4.07	3.63	0.73	3.9	0.89	1.38	0.82	6.31	2.24	4.15	0.72	0.51	1.08	4.45	0.56	0.52	5.79	2.67
6.42	7.37	9.8	5.44	3.18	22.95	0.39	22.6	4.35	1.75	9.36	0.05	17.25	0.55	2.37	4.69	4.12	0.36	1.07	1	4.2	0.73	3.07	0.42	4.03	0.31	13.04	9.17	1.35	13	1.96	2.23	8.07	2.26	5	0.68	4.15	3.74	0.72	4.03	0.77	1.56	0.79	6.48	2.66	4.16	0.77	0.72	1.13	4.72	0.66	0.63	5.63	2.85
