"Clinopodium_vulgare_L__P_1"	"Clinopodium_vulgare_L__P_2"	"Clinopodium_vulgare_L__P_3"	"Clinopodium_vulgare_L__P_4"	"Hypericum_perforatum_L__P_1"	"Hypericum_perforatum_L__P_2"	"Hypericum_perforatum_L__P_3"	"Hypericum_perforatum_L__P_4"	"Galium_verum_L__P_1"	"Galium_verum_L__P_2"	"Trifolium_pratense_L__P_1"	"Trifolium_pratense_L__P_2"	"Trifolium_pratense_L__P_3"	"Leucanthemum_vulgare_L__P_1"	"Leucanthemum_vulgare_L__P_2"	"Leucanthemum_vulgare_L__P_3"	"Leucanthemum_vulgare_L__P_4"	"Leucanthemum_vulgare_L__P_5"	"Achillea_millefolium_L__P_1"	"Achillea_millefolium_L__P_2"	"Achillea_millefolium_L__P_3"	"Ranunculus_repens_L__P_1"	"Jasione_montana_L__P_1"	"Jasione_montana_L__P_2"	"Eupatorium_cannabinum_L__P_1"	"Eupatorium_cannabinum_L__P_2"	"Erica_tetralix_L__P_1"	"Erica_tetralix_L__P_2"	"Ulex_europaeus_L__P_1"	"Ulex_europaeus_L__P_2"	"Achillea_millefolium_L__P_4"	"Achillea_millefolium_L__P_5"	"Reynoutria_japonica_L__P_1"	"Reynoutria_japonica_L__P_2"	"Reynoutria_japonica_L__P_3"	"Reynoutria_japonica_L__P_4"	"Reynoutria_japonica_L__P_5"	"Reynoutria_japonica_L__P_6"	"Reynoutria_japonica_L__P_7"	"Reynoutria_japonica_L__P_8"	"Reynoutria_japonica_L__P_9"	"Reynoutria_japonica_L__P_10"	"Reynoutria_japonica_L__P_11"	"Thymus_praecox_L__P_1"	"Thymus_praecox_L__P_2"	"Trifolium_pratense_L__P_4"	"Trifolium_pratense_L__P_5"	"Centaurea_nigra_L__P_1"	"Centaurea_nigra_L__P_2"	"Centaurea_nigra_L__P_3"	"Centaurea_nigra_L__P_4"	"Rhinanthus_angustifolius_L__P_1"	"Rhinanthus_angustifolius_L__P_2"	"Prunella_vulgaris_L__P_1"
61.69	113.63	30.63	71.34	24.66	66.44	10.86	82.54	67.89	75.09	61.32	33	122.09	86.04	72.98	106.81	82.54	67.97	79.89	116.46	94.92	58.19	62.12	45.61	64.03	114.16	72.91	52.04	112.96	86.48	30.9	36.35	55.14	30.96	35.45	26.77	37.5	113.96	73.45	54.9	74.21	18.48	76.59	78.7	31.5	46.57	33.41	47.55	88.66	72.23	39.97	26.56	52.72	38.86
62.33	117	30.96	73.28	24	67.8	10.81	84.41	68.6	75.81	61.32	34.46	123.47	89.47	73.75	108.92	84.18	71.27	80.41	120.1	97.96	59.12	63.11	46.21	63.67	116.01	75.19	52.23	115.07	87.83	31.66	36.7	55.07	32.32	36.29	26.43	37.68	116.02	74.85	57.27	74.94	19.64	78.28	81.28	32.92	47.53	33.69	46.47	90.81	72.27	40.91	27.47	54.85	39.12
61.55	115.36	32.46	72.34	24.72	68.03	10.49	83.62	69.29	77.66	61.11	33.38	122.48	88.39	74.57	106.79	84.4	69.34	80.38	119.12	97.22	60.36	63.34	45.4	63.99	116.03	74.52	52.17	114.17	86.39	32.22	37.32	55.39	32.45	36.86	25.4	38.5	114.46	75.81	55.2	74.98	19.02	80.36	81.54	32.4	46.77	34.07	47.07	89.12	72.48	39.97	27.98	54.74	39.23
62.93	114.19	32.08	72.28	24.36	66.27	10.8	82.83	68.94	76.07	61.52	33.3	121.24	88.3	75.01	106.97	82.49	70.56	79.87	117.08	95.42	60.01	64.02	46.02	64.08	114.32	73.48	52.36	113.32	88.51	32.35	37.75	55.8	32.71	36.64	25.13	38.16	112.94	74.3	56.22	74.69	20.76	77.49	80.43	33.61	48.08	35.07	47.18	89.48	71.95	40.04	27.7	54.78	40.25
60.44	113.94	31.57	72.35	24.24	65.95	10.58	84.09	68.89	75.18	60.91	33.11	120.35	87.12	73.31	106.66	83.17	69.6	79.39	117.48	96.64	57.96	61.4	45.95	62.85	114.86	71.8	50.86	111.93	86.39	31.24	38.11	54.91	32.5	35.4	24.5	37.74	112.4	72.89	54.68	73.99	18.76	77.58	79.79	33.44	47.07	33.4	47.67	89.33	71.11	40.56	26.67	53.32	39.31
63.65	115.27	31.15	72.82	24.1	66.93	10.14	84.27	68.33	76.86	61.15	34.01	123.36	88.57	75.13	105.46	85.54	70.31	79.85	117.41	97.06	58.67	62.53	46.95	64.33	114.13	74.28	53.15	112.71	87.76	31.14	36.37	56.37	31.69	36.67	26.17	38.22	114.91	74.76	56.29	75.21	19.97	78.79	80.95	33.46	46.91	34.03	47.38	90.23	72.71	39.72	27.31	53.03	39.72
61.19	115.08	31.25	71.78	23.67	66.92	10.31	81.9	67.53	75.72	60.56	32.89	120.56	87.73	74.62	105.56	82.28	69.38	79.72	118	97.03	58.55	62.9	45.77	64.2	112.76	73.07	51.79	112.07	87.88	30.87	37.12	54.33	31.8	35.79	24.32	38.93	111.53	74.04	54.7	73.82	18.36	77.33	79.19	32.49	46.27	33.23	46.61	88.73	72.03	40.1	26.91	55.4	39.75
62.57	115.22	31.74	71.47	23.78	67.5	12.3	82.16	69.42	75.39	62.75	32.68	121.26	89.19	73.24	106.05	83.8	68.76	80.75	116.76	95.49	59.42	62.48	46.68	64.46	114.29	72.56	51.47	112.94	88.27	31.45	37.38	55.98	31.52	35.74	26.72	38.41	112.72	74.56	54.76	74.62	18.92	77.29	81.13	32.98	45.91	33.78	47.32	88.95	73.85	40.67	27.36	53.55	40.11
63.94	116.54	32.78	72.78	26.33	68.56	11.49	84.22	69.36	77.59	63.11	35.32	123.36	90.55	74.81	107.11	84.17	70.96	81.64	118.27	96.11	60.24	63.61	48	65.5	115.04	74.32	51.39	114.69	89.23	32.6	38.46	56.49	33.04	36.35	26.58	39.07	116.56	76.85	55.61	77.16	20.35	80.05	82.31	34.11	46.77	33.58	49.34	91.35	72.72	41.1	27.75	54.13	40.78
64.05	117.99	33.45	74.31	26.04	67.39	11.86	85.04	69.75	78.02	61.95	34.7	124.78	90.61	74.53	108.75	84.9	71.65	82.28	120.7	98.48	59.06	64.27	48.51	65.67	116.62	75.41	53.17	116.98	90.16	32.6	38.95	58.1	33.78	37.68	26.49	39.52	115.69	77.26	56.25	75.96	19.84	79.97	84.16	34.07	48.17	35.97	50.12	92.32	74.51	41.32	28.19	55.45	40.72
61.8	116.47	32.22	74.37	25.22	67.75	11.32	85.01	69.37	77.07	61.13	33.49	124.48	91.61	74.9	109.63	84.75	70.96	82.07	120.49	97.97	60.72	64.9	48.02	64.81	117.81	75.41	52.18	115.29	89.03	32.39	37.87	54.93	31.76	37.14	25.35	39	116.6	75.54	55.74	76.25	19.08	78.83	83.44	32.71	47.79	34.85	48.1	91.77	73.23	40.15	27.51	54.85	40.65
63.34	116.39	32.37	73.51	25.35	66.97	12.2	84.45	70.15	77.19	59.93	33.86	124.27	89.02	74.88	107.8	83.76	71.19	80.95	120.32	96.17	60.28	63.61	48.19	65.98	118.09	74.71	51.49	114.89	88.21	33.3	38.05	57.44	32.15	37.04	26.32	39.1	113.38	74.82	54.91	75.91	19.62	79.84	81.41	33.85	47.39	35.67	48.44	91.65	74.25	42.06	27.55	53.62	41.04
63.05	117.46	31.87	72.6	25.7	65.41	11.08	83.69	69.74	78.02	60.88	32.92	124.3	89.57	74.48	108.3	83.13	69.39	81.3	119.57	97.82	60.71	64.27	46.75	64.53	115.71	75	51.23	115.54	88.85	31.91	38.07	57.6	32.46	36.92	26.01	38.79	114.61	75.98	56.18	75.41	19.18	78.68	81.97	33.25	47.45	34.03	49.2	92.07	74.03	39.74	27.92	54.92	40.07
62.22	114.21	32.98	72.32	24.76	66.24	12.19	83.28	69.04	76.93	60.36	34.95	122.64	87.05	74.74	106.61	84.06	69.35	81.16	116.48	96.45	59.73	64.15	47.28	64.92	114.84	74.69	52.4	114.11	88.04	33.29	38.35	55.37	33.15	37.12	25.45	39.18	115.13	73.76	55.51	76.79	20.07	78.81	82.29	32.67	47.21	34.44	48.25	91.96	73.23	41.27	28	54.89	39.43
61.92	115.26	32.31	72.69	23.41	66.99	11.46	82.13	68.66	76.45	60.73	33.9	122.06	89.49	74.03	106.98	83.27	70.19	80.37	118.9	96.43	58.44	64	47.59	63.92	115.51	73.28	51.08	113.87	87.36	32.41	38.02	56.04	32.74	36.55	24.56	37.67	112.49	73.41	54.55	73.29	19.28	77.98	82.13	32.42	46.45	33.47	47.13	90.55	72.23	41.01	27.9	54.21	39.96
62.54	117.02	32.68	73.27	25.72	66.39	11.66	84.87	69.53	77.7	61.69	33.16	122.64	90.02	74.44	106.65	85.13	72.05	81.16	119.05	97.24	59.16	63.54	47.06	67	116.59	74.24	52.87	114.06	87.97	33.54	37.33	56.48	31.9	38.56	24.97	38.26	115.51	76.5	56.55	75.21	19.71	79.33	82.37	33.21	47.41	34.24	49.04	90.37	74	40.34	28.06	54.66	40.73
60.92	113.23	30.62	72.92	24.35	66.19	10.44	82.63	68.59	75.91	59.41	32.09	123.7	88.16	74.49	104.96	81.68	68.67	80.81	118.01	96.43	58.54	62.43	45.65	63.33	115.1	72.75	49.94	113.76	86.82	30.66	37.02	54.37	31.71	35.24	25.33	39.6	113	75.22	55.01	74.33	17.19	77.98	80.28	32.54	45.27	32.29	46.28	89.77	71.4	39.71	27.04	53.68	39.46
62.33	114.1	31.45	73.06	24.65	66.48	10.8	82.44	68.79	76.19	59.9	34.5	120.75	86.85	73.46	104.82	82.99	69.65	79.54	115.94	97.5	58.51	62.58	46.87	64.28	112.82	73.37	52.38	112.77	86.82	33.27	38.39	54.51	31.63	36.64	26.66	38.57	113.68	75.59	55.06	74.46	19.56	77.77	81.04	33.54	48.27	34.06	47.5	89.28	72.61	39.85	27.81	53.2	39.56
61.9	116.86	31.15	73.79	24.42	66.91	10.39	82.69	69.39	76.19	61.79	32.82	121.82	87.81	75.07	106.02	84.42	69.95	79.56	119.8	95.55	59.29	64.25	46.2	65.38	115.02	74.44	51.4	114.66	89.24	31.88	37.74	56.37	33.31	35.71	25.58	38.56	114.81	75.18	56.3	76.23	19.62	78.59	81.8	32.27	47.16	34.31	48.18	91.09	74.08	40.28	27.71	54.47	39.49
61.27	116.98	31.96	74.62	24.89	66.53	11.15	83.63	69.74	75.53	61.45	33.59	121.62	89.02	74.96	107.24	85.24	71.4	81.95	117.67	97.53	59.45	63.68	47.34	66.43	116.33	74.61	50.85	113.08	86.99	31.58	37.01	55.31	33.15	36.73	26.4	38.18	115.94	75.42	55.84	74.23	18.78	80.48	81.08	32.8	46.35	35.46	48.02	90.48	72.71	40.4	28.5	54.68	39.57
61.45	115.63	31.35	71.81	26.85	66.04	12.46	84.13	69.61	75.76	60.76	34.35	122.23	87.82	73.43	107.8	83.78	69.94	81.71	118.43	95.88	58.83	63.02	48.46	65.54	115.41	74.09	51.83	113.19	87.45	33.04	37.9	57.06	33.03	37.4	26.67	40.19	113.71	74.31	56.12	75.28	18.99	78.25	81.57	33.76	48.06	34.51	47.01	90.33	72.72	40.31	27.09	54.85	39.28
62.97	116.03	32.74	71.15	25.23	68.5	12.3	83.41	68.39	76.04	61.32	33.73	123.16	88.18	74.83	104.76	82.75	66.83	80.24	118.02	97.06	58.84	63.29	46.33	66.21	113.98	73.61	50.82	113.96	88.26	32.58	38.49	56.63	32.73	37.67	24.56	39.59	113.52	74.55	54.71	74.98	19.23	78.2	79.41	31.83	46.3	33.47	48.13	90.72	72.38	40.02	26.85	54.75	40.27
61.58	114.08	31.23	71.64	24.87	67.19	10.71	82.96	67.11	74.53	59.19	33.24	119.22	85.81	73.1	104.04	81.75	67.28	77.74	116.64	95.69	58.57	60.91	45.67	63	112.84	73.03	50.51	110.46	85.68	32.17	37.3	53.53	31.43	34.62	25.41	38.48	112.25	73.91	53.42	73.25	17.82	77.54	79.6	33.08	47.66	33.2	46.47	89.22	71.07	39.55	26.63	52.23	38.79
63.72	117.09	32.08	71.98	24.34	67.78	11.64	83.75	70.08	76.67	62.98	34.44	125	88.98	75.63	108.11	83.75	71.31	82.1	117.39	98.69	60.14	64.11	47.16	67.04	117.92	75.23	51.09	113.4	88.73	33.58	39.37	56.4	32.42	37.81	25.49	39.82	115.09	75.08	57.84	75.39	19.52	78.45	81.94	33.2	46.81	34.39	48.59	91.4	73.98	41.05	29.15	54.63	40.08
62.45	116.89	32.3	73.09	26.05	67.31	9.82	84.92	69.37	77	61.23	33.35	122.78	89.46	74.73	107.29	83.73	71.38	81.61	120.19	96.58	59.31	64.66	46.84	65.31	115.82	74.13	52.71	113.6	87.92	32.03	38.02	57.6	33.13	37.16	25.21	38.8	114.6	75.87	56.73	75.66	19.39	79.78	80.09	32.96	45.49	34.31	48.57	91.29	74.42	40.64	26.47	54.78	39.98
62.89	112.61	30.77	71.15	25.15	65.4	10.91	83.88	68.77	73.8	61.05	33.16	120.85	87.99	73.29	106.38	83.61	70.55	79.84	116.57	94.59	58.44	62.13	45.54	64.14	113.7	72.3	51.51	112.53	87.03	32.89	37.77	55.4	32.57	37.88	24.88	39.73	111.11	72.86	54.28	71.86	19.15	76.2	78.43	32.33	45.98	34.06	47.41	89.82	71.95	39.94	27.48	52.26	39.27
62.65	114.35	31.72	72.58	25.19	67.1	12.35	83.02	70.11	76.44	61.16	33.96	123.12	90.66	75.52	105.94	85.46	70.72	81.51	118.51	96.17	58.04	63.7	45.98	63.89	116.94	74.04	53.76	114.23	87.06	33.2	37.82	57.12	33.9	38.53	26.74	38.95	113.79	74.5	56.52	75.74	20.57	79.93	81.02	32.99	47.12	34.56	47.29	89.82	73.74	40.58	27.63	56.14	41.01
61.14	112.69	32.35	70.19	24.27	65.96	9.82	81.4	66.93	75.39	60	33.65	120.28	86.21	72.78	104.65	81.38	67.85	81.76	117.21	93.01	59.07	61.98	46.47	63.67	111.94	71.89	51.5	111.66	84.64	30.5	37.42	53.76	31.96	36.22	25.28	38.46	112.28	73.83	54.81	72.44	18.8	76.31	77.82	32.22	45.76	33.52	44.22	89.1	69.19	38.99	26.47	53.14	39.3
62.64	116.96	30.62	73.17	25.6	67.48	10.96	81.9	69.49	74.82	61.15	33.85	123.69	88.47	72.83	107.11	83.79	70.09	81.32	120.13	95.76	61.48	64.41	46.54	65.27	116.19	75.44	51.82	112.8	88.94	32.51	37.96	54.93	31.57	37.22	26.19	38.4	112.4	75.18	55.86	74.9	19.34	79.46	79.55	33.24	47.55	33.93	47.23	92.59	72.56	40.12	27.42	52.74	40
60.01	115.15	31.43	71.17	24.58	66.35	11.91	84.13	66.93	75.11	62.04	32.56	119.58	86.85	72.6	105.43	81.55	68.77	79.93	115.6	94.86	58.04	62.14	47.25	63.02	111.5	72.12	50.98	110.18	86.99	33.19	38.06	55.3	32.87	37.6	25.5	39.51	112.6	74.22	55.73	74.13	19.39	73.56	77.75	32.94	46.77	33.92	45.34	89.77	69.81	40.56	28.64	52.91	38.67
63.53	116.07	31.01	73.08	24.44	67.35	12.11	83.81	68.58	76.71	62.63	33.79	123	88.22	74.99	108.36	83.86	70.67	80.91	118.54	97.34	60.3	62.24	47	64.04	115.02	75.03	51.94	114.01	89.31	33.81	37.49	53.83	32.78	37.24	25.32	39.07	114.48	74.81	55.33	74	19.9	77.24	81.32	33.12	48.81	34.28	46.6	91.74	72.8	38.91	28.44	55.28	40.38
61.6	114.37	33.39	72.68	24.96	66.09	12.36	82.65	70.59	75.45	61.33	32.37	121.28	88.52	74.46	105.86	83.85	69.51	79.66	116.44	95.69	57.54	63.11	48.36	62.22	113.26	73.73	52.99	110.51	87.61	32.27	38.04	55.24	31.85	38.02	27.29	38.26	114.18	74.09	56.04	73.37	19.05	76.74	79.71	32.68	47.51	33.71	47.15	92.18	70.45	41.37	28.11	53.45	41.33
60.82	114.7	31.25	71.28	25.34	67.31	10.31	81.01	68.6	74.63	60.98	33.65	121.12	86.63	73.03	105.56	82.6	70.21	80.24	117.44	96.48	58.28	61.86	44.67	64.63	115.32	74.19	52.35	111.98	87.92	33.23	36.55	55.51	31.29	36.07	25.59	40.06	114.55	76.08	56.07	72.23	19.67	76.55	79.63	33.07	46.91	34.29	46.96	90.31	72.05	40.27	26.32	52.79	38.8
62.37	111.88	31.91	70.78	25.26	65.79	12.53	81.11	67.6	75.05	59.97	34.09	118.63	85.5	73.28	104.28	82.08	68.58	79.6	114.47	93.85	57.4	62.24	45.62	61.87	112.67	71.73	51.23	110.12	86.01	32.37	38.48	54.32	32.34	37.3	26.38	38.53	109.02	71.92	54.1	72.43	19.77	77.28	77.57	31.52	45.85	33.03	44.96	91.55	71.2	39.02	26.07	52.81	39.91
61.2	114.35	29.88	71.32	23.63	66.95	11.29	80.94	67.62	75.85	60.83	31.61	122.34	88.67	72.5	107.01	81.75	67.74	78.57	116.2	93.93	58.44	61.61	44.83	62.71	114.85	71.88	51.16	110.36	85.48	31.45	38.01	51.93	32.07	35.34	24.57	37.81	114.06	73.26	53.7	74.27	18.22	75.86	78.36	32.33	46.01	32.2	45.79	89.99	70.54	39.85	26.31	53.36	38.31
60.73	111.73	31.22	70.14	22.89	65.35	11.12	81.56	65.2	72.83	61.08	33.29	118.69	86	74.47	103.93	81.41	67.36	78.2	114.58	92.94	58.15	62.29	44.05	62.46	114.44	74.47	50.09	109.12	85.35	32.28	35.58	52.38	32.99	35.61	24.81	38.61	110.38	73.18	54.52	73.03	19.65	77.64	77.03	31.71	46	32.88	45.79	89.92	69.55	38.98	28.1	52.28	39.48
62.17	117.04	33.17	72.38	24.65	66.52	11.69	84.37	68.66	77.92	61.75	34.27	121.66	89.02	76.22	107.66	83.04	70.99	80.18	116.53	95.51	60.54	63.46	46.4	63.1	115.59	74.13	51.58	112.7	87.74	31.66	37.9	55.94	33.27	37.2	26.07	39.42	114.31	73.89	55.82	75.74	18.88	75.81	81.04	31.81	45.55	34.24	47.67	92.36	71.47	40.63	26.43	53.85	39.82
62.78	115.25	31.73	73.54	26.05	68.02	11.02	82.32	68.51	75.41	61.12	34.93	121.82	87.68	75.94	105.58	84.13	70.6	81.98	119.61	95.92	59.77	62.37	46.02	65.49	116.47	74.11	52.79	111.85	88.59	33.63	38.27	54.89	33.36	36.38	26.31	38.14	114.45	73.93	55.6	74.52	19.21	76.62	79.86	31.37	47	34.81	47.31	93.3	71.58	39.09	26.69	54.09	40.31
60.83	115.48	32.56	71.23	25.05	66.5	11.46	83.44	68.14	74.93	62.05	32.04	122.04	88.03	73.58	105.51	82.87	69.71	80.18	115.66	96.56	59.18	61.99	47.53	64.81	115.07	72.91	52.26	112.94	86.15	33.34	38.36	55.9	30.96	36.49	25.92	40.19	113.1	73.86	55.69	73.45	19.86	77.71	79.81	32.79	45.92	34.33	46.75	89.2	70.35	39.4	27.74	52.64	39.65
61.61	113.78	32.17	72.95	24.38	66.14	10.39	82.86	67.94	74.41	60.15	33.59	121.57	87.71	73.61	105.52	82.23	68.22	80.11	115.94	94.68	58.59	61.81	45.39	63.26	113.87	74.08	49.94	112.68	86.32	30.8	38.43	53.52	32.39	36.51	24.31	37.97	111.84	75.84	54.66	74.87	18.49	76.79	79.83	31.82	46.97	33.63	47.8	91.5	71.31	41.32	28.05	53.43	39.84
59.8	114.22	31.93	71.58	24.85	65.1	11.17	80.45	66.86	75.68	61.03	33.65	120.27	87.23	75.63	105.82	82.75	68.11	80.33	116.17	94.47	57.99	60.69	45.04	63.61	113.64	72.92	50.2	112.2	85.12	32.82	36.45	53.66	31.2	36.61	24.79	38.79	112.96	74.41	55.48	73.68	17.93	78.42	78.91	32.52	47.24	34.04	46.05	90.59	72.32	41.02	27.46	52.69	39.05
62.93	115.16	31.12	72.37	23.94	65.69	11.81	82.19	67.48	76.09	60.19	33.3	122.31	85.37	73.84	105.19	83.29	69.82	79.28	116.23	95.97	58.13	61.71	46.71	63.27	115.5	71.46	50.65	112.09	87.4	31.94	37.46	53.31	30.92	35.74	24.46	38.49	112.65	73.33	53.52	72.66	20.11	78.19	79.48	31.01	47	33.51	46.59	90.82	72.57	39.81	25.17	53.03	38.33
64.91	115.57	31.84	74.53	24.88	65.85	11.25	83.66	68.73	77.59	60.08	33.36	122.22	88.05	73.44	106.91	84.61	70.36	80.03	117.15	95.73	58.66	64.46	47.48	63.76	116.98	74.02	52.09	111.25	86.5	33.41	38.51	55.5	32.45	36.87	26.88	39.95	113.12	76.06	57.81	74.17	20.22	78.51	81.88	32.4	46.26	34.51	47.59	92.04	73.25	41.02	28.3	53.13	40.32
60.19	114.49	29.19	70.58	24.92	64.39	11.01	80.25	65.54	72.73	58.34	32.15	117.88	85.06	72.19	104.58	82.45	67.93	77.3	114.56	93.84	57.34	61.11	45.14	62.29	111.42	71.69	49.66	110.48	86.63	31.42	36.34	54.08	30.88	35.65	25.33	38.01	110.99	72.85	53.65	71.18	18.99	74.32	78.08	31.39	45.95	33.25	45.27	89.96	70.29	38.35	27.45	53.17	38.81
60.99	113.66	30.71	72.27	24.83	66.18	11.19	82.26	68.97	74.65	62.01	33.08	121.84	87.38	72.86	106.05	81	68.26	80.2	117.03	96.05	60.9	61.69	47.97	64.48	113.84	72.42	51.71	111.14	86.62	32.49	37.6	54.4	32.36	35.67	24.27	37.58	112.39	75.52	56.08	73.93	18.71	78.5	78.27	32.55	46.23	33.38	46.78	91.85	70.81	39.02	27.35	52.63	39.77
62.32	112.03	30.75	72.66	24.16	65.25	10.79	84.71	68.42	76.43	60.91	33.41	121.25	88	72.45	104.87	82.66	68.95	80.96	116.7	94.99	59.9	62.17	47.16	65.66	114.82	73.58	50.53	112.89	86.62	31.12	37.41	54.23	31.22	35.67	25.55	38.95	113.49	73.84	55.76	73.7	18.71	77.05	79.82	31.73	45.93	32.46	46.53	91.86	69.47	39.76	26.63	53.26	38.96
63.47	116.95	31.85	71.93	24.81	67.9	11.28	82.09	67.77	74.04	61.16	33.79	120.35	88.99	72.23	104.88	83.48	69.53	80.59	117.41	95.11	58.41	63.64	45.59	66	114.07	72.56	50.85	112.72	86.46	33.8	37.57	54.83	31.27	36.76	25.48	38.83	113.64	74.35	55.76	74.58	18.87	77.22	80.53	32.55	46.72	34.51	46.84	92.05	70.8	38.67	27.86	53.71	40.95
62.72	116.06	33.13	72.73	25.88	66.53	14.25	83.28	69.33	76.21	61.46	33.95	121.81	86.88	73.77	107.31	82.41	69.62	80.47	117.12	96.81	59.59	63.84	47.24	64.78	115.82	73.66	51.33	112.72	87.63	32.78	37.52	57.35	33.62	37.84	26.69	39.6	112.99	74.37	56.37	76.33	20.17	78.47	80.49	33.07	46.39	33.99	47.11	91.96	71.06	41.85	27.96	53.77	41.54
61.43	114.54	30.44	72.56	25.72	66.33	11.25	80.95	68.66	74.85	61.28	34.35	121.25	89.48	74.17	107.1	84.09	69.33	81	117.44	95.93	58.53	63.03	45.68	64.64	114.67	73.64	48.76	112.47	87.83	31.49	38.28	54.34	31.29	37.76	25.72	39.15	114.47	74.9	56.08	76.07	18.9	79.13	79.84	32.46	45.52	34.68	47.39	93.09	72.55	41.05	27.47	53.66	38.9
63.65	117.21	31.73	71.72	24.74	67.75	10.48	83.85	69.19	77.54	60.5	34.06	124.7	89.42	76.41	107.36	83.63	69.32	79.49	119.71	95.66	59.54	63.08	45.57	62.91	117.96	73.65	50.88	114.05	88.28	33.52	37.43	53.34	31.16	36.09	23.88	38.07	116.27	73.92	55.28	74.58	18.49	78.17	82.01	31.99	47.5	32.78	46.62	93.27	71.47	39.34	26.47	52.76	38.94
62.19	113.23	29.28	73.6	23.83	66.27	9.92	82.2	67.73	75.35	59.73	32.96	120.64	85.17	73.18	105.39	83.27	69.23	81.01	116.16	95.03	57.65	62.37	46.13	61.75	115.96	71.92	50.84	111.16	86.38	32.12	36.68	53.41	31.3	33.82	23.97	37.54	112.13	73.08	51.34	72.9	17.44	76.68	77.55	30.63	45.45	31.77	46.65	90.69	70.08	38.4	26.04	52.06	40.24
62.17	112.2	31.78	70.06	25.3	64.3	12.24	80.01	67.95	73.63	58.8	32.52	118.63	85.77	71.97	104.09	81.94	67.83	78.78	114.13	93.05	57.61	61.24	45	62.64	112.99	73.03	50.98	108.07	84.47	32.05	37.04	55.14	31.4	36.74	25.9	36.44	112.25	73.93	54.64	72.21	17.99	75.78	77.26	33.36	45.72	32.95	46.32	89.6	71.26	39.44	27.42	52.91	39.03
63.74	113.35	31.94	72.44	23.77	67.12	12.46	83.67	69.39	76.44	61.74	33.91	121.88	87.03	73.16	104.74	83.73	70.11	79.97	117.2	95.72	60.11	62.2	46.46	63.29	113.91	72.62	49.89	111.53	85.62	33.76	39.12	54.64	31.63	37.01	26.72	39.65	114.68	73.65	55.94	73.82	20.09	77.84	80.6	32.97	46.64	34.03	47.8	89.94	70.91	41.64	28.84	53.31	41.68
60.14	113.06	31.46	72.21	24.22	66.02	11.81	81.47	69.32	73.75	60.59	32.37	118.72	86.73	73.34	107.26	81.94	68.86	77.6	115.22	95.55	57.66	62.35	45.97	61.62	113.79	73.84	51.42	109.93	84.36	33.24	37.91	54.59	32	36.97	25.76	38.75	111.98	71.87	55.13	71.64	19.16	78.23	78.56	34.13	44.86	34.72	45.84	89.66	71.76	38.44	28.09	52.81	40.68
62.95	115	31.01	72.07	24.97	66.23	10.16	82.43	66.91	75.04	59.17	32.05	120.39	86.41	73.92	104.49	82.67	67.92	79.02	117.03	94.24	58.93	61.74	45.64	64.56	114.91	72.59	52.45	108.81	85.83	32.4	35.37	53.7	32.04	35.36	26.17	38.45	112.01	72.23	54.85	72.33	18.46	76.7	79.02	31.79	45.07	33.41	47.57	90.16	72.14	40.03	27.21	52.36	39.2
64.17	113.84	32.43	71.19	26.24	67.45	12.41	83.81	70.37	77.19	61.14	31.82	122.89	88.16	75.04	105.66	83.23	70.25	79.77	116.06	96.01	60.77	63.95	47.29	64.48	116.15	75.9	51.42	113.53	88.7	33.65	38.62	53.58	33.22	36.47	26.4	39.95	113.56	73.15	55.31	75.23	19.34	77.92	79.57	33.44	47.6	33.95	48.18	94.87	72.15	41.12	29.59	54.36	40.2
62.69	112.43	30.88	71.13	24.63	66.08	12.16	81.94	66.43	74.73	60.01	32.01	118.22	85.44	72.41	105.98	82.32	69.39	77.99	115.11	92.79	59.4	62.1	44.94	64.54	112.23	72.79	51.4	110.56	84.88	31.68	37.25	54.78	31.78	36.2	25.58	38.28	112.06	73.68	54.06	71.92	18.79	75.52	79.03	31.18	44.71	33.97	47.01	90.5	70.01	40.71	27.07	53.01	40.4
60.91	110.14	31.24	71.06	23.7	65.66	12.4	81.32	66.57	75.08	58.19	32.71	120.05	84.82	72.83	103.84	80.2	67.08	78.57	113.92	93.64	56.93	61.53	45.18	62.92	112.54	71.71	50.79	110.96	86.13	32	36.99	53.25	32.14	35.06	25.73	38.77	111.26	71.12	54.84	71.72	18.95	75.43	78.64	32.41	47.08	32.54	44.31	89.02	68.53	39.31	27.16	52.71	38.73
62.47	112.33	29.85	71.1	24.59	65.11	11.45	82.7	67.42	75.21	60.43	33.42	121.36	86.3	73.45	103.46	82.99	69.45	78.23	115.02	93.88	56.67	60.73	45.42	62.82	115.15	71.76	50.79	111.39	87.96	31.9	38.86	52.37	32.62	34.61	26.09	38	112.66	73.77	54.19	71.93	18.8	77.59	78.48	31.55	46.14	33.41	44.92	88.83	70.66	39.16	26.83	53.15	40.05
61.4	114.28	30.33	70.62	22.81	66.97	10.07	81.85	67.23	74.24	59.9	32.07	119.66	85.75	75.21	104.08	81.58	68.43	77.57	115.53	93.79	57.27	61.71	45.22	61.91	113.73	70.82	48.98	110.57	84.36	30.75	37.44	51.51	30.77	34.7	24.61	36.93	113.03	72.19	53.94	73.28	17.21	76.7	77.73	30.41	44.26	33.3	44.28	90.43	69.3	38.32	25.28	52.17	38.12
