"Centaurea_nigra_K__P_1"	"Centaurea_nigra_K__P_2"	"Centaurea_nigra_K__P_3"	"Centaurea_nigra_K__P_4"	"Hypochaeris_radicata_K__P_1"	"Hypochaeris_radicata_K__P_2"	"Hypochaeris_radicata_K__P_3"	"Hypochaeris_radicata_K__P_4"	"Scabiosa_columbaria_K__P_1"	"Scabiosa_columbaria_K__P_2"	"Oenothera_erythrosepala_K__P_1"	"Oenothera_erythrosepala_K__P_2"	"Oenothera_erythrosepala_K__P_3"	"Origanum_vulgare_K__P_1"	"Origanum_vulgare_K__P_2"	"Hypericum_maculatum_K__P_1"	"Buddleja_davidii_K__P_1"	"Buddleja_davidii_K__P_2"	"Buddleja_davidii_K__P_3"	"Buddleja_davidii_K__P_4"	"Geranium_robertianum_K__P_1"	"Daucus_carota_K__P_1"	"Daucus_carota_K__P_2"	"Daucus_carota_K__P_3"	"Aegopodium_podagraria_K__P_1"	"Aegopodium_podagraria_K__P_2"
45.84	56.84	71.25	54.32	24.97	17.9	65.44	31.32	45.4	63.23	74.26	74.21	48.68	85.77	47.49	92.48	68.55	109.01	126.98	91.67	113.78	60.16	69.36	93.22	28.71	63.19
47.08	60.63	69.66	59.03	24.84	19.43	68.66	37.88	47.08	62.54	73.27	74.8	53.07	87.53	48.91	94.08	72.49	107.59	130.77	97.35	111.96	60.02	71.89	95.82	29.89	66.43
46.68	59.02	72.77	53.64	22.6	17.74	67.58	37.1	46.85	56.88	76.61	77.19	47.74	88.79	48.11	93.6	67.48	105.78	131.36	97.05	111.65	60.62	72.7	94.2	26.39	62.57
40.63	53.52	73.5	57.15	16.8	19.98	70.11	30.66	43.92	67.34	75.73	77.33	44.64	91.84	45.94	97.6	68.11	108.65	132.42	96.61	111.94	60.48	72.35	94	28.14	61
46.03	58.69	76.58	60.8	23.69	20.54	72.63	37.46	44.93	68.87	70.07	79.46	47.33	87.7	50.73	88.5	69.26	108.57	132.05	97.45	117.39	64.15	74.08	99.54	28.13	61.89
46.58	59.58	72.11	59.94	24.47	17.37	68.85	36.49	46.46	62.68	76.55	72.62	48.98	90.19	47.37	89.29	70.49	107.08	130.14	97.08	114.06	63.52	71.68	95.45	29.27	62.61
47.69	61.08	72.69	59.48	22.87	19.66	76.1	34.69	47.84	65.56	78.25	76.44	53.16	90.89	49.49	96.97	68.25	109.03	129.96	98.49	115.12	67.65	73.04	94.66	32.84	65.85
39.61	53	68	53.52	18.71	16.17	69.01	28.58	37.12	57.14	63.43	69.79	47.29	83.28	47.06	88.47	62.36	105.6	123.59	89.86	106.92	60	65.14	92.49	24.74	56.05
42.17	58.18	69.89	55.88	20.25	17.59	68.56	35.51	41.96	62.49	71.3	73.23	48.01	86.35	51.12	90.16	67.25	101.88	125.64	95.25	109.67	58.18	65.52	91.75	27.26	59
43.27	60.55	75.26	58.07	18.37	20.86	70.76	31.27	46.1	66.54	65.27	77.83	48.46	93.56	47.52	96.33	64.59	106.74	135.09	97.32	115.37	64.76	75.98	91.29	23.84	66.59
39.42	57.7	70.26	56.35	25.63	19.54	66.5	33.43	45.98	66.1	73.57	74.37	46.13	86.66	49.78	91.15	70.63	99.43	124.85	96.81	111.52	62.76	70.11	93.07	26.27	61.28
44.74	58.93	74.75	57.64	17.37	17.57	66.23	29.77	44.2	63.02	74.01	74.75	42.51	90.18	46.49	94.17	72.26	105.68	135.69	98.61	113.91	57.48	71.13	99.07	25.5	61.77
43.02	52.67	69.61	58.62	19.66	18.26	66.62	29.5	43.12	63.53	73.17	75.49	48.99	87.22	48.86	88.65	67.82	100.93	135.65	92.59	108.16	62.52	68.17	92.55	24.74	63.76
45.31	61.01	71.61	57.2	17.85	20.74	68.16	33.91	47.79	65.42	75.75	80.38	48.43	89.95	49.35	96.21	67.46	112.42	130.96	99.6	112.67	63.18	67.54	93.38	24.79	60.26
41.91	54.2	72.02	55.94	22.52	14.95	69.64	33.14	46.67	63.37	75.07	76.81	44.14	87.31	50.83	88.86	65.25	108.45	129.79	95.89	110.18	60.28	68.99	95.14	25.92	60.57
42.96	60.72	74.92	64.73	22.96	20.37	75.09	35.6	50.71	71.22	78.39	76.39	51.74	93.09	54	95.45	70.54	114.02	139.99	98.35	113.7	61.84	73.44	97.87	28.52	61.74
43.75	58.42	76.08	58.7	24.26	18.37	70.98	32.4	44.57	60.54	73.04	74.53	43.69	87.31	48.65	90.59	66.04	102.68	128.34	94.06	111.16	59.74	69.77	95.37	25.62	55.77
44.45	55.96	73.28	62.42	20.65	14.05	71.63	34.04	47.45	61.1	74.99	79.02	45.92	87.83	49.36	97.2	72.6	112.3	133.4	98.53	116.95	63.14	71.51	94.85	28.93	64.63
43.5	59.29	73.88	61.8	21.17	16.19	69.68	32.41	45.51	63.64	74.57	74.28	42.99	91.43	50.59	94.58	68.38	106.05	129.75	100.32	114.67	61.54	71.02	92.97	26.43	60.92
45.94	55.64	74.59	58.79	21.59	18.36	68.68	34.08	44.06	64.05	71.11	73.56	45.2	93.38	48.89	92.44	73.98	107.19	131.92	93.71	112.62	63.58	71.71	99.37	26.17	61.75
43.05	54.37	68.48	63.26	23.97	16.44	71.28	31.02	44.23	66.51	73.55	74.64	47.95	89.66	42.03	90.57	68.07	108.73	130.66	100.5	110.2	61.52	70.36	92.49	22.75	60.56
46.97	58.24	69.87	55.97	18.9	20.15	66.57	34.63	41.69	66.3	68.1	68.91	46.36	88.47	49.73	93.24	69.99	107.52	130.87	97.4	111.82	58.02	67.41	98.95	27.58	60.89
40.17	55.41	71.82	57.23	16.61	14.8	69.37	31.06	42.04	60.74	75.99	72.71	41.4	85.34	46.4	92.54	69.53	100.82	126.76	92.97	106.75	59.57	66.89	88.9	26.47	62.06
40.7	55.51	70.84	58.08	16.63	16.92	64.21	31.85	41.15	59.27	75.58	71	42.95	85.7	45.86	87.71	68.3	104.12	123.75	89.76	109.32	59.22	68.03	88.75	25.03	58.7
40.84	58.63	74.5	58.24	18.88	16.58	69.7	35.65	47.51	64.02	71.42	71.98	50.65	90.92	50.57	98.82	70.82	111.56	139.36	94.68	116.02	69.84	70.16	95.03	30.63	62.84
40.64	58.71	75.34	63.21	21.13	15.99	69.45	33.56	46.68	63.37	73.76	74.98	48.44	91.19	46.53	97.36	68.54	111.46	133.61	98.1	114.86	60.7	74.24	92.98	23.78	61.04
44.14	59.84	72.31	58.02	17.19	16.56	62.72	26.49	37.76	59.31	69.6	75.58	47.78	85.22	45.73	90.15	63.39	105.49	132.2	96.98	109.86	61.01	71.05	91.03	23.4	61.19
43.12	62.07	75.22	61.67	24.6	22.98	73.38	35.88	44.36	63.44	77.23	75.56	46.66	86.12	46.77	93.93	65.77	109.35	127.41	92.88	114.23	62.17	71.89	96.82	28.07	65.27
40.93	61.14	77.02	58.66	20.5	17.62	72.87	33.12	47.49	59	73.34	76.48	46.64	87.74	50.68	92.02	69.68	106.49	131.35	90.36	108.84	63.53	69.51	94.62	29.66	58.02
43.23	61.29	72.79	60.61	20.57	18.31	71.63	35.33	41.98	58.4	71.17	69.37	42.6	93.68	46.99	95.88	69.32	108.24	132.79	99.8	118.46	64.06	69.04	96.83	27	62.57
46.44	56.77	73.84	54.04	21.92	20.13	69.75	32.17	46.08	64.75	72.86	71.42	44.6	86	45.97	86.07	69.25	107.8	132.74	98.39	109.54	60.38	70.39	92.95	28.76	59.91
42.98	51.89	66.97	54.44	15.79	22.06	71.33	33.32	41.55	65.81	75.01	71.66	42.88	91.39	42.48	90.97	64.21	103.18	122.79	96.94	113.93	57.37	70.74	91.06	28.85	62.02
43.4	63.17	72.55	58.47	26.72	16.96	73.65	35.94	45.11	67.36	77.63	79.18	52.99	91.78	49.72	96.54	72.93	109.28	132.67	100.54	115.95	61.46	70.96	99.22	29.53	67.52
46.33	58.62	76.85	55.4	23.75	20.92	67.12	34.64	43.81	60.26	68.35	75.08	46.29	88.03	45.65	91.06	68.27	104.75	127.12	89.62	111.25	59.6	72.77	90.36	25.19	60.34
45.23	57.12	77.26	58.98	14.47	14.9	69.08	31.58	40.66	60.58	75.54	69.16	51.5	94.43	47.52	94.89	63.47	105.26	137.46	97.68	110.83	59.4	68.8	95.78	27.08	59.43
44.4	55.8	77.11	60.58	19.4	15.77	73.15	35.04	44.19	62.34	73.22	77.55	47.47	92.59	48.77	92.35	72.03	102.03	130.32	95.67	114.03	60.79	69.59	94.24	28.7	67.56
45.55	59.76	72.98	57.26	19.77	18.44	70.23	31.79	47.65	61.23	75.48	70.7	47.58	84.39	49.84	92.61	65.34	103.09	126.37	91.65	114.02	62.57	71.1	93.81	26.91	56.14
44.54	61.27	75.82	60.12	22.38	21.16	74.15	40.36	51.62	67.95	77.79	74.94	51.5	88.22	47.91	97.32	67.48	111.18	137.97	98.3	119.41	67.05	71.62	100.31	28.26	64.37
43.35	62.82	75.35	56.5	22.01	16.56	68.4	29.72	44.68	59.63	73.25	71.52	46.34	80.26	52.82	89.99	67.86	109.43	133.01	94.41	114.99	60.84	74.41	92.76	27.11	57.57
42.88	51.82	64.49	52.79	18.33	16.07	68.21	31.24	42.62	59.48	71.3	72.58	43.48	84.75	48.62	83.21	66.73	100.35	125.38	92.24	110.27	57.38	66.98	87.5	24.75	59.76
48.48	58.39	75.39	61.08	26.32	23.43	69.12	37.71	48.07	67.37	77.62	80.52	52.01	90.57	52.33	92.24	71.62	106.62	129.02	93.3	110.12	62.61	72.22	95.77	27.77	63.48
44.44	56.39	72.69	55.21	21.61	19.47	69.77	33.86	39.99	64.86	72.34	72.97	51.23	84.96	51.88	88.16	72.74	102.48	132.71	94.86	114.39	58.58	70.19	94.09	26.22	61.21
45.96	61.34	77.59	63.03	23.56	20.88	71.14	33.33	43.95	66.32	82.56	77.41	48.89	91.61	52.13	102.43	72.37	110.12	133.82	99.43	113.52	65.36	71.64	99.84	26.84	67.92
48.75	61.46	71.92	59.02	21	18.7	72.99	37.29	45.51	69.56	78.2	74.29	50.58	90.06	50.78	90.86	66.32	110.78	131.52	98.09	114.26	60.89	70.69	95.53	32.39	60.26
44.26	54.72	68.2	57.2	20.88	17.39	66.3	28.84	41.38	59.26	72.84	69.93	39.88	82.46	48.41	86.22	66.04	103.61	124.26	94.17	98.42	54.14	68.81	94.46	24.6	55.86
50.84	55.45	79.76	62.89	28.69	19.24	72.9	34.3	48.74	66.8	77.65	72.87	49.06	86.95	51.83	98.94	71.04	112.78	137.22	100.4	115.82	69.37	73.08	95.64	27.41	66.24
46.51	60.39	67.47	57.2	24.03	20.81	72.31	36.17	46.87	68.43	75.99	73.09	44.23	89.15	51.06	91.99	71.66	105.25	128.79	92.73	109.39	63.87	70.45	95.07	28.24	62.98
46.39	63.27	73.85	62.31	26.49	23.93	74.33	36.74	47.52	62.96	72.47	77.72	46.28	87.92	53.29	98.79	74.52	111.4	132.41	97.36	114.83	60.29	72.06	95.67	33.17	67.41
49.44	61.33	73.01	61.79	22.2	20.7	70.1	38.33	45.11	64.54	80.54	78.33	50.6	93.81	52.7	94.75	73.89	111.67	137.53	96.45	113.07	59.11	78.89	99.65	25.73	66.87
45.76	54.95	77.31	56.35	19.81	24.47	67.13	35.37	47.29	61	69.99	69.01	42.96	84.36	44.85	93.7	68.04	103.32	127.68	92.18	103.31	58.9	67.13	89.31	26.56	59.26
40.79	56.21	68.48	53.77	18.17	14	71.75	31.88	43.56	63.7	69.4	67.43	41.5	86.35	45.81	91.06	62.19	104.7	126.94	95.03	106.25	62.44	70.05	92.57	26.65	61.28
46.5	59.94	71.77	57.96	22.28	17.86	69.21	35.49	46.25	65.9	71.51	72.23	46	93.72	50.27	93.97	66.5	105.55	130.03	92.77	113.63	60.8	63.86	90.2	30.81	63.73
41.24	58.52	69.8	63.31	18.17	11.06	73.86	30.8	47.02	61.09	71.29	76.81	45.6	84.37	49.37	95.78	67.52	106.53	131.6	94.68	108.48	62.74	67.23	94.17	28.5	62.88
45.3	57.61	83.55	56.72	24.08	16.95	76.4	33.07	49.4	64.1	81.59	76.81	48.7	90.87	49.05	91.52	67.18	113.29	139.15	94.04	113.81	63.98	70.48	99.74	27.96	68.02
47.55	61.67	75.1	65.73	19.78	18.57	74.37	40.42	45.64	65.98	78.71	77.42	48.03	90.56	49.6	102.27	72.19	114.57	136.71	101.87	116.76	62.81	79.65	96.33	25.33	61.41
43.96	49.45	69.56	55.96	16.63	14.95	63.7	25.88	41.32	57.9	67.9	66.88	42.69	83.88	42.94	86.45	57.33	102.78	125.45	95.29	107.98	54.27	65	89	22.36	61.6
44.32	55.91	71.55	55.1	9.26	16.73	72.04	32.56	44.16	62.49	75.42	67.31	48.23	83.26	47.25	82.68	65.52	102.33	126.67	94.35	112.33	57.03	70	89.79	28.4	57.24
43.14	62.52	77.96	60.36	22.33	18.18	73.18	35.74	45.87	64.36	77.38	77.22	45.17	88.25	50.25	94.53	72.3	114.78	136.21	101.83	121.14	63.67	75.71	91.91	26.72	65.24
44.68	60.01	76.55	61.8	16.93	18.57	70.03	36.2	41.61	59.66	67.93	75.19	41.84	83.82	43.37	90.22	68.66	105.37	125.76	92.05	110.3	61.8	70.5	90.1	25.8	55.89
40.84	56.44	65.21	57.18	15.53	23.59	66.71	35.95	40.69	63.68	70.57	73.02	43.46	84.17	47.39	91.37	66.42	106.75	126.19	91.26	111.85	56.95	71.7	86.68	24.8	55.04
42.05	61.57	76.84	62.49	20.57	14.92	68.56	36.33	44.83	60.54	73.97	73.57	51.67	86.18	46.28	88.96	73.11	107.79	135.44	96.66	109.42	59.82	75.36	97.64	31.51	64.9
49.16	61.06	74.71	63.61	22.18	22.03	72.28	37.21	46.29	62.72	74.05	75.19	45.27	85.28	47.4	94.29	71.29	108.59	132.88	94.14	115.67	63	77.29	93.8	24.67	66.63
39.93	50.27	69.91	52.39	13.93	12.92	61.42	27.02	38.55	55.98	68.39	69.83	41.07	80.74	44.35	81.39	63.6	103.33	121.87	89.56	109.48	51.54	65.01	86.36	21.63	58.29
38.38	57.12	65.06	53.82	16.25	10.73	71.34	25.19	38.54	53.42	73.8	64.14	42.15	81.62	44.91	85.48	62.29	97.16	122.44	86.36	104.2	51.68	59.65	88.73	23.67	59.06
50.37	59.24	73.07	60.15	22.46	14.26	71.08	31.09	42.64	64.32	75.63	73.45	45.51	92.47	50.13	96.38	67.24	107.07	132.42	97.46	110.81	64.23	70.83	88.21	26.58	67.66
45.07	63.88	73.63	68.98	23.92	19.96	74.45	44	51.99	69.31	82.33	74.54	53.4	83.57	50.88	98.24	75.31	112.32	135.65	100.75	112.82	63.68	79.12	92.77	35.28	72.8
40.5	57.48	71.52	56.12	17.2	16.31	71.26	38.73	44.22	66.67	71.29	72.28	45.54	85.34	46.07	92.69	65.55	103.57	131.67	88.21	109.38	59.66	68.48	95.2	28.47	65.59
51.53	60.18	79.11	60.31	21.18	17.93	66.55	36.95	50.2	57.47	71.88	74.52	51.86	82.51	47.5	91.19	74.7	104.61	129.84	89.28	110.49	60.4	75.64	100.11	30.18	64.39
40.39	54.1	69.21	56.05	15.31	15.56	66.62	32	39.9	64.01	69.36	68.44	47.21	78.81	43.92	90.21	60.9	106.25	122.49	86.98	102.97	62.28	66.86	91.21	28.88	64.52
45.82	63.01	76.76	66.01	22.87	18.85	71.79	25.58	40.2	63.11	79.69	84.19	44.64	99.52	50.1	90.4	76.49	111.91	135.86	104.07	118.23	67.18	70.24	96.24	23.23	62.72
44.26	56.79	72.14	54.59	17.51	14.25	64.32	34.43	43.79	57.77	73.4	70.35	45.31	85.78	46.1	93.46	66.59	102.44	126.06	89.6	104.35	60.62	71.16	85.64	27.09	61.45
40.53	59.33	77.49	56.49	24.78	23.27	62.61	34.91	41.4	61.97	69.73	63.35	47.61	88.38	48.21	86.85	62.63	104.22	125.05	90.73	104.55	59.58	70.02	91.05	29.8	67.23
42.65	53.8	76.95	54.71	14.98	17.9	64.28	31.88	39.6	59.82	71.78	71.74	49.05	83.37	46.97	93.45	72.24	109.2	133.59	96.9	108.57	55.29	67.82	97.07	22.51	60.33
48.61	58.93	75.9	59.44	21.68	29.7	72.82	34.9	49.99	67.72	78.49	72.92	49.43	95.23	50.46	92.26	71.93	110.6	138.09	103.3	118.61	70.56	74.88	97.51	27.53	67.2
39.19	53.99	70.22	53.86	18.49	16.37	66.81	21.66	39.46	62.07	75.92	73.75	41.31	82.35	41.7	85.07	72.23	102.97	123.82	95.6	110.09	59.58	65.36	86.87	20.11	64.96
45.55	62.32	75.03	59.71	26.58	17.52	68.56	34.86	47.38	66.12	79.68	78.5	51.26	88.96	47.99	95.46	72.94	109.87	136.77	94.55	107.03	57.24	77.44	92.61	24.69	67.84
46.39	49.33	79.08	58.12	18.93	18.2	67.76	34.55	38.55	69.92	80.95	78.14	41.27	83.32	39.76	92.15	67.99	107.57	137.42	102.98	117.79	62.88	72.13	101.82	26.01	59.04
43.95	58.03	70.36	59.8	17.62	17.91	75.13	28.38	45.16	66.9	73.78	75.37	45.99	80.87	46.99	90.43	70.61	103.18	125.26	101.49	114.64	60.59	71.14	89.31	27.12	63.45
49.42	60.36	77.51	61.59	18.69	20.95	67.05	34.35	46.94	66.56	84.11	77.55	47.77	88.69	49.82	92.07	70.87	114.8	134.05	100.66	108.18	65.95	71.45	92.67	23.88	62.93
47.1	62.49	77.34	59.01	26.89	19.34	75.59	32	47.8	59.7	82.35	72.66	50.32	93.28	51.6	95.41	71.99	119.33	140.25	97.07	119.32	69.11	75.54	101.32	28.56	64.36
39.15	61.92	73.36	57.98	18.97	11.26	70.21	31.63	42.7	62.79	69.3	66.99	42.37	83.14	41.94	90.73	62.24	108.29	124.4	91.91	115.15	59.07	70.44	94.03	26.31	65.87
41.87	60.58	80.99	56.77	20.02	13.08	66.88	34.7	44.87	64.98	79.53	73.98	48.09	90.48	44.55	94.05	70.91	116.54	132.75	98.6	117.22	64.79	73.5	96.12	28.94	67.71
41.59	61.19	79.02	58.95	24.19	12.76	68.35	35.85	43.19	64.3	73.24	71.01	45.56	91.3	47.19	97.75	63.11	104.28	127	95.65	118.32	58.13	73.66	92.85	31.68	63.1
54.98	61.42	74.16	64.95	20.57	17.77	66.42	29.75	45.84	65.8	76.16	73.55	46.54	86.63	47.77	90	67.45	117.9	137.12	101	117.1	59.47	78.22	97.22	31.9	63.67
52.31	54.65	73.91	56.46	23.53	24.63	79.08	39.52	46.81	73.55	84.53	76.52	46.65	91.73	52.85	104.31	76.82	117.92	141.07	103.04	119.77	69.52	77.27	94.43	34.15	66.6
43.69	61.44	76.07	60.12	16.44	19.34	75.77	31.37	50.55	68.2	75.47	68.42	43.1	94.6	50.37	88.43	72.9	114.87	136.84	100.64	113.98	58.31	73.81	100.23	28.72	65.83
49.78	58.08	68.32	59.16	20.68	16.05	74.21	30.93	40.46	65.01	70.18	75.34	47.52	88.19	52.23	89.08	70.3	106.86	137.8	93.63	113.04	64.87	73.88	92.3	28.67	66.26
43.84	66.66	82.28	66.24	24.46	21.79	73.29	32.63	45.85	69.2	79.4	73.43	46.37	94.97	47.26	102.38	72.74	116.57	146.91	103.25	121.87	58.02	71.9	101.03	31.38	63.5
37.07	55.71	70.86	54.63	21.23	14.82	62.77	31.59	42.03	63.17	70.8	68.77	39.48	85.58	48.09	88.99	65	111.15	123.54	94.79	104.1	63.25	71.52	87.15	17.13	60.86
43.04	53.17	75.91	60.44	24.58	15.57	68.2	32.89	46.56	62.5	76.02	69.39	45.84	84.02	49.17	91.59	60.39	109.44	132.17	93.84	114.54	71.22	69.82	101.83	26.11	66.45
42.71	54.38	68.22	61.55	18.15	19.34	65.31	33.05	41.21	61.33	72.12	73.32	44.9	92.82	47.65	89.61	67.84	106.4	138.58	100.7	112.69	62.92	78.37	94.66	30.27	59.6
48.75	54.09	73.3	59.75	21.51	17.9	68.61	35.46	46.41	60.38	80.78	78.91	50.28	86.55	49.66	95.4	72.42	111.55	136.04	101.91	116.1	63.15	74.78	96.54	23.5	69.43
47.64	55.69	76.56	60.16	23.1	18.53	75.21	35.82	44.84	67.42	71.9	74.83	49.48	92.65	46.81	93.96	68.04	110.13	137.81	99.38	111.59	63.16	73.59	92.45	25.74	71.83
49.33	63.46	83.35	61.83	20.78	20.6	67.07	35.65	54.2	70.88	79.99	79.1	51.5	95.58	47.9	98.55	72.52	122.81	143.09	105.66	122.54	72.09	76.48	97.76	32.83	68.18
47.89	60.09	81.68	53.36	20.23	17.43	67.19	35.51	42.47	64.71	77.95	75.67	48.37	90.17	48.28	98.81	66.9	113.63	136.71	101.88	115.09	70.41	73.09	96.65	26.3	56.54
47.75	67.41	79.49	61.55	26.88	17.08	75.86	33.64	45.56	68.07	74.78	71.11	45.77	86.65	49.46	96.25	72.35	114.86	130.46	99.61	111.32	66.73	70.63	93.14	32.53	62.32
46.5	54.44	73.21	57.48	18.15	22.78	69.2	33.36	46.13	63.61	68.91	70.2	44.21	84.34	48.87	92.58	70.49	112.64	133.35	96.43	109.49	60.47	73.01	92.16	28.81	64.72
42.44	58.2	78.25	61.03	15.44	18.49	70.87	31.11	42.66	64.29	76.23	70.37	44.83	92.84	53.15	101.39	73.34	116.58	138.84	103.63	115.49	65.77	73.58	100.35	24.26	67.72
48.49	62.57	75.96	62.84	19.46	22.13	76.97	37.83	45.83	65.19	74.93	76.12	48.77	91.33	53.05	94.7	71.36	117.09	140.56	102.09	112.31	66.9	74.17	98	28.57	63.94
48.63	63.61	78.14	61.53	21.65	21.64	73.86	35.85	45.98	65.24	76.14	75.71	47.64	93.27	50.35	96.63	75.13	119.74	144.57	103.61	118.31	64.65	74.98	99.14	28.46	63.64
49.47	60.59	79.11	67.13	23.67	22.07	73.2	36.51	46.59	67	75.36	77.11	52.2	94.9	52.97	100.15	74.3	122.65	146.87	108.82	117.1	66.36	77.38	100.4	29.59	63.38
49.88	62.85	80.02	67.82	21.5	21.15	74.06	36.05	47.53	66.59	77.04	78.05	47.88	99.12	55.15	103.51	78.17	129.23	149.54	114.15	121.93	67.5	76.58	104.81	28.96	63.85
49.94	62.13	81.77	66.57	21.17	18.42	76.76	36.71	47.78	66.32	75.14	76.56	47.91	96.69	52.75	101.57	75.76	130.23	150.3	111.32	119.23	66.11	76.42	102.28	27.83	62.55
50.49	60.9	79.57	66.16	20.88	17.87	74.39	35.75	47.09	66.32	75.57	76.16	47.1	93.82	52.16	101.64	74.1	128.73	149.59	109.78	116.17	67.07	74.21	98.85	27.85	61.78
50.94	60.75	78.55	65.52	20.05	19.55	73	35.65	48.39	65.89	74.27	74.96	47.97	92.54	50.89	97.92	73.09	124.75	143.59	106.24	114.99	65.3	73.79	94.88	28.03	62.69
50.08	58.12	76.54	64.79	21.86	19.59	71.21	35.72	47.28	66.88	72.82	74	46.82	91.48	49.18	95.97	73.38	123.16	141.57	103.86	113.25	64.36	72.45	95.12	27.66	62.83
49.9	59.63	77.16	64.96	21.77	19.6	70.32	34.99	47.33	66.97	73.54	74.15	46.59	90.94	48.63	96.24	73.32	124.92	141.5	102.6	113.66	62.01	75.57	93.5	28.99	66.56
51.8	60.76	76.49	64.04	23.23	20.06	70.12	36.17	48.73	67.97	71.96	73.73	47.1	90.84	49.04	94.77	73.47	127.17	141.5	103.32	111.79	62.93	76.63	91.62	30.58	66.27
53.14	59.93	78.72	64.36	22.77	18.18	71.67	34.98	50.13	69.15	73.79	72.96	47.87	91.95	49.36	95.01	75.43	128.89	144.17	105.06	113.34	62.78	77.87	92.09	29.49	67.98
51.77	60.09	78.18	64.99	23.67	19.79	72.08	35.74	49.29	68.23	75.2	72.44	47.44	91.65	47.65	92.44	75.86	132.76	143.74	104.57	110.56	62.93	78.84	92.2	31.32	67.73
54.08	59.53	77.36	65.02	25.58	19.42	71.94	34.13	50.5	66.05	73.26	73.76	47.39	90.69	49.15	92.86	76.09	133.72	142.39	104.67	108.14	61.52	78.9	90.54	33.73	67.68
54.39	62.37	74.2	61.94	25.19	18.94	70.18	33.85	48.68	68.11	74.4	71.8	46.58	88.87	45.4	92.18	75	130.94	142.86	103.74	110.42	61.95	80.27	91.18	29.73	68.15
56.75	58.26	75.19	64.97	24.85	22.37	71.46	34.96	51.69	66.68	75.87	71.55	46.93	90.52	47.83	93.76	77.09	127.63	141.28	101.78	108.59	62.48	77.3	90.12	31.87	67.37
51.63	59.75	76.47	65.23	24.46	20.93	75.58	33.43	49.87	66.95	77.21	72.56	48.75	89.16	46.69	92.73	74.5	127.54	140.39	101.21	113.83	61.22	76.88	94.17	30.83	69.6
50.73	61.21	75.91	64.48	24.35	18.17	73.14	33.88	49.35	62.58	74.35	72.76	49.76	89.31	45.68	94.08	71.82	126.63	144.86	102.66	112.44	62.56	75.45	93.64	31.05	68.02
48.66	58.64	74.05	62.38	20.13	16.76	70	32.54	43.35	64.31	73.98	70.79	49.04	88.99	49.58	94.44	73.89	122.86	141.44	100.79	112.11	62.59	74.45	92.44	28.63	64.59
49.35	60.04	76.56	63.31	20.81	16.4	74.08	34.78	51.01	66.9	76.04	73.21	49.37	94.56	49.6	98.85	74.69	127.49	149.8	107.29	116.07	65.82	77.8	96.89	27.07	68.37
48.34	59.55	75.36	65.38	21.73	20.21	72.56	34.22	46.76	67.97	76.46	75.73	50.12	93.3	49.65	94.99	73.2	123.83	143.17	104.1	115	63.71	75.87	95.28	28.96	65.01
51.02	61.71	79.37	65.66	21.99	19.62	74.72	39.84	49.05	66.54	75.32	77.84	50.16	93.46	50.51	99.66	75.34	124.79	142.92	108.34	114.69	66.67	76.55	99.65	29.71	62.08
48.69	59.93	75.99	64.64	21.24	19.88	73.4	35.29	44.49	62.65	71.94	73.06	46.45	89.21	50.98	96.65	74.32	124.35	139.98	103.2	110.91	64.56	73.1	94.25	27.48	64.75
48.25	60.9	77.68	64.33	21.56	21.8	72.63	36.02	47.52	67.29	76.17	75.49	48.94	92.71	51.01	96.78	72.16	124.4	142.1	103.08	113	63.41	72.98	95.15	30.02	65.46
51.54	61.97	76.5	66.5	23.44	20.84	73.24	38.48	49.81	68.67	75.8	75.26	48.69	90.55	51.08	95.19	76.06	122.73	141.78	103.51	113.95	65.74	74.94	95.29	31.03	66.85
51.31	60.4	74.87	65.04	21.27	22.06	74.7	37.38	51.8	67.57	75.89	75.09	47.78	91.87	48.94	95.16	75.28	127.5	142.97	103.81	112.42	64.55	76.73	94.42	29.86	66.59
49.28	56.35	72.07	57.93	17.53	14.05	66.57	30.26	44.72	61.45	69.99	70.15	43.93	84.96	43.45	89.39	70.8	122.52	135.47	98.47	108.26	56.65	72.61	90.27	27.57	64.37
50.86	60.26	76.79	64.35	22.48	21.94	70.88	33.85	53.22	68.88	75.13	74.08	44.98	88.26	50.01	96.64	75.69	126.79	142.46	104.13	112.68	62.36	76.9	92.16	31.28	67.53
52.61	57.72	72.8	60.9	21.16	18.06	66.12	33.78	47.73	66.71	72.62	73.42	45.75	85.24	44.9	92.76	76.32	126.31	139.3	102.53	106.87	58.64	72.42	87.96	29.74	66.24
51.49	58.64	72.83	63.66	21.43	15.92	70.65	35.45	50.27	69.87	76.47	68.91	44.52	87.79	49.25	89.09	74.86	123.05	140.59	96.23	111.19	60.86	76.57	91.3	30.06	66.34
50.77	62.18	73.82	60.9	22.33	20.18	73.84	35.39	46.24	66.23	73.64	70.84	44.39	85.85	47.92	92.54	79.16	125.53	141.82	98.41	109.45	63.63	75.32	91.09	30.48	67.41
51.28	62.95	76.06	64.88	22.66	18.17	72.09	36.01	48.8	68.14	71.36	72.25	42.94	88.42	45.85	93.39	72.92	120.27	141.79	102.58	107.18	60.91	77.65	91.12	30.32	69.17
50.36	57.81	67.26	58.81	19.64	18.91	63.81	33.24	41.15	59.69	71.18	66.58	42.49	82.99	39.33	86.46	65.71	116.13	136.17	94.12	107.77	59.3	75	85.01	30.4	69.6
