"Centaurea_nigra_K__P_1"	"Centaurea_nigra_K__P_2"	"Centaurea_nigra_K__P_3"	"Centaurea_nigra_K__P_4"	"Hypochaeris_radicata_K__P_1"	"Hypochaeris_radicata_K__P_2"	"Hypochaeris_radicata_K__P_3"	"Hypochaeris_radicata_K__P_4"	"Scabiosa_columbaria_K__P_1"	"Scabiosa_columbaria_K__P_2"	"Oenothera_erythrosepala_K__P_1"	"Oenothera_erythrosepala_K__P_2"	"Oenothera_erythrosepala_K__P_3"	"Origanum_vulgare_K__P_1"	"Origanum_vulgare_K__P_2"	"Hypericum_maculatum_K__P_1"	"Buddleja_davidii_K__P_1"	"Buddleja_davidii_K__P_2"	"Buddleja_davidii_K__P_3"	"Buddleja_davidii_K__P_4"	"Geranium_robertianum_K__P_1"	"Daucus_carota_K__P_1"	"Daucus_carota_K__P_2"	"Daucus_carota_K__P_3"	"Aegopodium_podagraria_K__P_1"	"Aegopodium_podagraria_K__P_2"
0.38	6.56	11.58	0.6	1.7	1.01	9.97	3.14	5.81	6.48	33.34	36.26	23.46	9.5	3.22	49.91	5.42	2.45	4.63	5.63	7.38	4.34	4.49	3.65	2.38	3
0.6	6.78	11.94	0.85	1.97	1.02	10.08	3.29	6.07	6.55	33.72	36.43	23.22	9.74	3.4	49.99	5.72	2.61	4.84	5.79	7.76	4.38	4.58	3.83	2.6	3.12
0.52	6.63	11.82	0.6	1.96	0.86	10.06	3.16	5.54	6.63	33.41	35.81	23.05	9.53	3.14	49.82	5.52	2.4	4.73	5.6	7.74	4.07	4.37	3.55	2.39	2.99
0.72	6.75	12.02	0.8	2.19	1.26	10.61	3.38	5.96	6.85	33.12	35.87	22.97	9.82	3.32	49.53	5.81	2.51	5.02	5.73	8.08	4.18	4.91	3.64	2.65	3.21
0.65	6.96	12.24	0.9	2.4	1.19	11.08	3.44	5.89	6.83	33.4	35.63	23.46	10.04	3.35	49.87	5.88	2.76	5.28	5.89	8.57	4.44	4.95	3.86	2.81	3.1
0.39	6.72	11.72	0.82	2.02	0.89	11.04	3.35	5.58	6.58	32.47	35.49	22.74	9.57	3.14	49.38	5.68	2.62	4.53	5.63	8.16	4.27	4.5	3.61	2.49	2.91
0.77	6.79	11.8	1.01	2.21	1.2	11.07	3.35	6.06	6.66	32.25	34.8	22.62	9.81	3.31	48.94	5.74	2.64	5.02	5.77	8.55	4.42	4.61	3.71	2.87	3.01
0.6	6.85	11.95	0.84	2.05	1.04	11.17	3.4	5.62	6.5	32.13	34.87	22.37	9.42	3.3	48.33	5.6	2.44	4.86	5.69	8.63	4.42	4.55	3.68	2.68	2.78
0.55	6.96	11.62	0.82	2.32	1.28	11.03	3.61	5.71	6.36	31.5	34.24	21.94	9.62	3.28	48.33	5.48	2.47	4.68	5.97	8.52	4.44	4.62	3.65	2.71	3
0.49	6.81	11.49	0.54	2.16	1.41	10.79	3.43	5.55	6.38	31.35	33.75	21.49	9.47	3.23	47.5	5.23	2.23	4.51	5.52	8.56	4.4	4.25	3.33	2.43	2.71
0.53	6.81	11.63	0.73	2.29	1.18	11.02	3.46	5.6	6.44	31.04	33.37	21.54	9.6	3.09	47.5	5.39	2.21	4.56	5.48	8.63	4.23	4.36	3.29	2.5	2.69
0.48	6.67	11.35	0.71	2.21	1.04	10.83	3.51	5.58	6.27	30.75	33.25	21.13	9.35	2.95	46.88	5.17	1.95	4.4	5.5	8.62	4.05	4.37	3.24	2.41	2.68
0.35	6.86	11.57	0.86	2.56	1.3	11.05	3.6	5.48	6.18	30.41	32.83	21.09	9.63	3.22	46.37	5.53	2.22	4.45	5.55	9.01	4.24	4.28	3.43	2.61	2.74
0.54	6.92	11.47	0.81	2.52	1.25	11.53	3.46	5.64	6.34	30.48	32.69	21	9.64	3.33	46.66	5.38	2.48	4.49	5.68	9.19	4.26	4.32	3.4	2.6	2.88
0.5	6.96	11.36	0.63	2.66	1.29	11.71	3.69	5.7	6.63	30.19	32.67	21.14	9.56	3.21	46.28	5.43	2.28	4.72	5.59	9.16	4.16	4.43	3.62	2.64	3.06
0.45	7.11	11.54	0.6	2.62	1.26	11.9	3.47	5.81	6.55	30.11	32.29	20.76	9.48	3.12	46.04	5.45	2.17	4.63	5.48	9.51	4.03	4.35	3.15	2.44	2.85
0.64	7.52	11.82	0.92	2.76	1.41	12.5	3.88	5.85	6.95	30.3	32.54	21	9.86	3.19	46.42	5.58	2.45	5	5.83	10.16	4.24	4.73	3.55	2.85	2.97
0.45	7.33	11.87	0.9	2.66	1.39	12.28	4.08	5.94	6.61	30.14	31.82	20.57	9.95	3.23	45.93	5.57	2.32	4.78	5.82	9.86	4.38	4.41	3.57	2.48	3.04
0.84	7.45	11.98	1.08	3.04	1.67	12.55	3.98	5.81	6.86	29.44	31.76	20.25	10.01	3.5	45.96	5.67	2.76	4.94	5.93	10.72	4.38	4.91	3.8	2.64	2.93
0.74	7.66	12.15	0.96	2.88	1.57	12.63	4.08	6	6.66	29.15	31.42	20.19	10.21	3.47	45.4	5.61	2.4	4.79	5.98	10.74	4.59	4.73	3.6	2.81	3.04
0.56	7.51	11.74	0.74	3.06	1.19	12.69	3.93	5.71	6.54	29.03	31.1	19.57	9.65	3.23	45.3	5.53	2.35	4.72	5.64	10.73	4.24	4.39	3.56	2.36	2.83
0.81	7.78	12.03	0.97	3.15	1.53	12.89	4.14	6.21	6.83	29.03	30.83	19.98	10.26	3.55	45.46	5.73	2.73	5.05	6.16	11.4	4.47	4.68	3.77	2.78	3.16
0.93	8.19	12.08	1.28	3.27	1.73	13.01	4.63	6.1	6.72	28.36	30.62	19.66	10.17	3.74	44.56	5.99	2.84	5.11	6.25	11.3	4.6	4.89	3.93	2.94	3.3
0.68	8.11	12.05	0.84	2.96	1.41	12.99	4.22	6.07	6.65	27.94	29.88	19.27	10.16	3.15	44.07	5.27	2.46	4.94	6.06	11.34	4.6	4.43	3.76	2.76	3.02
0.73	8.29	12.18	1.04	3.27	1.89	13.5	4.49	5.87	6.79	27.87	29.67	19.18	10.26	3.37	44.31	5.85	2.78	5.18	6.09	11.8	4.82	4.79	3.99	2.69	2.89
0.55	8.07	12.11	1.01	3.29	1.62	13.19	4.44	5.9	6.73	27.49	29.61	18.94	10.15	3.37	43.87	5.63	2.38	4.91	6.01	11.97	4.42	4.51	3.62	2.4	3.1
0.63	8.7	12.09	1.05	3.37	1.69	13.64	4.45	5.88	6.71	27.11	29.05	18.72	10.25	3.6	43.21	5.79	2.62	5.02	5.84	12.48	4.73	4.9	3.67	2.62	3.03
0.77	8.54	12.23	1.05	3.57	1.84	13.85	4.56	5.89	6.9	26.63	28.79	18.55	10.39	3.41	43.86	5.65	2.73	5.04	6.08	12.48	4.62	4.8	3.58	2.59	3.2
0.82	8.58	12.35	1.29	3.45	1.91	13.88	4.69	6.01	6.89	26.68	28.34	18.54	10.77	3.49	43.02	5.72	2.61	5.02	6.53	12.71	4.65	4.82	4.06	2.71	3.1
0.66	8.66	12	0.81	3.43	1.5	14.09	4.46	5.73	6.57	26.22	28.01	17.94	10.5	3.31	42.8	5.65	2.51	4.99	6.11	12.8	4.38	4.81	3.5	2.46	2.99
0.78	9.24	12.2	1.07	3.79	1.56	14.26	4.57	6.01	6.73	26.39	28.05	17.79	10.52	3.6	42.58	5.65	2.8	4.97	6.05	13.35	4.57	4.79	3.78	2.97	3.1
1.06	9.22	12.3	1.27	3.64	2.01	14.23	4.88	6.17	7	26.11	27.33	17.73	10.83	3.74	42.45	5.97	2.66	5.49	6.24	13.87	5.09	4.85	4.15	2.7	3.17
0.68	9.4	12.36	1.07	3.77	2.05	14.46	4.7	6.01	6.88	25.52	27.13	17.47	10.61	3.68	41.58	5.71	2.93	5.34	6.44	14.01	4.84	4.96	3.77	2.59	3.31
0.76	9.31	12.1	1.15	3.94	1.95	14.43	4.69	6.02	6.72	25.08	26.71	17.26	10.64	3.51	41.75	5.73	2.94	5.33	6.43	13.8	4.86	4.91	3.65	2.8	3.17
0.94	9.46	12.58	1.29	3.87	1.97	14.67	4.94	5.98	7.04	25.4	26.64	17.52	10.82	3.75	42.04	5.88	3.11	5.31	6.41	14.63	4.8	4.75	4.05	2.75	3.23
0.77	9.74	12.37	1.2	4.14	1.97	14.67	4.88	5.78	6.98	24.53	26.23	16.66	10.96	3.98	41.41	5.67	2.82	5.23	6.48	15.19	5.02	4.56	4.06	3.07	3.4
0.94	9.94	12.31	1.12	4.07	2.01	14.33	5.12	5.8	6.82	24.25	25.93	16.74	10.79	3.69	40.87	5.63	2.82	5.07	6.44	14.87	4.88	4.72	3.96	2.94	3.34
0.91	9.84	12.35	1.05	3.86	1.92	14.54	5	5.76	6.8	24.01	25.61	16.33	10.72	3.41	40.35	5.7	2.91	5.26	6.61	15.47	4.78	4.68	3.63	2.79	3.05
0.64	9.82	12.44	0.72	3.65	2.01	14.59	4.78	5.66	6.47	23.22	25.25	16.17	10.88	3.46	40.47	5.66	2.67	4.98	6.17	15.47	4.52	4.58	3.7	2.69	2.91
1.03	10.16	12.38	1.19	4.16	2.03	14.64	4.98	5.85	6.72	23.75	24.62	16.01	10.72	3.49	40.27	5.9	2.65	5.16	6.44	15.85	4.8	4.68	3.86	2.73	3.15
0.78	10.19	12.18	1.18	4	1.95	14.81	4.92	5.85	6.57	23.4	24.45	15.47	10.8	3.48	39.85	5.79	2.55	5.07	6.38	16.05	4.87	4.69	3.69	2.59	3.2
0.83	10.49	12.39	1.12	4	2.11	15.21	4.95	6.05	6.99	22.83	24.32	15.5	11.53	3.55	39.77	5.63	2.67	5.24	6.54	16.47	4.79	4.89	3.7	2.69	3.02
0.93	10.68	12.6	1.12	4.11	2.06	15.05	5.01	5.95	7.03	22.59	23.88	15.52	11.39	3.65	39.22	5.69	2.88	5.61	6.74	17.17	5.19	4.74	3.72	2.8	2.95
1.16	10.67	12.33	1.05	4.17	2.12	15.19	5.25	5.86	7.08	22.93	23.73	15.18	11.34	3.92	39.14	5.88	2.82	5.38	6.88	17.46	5.14	4.85	3.68	2.83	3.35
1.07	11.12	12.5	1.17	4.32	2.02	15.38	5.04	5.73	6.87	22.64	23.63	15.31	11.91	3.73	39	5.98	2.69	5.5	6.71	18.05	5.21	4.79	4.02	2.67	3.21
1.07	11.23	12.55	1.26	4.56	2.33	15.33	5.08	6.19	6.9	22.5	23.29	15.16	11.6	3.75	38.79	5.69	3.12	5.55	7.18	18.21	5.13	4.99	4.02	2.74	3.09
0.92	11.46	12.36	1.03	4.43	2.01	15.26	5.14	5.78	6.91	21.77	22.92	14.95	11.7	3.72	38.12	5.64	2.77	5.34	6.84	18.42	4.85	4.85	3.83	2.43	3.18
1.26	11.44	12.72	1.04	4.45	2.18	15.37	5.15	5.89	7	21.37	22.87	14.69	11.96	3.71	38.03	5.8	2.75	5.34	7.03	18.65	4.95	4.72	3.88	2.77	3.28
1.39	12.25	12.85	1.46	4.81	2.39	15.66	5.43	6.19	6.78	21.56	22.47	14.75	12.18	3.92	37.51	6.07	3.1	5.56	7.27	19.54	5.26	5.05	3.98	2.78	3.47
1.27	12.18	12.3	1.11	4.48	2.3	15.28	5.31	5.81	6.98	20.97	22.22	14.29	12.03	3.82	37.18	5.74	2.76	5.53	6.99	19.66	5.15	4.61	3.97	2.6	3.33
1.45	12.23	12.67	1.22	4.53	2.38	15	5.22	5.65	6.83	21.09	22.04	14.03	12.15	3.94	36.89	5.83	3.03	5.64	7.26	20.22	5.14	4.57	4.18	2.71	3.17
1.5	12.47	12.73	1.17	4.31	2.28	15.45	5.14	5.95	6.94	21.06	21.67	13.79	12.16	3.74	36.86	5.68	2.9	5.76	7.53	20.49	5.33	4.71	3.92	2.79	3.07
1.49	12.47	12.45	1.35	4.55	2.31	15.12	5.08	5.72	6.74	20.19	21.45	13.91	12.26	3.95	36.2	5.7	2.96	5.46	7.21	21.1	5.26	4.64	3.93	2.62	3.25
1.31	12.5	12.35	1.46	4.61	2.44	15.17	5.16	5.77	6.85	20.15	21.42	13.39	12.23	3.8	35.65	5.72	2.63	5.62	7.37	21.3	5.19	4.59	3.78	2.46	3.1
1.39	13.18	12.54	1.25	4.6	2.34	15.28	5.21	5.75	6.75	20.25	21.2	13.46	12.48	3.74	35.67	5.5	2.86	5.41	7.43	21.83	5.38	4.67	3.81	2.42	3.12
1.34	13.09	12.77	1.49	4.59	2.38	15.27	5.38	5.9	6.77	20.13	20.94	13.16	12.79	3.99	35.1	5.7	2.86	5.55	7.56	22.2	5.48	4.84	4.06	2.73	3.38
1.37	13.35	12.49	1.37	4.7	2.25	15.21	5.02	5.74	6.84	19.29	20.41	13.08	12.54	3.98	34.52	5.54	3	5.49	7.47	22.38	5.15	4.78	3.94	2.64	2.97
1.44	13.43	12.7	1.11	4.57	2.28	15.28	5.28	5.8	6.99	19.13	20.41	13.11	12.85	3.69	34.52	5.55	2.73	5.85	7.73	22.95	5.21	4.62	3.91	2.48	3.25
1.54	14.21	12.8	1.43	4.71	2.47	15.59	5.21	6.04	7.03	19.34	20.34	12.89	12.92	3.85	34.1	5.72	3.12	6.12	7.91	23.68	5.26	4.9	4.1	2.8	3.2
1.54	14.36	12.9	1.28	4.76	2.31	15.66	5.18	5.77	7	19.33	20.17	12.67	13.12	4.12	34.04	5.66	2.96	6.02	8.07	24.06	5.32	4.82	3.9	2.61	3.23
1.54	14.24	12.68	1.49	4.67	2.42	15.62	5.35	5.97	6.99	18.95	19.76	12.81	13.34	4.03	33.33	5.7	3.13	6.21	8.05	24.75	5.33	4.36	3.96	2.6	3.17
1.69	15.02	13.08	1.63	4.79	2.57	15.63	5.22	5.87	7.05	18.98	19.57	12.65	13.65	4.19	33.45	5.9	3.26	6.13	8.29	25.51	5.51	4.8	4.22	2.69	3.4
1.87	15.26	13.14	1.7	5.01	2.66	15.47	5.4	5.82	6.98	18.57	19.48	12.39	13.73	4.21	32.98	5.87	3.38	6.39	8.32	25.94	5.8	4.67	4.06	2.57	3.36
1.79	15.09	13	1.34	4.68	2.57	15.51	5.32	5.83	6.72	18.29	19.38	12.09	13.68	4.25	32.41	5.68	3.5	6.38	8.71	26.62	5.57	4.87	4.09	2.7	3.22
1.85	15.81	13.2	1.69	4.88	2.68	15.38	5.41	5.82	7.14	18.32	19.11	12.03	13.93	4.35	32.37	5.95	3.56	6.51	8.91	27.06	5.71	4.61	4.36	2.68	3.44
2.19	15.95	13.19	1.76	5.03	2.81	15.85	5.61	6.22	7.4	18.21	18.83	12.45	14.35	4.49	32.26	5.97	3.8	6.73	9.25	27.63	5.89	5.03	4.41	2.59	3.29
1.95	16.2	13.32	1.69	4.94	2.92	15.65	5.36	6.1	7.27	18.02	18.72	12.08	14.32	4.56	31.21	5.99	3.64	7.06	9.17	28.08	5.83	4.75	4.35	2.64	3.47
2.27	16.51	13.59	1.89	4.92	3	15.88	5.53	6.09	7.35	17.81	18.45	12.04	14.34	4.61	31.41	6.13	4.24	7.14	9.68	28.61	5.79	4.9	4.31	2.77	3.66
2.24	16.81	13.53	2.05	5.05	2.89	16	5.63	6.04	7.27	17.92	18.35	11.99	14.86	4.63	31.58	5.94	3.98	7.31	9.95	30.11	6.01	5.04	4.64	2.81	3.55
2.29	17.17	13.41	1.92	5.01	2.91	15.81	5.6	6.04	7.38	17.59	17.91	11.6	15.07	4.6	31.16	5.89	4.13	7.34	9.88	30.33	5.95	4.83	4.48	2.88	3.64
2.55	17.69	13.67	1.94	5.29	2.96	15.61	5.54	6.06	7.54	17.48	17.77	11.78	15.26	4.64	31.22	6.18	4.12	7.72	10.48	31.13	6.27	4.87	4.73	2.84	3.64
2.32	17.68	13.44	1.94	4.84	2.7	15.29	5.3	5.86	7.12	16.73	17.43	11.09	14.96	4.56	29.98	5.8	4.32	7.75	10.19	31.69	5.98	4.86	4.45	2.71	3.48
2.74	18.14	14.06	2.34	5.24	3.14	15.34	5.64	6.21	7.55	16.72	17.54	11.11	15.23	5.15	29.96	6.23	4.4	8.19	10.64	32.36	6.19	4.98	4.86	2.52	3.57
2.71	18.44	13.94	1.98	5.23	2.99	15.55	5.47	6.25	7.78	16.58	17.36	11.06	15.65	4.81	29.94	6.15	4.38	8.38	10.64	32.93	6.22	4.9	4.89	2.76	3.6
2.99	18.62	13.96	2.34	5.15	3.14	15.69	5.74	5.91	7.64	16.47	17.1	10.98	15.53	4.85	29.79	6.16	4.44	8.47	11.02	33.73	6.19	5.13	4.83	2.86	3.66
2.76	18.77	14.18	2.17	5.21	2.86	15.38	5.58	6.03	7.65	16.04	16.55	10.71	15.61	4.95	29.08	6.28	4.66	8.69	11.2	34.13	6.24	4.82	4.71	2.81	3.77
3.06	19.01	14.29	2.41	5.26	2.79	15.5	5.58	6.23	7.54	15.81	16.3	10.43	15.73	5.17	29.49	6.27	4.69	8.87	11.56	35.07	6.2	5.14	4.61	2.66	3.55
3.19	19.69	14.53	2.28	5.18	3.08	15.61	5.53	6.22	7.64	15.65	16.24	10.72	16.2	5.18	28.97	6.36	4.98	9.44	11.79	36.12	6.47	5.01	4.87	2.84	3.87
3.06	19.49	14.31	2.55	5.47	3.04	15.48	5.38	6.16	7.72	15.47	15.79	10.23	15.91	5.19	28.27	6.17	5.25	9.47	11.96	36.38	6.38	4.81	4.7	2.91	3.76
3.13	19.94	14.19	2.61	5.05	3.01	15.52	5.36	6.03	7.66	15.23	15.61	10.16	16.15	5.22	28.36	6.27	5.22	9.95	12.38	37.44	6.5	5.01	4.97	2.52	3.59
3.48	20.47	14.37	2.49	5.35	2.96	15.25	5.18	5.94	7.82	14.92	15.34	9.95	16.7	5.24	27.8	6.17	5.47	10.32	12.74	38.25	6.47	5.12	4.87	2.67	3.73
3.51	20.48	14.46	2.84	5.1	3.26	15.49	5.49	6.17	7.92	14.64	14.96	9.77	16.89	5.34	27.67	6.35	5.54	10.59	12.9	38.8	6.49	5.28	4.87	2.99	3.65
3.63	20.81	14.61	2.69	5.13	2.92	15.43	5.53	6.07	7.92	14.33	14.82	9.42	17.04	5.43	27.36	6.37	5.88	11.07	13.34	39.88	6.8	5.14	5.15	2.72	3.55
3.72	20.95	14.38	2.59	5.27	3	15.32	5.65	6.18	7.91	14.4	14.69	9.06	17.18	5.62	27.36	6.56	6.1	11.16	13.56	40.71	6.61	5.23	5.06	2.69	3.79
3.92	21.44	14.7	3.13	5.28	3.39	15.53	5.42	6.14	8.2	13.85	14.23	9.06	17.53	5.47	27.04	6.59	6.49	11.45	13.99	41.11	6.83	5.36	5.12	2.77	3.92
4.12	22.04	14.83	3.3	5.3	3.28	15.6	5.7	6.26	8.13	14.07	13.92	9.24	17.47	6	26.78	6.72	6.69	12.28	14.69	42.1	6.94	5.26	5.5	2.77	4.1
4.27	22.42	15.13	3.45	5.55	3.25	15.82	5.59	6.42	8.48	13.55	14.06	9.32	18.13	6.12	26.71	7.12	7.14	13.05	15.05	43.24	7.15	5.56	5.54	2.79	4.07
4.58	23.03	15.47	3.28	5.46	3.35	15.79	5.48	6.32	8.5	13.33	13.88	9.08	18.21	6.15	26.49	7.03	7.35	13.29	15.33	44.42	7.08	5.75	5.64	2.82	4.28
4.74	23.22	15.67	3.65	5.48	3.28	15.66	5.62	6.49	8.5	13.59	13.41	8.8	18.5	6.41	26.61	7.27	7.78	13.86	15.72	45.05	7.13	5.7	5.7	2.88	4.31
4.5	23.23	15.38	3.68	5.34	3.1	15.5	5.6	6.19	8.51	13.19	13.21	8.56	18.49	6.09	26.2	7.16	7.87	14.16	15.99	45.84	7.01	5.58	5.68	2.7	4.03
4.61	23.5	15.51	3.76	5.05	3.39	15.17	5.55	6.23	8.4	12.9	12.92	8.29	18.57	6.4	25.83	7.14	8.13	14.7	16.63	46.65	7.02	5.44	5.53	2.82	3.98
5.15	24.01	15.66	3.75	5.25	3.34	15.08	5.42	6.22	8.48	12.51	12.54	8.18	18.51	6.45	25.56	7.26	8.3	15.18	16.82	47.31	7.11	5.26	5.88	2.76	4.04
5	24.3	15.59	3.91	5.28	3.23	14.96	5.41	6.19	8.74	12.36	12.39	7.96	18.7	6.47	25.56	7.2	8.55	15.6	16.99	48.34	7.17	5.36	5.88	2.7	4.16
5.27	24.22	15.74	3.98	5.24	3.38	14.89	5.53	6.4	8.79	12.1	12.29	7.9	19.1	6.57	25.35	7.4	8.75	15.78	17.67	49.01	7.41	5.31	6.23	2.56	4.27
5.49	24.78	15.88	4.32	5.38	3.56	14.82	5.51	6.42	8.81	12.05	12.32	7.79	19.02	7.04	24.88	7.57	9.26	16.24	18.08	49.26	7.74	5.48	6.01	2.72	4.33
5.53	25.15	16.1	4.28	5.27	3.49	15.13	5.42	6.46	9.26	11.72	11.82	7.71	19.45	7	24.79	7.65	9.46	17.04	18.34	50.3	7.52	5.49	6.16	2.62	4.48
5.97	25.97	16.48	4.69	5.39	3.68	15.27	5.74	6.97	9.83	11.96	12.05	7.86	20.07	7.19	24.95	8.14	10.55	17.92	19.43	51.62	7.62	5.69	6.59	2.96	4.69
6.39	26.24	16.64	4.97	5.54	3.55	15.33	5.75	6.74	9.51	11.67	11.5	7.62	20.27	7.49	24.68	8.16	10.88	18.65	19.96	52.47	8.04	5.99	6.42	2.99	4.79
6.26	26.59	16.77	5.18	5.6	3.56	15.1	5.61	6.76	9.53	11.48	11.2	7.41	20.55	7.45	24.48	8.34	11.21	19.54	20.24	53.81	7.89	6.05	6.78	2.87	4.74
6.53	26.91	16.84	5.2	5.25	3.43	14.9	5.31	6.62	9.66	11.39	11.11	7.22	20.53	7.58	24.43	8.43	11.57	20.1	21.02	54.88	7.91	5.88	7.17	2.8	4.71
6.44	26.73	17.05	5.33	5.41	3.52	14.7	5.35	6.65	9.6	11.02	10.84	7.08	20.62	7.69	23.9	8.52	11.87	20.59	21.2	55.68	8.14	5.79	7.07	2.84	4.79
6.77	27.23	17.2	5.53	5.46	3.52	14.8	5.54	6.63	10	11.01	11.02	7.04	20.69	7.94	23.75	8.51	12.46	21.25	21.79	56.23	8.53	6.07	7.28	2.97	4.72
7.28	27.62	17.59	5.92	5.47	3.81	14.62	5.64	6.91	10.06	10.88	10.84	7.23	21.08	8.28	23.63	8.98	13.14	22.02	22.27	56.99	8.38	6.21	7.46	3.01	5.12
7.37	28.06	17.62	6.26	5.64	3.97	14.98	5.62	7	10.72	10.89	10.8	7.21	21.42	8.53	23.66	9.31	13.61	22.61	22.86	57.56	8.68	6.38	7.61	3.24	5.39
7.54	28.4	17.87	6.34	5.56	3.62	15.08	5.48	7.14	10.57	10.76	10.59	6.93	21.97	8.26	23.47	9.56	14.38	23.64	23.53	58.38	8.55	6.32	7.72	3.03	5.21
7.77	29.06	18.24	6.49	5.54	3.72	15.29	5.55	7.14	10.98	10.66	10.45	6.94	22.05	8.75	23.53	9.87	15.18	24.85	24.32	59.43	8.66	6.68	7.95	3.16	5.39
8.35	29.62	18.31	7.07	5.44	3.74	15.39	5.76	7.38	11.42	10.73	10.38	7.11	22.39	8.97	23.2	10.16	15.83	25.95	25.08	61.05	8.92	6.61	8.29	3.03	5.79
8.06	29.7	18.47	6.86	5.37	3.54	14.98	5.43	6.98	11.27	10.49	10.01	6.71	22.38	8.86	22.91	10.18	16.31	26.32	25.61	61.99	9.03	6.6	8.35	2.75	5.42
8.6	29.91	18.78	7.32	5.39	3.72	14.95	5.36	7.53	11.53	10.36	10.15	6.67	22.6	9.36	22.76	10.49	16.79	27.24	25.97	62.64	9.03	6.76	8.84	3.13	5.69
8.61	30.18	19.08	7.5	5.56	3.75	14.8	5.42	7.39	11.6	10.25	10.21	6.67	22.63	9.5	22.23	10.8	17.78	28.38	26.55	63.17	9.04	7.06	8.94	3.09	5.82
9.28	30.35	19.48	8.2	5.51	4.1	14.84	5.54	7.54	11.82	10.36	10.18	6.71	23.13	9.89	22.6	11.18	18.09	28.92	26.98	64.44	9.57	7.16	9.47	3.52	6.17
9.31	30.8	19.24	8.29	5.36	3.77	14.83	5.46	7.68	12.22	10	10.08	6.54	23.03	9.94	22.24	11.37	18.56	29.95	27.61	64.72	9.45	7.31	9.61	3.24	6.16
9.47	31.22	19.61	8.7	5.25	3.87	14.51	5.46	7.66	12.18	9.99	9.79	6.59	23	9.89	21.89	11.74	19.07	30.48	27.81	65.09	9.43	7.23	9.68	3.36	6.29
9.83	31.38	20.08	8.95	5.67	4.13	14.76	5.97	8.07	12.63	10.04	9.82	6.6	23.55	10.46	21.97	12.04	19.86	31.37	28.89	66.06	9.94	7.22	10.17	3.51	6.43
10.01	31.62	20.1	8.99	5.31	3.89	14.46	5.48	7.92	12.64	9.9	9.78	6.33	23.3	10.6	21.6	12.15	20.18	31.88	29.06	66.39	9.87	7.23	10.32	3.25	6.34
10.1	32.23	20.55	9.37	5.49	4.16	14.28	5.57	8.02	13.21	9.87	9.62	6.23	23.47	10.57	21.52	12.48	21.27	33.17	29.96	67.57	10.19	7.6	10.38	3.41	6.85
10.71	32.83	20.7	9.95	5.39	3.98	14.39	5.64	8.26	13.47	9.81	9.68	6.39	23.98	11.16	21.59	12.95	22.03	33.93	30.49	68.11	10.19	7.81	10.84	3.33	7.18
10.85	32.89	20.73	10.46	5.74	4.14	14.6	5.71	8.4	14	10.07	9.53	6.16	24.01	11.45	20.97	13.12	22.69	34.88	30.92	69.29	10.54	8.07	11.39	3.58	7.02
11.37	33.26	21.31	10.98	5.85	4.3	14.79	6.08	8.85	14.11	10.02	9.73	6.45	24.6	11.62	20.85	13.57	23.55	35.87	31.75	69.69	10.8	8.32	11.43	3.94	7.39
11.28	33.42	21.26	11.04	5.42	4.15	14.27	5.61	8.81	14.13	9.54	9.38	6.14	24.06	11.77	20.6	13.73	24.03	36.59	32.01	70.24	10.76	8.4	11.91	3.62	7.49
11.56	34	21.83	11.27	5.62	3.98	14.45	5.52	8.56	14.85	9.49	9.44	6.12	24.12	11.82	20.3	14.04	24.94	38.15	32.89	71.35	10.91	8.52	12.16	3.75	7.62
11.91	34.22	21.95	11.54	5.67	4.07	14.4	5.49	8.77	14.7	9.49	9.23	6.07	24.47	12.21	20.33	14.44	25.43	38.83	33.3	71.87	11.11	8.51	12.55	3.95	7.93
12.09	34.25	22.01	11.73	5.35	3.93	14.35	5.29	8.88	14.88	9.35	9.09	5.84	24.54	12.38	19.63	14.65	26	39.2	33.57	72.08	11.2	8.48	12.61	3.58	7.91
12.26	34.49	22.33	12.56	5.31	4.28	14.24	5.56	9.06	15.34	9.25	9.09	6.02	24.98	12.65	19.68	15.07	26.72	39.99	34.59	72.97	11.33	8.74	13.15	3.79	8.12
12.58	34.53	22.64	12.77	5.56	4.24	14.11	5.76	9.4	15.89	9.18	9.18	5.82	24.68	12.88	19.56	15.37	27.33	41.26	34.83	73.37	11.74	8.91	13.65	3.9	8.34
12.94	35.23	23.11	13.18	5.57	4.32	14.3	5.82	9.65	16.11	9.25	9.25	6.05	24.91	13.21	19.25	15.7	28.31	42.1	35.59	74.54	12.02	9.08	14.09	3.99	8.59
12.93	35.4	23.25	13.41	5.29	4.43	13.79	5.53	9.74	16.46	9.22	8.94	5.88	24.95	13.31	19.13	16.05	28.57	42.65	35.87	75.25	12.26	9.04	14.21	4.05	8.88
13.08	35.75	23.43	13.9	5.23	4.26	13.78	5.26	9.87	16.45	8.86	8.75	5.72	24.88	13.58	18.74	16.31	29.16	43.4	36.21	75.66	12.28	9.06	14.76	4.11	9
13.57	35.94	23.61	14.29	5.43	4.23	13.94	5.5	9.9	16.98	9.22	8.67	5.74	24.99	14.05	18.54	16.62	29.42	44.11	36.44	76.36	12.59	9.36	14.91	4.17	9.11
13.69	36.09	24.12	14.5	5.45	4.21	13.88	5.58	10.09	17.26	8.79	8.68	5.65	24.88	14.15	18.41	16.73	29.98	45.08	36.99	76.03	12.73	9.52	15.52	4.13	9.26
