"Rubus_caesius_F_1"	"Taraxacum_officinale_F_1"	"Corylus_avellana_F_1"	"Impatiens_glandulifera_F_1"	"Buddleja_davidii_F_1"	"Buddleja_davidii_F_2"	"Buddleja_davidii_F_3"	"Reynoutria_japonica_F_1"	"Reynoutria_japonica_F_2"	"Taraxacum_officinale_F_2"	"Prunus_cerasifera_F_1"	"Eupatorium_cannabinum_F_1"	"Fraxinus_excelsior_F_1"	"Plantago_major_F_1"	"Impatiens_glandulifera_F_2"	"Rosa_canina_F_1"	"Rubus_caesius_F_2"	"Hedera_helix_F_1"	"Hedera_helix_F_2"	"Corylus_avellana_F_2"	"Plantago_major_F_2"	"Cornus_sanguinea_F_1"	"Prunus_cerasifera_F_2"	"Juglans_regia_F_1"	"Prunus_spinoza_F_1"	"Wavelength"
66.9	52.7	28.84	49.22	44.44	55.59	84.92	60.09	67.08	85.31	73.55	76.09	68.32	75.49	120.43	71.45	78.94	46.34	70.62	48.99	41.81	43.67	50.41	47.08	45.5	786.917
63.65	55.03	29.79	47.87	42.59	52.45	83.57	52.89	64.01	85.67	75.31	70.3	64.72	80.24	118.37	75.88	83.49	46.42	68.39	44.12	42.05	40.04	50.38	42.59	42.72	787.225
57.36	50.96	26.27	41.78	40.15	45.79	72.54	54.28	56.62	75.79	67.44	64.98	61.87	70.91	107.05	64.42	68.73	40.46	63.3	40.22	35.68	41.41	43.05	41.11	39.26	787.532
61.58	52.69	28.35	47.84	39.02	50.7	80.13	57.42	64.47	81.29	75.04	68.2	63.64	80.13	115.44	68.94	74.28	44.5	62.72	43.83	38.13	43.7	49.7	41.15	43.69	787.84
58.71	51.17	28.64	43.14	40.02	50.02	78.99	56.71	63.23	80.05	69.59	70.02	62.51	74.33	113.88	67.72	70.95	42.83	60.95	42.36	38.33	42.11	50.09	38.53	41.52	788.148
62.63	58.14	35.33	51.64	45.96	56.73	85.16	60.84	69.47	88.04	75.69	72.59	69.97	83.23	117.25	71.22	78.77	50.12	69.06	50.22	42.05	48.01	52.99	45.2	53.85	788.456
67.95	63.59	37.03	55.09	51.02	56.74	91.16	68.8	73.57	93.1	79.9	78.14	74.72	87.48	123.09	75.51	84.66	55.11	73.08	53.83	49.03	55.78	60.47	54.32	52.39	788.764
69.51	57.61	32.26	51.4	47.15	53.58	85.98	64.46	68.13	88.09	74.31	74.85	71.33	81.34	119.24	74.71	81.81	50.64	71.76	48.66	42	47.72	50.75	44.1	50.59	789.071
58.34	55.57	26.71	45.35	39.39	51	83.99	58.74	62.09	82.18	71.18	67.98	65.5	75.99	118.49	68.63	76.3	45.86	66.45	49.73	37.91	43.44	47.23	41.71	45.04	789.379
65.2	58.12	34.24	56.74	45.76	49.72	88.93	60.58	67.83	85.83	74.63	74.57	69.13	83.59	117.61	74.16	80.82	50.32	73.68	49.79	42.37	53.22	55.83	47.27	45.14	789.687
65.08	49.03	30.77	47.63	43.51	52.76	79.85	58.65	65.24	83.44	74.71	68.78	67.22	75.85	114.89	70.19	75.23	47.3	72.41	44.1	39.54	45.74	49.39	44.51	49.29	789.994
70.09	58.33	33.95	48.68	48.95	56.29	88.84	63.66	67.86	85.24	77.65	79.64	70.05	83.07	120.97	78.12	82.49	48.59	75.58	49.33	43.36	48.49	54.18	46.64	52.25	790.302
60.69	49.85	32.44	49.3	40.82	48.53	80.14	60.33	62.85	82.01	74.42	72.2	67.86	76.87	114.09	71.79	75.74	47.78	68.13	47.52	40.28	45.23	50.23	39.9	49.21	790.609
60.68	49.68	30.79	43.64	39.93	51.21	77.15	57.39	61.01	76.62	69.6	69.79	61.72	73.31	107.71	68.59	74.4	42.52	67.89	46.28	39.63	45.12	51.96	42.7	45.33	790.917
59.63	52.36	30.61	47.9	40.44	51.23	72.76	58.74	60.51	75.61	71.45	67.13	62.6	75.54	106.55	67.05	70.59	46.61	68.36	45.74	37.21	44	49.56	42.13	44.62	791.224
57.04	50.95	24.16	43.82	38.69	49.52	79.62	54.62	58.1	78.9	68.58	71.72	55.99	71.72	115.38	69.9	74.42	42.21	65.43	39.97	31.73	37.53	43.56	40.19	44.76	791.531
60.88	56.03	27.58	54.51	45.77	53.59	79.28	60.54	62.6	87.48	74.04	69.32	68.49	79.31	117.93	70.38	79.43	49.39	71.42	48.52	42.84	49.01	51.84	46.62	50.02	791.838
63.08	56.71	27.65	50.76	43.31	54.37	79.65	58.14	62.64	81.41	72.69	66.32	65.25	78.92	110.35	66.55	71.64	47.2	69.27	44.51	37.24	48.51	49.43	45.63	45.18	792.145
73.04	63.66	37.03	52.49	45.98	62.19	86.48	66.45	74.88	94.44	79.72	77.17	72.14	86.17	121.41	77.04	85.1	52.7	79.24	55.36	49.68	53.33	58.54	53.36	59.49	792.453
65.38	52.16	27.93	47.48	43.27	48.21	80.81	56.38	65.21	84.74	70.12	74.01	61.95	76.76	115.28	64.78	78.07	46.57	70.1	47.89	37.03	45.92	51.06	43.54	45.36	792.76
66.52	59.55	30.95	48.42	42.37	54.17	75.33	55.27	65.23	81.8	71.91	70.89	66.07	75.45	107.92	69.62	73.96	46.77	67.94	49.92	40.53	48.75	48.79	45.65	48.77	793.067
62	53.11	25.18	46.83	36.14	45.83	78.18	51.29	60.84	81.75	71.18	66.66	61.26	78.18	114.48	67.98	75.97	45.04	64.53	44.53	33.37	47.24	46.23	41	43.13	793.374
54.53	51.52	29.44	47.55	36.62	52.25	73.89	51.15	60.72	74.31	72.36	65.92	59.07	74.81	102.44	62.54	70.75	42.04	62.55	44.82	36.85	45.69	43.52	43.34	44.22	793.68
65.06	52.23	26.49	48.55	45.41	52.77	81.62	56.37	64.57	83.41	71.95	72.88	65.39	75.44	112.81	70.04	77.8	50.3	67.86	48.62	39.35	49.18	47.64	45.78	43.97	793.987
50.1	43.97	27.25	44.52	36.17	46.43	71.01	50.42	52.22	73.65	67.86	59.41	56.45	69.47	96.86	61.76	65.65	40.66	60.51	41.44	36.21	38.35	38.48	38.32	39.45	794.294
55.24	42.99	27.06	41.22	38.8	47.74	69.52	52.46	61.28	72.76	67.62	65.45	58.96	71.71	101.98	62.09	69.58	41.01	56.36	40.35	35.07	41.34	43.78	40.91	39.42	794.601
64.09	51.32	28.07	46.33	38.23	55.24	80.26	60.31	63.75	83.73	74.43	71.75	68.58	80.5	120.55	73.67	81.75	45.29	69.6	45.41	36.52	46.06	50.37	39.85	49.92	794.907
66.62	56.2	29.62	49.63	47.53	49.4	82.2	63.14	65.38	84.18	72.01	67.27	71.16	81.48	115.47	68.54	72.51	49.25	71.46	51.15	41.25	48.96	48.97	44.53	47.73	795.214
61.89	46.59	31.56	47.27	40.61	50.64	74.67	51.31	63.36	78.88	69.63	67.7	66.14	73.78	107.3	64.42	72.62	45.95	64.89	45.68	38.45	45.54	48.2	41.98	42.34	795.521
66.08	53.73	38.21	50	46.59	59.86	85.34	65.38	64.78	86.09	74.71	75.56	69.46	82.09	111.15	71.4	78.38	52.91	71.55	50.39	43.48	50.67	52.36	50.23	49.72	795.827
64.2	52.94	29.93	55.28	43.67	55.33	86.48	63.86	69.15	86.51	75.98	75.8	70.68	82.44	115.95	74.86	80.21	47.7	70.13	47.77	40.26	47.9	53.01	44.33	52.26	796.134
61.02	51.63	31.34	47.39	42.84	54.63	81.31	58.83	66.24	79.77	73.68	71.06	67.31	77.24	110.2	69.26	79.43	49.15	66.4	46.26	42.73	47.46	51.53	46.79	48.54	796.44
59.92	52.96	30.57	46.26	41.48	50.99	80.81	61.55	57.91	85.34	70.49	69.27	69.17	77.47	109.89	70.79	77.11	45.41	66.22	42.35	43.12	47.82	47.8	45.48	39.85	796.746
64.66	54.27	30.68	51.47	45.45	54.25	82.81	58.92	66.64	84.01	78.67	78.16	72.12	78.79	120.27	72.37	78.35	46.78	72.11	51.03	43.29	47.73	55.51	45.81	49.87	797.053
71.94	64.21	30.09	55.21	50.98	58.07	95.59	67.72	67.22	98.23	84.57	81.5	76.4	88.41	127.75	77.58	84.77	55.14	82.41	55.99	49.21	59.37	59.01	52.02	49.66	797.359
66.55	61.51	28.53	52.07	41.1	54.2	85.75	64.16	66.59	88.23	86.48	79.47	71.68	86.99	123.18	77.6	86.51	48.2	72.75	45.38	41.52	50.95	51.89	45.97	49.03	797.665
65.93	58.1	34.54	50.34	44.83	52.99	80.3	62.67	64.97	85.87	74.76	69.13	68.44	77.64	110.33	70.09	77.02	47.11	69.03	45.96	40.71	46.5	53.44	49.25	46.04	797.971
58.15	52.26	27.68	44.11	39.23	53.09	73.27	53.67	55.56	78.14	68.9	65.09	59.19	71.34	105.99	65.82	69.13	44.87	62.85	45.94	37.5	41.68	46.41	37.18	49.03	798.277
65.06	52.78	29.54	46.18	43.14	53.04	79.26	54.51	59.57	85.52	74.12	74.83	65.6	76.43	111.3	68.26	77.51	46.32	67.78	45.75	42.43	48.32	49	46.47	45.65	798.583
61.59	58.73	33.66	51.34	44.41	56.03	88.3	62.67	66.22	91.59	77.9	73.92	72.01	83.9	119.17	70.41	78.69	47.28	74.24	47.64	46.41	50.8	48.89	46.75	47.01	798.889
56.3	52.3	24.03	42.55	37.13	50.66	76.54	55.19	56.76	79.5	69.03	64.79	58.06	70.22	103.83	63.29	72.82	42.06	65.32	42.59	32.89	46.11	44.47	38.66	39.86	799.195
66.08	62.45	37.15	52.98	46.83	56.53	81.67	60.84	66.23	86.52	76.74	71.44	71.37	80.63	111.92	73.85	82.45	53.27	71.13	51.4	46.77	51.95	54.84	51.53	56.57	799.501
63.06	59.18	27.73	48.21	42.69	52.54	82.52	58.92	65.29	84.57	76.84	72.74	68.57	79.96	111.11	73.32	78.85	53.54	70.46	45.37	43.24	50.14	53.76	45.28	51.85	799.807
52.92	45.55	19.54	40.26	34.47	42.59	78.3	50.27	50.44	78.82	63.05	61.69	53	65.69	102.26	62.37	64.2	38.59	61.41	38.24	35.02	39.32	41.84	35.74	42.08	800.113
61.63	52.9	32.91	46.97	44.39	53.53	84.65	62.84	63.74	79.85	75.73	73.79	69.62	78.08	112.45	68.51	79.27	43.22	70.23	47.35	39.6	48.07	46.65	44.49	45.06	800.418
49.95	44.66	28.03	41.72	37.85	44.76	69.05	52.45	51.14	68.93	63.74	63.34	54.28	68.72	97.05	62.12	68.14	40.46	57.15	36.78	37.42	38.89	40.98	37.6	40.37	800.724
54.24	48.85	20.85	40.91	40.08	48.15	66.75	54.62	55.72	69.04	59.95	56.6	53.91	70.33	99.76	62.05	67.73	36.48	63.93	36.72	35.76	40.79	41.9	36.72	38.19	801.03
64.32	56.77	26.74	45.21	41.92	56.86	84.21	58.81	64.79	93.17	77.81	78.04	75.39	84.05	121.48	75.13	85.08	46.53	71.18	48.55	37.6	53.75	50.03	40.11	47.6	801.335
64.55	47.49	24.82	46.91	39.02	49.2	84.61	56.86	55.93	77.31	69.9	73.59	64.31	73.69	115.56	62.25	72.87	42.8	65.28	43.38	35.9	43.92	46.34	37.03	39.64	801.641
61.48	52.2	25.05	47.11	35.74	53.1	79.92	58.2	65.65	84.17	77.75	72.37	66.81	79.38	118.93	73.69	82.19	51.59	65.32	45.13	41.63	46.35	51.47	34.42	36.93	801.946
52.84	52.72	24.37	47.14	33.6	50.55	80.36	58.78	54.72	84.61	66.25	75.09	65.51	72.15	113.16	68.46	80.93	44.31	66.03	41.39	33	51.33	45.02	43.73	45.81	802.252
65.12	51.47	24.32	52.11	42.38	51.71	82.22	59.59	60.29	79.65	71.72	69.31	66.56	75.93	117.38	67.31	74.9	45.89	64.57	39.85	34.95	47.45	46.73	40.05	44.55	802.557
68.37	59.42	36.29	50.97	43.48	54.44	84.49	59.31	70.27	83.49	76.78	70.99	68.57	77.31	118.33	72.32	76.6	48.91	71.44	48.79	41.86	54.04	51.96	52.56	52.44	802.862
65.6	58.35	31.33	50.21	45.43	52.72	80.09	59.66	65.49	86.9	71.78	76.47	64.35	80.73	118.27	68.3	75.41	50.31	69.63	48.09	41.28	50.33	53.33	45.29	54.57	803.167
61.96	52.57	20.89	47.53	35.07	49.76	86.5	56.47	64.11	84.39	78.07	68.87	60.06	81.07	121.29	72.28	74.75	43.03	58.12	42.07	30.23	41.13	47.11	36.24	43.89	803.473
75.91	63.91	40.79	58.83	56.18	64.32	89.62	65.71	71.34	96.1	84.47	79.74	75.97	91.14	125.72	82.43	89.23	60.57	78.39	54.19	50.1	57.36	57.33	60.71	53.39	803.778
63.73	52.59	27.51	45.23	41.68	51.2	81.11	52.13	58.5	83.65	70.25	66.76	64.05	76.56	113.05	70.32	78.77	42.98	68.48	45.35	34.11	49.71	48.97	41.57	42.87	804.083
66.63	54.83	27.4	48.93	45.12	55.68	82.44	63.68	63.54	74.72	71.45	78.1	67.87	79.09	115.57	69.83	78.36	49.81	63.75	45.85	40.09	49.9	48.19	44.28	48.08	804.388
59.95	54.03	40.3	45.63	41.83	50.05	73.97	59.91	64.09	79.56	69.92	66.53	63.16	70.84	98.32	66.29	74.09	49.37	61.1	49.29	41.74	49	47.97	44.33	49.28	804.693
61.06	53.45	34.53	47.41	44.61	50.66	81.72	56.72	68.62	77.78	75.55	72.14	66.62	76.11	109.28	72.63	76.08	50.99	70.7	49.55	42.38	50.83	49.07	49.12	51.13	804.998
65.86	57.73	36.86	53.21	43.08	54.05	80.78	63.6	64.56	85.36	73.34	69.86	61.65	78.7	108.01	68.49	75.67	49.75	69.36	51.06	40.28	51.92	53.98	47.83	49.34	805.302
62.57	50.89	28.44	48.13	41.95	46.66	78.62	62.49	57.55	81.44	73.78	71.98	60.26	74.48	110.55	66.28	74.56	42.39	72.55	40.07	37.82	48.92	49.56	45.63	42.96	805.607
54.59	53.21	28.31	43.16	38.63	45.96	72.16	51.69	55.58	77.69	72.3	66.28	57.84	71.74	104.62	63.6	69.93	38.65	64.13	35.53	36.19	41.93	43.49	39.46	45.94	805.912
62.62	56.77	30.47	53.18	44.88	55.51	85.99	62	64.57	85.02	78.16	77.33	71.21	81.58	116.67	74.18	79.35	49.45	71.09	47.48	45.61	46.91	52.7	47.7	44.29	806.217
65.64	51.64	30.75	49.67	42.53	51.25	84.19	59.12	60.31	86.97	78.24	72.91	65.15	80.9	115.27	75.75	77.54	45.55	66.11	43.75	42.54	47.9	51.32	38.05	40.77	806.521
61.3	61.95	33.45	47.38	47.04	52.78	88.2	61.37	66.44	91.84	83.41	79.19	73.93	86.29	122.62	71.42	88.29	48.75	74.55	49.25	39.9	50.11	49.5	47.35	47.46	806.826
60.98	49.94	26.96	46.07	41.28	45.66	75.7	58.48	56	74.65	63.01	71.7	59.63	75.08	108.02	66.68	73.94	41.37	63.38	46.11	35.08	49.22	45.41	35.04	40.9	807.13
57.2	56.87	21.88	41.37	40.99	50.91	76.78	57.35	61.21	85.08	70.12	71.53	62.12	77.18	115.14	63.78	76.38	40.56	70.34	42.51	34.09	49.93	44.09	43.75	41.69	807.435
67.75	59.08	38.07	52.47	46.92	57.88	88.16	65.67	74.88	88.97	77.71	85.52	74.14	90.99	133.05	84.84	86.46	55.6	72.75	44.89	44.14	55.67	54.61	43.82	55.78	807.739
63.56	50.84	27.58	50.57	43.24	50.48	85.03	58.59	61.17	85.03	70.33	66.21	64.94	78.83	110.45	69.68	74.79	45.72	68.3	48.42	39.47	45.93	51.31	39.65	40.77	808.044
64.39	63.64	33.66	56.55	48.12	57.15	91.89	62.03	68.71	87.9	77.12	77.82	71.62	80.53	118.1	74.77	76.13	53.9	77.71	52.81	40.3	50.76	57.32	49.48	53.04	808.348
66.88	59.73	30.77	50.83	46.01	57.95	87.36	61.9	66.46	92.24	77.9	77.31	67.57	82.52	118.8	72.22	80.15	51.66	67.27	50.84	38.42	46.59	50.95	45.17	44.53	808.652
59.62	44.45	18.89	37.68	34.5	40.71	75.89	49.49	57.82	76.85	68.22	55.62	54.68	70.73	104.9	59.1	72.14	39.31	64.4	37.41	27.18	34.58	42.99	41.5	36.08	808.956
60.66	53.11	20.89	49.23	41.57	54.39	75.38	51.88	56.74	79.7	72.41	67.72	61.05	72.65	109.68	68.53	73.02	42.65	65.7	37.12	36.69	34.64	45.42	43.53	45.71	809.261
59.23	51.68	16.49	40.75	37.02	48.54	82.59	46.63	50.34	82.05	70.82	64.82	62.86	80.47	117.71	74.56	66.59	38.67	68.45	37.83	37.52	43.52	39.66	46.54	43.45	809.565
61.6	55.4	26.76	45.98	40.14	53.06	85.57	60.05	58.95	83.09	73.91	71.73	60.98	76.12	112.5	78.69	73.87	46.32	65.12	47.53	41.77	43.01	54.69	45.31	42.9	809.869
69.87	53.05	33.07	46.96	48.62	55.16	82.91	62.01	63.01	87.88	77.73	76.74	65.83	83.81	108.73	66.67	80.04	49.99	66.77	48.49	37.89	49.56	50.6	45.29	45.8	810.173
62.94	52.35	32.24	47.13	48.69	45.97	79.6	52.87	62.8	78.5	70.92	68.89	67.42	81.45	112.23	65.23	79.39	38.04	67.41	43.75	36.71	45.43	50.12	42.21	50.48	810.477
64.21	58.43	33.82	49.61	48.57	48.85	79.38	51.96	63.43	84.84	72.25	77.71	61.08	72.71	106.61	70.57	73.58	53.81	71.13	47.2	44.29	47.25	51.66	48.37	43.25	810.781
68.86	62.09	44.5	56.94	54.83	65.9	98.99	74.63	77.88	99.08	90.34	86.36	70.32	92.18	125.2	87.74	87.06	61.37	84.53	54.04	53.63	60.52	60.58	49.6	59.8	811.084
73.77	58.89	26.91	55.14	51.46	60.11	86.74	66.32	74.91	91.48	83.95	82.2	72.25	93.17	122.27	83.2	83.9	50.69	74.69	53.8	45.08	54.41	56.47	51.36	56.23	811.388
58.94	51	29.39	44.42	39.36	50.69	78.48	52.36	60.18	77.28	74.48	68.62	58.35	72.74	100.6	60.22	77.09	43.59	67.27	46.41	35.06	39.23	48.13	40.18	44.87	811.692
67.94	56.12	34.66	48.72	42.94	57.06	83.9	62.75	62.49	87.58	69.27	77.28	68.67	83.24	115.5	73.38	75.15	51.76	66.9	45.54	43.56	49.35	55.65	47.45	47.56	811.995
65.98	62.1	38.74	61.95	46.41	59.1	92.3	68.07	75.38	90.25	81.31	83.37	77.14	93.16	117.9	78.89	86.1	59.66	74.17	62.32	47.28	58.55	62.21	57.63	61.16	812.299
65.48	56.36	35.44	56.67	42.55	53.46	81.97	61	67.97	92.35	80.56	77.23	67.34	89.91	120.13	73.23	79.3	46.89	69.4	54.19	42.41	42.6	49.84	47.29	47.17	812.603
51.76	44.49	14.93	33.95	33.27	42.5	79.08	52.18	53.55	78.87	64.07	69.22	54.18	74.1	114.66	81.03	80.12	31.45	65.72	39.28	30.4	35.93	37.19	39.61	38.34	812.906
59.22	49.01	23.83	50.91	43	47.89	80.93	56.25	61.72	80.93	66.73	65.32	66.58	72.69	114.54	67.55	76.93	41.29	64.84	43.41	36.27	44.1	45.07	33.22	46.53	813.21
63.84	62.78	40.19	52.02	52.29	59.26	85.89	56.62	59.96	90.44	81.34	74.77	72.34	74.76	111.23	69.28	76.12	52.18	75.67	52.92	49.22	54.86	57.24	53.93	51.89	813.513
58.95	51.44	25.06	50.13	43.59	55.47	74.7	59.34	63.54	81.17	67.17	71.09	57.82	70.6	107.52	68.1	74.53	42.58	66.78	42.11	38.37	50.2	47.31	35.78	44.55	813.816
68.78	58.96	39.85	53.44	53.41	57.77	91.19	61.06	66.92	85.64	74.89	68.74	72.03	79.4	118.95	81.25	77.9	50.98	74.82	47.38	49.07	58.49	59.32	56.68	46.03	814.12
60.64	58.99	34.95	55.17	47.84	51.3	90.71	57.86	67.26	91.21	79.24	74.29	72.32	83.04	115.9	73.34	75.07	50.49	72.81	57.81	41.31	48.47	47.54	46.93	51.81	814.423
69.84	62.38	38.88	54.97	44.38	61.1	90.85	71.64	62.7	97.06	76.73	84.9	76.55	87.02	128.22	82.21	86.25	60.44	76.49	52.54	46.71	49.3	54.64	47.69	43.68	814.726
59.68	51.33	31.73	45.19	40.9	60.01	75.92	52.41	57.78	82.04	72.25	70.08	55.36	70.52	107.42	66.17	74.02	43.46	66.1	41.57	34.42	50.65	41.41	48.25	51.85	815.029
73.89	70.12	36.68	62.52	58.99	67.88	94.53	69.36	85.49	95.49	86.9	89.7	80.32	99.04	133.4	87.32	95.18	52.3	86.76	61.24	53.89	66.14	62.88	56.25	66.65	815.332
58.06	54.36	29.32	36.82	39.05	40.88	76.66	58	54.37	73.68	67.92	63.39	63.54	80.39	106.9	71.73	75.24	43.15	62.12	40.24	38.43	44.16	44.04	43.4	43.6	815.635
64.94	60.87	35.04	48.63	40.58	54.29	86.31	60.08	61.32	76.43	67.83	75.95	61.5	88.17	112.3	75.02	74.78	49.25	63.35	40.08	37.6	46.74	52.14	40.33	44.17	815.938
59.48	57.01	35.82	47.27	45	56.61	75.91	55.02	64.27	76.43	72.1	68.92	63.74	73.37	104.99	67.83	72.29	48.31	63.84	50.64	39.84	52.71	49.99	47.8	40.27	816.241
70.81	70.89	37.16	55.07	45.73	58.88	85.2	60.24	66.4	88.82	82.92	84	72.59	78.42	116.78	81.96	78.43	52.03	73	58.99	44.99	51.6	62.67	51.47	49.74	816.544
52.15	46.38	28.79	50.34	40.62	42.95	71.68	54.72	61.35	72.58	63.94	63.83	59.84	70.48	93.06	68.16	67.16	45.73	62.65	44.17	34.26	42.83	50.85	43.43	43.74	816.847
57.55	51.25	23.6	57.53	34.35	54.31	77.58	56.77	63.67	75.44	68.94	66.16	64.68	76.04	113.03	71.38	71.13	40.66	67.07	42.6	39.58	50.02	52.21	43.77	45.46	817.149
59.64	56.7	34.34	45.32	44.39	55.56	83.4	60.52	68.2	84.89	65.95	67.7	65.59	77.82	112.28	68.75	77.45	46.24	67.75	50.48	46.48	44.35	51.99	41.84	52.84	817.452
62.33	57.37	31.57	49.32	46.04	49.48	75.01	61.76	52.13	82.71	70.75	69.06	67.98	73.66	108.61	68.46	72.19	49.74	65.77	50.05	39.62	42.66	54.89	46.63	46.19	817.755
66.68	63.95	33.59	51.56	48.02	56.8	90.85	61.8	67.8	94.89	77.26	70.88	70.27	81.79	125.94	77.4	96.36	56.08	76.26	51.71	42.42	49.43	60.26	50.6	54.76	818.057
66.18	61.06	33.94	56.11	42.26	56.57	85.93	62.27	63.27	91.82	72.85	76.23	68.76	77.48	116.57	76.96	80.05	47.78	70.66	53.82	42.74	52.01	50.07	45.77	49.08	818.36
52.5	52.21	31.7	43.19	41.03	50.74	68.07	51.89	55.54	68.57	64.31	61.57	56.28	67.73	96.78	65.94	62.83	40.7	58.13	45.58	39.37	46.37	45.94	41.69	41.74	818.662
63.2	48.57	30.9	49.51	42.95	53.59	83.67	60.6	61.07	83.79	74.52	75.51	64.97	79	111.45	72.81	78.59	47.26	64.66	44.42	41.66	44.05	44.21	49.1	45.81	818.965
62.4	52.14	25.85	46.7	41.69	48.96	69.54	57.64	54.57	79.99	66.17	67.95	62.54	80.9	111.38	73.07	77.22	45.55	63.98	41.69	38.89	44.43	48.09	43.48	45.21	819.267
56.07	43.7	23.89	35.54	33.76	43.26	73.44	56.58	53.34	77.25	67.99	64.78	63.23	75.31	113.65	64.59	73.82	40.28	62.96	34.17	31	41.38	39.68	38.06	38.86	819.569
63.01	50.87	25.9	44.09	42.14	48.21	81.1	52.32	60.52	83.95	75.3	72.52	66.1	85.76	118.53	69.88	79.36	42.62	69.12	41.25	34.39	45.28	48.49	42.11	47.68	819.872
61.99	54.34	33.55	46.98	44.46	54.93	80.47	60.09	68.15	81.58	72.22	71.09	62.15	78.5	110.97	70.5	74.67	48.37	68.98	47.77	42.34	45.27	50.37	48.64	45.32	820.174
63.92	58.39	32.64	53.48	44.28	53.65	82.78	61.55	67.29	86.3	73.23	75.39	67.14	84.14	120.66	69.05	76.17	49.82	71.45	48.8	39.88	47.59	47.05	49.23	48.53	820.476
67.02	54.6	31.19	48.36	41.25	55.33	81.71	60.13	63.51	83.79	70.82	72.7	64.37	76.7	115.45	70.99	78.54	47.66	67.18	47.8	37.87	51.57	54.14	45.84	48.56	820.778
63.45	56.82	35.29	50.75	43.23	53.59	81.12	57.69	64.8	84.4	71.95	72.43	65.48	79.29	111.33	70.77	77.92	45.94	67.56	45.89	44.65	48.28	50.45	45.75	48.35	821.08
65.77	55.67	36.46	46.24	41.37	51.09	80.65	59.84	63.02	85.15	72.55	70.63	67.39	76.48	112.82	68.67	74.79	48.69	66.7	44.56	41.56	48.15	51.61	42.49	45.02	821.382
67.2	57.98	34.26	49.95	46.3	55.75	87.32	63.22	67.61	87.33	74.32	72.72	67.57	84.19	119.07	73.67	80.33	48.83	67.78	44.76	40.86	47.93	53.84	43.94	46.61	821.684
65.14	54.11	30.13	46.89	42.18	54	85.81	59.19	66.02	87.46	71.35	70.92	68.54	80.06	116.54	71.19	78.44	45.41	65.37	43.42	38.3	44.91	49.89	41.86	43.85	821.986
66.49	56.08	29.61	49.31	41.38	54.03	86.36	62.96	68.89	88.6	74.38	74.42	70.43	84.47	122.19	72.63	80.4	47	69.44	45.76	39.37	45.23	50.27	42.03	46.76	822.288
63.76	53.21	29.46	48.03	42.63	53.28	83.97	60.59	65.37	88.2	74.2	73.95	69.01	81.46	121.27	71.96	79.03	46.98	68.58	45.52	39.15	45.44	51.15	42.84	46.59	822.589
65.93	54.84	31.96	49.66	45.64	56.7	87.47	63.28	69.43	88.48	77.84	76.18	71.48	84.65	124.87	74.36	83.07	48.73	72.13	47.86	42.68	49.18	54.04	46.44	49.53	822.891
66.58	56.31	30.42	51.33	45.1	56.04	89.56	63.84	69.92	91.62	77.42	77.15	72.92	84.89	127.84	75.6	82.86	49.67	72.88	49.04	42.73	48.7	53.65	47.5	50.49	823.193
65.27	55.37	33.3	51.93	45.36	55.54	87.19	63.82	68.66	88.73	78.74	78.27	71.31	82.36	126.65	75.72	81.59	50.74	73.41	51.41	42.72	49.37	53.21	47.3	50.74	823.494
65.5	53.73	32.18	49.75	44.52	56.36	88.76	62.61	70.31	87.63	77.57	76.83	71.81	84.33	129.22	74.97	82.5	50.04	70.61	48.73	41.88	47.49	54.48	46.48	51.44	823.796
63.6	54.08	32.72	47.84	45.21	54.98	87.73	62.08	66.62	85.21	75.51	76.36	70.15	81.94	124.09	73.37	82.14	48.8	70.62	48.89	42.55	47.43	52.83	45.82	48.25	824.097
65.82	54.44	31.8	49.38	44.42	54.59	89.82	62.27	67.56	87.73	77.64	79.96	71.95	83.31	132.41	75.69	83.59	50.36	72.3	49.07	42.44	47.38	53.02	46.7	49.26	824.399
64.79	54.89	29.45	50.5	43.84	54.97	90.29	64.37	69.38	88.09	77.17	76.47	69.3	82.69	131.06	76.28	81.96	47.79	70.47	48.65	39.38	47.76	53.71	44.66	49.27	824.7
65.22	57.18	32.41	51.62	45.52	56.6	90.38	64.56	70.53	91.46	79.66	79.33	73.07	85.15	132.45	77.2	85.44	50.61	73.34	48.94	44.36	50.85	54.34	48.51	50.77	825.001
62.96	53.67	29.6	47.37	43.61	50.69	86.17	59.86	65.09	88.1	77.27	77.64	68.23	79.96	124.36	75.02	80.8	45.02	68.91	49.26	41.79	45.88	50.77	46.9	49.04	825.303
55.4	51.23	26.41	43.97	40.24	49.94	81.8	56.73	62.28	79.43	71.64	70.72	64.19	75.61	117.57	65.88	75.51	44.52	66.11	42	36.71	40.72	46.14	42.68	43.22	825.604
62.59	51.21	29.29	48.17	39.34	52	85.71	59.93	64.3	84.86	75.85	73.02	71.85	79.85	125.59	73.74	79.04	47.15	67.21	44.55	39.73	47.57	51.2	46.54	48.77	825.905
62.86	51.81	28.72	48.27	44.88	52.98	86.19	60.26	67.44	87.23	73.73	72.96	67.28	81.24	120.35	73.26	78.21	45.67	68.18	48.98	40.48	48.97	52.02	44.37	45.61	826.206
59.37	53.23	29.14	48.08	44.59	51.65	83.51	56.33	63.04	84.74	71.71	70.89	65.8	78.8	116.91	70.26	76	45.21	64.11	44.57	38.54	45.47	46.2	41.07	43.28	826.507
